Timestamp,Лучший сайт для поиска работы?,Лучшее профильное мероприятие года в Украине?,Самое значимое событие года?,Лучший проект в сфере ИТ-образования?,Как вы оцениваете этот год лично для себя?,Какие у вас ожидания от 2016?,Кто вы?
11/25/2015 10:11:03,,,Покупка Looksery за $150M,,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Синьор (5-10 лет опыта)
11/25/2015 10:14:43,,Black Sea SummIT (Одесса),Шестая волна мобилизации в ВСУ,Компьютерная школа Hillel,"Нормальный год, все как обычно",Все будет хорошо,Миддл (2-5 лет опыта)
11/25/2015 10:15:27,DOU.ua,OdessaJS/LvivJS/KharkivJS/KyivJS,Обыски в офисах ИТ-компаний,Компьютерная Академия ШАГ,"Трудный год, но в целом все хорошо","Все плохо, пора валить",Миддл (2-5 лет опыта)
11/25/2015 10:18:10,Джинн,Не слежу за мероприятиями,Прекращение активных боевых действий на Донбассе,Bionic University,"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 10:18:50,Rabota.ua,IT Weekend от SoftServe,Обыски в офисах ИТ-компаний,QA Light,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/25/2015 10:20:44,LinkedIn,Lviv IT Arena,Выход Fallout 4,CyberBionic Systematics,"Нормальный год, все как обычно",Все будет хорошо,Синьор (5-10 лет опыта)
11/25/2015 10:21:49,Work.ua,IT Weekend от SoftServe,Прекращение активных боевых действий на Донбассе,Google (самообразование),Один из лучших в моей жизни,Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 10:23:51,LinkedIn,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",Google (самообразование),"Нормальный год, все как обычно","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/25/2015 10:26:44,Rabota.ua,JEEConf (Киев),Шестая волна мобилизации в ВСУ,Prometheus,"Нормальный год, все как обычно","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/25/2015 10:31:12,Work.ua,Не слежу за мероприятиями,Обыски в офисах ИТ-компаний,,"Неудачный год, все плохо","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/25/2015 10:32:05,Джинн,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",Google (самообразование),Один из лучших в моей жизни,Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 10:37:42,HH.ua,Не слежу за мероприятиями,Прекращение активных боевых действий на Донбассе,JavaRush,Один из лучших в моей жизни,Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 10:38:42,,,Выход Fallout 4,,"Нормальный год, все как обычно","Надеюсь на лучшее, но есть сомнения",
11/25/2015 10:45:19,DOU.ua,Не слежу за мероприятиями,Девальвация гривны,QA Light,"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 10:54:34,Rabota.ua,Lviv IT Arena,"Личное (новая работа, повышение, свадьба, ...)",Prometheus,"Трудный год, но в целом все хорошо",Все будет хорошо,
11/25/2015 10:56:14,Джинн,Не слежу за мероприятиями,Покупка Looksery за $150M,Prometheus,"Трудный год, но в целом все хорошо",Все будет хорошо,Синьор (5-10 лет опыта)
11/25/2015 11:00:53,HH.ua,Не слежу за мероприятиями,Выход Fallout 4,Не слежу / не интересуюсь,"Нормальный год, все как обычно","Все плохо, пора валить",Мега-синьор (10+ лет опыта)
11/25/2015 11:01:28,DOU.ua,Lviv IT Arena,"Создание городских ИТ-кластеров (Харьков, Одесса, Днепр, ...)",Lviv IT school (LITS),"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/25/2015 11:06:55,LinkedIn,Український Software Development форум,"Волонтерский десант в органах власти (МО, Одесса и пр)",Bionic University,Один из лучших в моей жизни,Все будет хорошо,Миддл (2-5 лет опыта)
11/25/2015 11:07:13,Джинн,Frameworks Days,Девальвация гривны,Google (самообразование),"Нормальный год, все как обычно",Все будет хорошо,Миддл (2-5 лет опыта)
11/25/2015 11:07:21,HH.ua,Не слежу за мероприятиями,Обыски в офисах ИТ-компаний,Не слежу / не интересуюсь,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Синьор (5-10 лет опыта)
11/25/2015 11:08:53,Джинн,Не слежу за мероприятиями,Прекращение активных боевых действий на Донбассе,Java курсы Ивана Головача,"Неудачный год, все плохо","Все плохо, пора валить",Синьор (5-10 лет опыта)
11/25/2015 11:10:22,,,Запуск 3G в Украине,PROG kiev ua,"Нормальный год, все как обычно","Все плохо, пора валить",Джуниор (меньше двух лет опыта)
11/25/2015 11:11:42,DOU.ua,IT Jam 2015 (Киев),"Личное (новая работа, повышение, свадьба, ...)",Prometheus,"Трудный год, но в целом все хорошо",Все будет хорошо,Миддл (2-5 лет опыта)
11/25/2015 11:11:57,Джинн,Не слежу за мероприятиями,Шестая волна мобилизации в ВСУ,Не слежу / не интересуюсь,Один из лучших в моей жизни,"Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/25/2015 11:13:34,LinkedIn,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",Google (самообразование),"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/25/2015 11:15:42,DOU.ua,Не слежу за мероприятиями,Девальвация гривны,Google (самообразование),"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/25/2015 11:16:23,DOU.ua,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",Google (самообразование),"Нормальный год, все как обычно",Все будет хорошо,Миддл (2-5 лет опыта)
11/25/2015 11:17:46,LinkedIn,Не слежу за мероприятиями,Девальвация гривны,Google (самообразование),"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/25/2015 11:19:13,,,Прекращение активных боевых действий на Донбассе,PROG kiev ua,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/25/2015 11:19:50,Work.ua,Lviv IT Arena,Прекращение активных боевых действий на Донбассе,Google (самообразование),"Нормальный год, все как обычно",Все будет хорошо,Синьор (5-10 лет опыта)
11/25/2015 11:20:29,Джинн,IT Weekend от SoftServe,Прекращение активных боевых действий на Донбассе,Lviv IT school (LITS),"Неудачный год, все плохо","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/25/2015 11:21:13,DOU.ua,UA Web Challenge,Девальвация гривны,Kottans.org,"Нормальный год, все как обычно",Все будет хорошо,Синьор (5-10 лет опыта)
11/25/2015 11:22:11,DOU.ua,IT Weekend от SoftServe,Запуск 3G в Украине,Lviv IT school (LITS),"Нормальный год, все как обычно","Надеюсь на лучшее, но есть сомнения",Синьор (5-10 лет опыта)
11/25/2015 11:22:34,Джинн,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",Google (самообразование),Один из лучших в моей жизни,"Надеюсь на лучшее, но есть сомнения",
11/25/2015 11:25:52,Rabota.ua,Не слежу за мероприятиями,"Создание городских ИТ-кластеров (Харьков, Одесса, Днепр, ...)",Prometheus,"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 11:26:45,,DevDay Kyiv от Microsoft,"Создание городских ИТ-кластеров (Харьков, Одесса, Днепр, ...)",CyberBionic Systematics,"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 11:31:26,Rabota.ua,Не слежу за мероприятиями,Девальвация гривны,StackOverflow,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/25/2015 11:33:14,DOU.ua,UA Web Challenge,Шестая волна мобилизации в ВСУ,Prometheus,"Нормальный год, все как обычно",Все будет хорошо,Мега-синьор (10+ лет опыта)
11/25/2015 11:34:31,DOU.ua,Не слежу за мероприятиями,Запуск 3G в Украине,JavaRush,"Нормальный год, все как обычно","Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/25/2015 11:36:05,LinkedIn,JEEConf (Киев),Запуск 3G в Украине,Java курсы Ивана Головача,Один из лучших в моей жизни,"Все плохо, пора валить",Миддл (2-5 лет опыта)
11/25/2015 11:37:52,Rabota.ua,Lviv IT Arena,Запуск 3G в Украине,Lviv IT school (LITS),Один из лучших в моей жизни,"Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/25/2015 11:39:32,,Lviv IT Arena,Запуск 3G в Украине,Lviv IT school (LITS),"Нормальный год, все как обычно",Все будет хорошо,Миддл (2-5 лет опыта)
11/25/2015 11:41:12,,,Покупка Looksery за $150M,,"Неудачный год, все плохо","Все плохо, пора валить",
11/25/2015 11:41:45,Джинн,Lviv IT Arena,Запуск 3G в Украине,Lviv IT school (LITS),"Трудный год, но в целом все хорошо",Все будет хорошо,Мега-синьор (10+ лет опыта)
11/25/2015 11:42:29,LinkedIn,Не слежу за мероприятиями,Обыски в офисах ИТ-компаний,StackOverflow,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/25/2015 11:44:12,Rabota.ua,DevDay Kyiv от Microsoft,Прекращение активных боевых действий на Донбассе,Google (самообразование),"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/25/2015 11:44:58,DOU.ua,IT Weekend от SoftServe,Шестая волна мобилизации в ВСУ,Google (самообразование),"Трудный год, но в целом все хорошо",Все будет хорошо,Миддл (2-5 лет опыта)
11/25/2015 11:45:07,StackOverflow,Lviv IT Arena,Запуск 3G в Украине,StackOverflow,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/25/2015 11:46:25,,Не слежу за мероприятиями,Запуск 3G в Украине,QA Light,"Трудный год, но в целом все хорошо",Все будет хорошо,Миддл (2-5 лет опыта)
11/25/2015 11:48:00,StackOverflow,IT Weekend от SoftServe,Девальвация гривны,ItBursa,"Трудный год, но в целом все хорошо","Все плохо, пора валить",Джуниор (меньше двух лет опыта)
11/25/2015 11:48:11,DOU.ua,OdessaJS/LvivJS/KharkivJS/KyivJS,Прекращение активных боевых действий на Донбассе,Brain Academy,"Трудный год, но в целом все хорошо",Все будет хорошо,Миддл (2-5 лет опыта)
11/25/2015 11:48:36,,,Прекращение активных боевых действий на Донбассе,Lviv IT school (LITS),"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/25/2015 11:49:18,DOU.ua,IT Weekend от SoftServe,Прекращение активных боевых действий на Донбассе,Lviv IT school (LITS),"Нормальный год, все как обычно",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 11:49:27,DOU.ua,Lviv IT Arena,Обыски в офисах ИТ-компаний,Lviv IT school (LITS),"Трудный год, но в целом все хорошо","Все плохо, пора валить",Миддл (2-5 лет опыта)
11/25/2015 11:50:11,,IT Weekend от SoftServe,Прекращение активных боевых действий на Донбассе,Lviv IT school (LITS),"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",
11/25/2015 11:51:08,DOU.ua,Black Sea SummIT (Одесса),Девальвация гривны,Компьютерная школа Hillel,"Нормальный год, все как обычно",Все будет хорошо,Миддл (2-5 лет опыта)
11/25/2015 11:51:56,LinkedIn,Lviv IT Arena,Девальвация гривны,Lviv IT school (LITS),"Нормальный год, все как обычно",Все будет хорошо,Миддл (2-5 лет опыта)
11/25/2015 11:58:39,Rabota.ua,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",JavaRush,"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 12:06:55,LinkedIn,AI Ukraine (Харьков),"Создание городских ИТ-кластеров (Харьков, Одесса, Днепр, ...)",Lviv IT school (LITS),Один из лучших в моей жизни,Все будет хорошо,Миддл (2-5 лет опыта)
11/25/2015 12:07:41,,,Покупка Looksery за $150M,Google (самообразование),"Нормальный год, все как обычно","Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/25/2015 12:08:07,Work.ua,OdessaJS/LvivJS/KharkivJS/KyivJS,Выход Fallout 4,Google (самообразование),Один из лучших в моей жизни,Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 12:10:00,DOU.ua,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",Google (самообразование),"Трудный год, но в целом все хорошо",Все будет хорошо,Миддл (2-5 лет опыта)
11/25/2015 12:11:04,Джинн,AI Ukraine (Харьков),Запуск 3G в Украине,Prometheus,"Нормальный год, все как обычно",Все будет хорошо,Синьор (5-10 лет опыта)
11/25/2015 12:15:37,Джинн,Не слежу за мероприятиями,Запуск 3G в Украине,Google (самообразование),"Трудный год, но в целом все хорошо",Все будет хорошо,Синьор (5-10 лет опыта)
11/25/2015 12:16:19,LinkedIn,AI Ukraine (Харьков),"Личное (новая работа, повышение, свадьба, ...)",Bionic University,"Трудный год, но в целом все хорошо","Все плохо, пора валить",Миддл (2-5 лет опыта)
11/25/2015 12:17:51,DOU.ua,,Прекращение активных боевых действий на Донбассе,PROG kiev ua,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/25/2015 12:20:13,Джинн,,Шестая волна мобилизации в ВСУ,,"Трудный год, но в целом все хорошо","Все плохо, пора валить",Миддл (2-5 лет опыта)
11/25/2015 12:22:56,DOU.ua,Lviv IT Arena,"Личное (новая работа, повышение, свадьба, ...)",Lviv IT school (LITS),"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Синьор (5-10 лет опыта)
11/25/2015 12:28:06,Rabota.ua,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",QA Light,"Трудный год, но в целом все хорошо",Все будет хорошо,Миддл (2-5 лет опыта)
11/25/2015 12:29:15,Rabota.ua,Не слежу за мероприятиями,Запуск 3G в Украине,Google (самообразование),Один из лучших в моей жизни,"Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/25/2015 12:40:28,Джинн,ITEM-2015 (Днепропетровск),"Создание городских ИТ-кластеров (Харьков, Одесса, Днепр, ...)",Bionic University,"Трудный год, но в целом все хорошо",Все будет хорошо,
11/25/2015 12:40:53,Work.ua,IT Fest (Киев),"Личное (новая работа, повышение, свадьба, ...)",Google (самообразование),"Нормальный год, все как обычно",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 12:51:51,LinkedIn,Outsource People Kyiv,Девальвация гривны,GoIT,Один из лучших в моей жизни,"Надеюсь на лучшее, но есть сомнения",Синьор (5-10 лет опыта)
11/25/2015 12:53:01,Work.ua,Не слежу за мероприятиями,Прекращение активных боевых действий на Донбассе,Google (самообразование),"Трудный год, но в целом все хорошо","Все плохо, пора валить",Миддл (2-5 лет опыта)
11/25/2015 12:54:47,Rabota.ua,JavaDay Kyiv,Девальвация гривны,JavaRush,"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 12:56:35,Джинн,Не слежу за мероприятиями,Девальвация гривны,Google (самообразование),"Нормальный год, все как обычно","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/25/2015 12:57:19,,,"Создание городских ИТ-кластеров (Харьков, Одесса, Днепр, ...)",StackOverflow,"Нормальный год, все как обычно",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 12:59:43,Джинн,Не слежу за мероприятиями,Девальвация гривны,QA Light,"Трудный год, но в целом все хорошо",Все будет хорошо,Миддл (2-5 лет опыта)
11/25/2015 13:03:31,LinkedIn,OdessaJS/LvivJS/KharkivJS/KyivJS,Запуск 3G в Украине,Kottans.org,"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 13:03:49,DOU.ua,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",CyberBionic Systematics,"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 13:08:23,LinkedIn,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",skillUp,Один из лучших в моей жизни,Все будет хорошо,Миддл (2-5 лет опыта)
11/25/2015 13:10:07,Rabota.ua,IT Fest (Киев),"Личное (новая работа, повышение, свадьба, ...)",QA Light,Один из лучших в моей жизни,Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 13:10:56,LinkedIn,Не слежу за мероприятиями,Девальвация гривны,StackOverflow,"Нормальный год, все как обычно",Все будет хорошо,Миддл (2-5 лет опыта)
11/25/2015 13:14:58,DOU.ua,Black Sea SummIT (Одесса),Обыски в офисах ИТ-компаний,Компьютерная школа Hillel,"Трудный год, но в целом все хорошо","Все плохо, пора валить",Джуниор (меньше двух лет опыта)
11/25/2015 13:19:55,LinkedIn,UA Web Challenge,Выход Fallout 4,StackOverflow,Один из лучших в моей жизни,"Все плохо, пора валить",Синьор (5-10 лет опыта)
11/25/2015 13:28:00,,,Девальвация гривны,PROG kiev ua,"Неудачный год, все плохо",Все будет хорошо,
11/25/2015 13:30:36,DOU.ua,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",Google (самообразование),"Нормальный год, все как обычно",Все будет хорошо,Миддл (2-5 лет опыта)
11/25/2015 13:32:38,DOU.ua,,"Личное (новая работа, повышение, свадьба, ...)",,Один из лучших в моей жизни,Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 13:32:47,Habrahabr,OdessaJS/LvivJS/KharkivJS/KyivJS,Прекращение активных боевых действий на Донбассе,StackOverflow,"Нормальный год, все как обычно","Все плохо, пора валить",Синьор (5-10 лет опыта)
11/25/2015 13:36:33,Джинн,Не слежу за мероприятиями,Шестая волна мобилизации в ВСУ,StackOverflow,"Трудный год, но в целом все хорошо",Все будет хорошо,Миддл (2-5 лет опыта)
11/25/2015 13:38:06,Rabota.ua,Outsource People Kyiv,"Личное (новая работа, повышение, свадьба, ...)",CyberBionic Systematics,Один из лучших в моей жизни,Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 13:38:36,LinkedIn,Black Sea SummIT (Одесса),"Личное (новая работа, повышение, свадьба, ...)",Компьютерная школа Hillel,"Трудный год, но в целом все хорошо",Все будет хорошо,Миддл (2-5 лет опыта)
11/25/2015 13:39:39,DOU.ua,Lviv IT Arena,"Личное (новая работа, повышение, свадьба, ...)",Google (самообразование),"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 13:40:41,,,"Личное (новая работа, повышение, свадьба, ...)",,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",
11/25/2015 13:42:24,Habrahabr,Software Engineering 2015 (seconf org ua),"Волонтерский десант в органах власти (МО, Одесса и пр)",Web Academy,Один из лучших в моей жизни,Все будет хорошо,Миддл (2-5 лет опыта)
11/25/2015 13:43:12,Джинн,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",Prometheus,"Нормальный год, все как обычно","Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/25/2015 13:43:24,DOU.ua,Не слежу за мероприятиями,Девальвация гривны,Фабрика (Одесса),"Неудачный год, все плохо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 13:47:37,,,Прекращение активных боевых действий на Донбассе,Фабрика (Одесса),"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",
11/25/2015 13:48:01,DOU.ua,Не слежу за мероприятиями,Запуск 3G в Украине,StackOverflow,Один из лучших в моей жизни,"Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/25/2015 13:49:26,GitHub,Black Sea SummIT (Одесса),Запуск 3G в Украине,Фабрика (Одесса),"Нормальный год, все как обычно",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 13:50:35,LinkedIn,JavaDay Kyiv,"Личное (новая работа, повышение, свадьба, ...)",Не слежу / не интересуюсь,"Трудный год, но в целом все хорошо",Все будет хорошо,Синьор (5-10 лет опыта)
11/25/2015 13:52:01,Rabota.ua,,Обыски в офисах ИТ-компаний,StackOverflow,"Трудный год, но в целом все хорошо","Все плохо, пора валить",Миддл (2-5 лет опыта)
11/25/2015 13:52:25,DOU.ua,JavaDay Kyiv,Запуск 3G в Украине,Prometheus,Один из лучших в моей жизни,"Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/25/2015 13:54:02,Rabota.ua,IT Jam 2015 (Киев),"Личное (новая работа, повышение, свадьба, ...)",Google (самообразование),Один из лучших в моей жизни,Все будет хорошо,Миддл (2-5 лет опыта)
11/25/2015 13:56:50,LinkedIn,Не слежу за мероприятиями,Выход Fallout 4,Kottans.org,"Нормальный год, все как обычно",Все будет хорошо,
11/25/2015 13:57:09,HH.ua,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",Google (самообразование),"Неудачный год, все плохо","Надеюсь на лучшее, но есть сомнения",Синьор (5-10 лет опыта)
11/25/2015 13:58:05,LinkedIn,iForum,Девальвация гривны,CyberBionic Systematics,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/25/2015 14:03:40,,,Запуск 3G в Украине,Фабрика (Одесса),"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 14:03:55,StackOverflow,Black Sea SummIT (Одесса),Запуск 3G в Украине,Фабрика (Одесса),"Нормальный год, все как обычно","Все плохо, пора валить",Мега-синьор (10+ лет опыта)
11/25/2015 14:04:53,Work.ua,OdessaJS/LvivJS/KharkivJS/KyivJS,Запуск 3G в Украине,Фабрика (Одесса),"Нормальный год, все как обычно",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 14:05:57,Work.ua,OdessaJS/LvivJS/KharkivJS/KyivJS,Запуск 3G в Украине,Фабрика (Одесса),"Нормальный год, все как обычно",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 14:07:33,Work.ua,Не слежу за мероприятиями,Девальвация гривны,Фабрика (Одесса),"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 14:08:29,LinkedIn,UA Web Challenge,Покупка Looksery за $150M,Фабрика (Одесса),"Нормальный год, все как обычно",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 14:12:24,,,Прекращение активных боевых действий на Донбассе,Фабрика (Одесса),"Трудный год, но в целом все хорошо",Все будет хорошо,
11/25/2015 14:12:56,Джинн,IT Jam 2015 (Киев),Запуск 3G в Украине,JavaRush,"Трудный год, но в целом все хорошо",Все будет хорошо,Синьор (5-10 лет опыта)
11/25/2015 14:15:25,Джинн,,Прекращение активных боевых действий на Донбассе,,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/25/2015 14:16:19,Джинн,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",Java курсы Ивана Головача,Один из лучших в моей жизни,Все будет хорошо,Миддл (2-5 лет опыта)
11/25/2015 14:20:12,Work.ua,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",Google (самообразование),"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/25/2015 14:22:19,Джинн,Не слежу за мероприятиями,Прекращение активных боевых действий на Донбассе,Google (самообразование),"Нормальный год, все как обычно","Надеюсь на лучшее, но есть сомнения",
11/25/2015 14:26:51,Джинн,,Запуск 3G в Украине,Brain Academy,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/25/2015 14:26:34,Work.ua,Black Sea SummIT (Одесса),"Личное (новая работа, повышение, свадьба, ...)",Фабрика (Одесса),"Нормальный год, все как обычно",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 14:28:30,Джинн,Lviv IT Arena,Обыски в офисах ИТ-компаний,Google (самообразование),"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/25/2015 14:30:17,DOU.ua,Black Sea SummIT (Одесса),"Личное (новая работа, повышение, свадьба, ...)",Не слежу / не интересуюсь,Один из лучших в моей жизни,"Надеюсь на лучшее, но есть сомнения",
11/25/2015 14:32:26,,,"Личное (новая работа, повышение, свадьба, ...)",Фабрика (Одесса),"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 14:33:31,,,Выход Fallout 4,Фабрика (Одесса),"Нормальный год, все как обычно",Все будет хорошо,Синьор (5-10 лет опыта)
11/25/2015 14:33:58,LinkedIn,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",Prometheus,"Неудачный год, все плохо",Все будет хорошо,Синьор (5-10 лет опыта)
11/25/2015 14:36:54,DOU.ua,Black Sea SummIT (Одесса),Покупка Looksery за $150M,Компьютерная школа Hillel,Один из лучших в моей жизни,Все будет хорошо,Миддл (2-5 лет опыта)
11/25/2015 14:38:14,DOU.ua,Не слежу за мероприятиями,Девальвация гривны,Prometheus,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/25/2015 14:38:55,DOU.ua,Black Sea SummIT (Одесса),"Создание городских ИТ-кластеров (Харьков, Одесса, Днепр, ...)",Фабрика (Одесса),Один из лучших в моей жизни,Все будет хорошо,Миддл (2-5 лет опыта)
11/25/2015 14:40:25,Work.ua,Black Sea SummIT (Одесса),Запуск 3G в Украине,Фабрика (Одесса),"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 14:42:24,Джинн,,Прекращение активных боевых действий на Донбассе,,Один из лучших в моей жизни,Все будет хорошо,
11/25/2015 14:43:58,Work.ua,Не слежу за мероприятиями,Прекращение активных боевых действий на Донбассе,StackOverflow,Один из лучших в моей жизни,Все будет хорошо,Миддл (2-5 лет опыта)
11/25/2015 14:44:15,,DevDay Kyiv от Microsoft,Запуск 3G в Украине,Lviv IT school (LITS),"Нормальный год, все как обычно","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/25/2015 14:47:49,DOU.ua,Black Sea SummIT (Одесса),Покупка Looksery за $150M,Java курсы Ивана Головача,Один из лучших в моей жизни,Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 14:49:29,Work.ua,Outsource People Kyiv,"Личное (новая работа, повышение, свадьба, ...)",Google (самообразование),"Трудный год, но в целом все хорошо",Все будет хорошо,Синьор (5-10 лет опыта)
11/25/2015 14:49:46,LinkedIn,IT Weekend от SoftServe,"Создание городских ИТ-кластеров (Харьков, Одесса, Днепр, ...)",JavaRush,"Трудный год, но в целом все хорошо",Все будет хорошо,Мега-синьор (10+ лет опыта)
11/25/2015 14:50:38,,,Покупка Looksery за $150M,,Один из лучших в моей жизни,Все будет хорошо,Синьор (5-10 лет опыта)
11/25/2015 14:50:44,,,Запуск 3G в Украине,Фабрика (Одесса),"Нормальный год, все как обычно",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 14:50:46,Джинн,OdessaJS/LvivJS/KharkivJS/KyivJS,Девальвация гривны,Google (самообразование),"Нормальный год, все как обычно","Надеюсь на лучшее, но есть сомнения",Синьор (5-10 лет опыта)
