Timestamp,FirstLanguage,MainLanguage,NowLanguage,AdditionalLanguages1,NowLanguages2,AdditonalLanguages3,NextLanguage,PetProjectsLanguages,ExperienceInProgramming,ExperienceInLanguage,Birthday,InUA,InPrev
1/19/2015 11:29:53,C,Да,Java,"JavaScript, Ruby, PL/SQL, Scala, Groovy",,,Java,Java,10+,10+,10/27/1981,Да,Нет
1/19/2015 11:34:38,Pascal/Delphi,Да,C#,JavaScript,,,C#,C#,2,2,10/26/1995,Да,Нет
1/19/2015 11:40:52,C,Да,Java,,,,Java,,3,9,8/5/1980,Да,Нет
1/19/2015 11:42:25,Pascal/Delphi,Да,Swift,"JavaScript, Objective-C",,,Swift,"C++, Objective-C, C, ActionScript, Swift",10+,1,2/12/1962,Да,Да
1/19/2015 11:45:05,Basic,Да,Ruby,"JavaScript, Ruby, CoffeeScript",,,Ruby,"JavaScript, Ruby, CoffeeScript",5,3,5/31/1988,Да,Да
1/19/2015 11:54:13,C,Да,Python,"JavaScript, Go, Swift, R, LiveScript",,,LiveScript,"JavaScript, Haskell, Go, R",8,5,6/28/1983,Да,Не помню
1/19/2015 12:07:15,Pascal/Delphi,Да,C++,"Java, JavaScript, Objective-C",,,C++,"Java, C++",3,3,3/11/1988,Да,Нет
1/19/2015 12:13:31,algol,Да,Java,"Python, PL/SQL",,,C++,"C++, Python",10+,4,1/10/1964,Да,Да
1/19/2015 12:13:36,PHP,Нет,,,"PHP, JavaScript",PL/SQL,Ruby,PHP,5,5,2/9/1991,Да,Нет
1/19/2015 12:16:02,Pascal/Delphi,Нет,,,C++,,Haskell,Rust,10+,3,2/28/1975,Нет,Не помню
1/19/2015 12:17:31,Pascal/Delphi,Да,JavaScript,"JavaScript, Python, T-SQL",,,JavaScript,"C#, JavaScript, Python, T-SQL",4,2,6/11/2015,Да,Нет
1/19/2015 12:29:31,Basic,Да,Java,"JavaScript, PL/SQL, Groovy",,,Java,"JavaScript, Ruby",5,7,10/17/1981,Да,Да
1/19/2015 12:34:20,Python,Да,Ruby,JavaScript,,,Ruby,,10+,7,,Да,Нет
1/19/2015 13:08:44,Java,Да,Java,JavaScript,,,Python,"Java, JavaScript",2,2,6/5/1989,Да,Не помню
1/19/2015 13:15:44,Pascal/Delphi,Да,C#,"JavaScript, T-SQL",,,C#,"C#, JavaScript",7,6,3/1/1984,Да,Не помню
1/19/2015 13:17:53,Pascal/Delphi,Да,C#,JavaScript,,,C#,"C#, JavaScript",4,3,3/31/1988,Да,Нет
1/19/2015 13:34:04,Pascal/Delphi,Да,Objective-C,"C++, C",,,Swift,"Java, C#, Objective-C",2,2,2/26/1993,Да,Нет
1/19/2015 13:47:16,JavaScript,Да,PHP,JavaScript,,,PHP,PHP,2,1,2/21/1988,Да,Нет
1/19/2015 13:57:57,Pascal/Delphi,Да,Clojure,"Java, JavaScript, Ruby",,,Go,"Java, JavaScript, Clojure",3,<1,10/26/1989,Да,Нет
1/19/2015 14:04:15,Pascal/Delphi,Да,CoffeeScript,C#,,,Ruby,"Java, JavaScript, Ruby, C",7,4,6/28/1989,Нет,Да
1/19/2015 14:07:08,Basic,Да,C++,R,,,C++,"Java, C++",10+,3,1/31/1970,Да,Нет
1/19/2015 14:28:46,JavaScript,Да,C#,,,,C#,C#,<1,<1,,Да,Нет
1/19/2015 14:30:41,C++,Да,C#,"C#, JavaScript",,,C#,C#,2,1,4/19/1992,Да,Нет
1/19/2015 14:30:49,C,Да,PHP,JavaScript,,,Java,"PHP, JavaScript",<1,1,12/7/1991,Да,Нет
1/19/2015 14:36:09,Pascal/Delphi,Нет,,,"Python, Go, Swift",,Go,"Python, Go, Swift",<1,<1,7/13/1981,Да,Нет
1/19/2015 14:50:28,C++,Да,JavaScript,,,,JavaScript,JavaScript,<1,<1,1/19/1993,Да,Нет
1/19/2015 14:52:19,Pascal/Delphi,Да,JavaScript,"Python, CoffeeScript",,,Python,"JavaScript, Python, CoffeeScript",4,3,6/20/1988,Нет,Да
1/19/2015 15:01:44,Basic,Да,Java,Scala,,,Scala,C,10+,2,3/24/1976,Да,Да
1/19/2015 15:04:45,JavaScript,Да,JavaScript,"PHP, CoffeeScript",,,Go,"PHP, CoffeeScript",8,8,5/31/2015,Да,Да
1/19/2015 15:07:24,Perl,Нет,,,Perl,JavaScript,JavaScript,Objective-C,<1,<1,4/18/1989,Да,Нет
1/19/2015 15:07:53,Pascal/Delphi,Да,JavaScript,PHP,,,JavaScript,"PHP, JavaScript",9,10+,12/8/1985,Да,Нет
1/19/2015 15:18:30,Pascal/Delphi,Да,Python,JavaScript,,,Python,Python,8,3,4/30/1988,Да,Нет
1/19/2015 15:20:59,Pascal/Delphi,Да,PL/SQL,"C#, Pascal/Delphi",,,C#,"C#, PL/SQL",10+,7,5/1/1978,Да,Не помню
1/19/2015 15:23:40,Pascal/Delphi,Да,Python,JavaScript,,,Python,"PHP, JavaScript, Python",5,2,7/12/1987,Да,Да
1/19/2015 15:26:17,Objective-C,Да,Objective-C,"Java, C#, C++, JavaScript, PL/SQL, Scala, Swift",,,Objective-C,"Java, C#, C++, JavaScript, Objective-C, C, Scala",8,4,12/2/1987,Да,Нет
1/19/2015 15:29:34,C,Да,Python,PHP,,,Java,Java,<1,<1,3/30/1991,Да,Нет
1/19/2015 15:32:31,C,Да,PHP,"PHP, Python, C",,,PHP,PHP,8,5,,Да,Да
1/19/2015 15:37:02,Pascal/Delphi,Да,C#,"JavaScript, T-SQL",,,C#,"C#, T-SQL",10+,10+,4/1/1980,Да,Нет
1/19/2015 15:42:44,JavaScript,Да,JavaScript,"PHP, Ruby, CoffeeScript",,,JavaScript,"PHP, JavaScript",4,2,7/22/1989,Нет,Не помню
1/19/2015 15:48:35,Pascal/Delphi,Нет,,,"PHP, Python",JavaScript,JavaScript,,<1,<1,3/12/1991,Да,Нет
1/19/2015 15:54:51,Pascal/Delphi,Да,Perl,"PHP, JavaScript, PL/SQL, Pascal/Delphi, ActionScript, Perl",,,PHP,"Java, C#, PHP, JavaScript, PL/SQL, Pascal/Delphi",1,5,1/1/1989,Да,Нет
1/19/2015 15:57:51,Basic,Да,JavaScript,,,,JavaScript,JavaScript,8,6,11/30/1984,Да,Нет
1/19/2015 15:58:30,Pascal/Delphi,Да,JavaScript,C++,,,Python,JavaScript,1,<1,6/29/1997,Да,Нет
1/19/2015 15:58:44,Python,Да,Python,"Ruby, Shell",,,Python,Python,2,1,1/24/1991,Да,Нет
1/19/2015 15:58:51,Pascal/Delphi,Да,Java,JavaScript,,,Python,,2,1,6/2/1989,Да,Нет
1/19/2015 16:05:39,Pascal/Delphi,Да,C#,"JavaScript, PL/SQL",,,C++,"C#, C++, JavaScript, T-SQL",3,1,7/3/1985,Да,Нет
1/19/2015 16:07:49,Java,Да,Java,,,,Java,,<1,<1,3/31/1994,Да,Нет
1/19/2015 16:12:01,Pascal/Delphi,Нет,,,"PHP, JavaScript",,JavaScript,"PHP, JavaScript",10+,7,12/25/1982,Да,Не помню
1/19/2015 16:12:53,C++,Да,Ruby,"JavaScript, Ruby, PL/SQL, CoffeeScript",,,Ruby,"JavaScript, Ruby, CoffeeScript",<1,<1,3/23/1992,Да,Нет
1/19/2015 16:13:27,Perl,Да,C#,"C#, JavaScript, Perl, T-SQL, Swift, VB.NET",,,Swift,"C#, Perl, Swift",6,5,1/16/1985,Да,Не помню
1/19/2015 16:20:56,Pascal/Delphi,Да,C#,JavaScript,,,C#,,2,3,12/6/1992,Да,Нет
1/19/2015 16:27:58,C++,Да,PHP,"Java, JavaScript, PL/SQL",,,PHP,"PHP, JavaScript",3,3,1/20/1991,Да,Да
1/19/2015 16:30:54,Basic,Да,PHP,JavaScript,,,PHP,,7,4,4/22/1987,Да,Не помню
1/19/2015 16:33:28,C,Да,JavaScript,PHP,,,Ruby,,1,<1,8/12/1991,Да,Нет
1/19/2015 16:38:40,Python,Нет,,,Python,PHP,Java,,<1,<1,,Да,Нет
1/19/2015 16:47:15,1C,Да,1C,,,,Java,Java,1,1,6/14/1990,Да,Нет
1/19/2015 16:51:15,Basic,Да,C#,"C#, C++, T-SQL",,,C#,"C#, C++, Basic, 1C",10+,1,4/1/1980,Да,Нет
1/19/2015 16:53:18,Perl,Да,Go,"PHP, JavaScript, Python, PL/SQL, Perl",,,Go,"JavaScript, Go",7,4,1/1/1985,Да,Да
1/19/2015 16:54:49,C,Да,1C,Java,,,Java,"Java, 1C",7,6,1/29/1986,Да,Нет
1/19/2015 16:59:10,Pascal/Delphi,Да,Ruby,JavaScript,,,Ruby,"JavaScript, Ruby",8,5,7/11/1966,Да,Не помню
1/19/2015 17:02:44,Pascal/Delphi,Да,Groovy,"Java, JavaScript, ActionScript",,,JavaScript,JavaScript,10+,6,9/12/1976,Да,Да
1/19/2015 17:09:52,Basic,Да,C#,T-SQL,,,Scala,C#,9,9,10/12/1978,Да,Нет
1/19/2015 17:12:16,JavaScript,Да,JavaScript,TypeScript,,,JavaScript,JavaScript,10+,3,8/6/1984,Да,Не помню
1/19/2015 17:17:42,Pascal/Delphi,Да,f#,"C#, PHP, C++, JavaScript, C, PL/SQL, ASM",,,f#,"C#, PHP, f#",6,4,11/27/1987,Да,Нет
1/19/2015 17:19:13,C++,Да,C#,JavaScript,,,C#,"Java, C#",<1,<1,12/19/1985,Да,Нет
1/19/2015 17:19:47,Pascal/Delphi,Да,JavaScript,"C#, C++",,,C#,C#,4,2,12/12/1994,Да,Нет
1/19/2015 17:22:00,Basic,Нет,,,1C,PHP,PHP,,4,4,1/1/1980,Да,Не помню
1/19/2015 17:23:12,Pascal/Delphi,Да,Java,"JavaScript, PL/SQL, T-SQL, Groovy",,,Java,"Java, PHP, JavaScript",7,6,,Да,
1/19/2015 17:30:05,Pascal/Delphi,Да,C++,C++,,,Rust,,6,4,6/15/1989,Нет,Не помню
1/19/2015 17:43:47,Fortran,Да,Erlang,Scala,,,Scala,Scala,5,1,7/8/1975,Да,Нет
1/19/2015 17:51:10,Pascal/Delphi,Да,JavaScript,Java,,,Scala,JavaScript,3,2,5/25/1991,Да,Да
1/19/2015 17:55:39,C#,Нет,,,C#,JavaScript,JavaScript,"C#, JavaScript",1,1,12/1/1993,Да,Нет
1/19/2015 18:06:00,Basic,Да,Objective-C,"JavaScript, Ruby",,,JavaScript,"JavaScript, Objective-C, Ruby",8,4,2/28/1988,Да,Нет
1/19/2015 18:12:08,Pascal/Delphi,Да,JavaScript,C#,,,JavaScript,JavaScript,8,2,11/17/1984,Да,Не помню
1/19/2015 18:12:47,Pascal/Delphi,Да,C++,"Java, JavaScript, CoffeeScript",,,C++,C++,2,2,8/9/1992,Да,Нет
1/19/2015 18:15:44,Pascal/Delphi,Да,Java,"JavaScript, PL/SQL, T-SQL, Groovy",,,Java,"Java, JavaScript",6,6,6/8/1984,Да,Не помню
1/19/2015 18:16:15,JavaScript,Да,JavaScript,,,,Python,,<1,<1,1/1/1985,Да,Нет
1/19/2015 18:21:42,Pascal/Delphi,Нет,,,"PHP, JavaScript",,JavaScript,,6,4,5/2/1989,Да,Нет
1/19/2015 18:28:13,C,Да,JavaScript,"PHP, JavaScript, CoffeeScript",,,CoffeeScript,"PHP, JavaScript",3,3,8/26/1992,Да,Да
1/19/2015 18:31:23,Asm,Да,PHP,"Java, PHP, JavaScript, Python, Ruby, Perl",,,PHP,"Java, PHP, JavaScript, Python, Ruby, Perl",10+,10+,10/5/1979,Да,Не помню
1/19/2015 18:41:54,Basic,Да,C#,"JavaScript, T-SQL",,,C#,,10+,10+,1/1/2015,Да,Нет
1/19/2015 18:50:40,Basic,Да,Java,JavaScript,,,Java,Java,3,2,6/13/1988,Да,Да
1/19/2015 18:54:35,Java,Да,Java,"Java, JavaScript",,,,Java,<1,<1,11/15/2015,Да,Нет
1/19/2015 18:57:52,Basic,Да,C#,PL/SQL,,,C#,C#,1,1,2/9/1995,Да,Нет
1/19/2015 19:18:14,Basic,Да,Java,"JavaScript, Groovy",,,JavaScript,,5,5,1/25/1986,Да,Нет
1/19/2015 19:36:06,C++,Да,Java,JavaScript,,,Java,Java,10+,3,6/10/1976,Да,Нет
1/19/2015 19:41:43,C#,Да,C#,"Java, JavaScript, T-SQL",,,C#,,9,9,7/7/1984,Да,Не помню
1/19/2015 19:46:15,Basic,Нет,,,"Python, PL/SQL",,Python,,3,<1,4/18/1983,Да,Нет
1/19/2015 20:01:35,Pascal/Delphi,Да,Java,JavaScript,,,Java,Java,<1,1,,Да,Да
1/19/2015 20:05:49,Java,Да,Java,"C++, Groovy",,,Java,"Java, C#, PHP, C++, JavaScript, Groovy",8,4,11/1/1986,Да,Нет
1/19/2015 20:10:33,Pascal/Delphi,Да,PHP,"JavaScript, Ruby",,,Ruby,PHP,4,4,7/13/1990,Да,Нет
1/19/2015 20:11:29,Pascal/Delphi,Да,JavaScript,,,,JavaScript,"Java, C#, JavaScript",4,2,10/11/1990,Да,Не помню
1/19/2015 20:14:37,Python,Да,Python,"JavaScript, Python",,,Python,,3,3,11/15/1990,Нет,Да
1/19/2015 20:19:55,C#,Да,C#,"PHP, JavaScript",,,Objective-C,,<1,<1,7/26/1993,Да,Нет
1/19/2015 20:20:19,Pascal/Delphi,Да,Java,"PHP, JavaScript, PL/SQL",,,Java,"Java, PHP, PL/SQL",10+,<1,12/10/1986,Нет,Не помню
1/19/2015 20:21:19,Asm,Да,C#,T-SQL,,,C#,"C#, JavaScript",10+,5,12/14/1972,Да,Нет
1/19/2015 21:06:06,Pascal/Delphi,Да,Java,,,,Python,,<1,1,2/19/1989,Да,Нет
1/19/2015 21:07:10,Basic,Да,PHP,"Java, C++, JavaScript",,,PHP,"Java, PHP, C++, Python",10+,4,,Нет,Нет
1/19/2015 21:21:42,Basic,Да,Java,"PL/SQL, Groovy",,,Java,Pascal/Delphi,10+,4,12/18/1982,Да,Нет
1/19/2015 21:24:36,Pascal/Delphi,Да,C#,"JavaScript, Ruby, CoffeeScript",,,Ruby,"PHP, Ruby",<1,<1,11/30/1992,Да,Нет
1/19/2015 21:27:32,Basic,Да,C++,Python,,,C++,"Java, C++, Perl",10+,10+,11/29/1982,Нет,Не помню
1/19/2015 21:33:50,Pascal/Delphi,Да,PHP,BASH,,,PHP,PHP,5,5,10/12/1988,Да,Нет
1/19/2015 21:38:55,Pascal/Delphi,Да,C#,Python,,,C#,"Java, C#",2,2,9/10/1995,Да,Нет
1/19/2015 21:41:02,Pascal/Delphi,Да,C#,"JavaScript, T-SQL",,,C#,"C#, JavaScript",6,5,12/15/1988,Да,Да
1/19/2015 21:42:54,Pascal/Delphi,Да,C++,"C++, Python",,,C++,"C#, C++, Python",8,8,11/11/1987,Да,Да
1/19/2015 21:43:32,JavaScript,Да,Shell,Perl,,,JavaScript,"JavaScript, Ruby, Perl, Shell",<1,<1,5/17/1991,Да,Нет
1/19/2015 21:44:58,Pascal/Delphi,Да,Java,"Java, JavaScript, Python",,,C#,"Java, Python",1,1,5/17/1995,Да,Нет
1/19/2015 21:46:22,Asm,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript",<1,<1,1/19/1994,Да,Не помню
1/19/2015 21:46:43,Pascal/Delphi,Да,C#,"Java, JavaScript",,,C#,"Java, C#, JavaScript, Scala",6,3,5/28/1986,Нет,Нет
1/19/2015 21:48:39,Basic,Да,C#,"JavaScript, F#",,,C#,,10+,5,1/3/1973,Да,Нет
1/19/2015 22:07:20,JavaScript,Да,JavaScript,,,,JavaScript,,<1,<1,2/8/1987,Да,Нет
1/19/2015 22:15:12,Java,Да,Java,"Java, PHP, JavaScript",,,,PHP,5,4,11/1/1987,Да,Да
1/19/2015 22:20:43,JavaScript,Да,JavaScript,"Ruby, Haskell",,,Ruby,"Ruby, Haskell",2,2,3/27/1990,Да,Нет
1/19/2015 22:22:14,C++,Да,Java,PL/SQL,,,Python,,1,1,9/27/1993,Да,Нет
1/19/2015 22:35:53,Basic,Да,Ruby,JavaScript,,,Ruby,,<1,<1,,Да,Нет
1/19/2015 22:39:19,C++,Да,PHP,JavaScript,,,JavaScript,PHP,<1,<1,10/12/1991,Да,Нет
1/19/2015 22:57:46,Basic,Да,Java,Python,,,Python,PHP,4,3,2/28/1971,Да,Нет
1/19/2015 22:58:00,C++,Да,Java,"JavaScript, PL/SQL",,,Java,"Java, JavaScript",8,6,5/13/1987,Да,Нет
1/19/2015 23:04:14,C#,Да,C#,C++,,,C#,"C#, JavaScript",5,3,6/16/1988,Да,Нет
1/19/2015 23:05:57,C,Да,Java,PL/SQL,,,Java,Java,<1,<1,11/24/1986,Да,Нет
1/19/2015 23:06:33,Pascal/Delphi,Да,Python,"C#, JavaScript",,,Python,"C#, JavaScript, Python, Pascal/Delphi",3,1,2/27/1995,Да,Нет
1/19/2015 23:14:59,Pascal/Delphi,Да,C#,,,,Java,"C#, PHP, C, Pascal/Delphi, Basic",2,<1,9/24/1991,Да,Нет
1/19/2015 23:15:32,Pascal/Delphi,Да,Python,JavaScript,,,Go,Python,4,1,3/24/1988,Да,Нет
1/19/2015 23:24:49,Pascal/Delphi,Да,Python,Python,,,Ruby,Python,<1,1,7/22/1987,Да,Нет
1/19/2015 23:40:42,Pascal/Delphi,Да,Java,"JavaScript, PL/SQL, Groovy",,,Groovy,"Java, Groovy",5,5,5/17/1989,Да,Да
1/19/2015 23:43:10,Java,Да,Java,JavaScript,,,Java,,<1,<1,7/11/1990,Да,Нет
1/19/2015 23:45:18,Basic,Да,PHP,"JavaScript, PL/SQL",,,PHP,"Java, PHP, Pascal/Delphi",10+,10+,1/1/1984,Да,Да
1/19/2015 23:51:45,Basic,Да,C#,Java,,,Java,,6,4,12/28/1988,Да,Нет
1/20/2015 0:11:52,Basic,Да,Python,JavaScript,,,Python,,10+,5,8/4/1972,Нет,Нет
1/20/2015 0:12:19,Basic,Да,PHP,Pascal/Delphi,,,PHP,PHP,10+,10+,1/11/1978,Да,Нет
1/20/2015 0:12:19,C#,Да,Ruby,"JavaScript, PL/SQL, CoffeeScript",,,Ruby,"Java, C#, Ruby",3,2,3/28/1984,Да,Нет
1/20/2015 0:12:53,C#,Да,Java,Java,,,Java,"Java, C#, PHP, Pascal/Delphi",1,<1,3/18/1993,Нет,Нет
1/20/2015 0:17:47,Pascal/Delphi,Да,Ruby,"JavaScript, CoffeeScript",,,Ruby,"PHP, Ruby",3,<1,8/29/1989,Да,Да
1/20/2015 0:20:37,C,Да,Java,Scala,,,Java,,<1,<1,,Да,Нет
1/20/2015 0:21:11,Forth,Да,PHP,"Java, C++, JavaScript, Python, C, PL/SQL, Basic",,,PHP,"Java, PHP, C++, JavaScript, C, Basic",2,2,7/22/1990,Да,Нет
1/20/2015 0:22:17,PHP,Да,JavaScript,"Ruby, CoffeeScript",,,Ruby,"PHP, JavaScript, Ruby, CoffeeScript",7,2,1/2/1991,Да,Нет
1/20/2015 0:24:09,Pascal/Delphi,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript",5,5,6/7/1988,Да,Нет
1/20/2015 0:30:12,Pascal/Delphi,Да,C++,JavaScript,,,Python,,4,2,11/13/1987,Да,Не помню
1/20/2015 0:32:25,Pascal/Delphi,Нет,,,никаким,PHP,PHP,,<1,<1,2/12/1991,Да,Нет
1/20/2015 0:43:12,Pascal/Delphi,Да,C++,PL/SQL,,,C++,C++,4,3,3/29/1991,Нет,Нет
1/20/2015 0:44:21,Pascal/Delphi,Да,C#,"Java, JavaScript, PL/SQL, T-SQL",,,C#,,8,8,2/10/1984,Да,Не помню
1/20/2015 0:48:47,Pascal/Delphi,Да,Java,"JavaScript, PL/SQL",,,Java,"Java, C#",3,<1,11/23/1993,Да,Нет
1/20/2015 0:59:59,Ruby,Да,Ruby,"JavaScript, CoffeeScript",,,Ruby,"JavaScript, Ruby, CoffeeScript",2,1,3/20/1994,Да,Нет
1/20/2015 1:09:20,Basic,Да,C++,"Java, C#, PowerShell",,,C++,C++,10+,10+,6/22/1975,Нет,Не помню
1/20/2015 1:09:40,Basic,Да,Java,JavaScript,,,Java,Java,<1,2,9/22/1994,Да,Нет
1/20/2015 1:13:53,Pascal/Delphi,Да,JavaScript,"PHP, Python",,,Python,Python,2,<1,8/4/1992,Да,Нет
1/20/2015 1:16:05,PHP,Да,PHP,"JavaScript, Ruby",,,Ruby,PHP,2,2,12/18/1993,Да,Не помню
1/20/2015 1:18:42,Basic,Да,JavaScript,"PHP, JavaScript",,,JavaScript,"PHP, JavaScript",5,4,7/12/1985,Да,Нет
1/20/2015 1:24:09,Perl,Да,C++,,,,C++,,10+,10+,6/30/1985,Да,Нет
1/20/2015 1:32:24,C#,Да,C#,JavaScript,,,C#,"C#, PHP",<1,<1,11/15/1993,Да,Нет
1/20/2015 1:57:52,Basic,Да,C#,"PHP, SQL",,,C#,C#,10+,10+,10/7/1975,Да,Не помню
1/20/2015 2:08:07,Asm,Да,Pascal/Delphi,"PHP, JavaScript, ASM",,,Pascal/Delphi,Pascal/Delphi,10+,10+,7/16/1975,Нет,Нет
1/20/2015 2:22:02,Basic,Да,C++,"Java, Python, C, Go",,,Go,"Java, C++, Go",4,4,3/19/1988,Да,Да
1/20/2015 2:51:59,Java,Да,Java,C#,,,C#,,<1,<1,2/23/1988,Нет,Нет
1/20/2015 2:55:41,Pascal/Delphi,Да,Java,"JavaScript, Python, R",,,Java,"Java, Scala, R",10+,10+,6/10/1980,Да,Да
1/20/2015 4:33:48,Basic,Да,PHP,JavaScript,,,PHP,C,<1,<1,8/5/1983,Да,Не помню
1/20/2015 6:36:07,Pascal/Delphi,Да,C++,"Java, C#, JavaScript, C",,,C#,"Java, C#, C++",1,1,11/23/1990,Да,Нет
1/20/2015 6:38:35,Basic,Да,Python,"C#, JavaScript, PL/SQL, Swift",,,Swift,"C#, JavaScript, Python, Swift",10+,10+,10/29/1980,Да,Не помню
1/20/2015 9:07:13,Java,Да,Java,,,,,,8,8,1/1/1985,Нет,Да
1/20/2015 9:50:23,Pascal/Delphi,Да,Objective-C,"Objective-C, C, Swift",,,Objective-C,Objective-C,<1,<1,7/1/1995,Да,Нет
1/20/2015 9:54:58,Pascal/Delphi,Да,C#,"JavaScript, T-SQL",,,C#,"C#, JavaScript, T-SQL",4,4,5/8/1989,Да,Не помню
1/20/2015 9:58:01,Pascal/Delphi,Да,JavaScript,PHP,,,JavaScript,"PHP, JavaScript, PL/SQL",3,<1,9/8/1990,Да,Нет
1/20/2015 10:13:03,Pascal/Delphi,Да,Java,Python,,,Python,"Java, Python, Ruby",3,2,12/15/1993,Да,Нет
1/20/2015 10:24:49,Pascal/Delphi,Да,Ruby,"JavaScript, CoffeeScript",,,Ruby,"JavaScript, Python, Ruby, CoffeeScript",2,1,4/22/1991,Да,Да
1/20/2015 11:10:02,Pascal/Delphi,Нет,,,"Java, Python",,Python,Python,<1,1,9/17/1994,Да,Нет
1/20/2015 11:20:02,Pascal/Delphi,Да,C++,C,,,C++,,5,5,1/20/1988,Да,Нет
1/20/2015 11:20:51,Pascal/Delphi,Да,C#,,,,C#,"Java, C#",<1,<1,1/1/1993,Да,Нет
1/20/2015 11:25:14,PHP,Да,PHP,"PHP, JavaScript, PL/SQL",,,PHP,"PHP, PL/SQL",7,7,4/12/1988,Да,Да
1/20/2015 11:27:38,Pascal/Delphi,Да,JavaScript,PHP,,,JavaScript,JavaScript,1,<1,5/18/1992,Да,Нет
1/20/2015 11:29:57,C,Да,Objective-C,"C++, C, Swift",,,Swift,"C++, C",2,2,9/3/1990,Да,Нет
1/20/2015 11:31:52,Scheme,Да,Java,,,,Java,"Java, Scala, Scheme",<1,4,1/28/1988,Да,Не помню
1/20/2015 11:32:42,Python,Да,Python,JavaScript,,,,Python,2,2,10/15/1991,Нет,Нет
1/20/2015 11:35:02,Pascal/Delphi,Да,C#,,,,C#,C#,<1,<1,6/23/1995,Да,Нет
1/20/2015 11:46:06,C,Да,PHP,,,,PHP,,4,4,12/7/1990,Да,Да
1/20/2015 11:50:04,C#,Да,C#,JavaScript,,,C#,"C#, JavaScript",7,7,12/1/1984,Да,Нет
1/20/2015 11:53:22,Java,Да,Java,"Java, Scala, Groovy",,,Scala,"Java, Python, Scala",5,5,11/29/2015,Да,Нет
1/20/2015 11:56:59,Pascal/Delphi,Да,C#,JavaScript,,,C#,C#,3,3,,Да,Нет
1/20/2015 11:58:10,Pascal/Delphi,Да,Python,"JavaScript, CoffeeScript, Go, PL/pgSQL",,,Python,"JavaScript, Python",2,2,6/24/1993,Да,Да
1/20/2015 11:59:14,PHP,Да,PHP,JavaScript,,,PHP,PHP,1,1,3/18/1990,Да,Да
1/20/2015 12:01:01,Pascal/Delphi,Да,C#,JavaScript,,,C#,"Java, C#, JavaScript",3,3,6/6/1991,Да,Не помню
1/20/2015 12:01:17,PHP,Да,JavaScript,PHP,,,C#,C#,3,1,12/3/1989,Да,Нет
1/20/2015 12:02:15,Pascal/Delphi,Да,Python,"C++, JavaScript",,,Python,"C++, Python",3,2,1/10/1993,Да,Нет
1/20/2015 12:02:43,Pascal/Delphi,Да,C#,JavaScript,,,C#,"Java, C#, JavaScript",3,3,6/6/1991,Да,Не помню
1/20/2015 12:12:07,JavaScript,Нет,,,Ruby,,,,3,1,,,
1/20/2015 12:14:20,Java,Да,Objective-C,"C, Scala, Swift",,,Swift,,4,3,,,Нет
1/20/2015 12:22:03,Asm,Нет,,,"Java, Python","Java, JavaScript, Python",Java,Python,2,2,,Да,Не помню
1/20/2015 12:32:30,Pascal/Delphi,Да,C,"C++, Python",,,C++,,3,3,3/8/2015,Да,Да
1/20/2015 12:44:47,Java,Да,Java,Java,,,Java,"Java, PHP",5,5,8/19/1989,Да,Нет
1/20/2015 12:50:43,Basic,Да,C#,JavaScript,,,C#,"C#, JavaScript, Python, Ruby, T-SQL",10+,7,2/29/7984,Да,Нет
1/20/2015 12:54:06,Python,Да,Python,Objective-C,,,Objective-C,"Python, Objective-C",3,1,,Да,Нет
1/20/2015 13:05:42,Pascal/Delphi,Да,C#,T-SQL,,,C#,,9,8,12/28/1984,Да,Нет
1/20/2015 13:12:33,PHP,Да,PHP,JavaScript,,,Java,,<1,<1,7/14/1991,Да,Нет
1/20/2015 13:12:46,Pascal/Delphi,Да,C#,JavaScript,,,C#,"C#, JavaScript, Objective-C, T-SQL",7,8,8/30/1987,Да,Нет
1/20/2015 13:15:34,Java,Да,Java,JavaScript,,,Java,Java,<1,<1,1/7/1987,Да,Нет
1/20/2015 13:27:02,Basic,Да,C#,XAML,,,C#,C#,<1,4,3/1/1993,Да,Нет
1/20/2015 13:32:45,PHP,Да,JavaScript,"C#, Ruby",,,JavaScript,PHP,5,3,1/10/1985,Да,Нет
1/20/2015 13:35:40,C++,Нет,,,Objective-C,C++,PHP,JavaScript,<1,<1,,Да,Нет
1/20/2015 13:54:47,Pascal/Delphi,Да,PHP,"JavaScript, Python, Ruby, PL/SQL",,,Python,"Python, Ruby",6,5,10/5/1987,Да,Не помню
1/20/2015 14:14:35,C#,Да,C#,"PL/SQL, T-SQL",,,C#,,3,3,,Да,Да
1/20/2015 14:24:24,PHP,Да,PHP,JavaScript,,,PHP,PHP,2,1,3/14/1988,Да,Нет
1/20/2015 14:27:18,Pascal/Delphi,Да,Java,Ruby,,,Java,Java,1,1,6/15/1991,Да,Не помню
1/20/2015 14:29:12,Pascal/Delphi,Нет,,,Python,JavaScript,Python,no,<1,<1,8/4/1991,Да,Нет
1/20/2015 14:33:03,Pascal/Delphi,Да,C#,JavaScript,,,C#,"C#, JavaScript",5,4,1/18/1989,Да,Да
1/20/2015 14:39:28,PHP,Нет,,,"Java, PHP, JavaScript",C++,Java,PHP,4,4,4/30/1988,Да,Нет
1/20/2015 14:41:32,Pascal/Delphi,Да,C++,C#,,,1C,C++,<1,<1,7/21/1994,Да,Нет
