Timestamp,FirstLanguage,MainLanguage,NowLanguage,AdditionalLanguages1,NowLanguages2,AdditionalLanguages3,NextLanguage,PetProjectsLanguages,ExperienceInProgramming,ExperienceInLanguage,Age,InUA,InPrev
1/16/2014 9:13:09,Haskell,Да,Haskell,Haskell,,,Haskell,Haskell,10+,5,"[20,30)",Да,Нет
1/16/2014 9:25:48,C++,Да,PHP,"PHP, Python, JavaScript",,,Python,"Python, JavaScript",2,1,"[20,30)",Да,Нет
1/16/2014 9:29:36,Pascal/Delphi,Да,PL/SQL,"Java, Shell",,,PL/SQL,,5,4,"[20,30)",Нет,Нет
1/16/2014 9:57:10,Pascal/Delphi,Да,T-SQL,"Java, C#, C++, Python, PL/SQL, T-SQL",,,C#,,10+,10+,"[30,40)",Да,Нет
1/16/2014 9:58:40,Pascal/Delphi,Да,Java,"Ruby, ActionScript, Scala, Groovy",,,Scala,Java,10+,8,"[30,40)",Да,Да
1/16/2014 10:07:17,C++,Да,C++,"C#, Python",,,C++,,10+,10+,"[30,40)",Нет,Нет
1/16/2014 10:16:22,Pascal/Delphi,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript",10+,10+,"[30,40)",Да,Нет
1/16/2014 10:32:16,Pascal/Delphi,Да,Java,"Java, PHP, Python, JavaScript, PL/SQL, Groovy",,,Groovy,"Java, C#, PHP, Python, JavaScript, PL/SQL",2,2,"[20,30)",Нет,Нет
1/16/2014 10:33:04,C++,Да,C#,,,,C#,C#,1,1,"[20,30)",Да,Да
1/16/2014 10:35:39,Pascal/Delphi,Да,JavaScript,,,,JavaScript,,4,2,"[20,30)",Да,Нет
1/16/2014 10:42:12,C#,Да,C#,PL/SQL,,,C#,"C#, Python, PL/SQL",1,1,"[20,30)",Да,Нет
1/16/2014 10:54:06,Basic,Да,Java,"Python, JavaScript",,,JavaScript,JavaScript,10+,5,"[30,40)",Да,Да
1/16/2014 11:00:41,Basic,Да,PHP,JavaScript,,,PHP,,10+,10+,"[30,40)",Да,Нет
1/16/2014 11:03:58,Basic,Да,PHP,"JavaScript, PL/SQL",,,PHP,"PHP, JavaScript, PL/SQL",4,3,"[30,40)",Да,Нет
1/16/2014 11:04:25,C#,Да,C#,"C++, JavaScript",,,C#,,1,1,"[20,30)",Да,Нет
1/16/2014 11:13:10,Pascal/Delphi,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript",9,7,"[20,30)",Да,Да
1/16/2014 11:13:26,Pascal/Delphi,Да,Python,"PHP, JavaScript",,,Python,,7,<1,"[20,30)",Да,Нет
1/16/2014 11:20:15,Pascal/Delphi,Нет,,,C++,"Java, Shell, Matlab",C++,,2,2,"[20,30)",Да,Нет
1/16/2014 11:28:17,Basic,Нет,,,"Java, Python",JavaScript,Python,"Java, Python",9,5,"[30,40)",Да,Нет
1/16/2014 11:44:57,JavaScript,Да,PHP,JavaScript,,,PHP,PHP,<1,<1,"[20,30)",Да,Нет
1/16/2014 12:08:06,Pascal/Delphi,Да,Java,Groovy,,,Groovy,"Java, Groovy",3,3,"[20,30)",Да,Да
1/16/2014 12:11:17,Pascal/Delphi,Да,Objective-C,"C++, C",,,Objective-C,PHP,4,3,"[20,30)",Да,Да
1/16/2014 12:24:46,C++,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript",<1,<1,"[20,30)",Да,Нет
1/16/2014 12:44:44,C#,Да,C#,"PHP, JavaScript",,,C#,,8,7,"[20,30)",Да,Нет
1/16/2014 12:45:11,C#,Да,JavaScript,Shell,,,JavaScript,JavaScript,4,4,"[20,30)",Да,Нет
1/16/2014 12:58:12,Pascal/Delphi,Да,C++,"C#, Python, PL/SQL",,,C++,C++,1,1,<20,Да,Нет
1/16/2014 13:00:38,ABAP,Да,ABAP,Java,,,Java,,10+,3,"[40,50)",Да,Нет
1/16/2014 13:21:15,Pascal/Delphi,Да,Java,JavaScript,,,Java,,<1,<1,"[20,30)",Да,Нет
1/16/2014 13:30:12,1C,Нет,,,1C,,1C,1C,5,5,"[20,30)",Да,Нет
1/16/2014 13:35:45,Basic,Да,C#,JavaScript,,,C#,C#,10+,5,"[30,40)",Да,Да
1/16/2014 13:41:16,C++,Да,C#,JavaScript,,,C#,,3,3,"[30,40)",Да,Да
1/16/2014 13:46:50,Java,Да,Java,"JavaScript, Scala",,,Java,Java,<1,<1,"[20,30)",Да,Нет
1/16/2014 13:55:00,Pascal/Delphi,Да,C++,"C#, C, Shell",,,Ruby,C++,2,2,"[20,30)",Да,Нет
1/16/2014 14:02:08,Pascal/Delphi,Да,C++,"Java, Objective-C, C",,,C++,,2,2,"[20,30)",Да,Нет
1/16/2014 14:03:55,PHP,Да,PHP,Ruby,,,Java,Ruby,3,2,"[20,30)",Да,Нет
1/16/2014 14:06:48,PHP,Да,PHP,JavaScript,,,PHP,,2,1,"[30,40)",Да,Нет
1/16/2014 14:29:10,Pascal/Delphi,Да,C#,JavaScript,,,JavaScript,"C#, JavaScript",8,8,"[20,30)",Да,Нет
1/16/2014 14:50:19,C,Да,C#,"JavaScript, T-SQL, CoffeeScript",,,F#,,8,7,"[30,40)",Да,Нет
1/16/2014 14:52:47,Pascal/Delphi,Да,PHP,"JavaScript, PL/SQL",,,PHP,"Java, PHP, JavaScript, PL/SQL",10+,10+,"[30,40)",Да,Нет
1/16/2014 15:28:50,Basic,Да,C#,"JavaScript, T-SQL",,,C#,"C#, JavaScript",6,4,"[20,30)",Нет,Нет
1/16/2014 15:37:37,Java,Да,Java,Python,,,Java,Java,1,1,"[20,30)",Да,Да
1/16/2014 15:42:21,Pascal/Delphi,Да,Pascal/Delphi,"C#, C++, JavaScript, T-SQL",,,Pascal/Delphi,Pascal/Delphi,7,6,"[20,30)",Да,Нет
1/16/2014 16:18:49,C++,Да,C#,"JavaScript, T-SQL",,,C#,,4,4,"[20,30)",Да,Нет
1/16/2014 16:30:34,Python,Да,Python,Shell,,,Python,Python,10+,3,"[40,50)",Да,Да
1/16/2014 16:36:40,C#,Да,C#,JavaScript,,,C#,C#,1,1,"[20,30)",Да,Нет
1/16/2014 16:42:50,PHP,Да,JavaScript,"PHP, JavaScript",,,JavaScript,,<1,<1,"[20,30)",Да,Нет
1/16/2014 16:50:45,Ruby,Да,Ruby,"PHP, C, Shell",,,Ruby,,<1,<1,"[20,30)",Нет,Нет
1/16/2014 16:57:55,C++,Да,Java,"Java, JavaScript",,,Java,"Java, C++",<1,<1,"[20,30)",Да,Нет
1/16/2014 17:08:12,C++,Да,T-SQL,C#,,,C#,"C#, T-SQL",6,6,"[20,30)",Нет,Нет
1/16/2014 17:12:27,C++,Да,Java,JavaScript,,,Java,,<1,<1,"[20,30)",Да,Нет
1/16/2014 18:01:45,Visual Basic,Да,PHP,"JavaScript, PL/SQL",,,Python,JavaScript,<1,<1,"[20,30)",Да,Да
1/16/2014 18:19:33,Java,Да,Java,"C#, C++",,,Java,,<1,<1,<20,Да,Нет
1/16/2014 18:24:49,Pascal/Delphi,Нет,,,JScript,custom script language,C,"C++, C",6,2,"[40,50)",Да,Да
1/16/2014 18:27:01,Basic,Да,T-SQL,"C#, Python, Basic",,,T-SQL,Python,10+,7,"[20,30)",Да,Да
1/16/2014 18:30:13,Pascal/Delphi,Нет,,,VB.NET,"C#, JavaScript",JavaScript,,6,6,"[20,30)",Да,Нет
1/16/2014 18:45:31,Python,Да,Python,,,,Python,C,5,1,"[20,30)",Да,Нет
1/16/2014 19:05:25,C,Да,PHP,"JavaScript, PL/SQL",,,PHP,"PHP, JavaScript, PL/SQL",<1,<1,"[20,30)",Да,Нет
1/16/2014 19:15:58,Objective-C,Да,Objective-C,C,,,Objective-C,Objective-C,1,1,"[20,30)",Да,Нет
1/16/2014 19:20:30,Objective-C,Да,Objective-C,C#,,,Ruby,Objective-C,<1,<1,"[20,30)",Да,Нет
1/16/2014 19:43:31,Pascal/Delphi,Да,Java,"JavaScript, PL/SQL",,,Java,"Java, PL/SQL, Groovy",6,6,"[20,30)",Да,Да
1/16/2014 20:47:19,C++,Да,C#,"C++, Python, C",,,C#,"C#, C++, C",<1,<1,<20,Да,Нет
1/16/2014 21:43:12,Basic,Да,Java,PL/SQL,,,Java,Java,1,1,"[20,30)",Да,Нет
1/16/2014 21:55:08,C#,Да,C#,"Java, Python, JavaScript",,,JavaScript,C#,1,<1,"[20,30)",Да,Нет
1/16/2014 21:56:20,Pascal/Delphi,Нет,,,C#,Java,Java,"Java, C#, C++",<1,<1,<20,Да,Нет
1/16/2014 22:00:36,C#,Да,C#,"C, Pascal/Delphi",,,C#,C#,2,2,"[20,30)",Да,Нет
1/16/2014 22:02:19,Java,Да,Java,"PHP, JavaScript",,,PHP,PHP,2,2,"[20,30)",Да,Нет
1/16/2014 22:05:22,Pascal/Delphi,Да,C++,C++,,,Objective-C,,<1,<1,<20,Да,Да
1/16/2014 22:36:41,Basic,Да,C#,"JavaScript, T-SQL",,,C#,"C#, T-SQL",9,7,"[30,40)",Да,Да
1/16/2014 22:45:55,Pascal/Delphi,Да,Java,C++,,,Java,,<1,<1,<20,Да,Нет
1/16/2014 23:00:58,Pascal/Delphi,Да,C++,C#,,,C++,C++,2,2,"[20,30)",Да,Нет
1/16/2014 23:45:51,ActionScript,Да,ActionScript,PHP,,,ActionScript,"Java, Python, ActionScript",4,4,"[20,30)",Да,Нет
1/16/2014 23:46:44,Pascal/Delphi,Да,Java,PL/SQL,,,Java,,4,3,"[20,30)",Да,Нет
1/17/2014 1:22:42,Pascal/Delphi,Да,C#,"C#, C++, JavaScript, T-SQL",,,C#,,6,4,"[20,30)",Да,Да
1/17/2014 1:37:43,C++,Да,JavaScript,PHP,,,JavaScript,"PHP, JavaScript",2,<1,"[20,30)",Да,Нет
1/17/2014 3:06:23,algol,Нет,,,"Perl, Erlang",Shell,Erlang,"Erlang, elixir",10+,10+,>50,Нет,Нет
1/17/2014 1:43:23,Pascal/Delphi,Да,Ruby,JavaScript,,,CoffeeScript,JavaScript,8,2,"[30,40)",Да,Нет
1/17/2014 7:59:28,Pascal/Delphi,Да,JavaScript,PHP,,,Ruby,,3,2,"[20,30)",Да,Нет
1/17/2014 8:11:45,Asm,Да,Java,"PHP, Perl, Shell",,,Java,Java,10+,6,"[40,50)",Да,Нет
1/17/2014 9:28:45,C,Да,C++,"C++, C",,,Java,,1,1,"[20,30)",Да,Нет
1/17/2014 10:21:26,C,Да,C#,"Java, C#, JavaScript, APEX",,,C#,"C#, JavaScript",5,4,"[20,30)",Да,Нет
1/17/2014 9:53:53,Pascal/Delphi,Нет,,,"PHP, JavaScript",,PHP,"PHP, JavaScript",<1,<1,"[20,30)",Да,Нет
1/17/2014 10:40:12,Pascal/Delphi,Да,Java,Java,,,Java,Java,4,3,"[20,30)",Да,Да
1/17/2014 11:18:18,Basic,Да,Java,"C++, JavaScript",,,Java,Java,6,6,"[20,30)",Нет,Да
1/17/2014 11:24:05,C++,Да,C++,"Java, Objective-C",,,C++,"Java, C++, Objective-C",1,2,"[20,30)",Да,Нет
1/17/2014 11:36:27,Ruby,Да,Objective-C,Python,,,Ruby,Objective-C,3,1,"[20,30)",Нет,Нет
1/17/2014 11:46:54,Pascal/Delphi,Да,PL/SQL,Pascal/Delphi,,,C++,,5,4,"[20,30)",Да,Нет
1/17/2014 12:00:26,C#,Да,Objective-C,PHP,,,C#,"C#, Objective-C",2,<1,<20,Да,Нет
1/17/2014 12:33:56,Java,Нет,,,"Java, PL/SQL",,Java,Java,2,2,"[20,30)",Да,Нет
1/17/2014 13:11:30,Pascal/Delphi,Да,Java,Pig Latin,,,Java,Java,1,1,"[20,30)",Да,Нет
1/17/2014 13:22:05,Pascal/Delphi,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript",3,2,"[20,30)",Нет,Нет
1/17/2014 14:52:28,C++,Да,C++,C++,,,C++,C++,3,5,"[20,30)",Да,Нет
1/17/2014 14:57:15,Pascal/Delphi,Да,C#,Python,,,Python,Python,4,4,"[30,40)",Да,Нет
1/17/2014 15:07:42,Pascal/Delphi,Нет,,,"PHP, JavaScript",Objective-C,Objective-C,"PHP, JavaScript, Objective-C, Pascal/Delphi",3,2,"[20,30)",Да,Нет
1/17/2014 15:09:49,Java,Да,Java,JavaScript,,,Java,"Java, JavaScript",2,2,"[20,30)",Да,Да
1/17/2014 15:19:18,Basic,Нет,,,"Java, C#, PL/SQL",,Java,Java,<1,<1,"[20,30)",Да,Нет
1/17/2014 15:30:24,C#,Да,C#,,,,C#,,4,3,"[20,30)",Да,Нет
1/17/2014 15:42:19,C,Нет,,,"C++, Python, PL/SQL",C++,C++,"Java, C++",10+,5,"[30,40)",Да,Нет
1/17/2014 16:04:06,Pascal/Delphi,Да,Lisp,"Java, C#, C++, C, Pascal/Delphi, Perl, Shell",,,Lisp,"Java, C, Pascal/Delphi, Lisp",10+,10+,>50,Да,Нет
1/17/2014 16:17:03,Java,Да,Java,,,,Java,,4,4,"[20,30)",Да,Нет
1/17/2014 16:30:01,Basic,Да,C#,"JavaScript, T-SQL",,,C#,,10+,7,"[30,40)",Да,Да
1/17/2014 18:08:39,Basic,Нет,,,"C#, JavaScript, Pascal/Delphi",T-SQL,C#,,7,5,"[30,40)",Да,Нет
1/17/2014 19:36:06,Python,Нет,,,"Java, C#, Python",,Python,,<1,<1,"[20,30)",Да,Нет
1/17/2014 21:51:52,Basic,Да,PHP,JavaScript,,,PHP,,5,5,"[30,40)",Да,Да
1/17/2014 23:34:35,Java,Да,Java,JavaScript,,,Java,JavaScript,<1,<1,"[20,30)",Да,Нет
1/18/2014 1:14:11,Pascal/Delphi,Да,C#,"JavaScript, T-SQL",,,C#,"Java, C#, JavaScript, PL/SQL, Pascal/Delphi, T-SQL",<1,<1,"[20,30)",Да,Нет
1/18/2014 4:57:42,Pascal/Delphi,Да,PL/SQL,Java,,,Java,"Java, PL/SQL",<1,<1,"[20,30)",Да,Да
1/18/2014 6:48:05,C++,Да,C#,,,,C#,"C#, C++, T-SQL",<1,<1,"[20,30)",Да,Нет
1/18/2014 9:02:19,GWBasic,Да,C#,"JavaScript, T-SQL",,,C#,"Java, C#, PHP, C++, JavaScript, Pascal/Delphi, Basic, T-SQL",9,9,"[20,30)",Да,Да
1/18/2014 10:30:34,Basic,Да,C,"Java, Perl, Asm",,,C,,10+,10+,"[40,50)",Нет,Нет
1/18/2014 11:43:05,assembler,Да,C++,,,,Java,C#,6,3,"[30,40)",Нет,Нет
1/18/2014 13:34:30,Basic,Нет,,,"JavaScript, ActionScript","PHP, CoffeeScript",ActionScript,"JavaScript, ActionScript",10+,10+,"[30,40)",Да,Да
1/18/2014 14:42:49,Java,Да,Scala,"Java, Groovy",,,Scala,"Java, Scala, Groovy",7,7,"[20,30)",Да,Нет
1/18/2014 14:57:12,Asm,Да,Java,Groovy,,,Scala,,7,5,"[20,30)",Да,Да
1/18/2014 16:18:27,Pascal/Delphi,Да,Java,,,,Java,,1,<1,"[20,30)",Да,Нет
1/18/2014 20:17:42,Java,Да,Java,"Groovy, T-SQL",,,Scala,"Java, Objective-C, Scala",10+,10+,"[30,40)",Нет,Да
1/18/2014 19:20:38,Pascal/Delphi,Да,C#,"Python, PL/SQL, T-SQL",,,C#,,3,2,"[20,30)",Да,Нет
1/18/2014 20:28:14,C#,Да,JavaScript,Python,,,Python,Python,6,5,"[30,40)",Да,Нет
1/18/2014 21:52:20,Pascal/Delphi,Да,Java,"Java, PHP, JavaScript",,,Java,"Java, JavaScript, Pascal/Delphi",5,5,"[20,30)",Да,Да
1/18/2014 21:56:18,Basic,Да,C++,"JavaScript, Objective-C, C",,,C,"C++, JavaScript, Objective-C, C",8,8,"[20,30)",Да,Да
1/19/2014 0:07:07,Pascal/Delphi,Нет,,,"Java, ActionScript",,ActionScript,ActionScript,6,6,"[20,30)",Да,Нет
1/19/2014 10:38:32,C#,Да,C#,"JavaScript, T-SQL",,,C#,"C#, Python, JavaScript, T-SQL",5,3,"[20,30)",Да,Нет
1/19/2014 10:41:07,Basic,Да,C#,JavaScript,,,C#,C#,2,1,"[20,30)",Да,Нет
1/19/2014 12:38:51,Pascal/Delphi,Да,Pascal/Delphi,Java,,,Java,,6,5,"[30,40)",Да,Нет
1/19/2014 13:10:48,Basic,Да,Java,"JavaScript, T-SQL",,,Java,нет,2,3,"[30,40)",Да,Нет
1/19/2014 14:07:18,Pascal/Delphi,Да,Java,"Java, C++, JavaScript, C, PL/SQL, Groovy",,,Java,C++,10+,10+,"[30,40)",Да,Нет
1/19/2014 14:39:29,Basic,Да,Java,,,,Java,"Java, Python, Scala, Groovy, Lisp, R",2,2,"[20,30)",Да,Нет
1/19/2014 15:57:41,"ПМК-61 ""Электроника""",Нет,,,"Java, C++, JavaScript, Ruby, C",PHP,Ruby,,3,<1,<20,Да,Нет
1/19/2014 16:25:55,Pascal/Delphi,Да,PHP,"JavaScript, PL/SQL, Perl",,,PHP,PHP,4,3,"[20,30)",Да,Нет
1/19/2014 17:40:22,Python,Да,Java,"C++, Python",,,C++,"Java, C++, Python",2,1,"[20,30)",Нет,Нет
1/19/2014 17:47:00,Pascal/Delphi,Нет,,,"C++, Python, C",,Python,,2,5,"[20,30)",Нет,Нет
1/19/2014 18:04:20,Basic,Да,C++,"C#, PHP, JavaScript",,,C++,,7,1,"[20,30)",Нет,Нет
1/19/2014 18:11:06,Pascal/Delphi,Нет,,,"PHP, JavaScript",,Java,,3,3,"[30,40)",Да,Нет
1/19/2014 18:33:49,C#,Да,C#,"C#, JavaScript, sybase sql",,,C#,,2,2,"[20,30)",Да,Да
1/19/2014 18:37:32,Basic,Да,PHP,C#,,,PHP,"C#, PHP, JavaScript",5,4,>50,Да,Нет
1/19/2014 19:18:11,Pascal/Delphi,Да,Objective-C,"JavaScript, C, Shell",,,Objective-C,Objective-C,3,3,"[20,30)",Да,Да
1/19/2014 20:01:41,PHP,Нет,,,PHP,JavaScript,PHP,"PHP, C++",<1,<1,"[20,30)",Да,Нет
1/19/2014 20:19:12,PHP,Да,PHP,"PHP, JavaScript",,,PHP,,2,2,"[20,30)",Да,Нет
1/19/2014 20:22:07,Pascal/Delphi,Нет,,,Python,T-SQL,Python,"Python, Pascal/Delphi, T-SQL",1,<1,"[20,30)",Да,Нет
1/19/2014 20:42:19,C++,Нет,,,Java,C++,Java,Java,<1,<1,"[20,30)",Да,Нет
1/19/2014 21:55:25,PHP,Да,PHP,"C#, JavaScript",,,C#,C#,6,6,"[20,30)",Да,Нет
1/19/2014 22:45:27,PHP,Да,Scala,,,,Scala,Scala,<1,<1,"[20,30)",Да,Нет
1/19/2014 23:26:41,Java,Да,Java,JavaScript,,,Java,"Java, JavaScript",<1,<1,"[20,30)",Да,Нет
1/20/2014 0:03:23,Python,Да,Objective-C,"C++, Python",,,Objective-C,,3,1,<20,Да,Нет
1/20/2014 7:59:22,Java,Нет,,,"Java, PL/SQL",JavaScript,Scala,Erlang,10+,10+,>50,Нет,Нет
1/20/2014 8:57:30,Basic,Да,Pascal/Delphi,"Java, C#, C++, PL/SQL, Pascal/Delphi",,,C#,"Java, C#, C++",9,6,"[30,40)",Да,Да
1/20/2014 8:59:53,Basic,Да,Pascal/Delphi,"Java, C#, C++, PL/SQL, Pascal/Delphi",,,C#,"Java, C#, C++",9,6,"[30,40)",Да,Да
1/20/2014 10:31:57,Basic,Да,C#,"JavaScript, T-SQL",,,C#,"C#, JavaScript",10+,10+,"[30,40)",Нет,Да
1/20/2014 11:10:54,C,Да,C++,JavaScript,,,C++,C++,10+,10+,>50,Да,Да
1/20/2014 12:13:51,Perl,Да,Java,,,,Java,,<1,<1,"[20,30)",Да,Нет
1/20/2014 12:15:34,C++,Нет,,,"PHP, JavaScript, PL/SQL",,PHP,"PHP, JavaScript, PL/SQL",3,2,"[20,30)",Да,Нет
1/20/2014 14:37:49,Java,Да,Java,,,,Java,Java,<1,<1,<20,Нет,Нет
1/20/2014 14:03:06,C++,Да,Java,"JavaScript, PL/SQL",,,Scala,,<1,<1,"[20,30)",Да,Нет
1/20/2014 14:11:07,"Dbase (Clipper, Foxpro, .. )",Да,Java,PHP,,,Java,Java,10+,5,"[30,40)",Да,Да
1/20/2014 14:50:26,Asm,Да,C#,JavaScript,,,C#,C#,10+,8,"[30,40)",Нет,Нет
1/20/2014 14:52:33,PHP,Да,PHP,JavaScript,,,C++,Objective-C,2,1,"[20,30)",Да,Нет
1/20/2014 15:13:50,Pascal/Delphi,Да,1C,T-SQL,,,1C,,<1,<1,"[20,30)",Да,Нет
1/20/2014 15:27:57,Basic,Нет,,,T-SQL,C#,Ruby,"JavaScript, Ruby",2,2,"[20,30)",Да,Нет
1/20/2014 16:00:54,Pascal/Delphi,Да,qt,"C++, Pascal/Delphi",,,C++,C++,10+,4,"[30,40)",Да,Нет
1/20/2014 16:02:58,Pascal/Delphi,Да,PL/SQL,"Java, Shell",,,Java,Java,4,4,"[20,30)",Да,Нет
1/20/2014 16:26:46,Pascal/Delphi,Да,Java,PL/SQL,,,Java,,<1,<1,<20,Да,Нет
1/20/2014 17:17:00,Pascal/Delphi,Да,Java,,,,Java,,2,1,"[20,30)",Да,Нет
1/20/2014 20:27:29,C,Да,Java,"JavaScript, PL/SQL, T-SQL",,,Java,Java,<1,<1,<20,Да,Нет
1/20/2014 17:58:58,C++,Да,Java,"C++, JavaScript, C, PL/SQL",,,PL/SQL,,2,2,"[20,30)",Да,Нет
1/20/2014 20:37:07,Basic,Да,PL/SQL,"C, Perl, Shell",,,PL/SQL,Java,10+,10+,"[30,40)",Да,Нет
1/21/2014 0:08:31,Basic,Нет,,,"C#, JavaScript",Java,JavaScript,"C#, JavaScript",10+,6,"[30,40)",Да,Да
1/21/2014 1:19:06,Basic,Да,Basic,T-SQL,,,Java,Basic,1,1,"[20,30)",Да,Нет
1/21/2014 1:33:49,Pascal/Delphi,Да,Java,Python,,,Java,"Java, Python, JavaScript, Scala",6,3,"[30,40)",Нет,Нет
1/21/2014 4:51:23,PHP,Да,C++,"PHP, Python, C",,,Java,PHP,2,<1,<20,Нет,Нет
1/21/2014 8:46:36,C++,Да,C++,"Java, JavaScript, Scala",,,JavaScript,C++,10+,10+,"[30,40)",Да,Да
1/21/2014 10:38:01,Pascal/Delphi,Да,1C,,,,Java,,3,3,"[20,30)",Да,Нет
1/21/2014 13:21:45,Basic,Да,C++,"C#, Python",,,C++,C++,6,6,"[20,30)",Да,Да
1/21/2014 13:35:08,Pascal/Delphi,Да,C++,"C#, C, JScript",,,C++,,3,3,"[20,30)",Да,Нет
1/21/2014 13:48:27,JavaScript,Да,JavaScript,,,,C#,,1,1,"[20,30)",Да,Нет
1/21/2014 14:15:49,C++,Нет,,,PHP,Java,Java,Java,<1,<1,"[20,30)",Да,Нет
1/21/2014 15:05:44,Pascal/Delphi,Да,C#,T-SQL,,,C#,"C#, T-SQL",1,1,"[20,30)",Да,Нет
1/21/2014 15:19:26,C#,Да,C#,"C#, JavaScript",,,C#,"C#, JavaScript",5,5,"[20,30)",Да,Нет
1/21/2014 15:52:44,C++,Да,JavaScript,"C#, CoffeeScript",,,JavaScript,"C#, JavaScript, CoffeeScript",3,2,"[20,30)",Да,Нет
1/21/2014 16:47:02,Pascal/Delphi,Да,C#,"JavaScript, PL/SQL",,,C#,Python,10+,2,"[30,40)",Да,Нет
1/21/2014 17:26:29,Pascal/Delphi,Да,Java,"JavaScript, PL/SQL",,,Java,"Java, JavaScript, PL/SQL",2,2,"[20,30)",Да,Да
1/21/2014 20:50:06,только начинаю,Нет,,,12,22,33,23,<1,<1,"[20,30)",Да,Нет
1/21/2014 17:49:42,C++,Нет,,,Salesforce aoex,"Java, JavaScript, Visualforce",Ruby,"Java, Ruby",1,1,"[20,30)",Да,Нет
1/21/2014 17:55:29,C++,Да,Java,,,,Java,,1,1,"[20,30)",Да,Нет
1/21/2014 22:13:15,Python,Да,C++,"Java, Python, JavaScript, C, Perl, Shell, Asm",,,C++,"C++, Python, C, Perl",2,2,"[20,30)",Да,Нет
1/21/2014 22:49:38,JavaScript,Да,JavaScript,,,,Python,JavaScript,<1,<1,"[20,30)",Да,Нет
1/22/2014 0:52:31,Basic,Да,PHP,"Java, PHP",,,Java,,5,4,"[20,30)",Да,Нет
1/22/2014 1:58:22,Basic,Нет,,,"Java, PHP, JavaScript, PL/SQL",,JavaScript,"Java, PHP, JavaScript",3,3,"[20,30)",Да,Да
1/22/2014 11:31:29,Pascal/Delphi,Да,Java,Java,,,Java,Java,1,1,"[20,30)",Нет,Нет
1/22/2014 12:07:37,Asm,Нет,,,"PHP, Python, JavaScript, GO","Java, Shell",Erlang,"Python, JavaScript, Go",10+,5,"[30,40)",Да,Да
1/22/2014 13:08:38,PHP,Да,Ruby,"JavaScript, Haskell",,,Ruby,"JavaScript, Ruby, Haskell",5,4,"[20,30)",Нет,Нет
1/22/2014 14:36:15,C,Да,Ruby,"Java, PHP, Python, JavaScript, Ruby, Shell",,,Python,"PHP, Ruby",10+,5,"[40,50)",Нет,Нет
1/22/2014 14:44:24,Pascal/Delphi,Да,C++,,,,C++,"Java, C#, C++",2,1,"[20,30)",Да,Нет
1/22/2014 15:41:22,Pascal/Delphi,Да,PHP,JavaScript,,,PHP,"C#, PHP",2,<1,"[20,30)",Да,Нет
1/22/2014 17:17:59,Pascal/Delphi,Да,C#,JavaScript,,,C#,,2,2,"[20,30)",Да,Нет
1/22/2014 17:39:39,JavaScript,Да,JavaScript,"JavaScript, Ruby",,,Ruby,"PHP, JavaScript, Ruby",2,2,"[20,30)",Да,Да
1/22/2014 19:02:40,C#,Да,C#,"Java, JavaScript",,,C#,C#,3,2,"[30,40)",Да,Нет
1/22/2014 19:36:40,Pascal/Delphi,Да,C++,"Python, JavaScript",,,C++,"C++, ActionScript",4,3,"[20,30)",Да,Нет
1/22/2014 21:32:17,C++,Да,JavaScript,"PHP, Ruby, PL/SQL",,,Ruby,,2,2,"[20,30)",Да,Нет
1/22/2014 21:54:34,Pascal/Delphi,Да,Java,JavaScript,,,Scala,,3,3,"[20,30)",Нет,Нет
1/23/2014 1:11:16,C,Да,C,Java,,,Java,PHP,<1,<1,"[20,30)",Да,Нет
1/23/2014 1:38:58,Pascal/Delphi,Да,C#,"Java, JavaScript, Lisp",,,C#,"Java, C#",3,2,"[20,30)",Да,Нет
1/23/2014 10:24:45,Pascal/Delphi,Да,Java,,,,Java,C#,<1,<1,"[20,30)",Да,Нет
1/23/2014 11:10:32,Basic,Да,C#,"JavaScript, T-SQL",,,C#,C#,9,5,"[30,40)",Да,Нет
1/23/2014 12:50:33,Pascal/Delphi,Да,C++,"Python, C",,,Python,Java,3,2,"[20,30)",Да,Нет
1/23/2014 13:16:59,Pascal/Delphi,Да,Java,JavaScript,,,Scala,,2,2,"[20,30)",Да,Нет
1/23/2014 13:21:54,Java,Да,Scala,,,,Scala,"Java, Python, Scala",6,<1,"[20,30)",Да,Нет
1/23/2014 14:25:03,Pascal/Delphi,Да,Objective-C,C++,,,Objective-C,Objective-C,<1,<1,"[20,30)",Да,Нет
1/23/2014 16:18:21,Pascal/Delphi,Да,C#,Python,,,Python,"C#, Python",5,5,"[20,30)",Да,Да
1/23/2014 16:54:08,Pascal/Delphi,Да,PL/SQL,"Java, Shell",,,Java,Java,6,6,"[20,30)",Да,Нет
1/24/2014 7:51:23,C#,Нет,,,"C#, Python, C",,Python,"C#, Python",<1,2,<20,Да,Нет
1/24/2014 11:22:24,html,Да,Objective-C,C,,,C#,C#,<1,<1,<20,Да,Нет
1/24/2014 12:52:52,1C,Да,C++,,,,1C,,10+,10+,"[30,40)",Да,Да
1/24/2014 15:55:21,Basic,Да,C#,"C++, JavaScript, C",,,C#,"C#, C++",10+,10+,"[30,40)",Да,Да
1/24/2014 17:01:35,C#,Да,C#,"JavaScript, T-SQL",,,C#,C#,4,4,"[20,30)",Да,Нет
