Timestamp,Q1,MainLanguage,FirstLanguage,NowLanguage,AdditionalLanguages1,NowLanguages2,AdditionalLanguages3,NextLanguage,PetProjectsLanguages,ExperienceInProgramming,ExperienceInLanguage,Age,InUA,InPrev
22.01.2013 13:03:13,,Нет,Basic,,,"C++, JavaScript","Python, PL/SQL",C++,,<1,2,"[20,30)",Да,Да
22.01.2013 13:11:12,,Да,Pascal/Delphi,C#,"C#, PHP, C++, JavaScript, Pascal/Delphi, Asm",,,C#,"C#, PHP, C++",2,<1,<20,Да,Нет
22.01.2013 13:13:00,,Да,Pascal/Delphi,C#,JavaScript,,,C#,C#,2,2,"[20,30)",Да,Нет
22.01.2013 13:13:16,,Да,Basic,PHP,"JavaScript, PL/SQL",,,Java,"Java, PHP, Erlang",3,3,"[20,30)",Да,Нет
22.01.2013 13:13:55,,Да,Basic,PHP,"PHP, Python, Ruby",,,PHP,PHP,10+,10+,"[20,30)",Да,Да
22.01.2013 13:14:02,,Да,Pascal/Delphi,PHP,"JavaScript, PL/SQL",,,C#,"C#, F#",2,2,"[20,30)",Да,Нет
22.01.2013 13:15:18,,Да,C++,Perl,"PHP, C++, JavaScript, PL/SQL, Perl",,,PHP,,4,3,"[20,30)",Да,Нет
22.01.2013 13:16:24,,Да,C++,PHP,PHP,,,PHP,PHP,2,2,"[20,30)",Да,Нет
22.01.2013 13:16:38,,Да,PHP,PHP,JavaScript,,,PHP,PHP,<1,<1,<20,Да,Нет
22.01.2013 13:17:35,,Да,Basic,Python,"C++, JavaScript",,,Python,"Python, JavaScript",3,3,"[30,40)",Да,Да
22.01.2013 13:17:56,,Да,МК-52,PHP,"Python, Ruby, JavaScript",,,PHP,PHP,9,9,"[30,40)",Да,Нет
22.01.2013 13:19:23,,Да,C,Java,JavaScript,,,Java,"Java, Objective-C",2,2,"[20,30)",Да,Да
22.01.2013 13:19:58,,Нет,C++,,,Objective-C,"C#, Ruby, C, Lua",Objective-C,"C#, Objective-C, Lua",2,2,"[20,30)",Да,Нет
22.01.2013 13:20:47,,Да,Pascal/Delphi,C#,C#,,,C#,,2,2,"[20,30)",Да,Да
22.01.2013 13:21:35,,Да,Basic,JavaScript,"Java, PHP, PL/SQL, Scala",,,Java,JavaScript,3,3,"[20,30)",Да,Да
22.01.2013 13:21:40,,Да,PHP,PHP,"Python, JavaScript, Perl",,,PHP,PHP,1,1,"[20,30)",Да,Нет
22.01.2013 13:23:07,,Да,C++,PHP,JavaScript,,,PHP,"PHP, C++, JavaScript",1,1,"[20,30)",Да,Да
22.01.2013 13:23:29,,Да,Java,Java,JavaScript,,,Java,"Java, JavaScript",<1,<1,"[20,30)",Да,Да
22.01.2013 13:25:42,,Да,Pascal/Delphi,PHP,"Java, JavaScript, Perl",,,PHP,"Java, PHP, JavaScript",7,5,"[20,30)",Да,Нет
22.01.2013 13:26:45,,Да,C#,C#,"Java, JavaScript",,,C#,"C#, JavaScript",4,4,"[20,30)",Да,Да
22.01.2013 13:28:07,,Да,Basic,Java,"PHP, JavaScript, Groovy",,,Groovy,"Java, JavaScript, Groovy",10+,5,"[30,40)",Да,Да
22.01.2013 13:28:48,,Да,Pascal/Delphi,PHP,JavaScript,,,PHP,,6,7,"[20,30)",Да,Да
22.01.2013 13:30:06,,Да,Pascal/Delphi,Python,JavaScript,,,Python,"C++, Python, JavaScript, Objective-C",2,2,"[20,30)",Нет,Да
22.01.2013 13:30:27,,Да,Pascal/Delphi,PHP,JavaScript,,,PHP,PHP,6,4,"[20,30)",Да,Нет
22.01.2013 13:31:37,,Да,PHP,PHP,JavaScript,,,PHP,JavaScript,2,2,"[20,30)",Да,Нет
22.01.2013 13:34:15,,Да,Basic,PHP,"Python, Ruby, JavaScript, C, Perl",,,PHP,PHP,10+,10+,"[30,40)",Да,Нет
22.01.2013 13:36:19,,Нет,Pascal/Delphi,,,"Java, Ruby, JavaScript",,Scala,"Java, Ruby, Perl, Shell",7,5,"[20,30)",Нет,Да
22.01.2013 13:38:27,,Нет,C++,,,"C#, PHP, ActionScript",JavaScript,C#,,<1,<1,"[20,30)",Да,Нет
22.01.2013 13:39:56,,Да,Pascal/Delphi,C#,"C#, PHP, JavaScript",,,C#,"C#, PHP",2,2,"[20,30)",Да,Нет
22.01.2013 13:42:05,,Да,PHP,PHP,PHP,,,PHP,PHP,4,3,"[20,30)",Да,Нет
22.01.2013 13:42:27,,Да,Basic,C++,"PHP, JavaScript, C",,,C++,"PHP, C++",10+,10+,"[40,50)",Да,Нет
22.01.2013 13:43:02,,Да,Pascal/Delphi,C#,"JavaScript, PL/SQL",,,C#,"PHP, Pascal/Delphi, PL/SQL",10+,3,"[30,40)",Да,Нет
22.01.2013 13:44:12,,Да,Basic,Java,JavaScript,,,Java,,1,1,"[30,40)",Да,Нет
22.01.2013 13:44:57,,Нет,Pascal/Delphi,,,PL/SQL,,Ruby,,1,1,"[20,30)",Да,Нет
22.01.2013 13:45:19,,Да,Basic,PHP,Perl,,,PHP,,3,3,"[30,40)",Да,Нет
22.01.2013 13:45:31,,Нет,Pascal/Delphi,,,"Java, PHP, JavaScript, Perl","Java, PHP, JavaScript, Perl",JavaScript,"Java, PHP",5,10+,"[20,30)",Да,Нет
22.01.2013 13:46:48,,Да,C++,PHP,JavaScript,,,PHP,PHP,5,5,"[20,30)",Да,Да
22.01.2013 13:47:22,,Да,Pascal/Delphi,C++,"Objective-C, C, Pascal/Delphi",,,C#,"C++, Pascal/Delphi",2,4,"[20,30)",Да,Нет
22.01.2013 13:48:24,,Да,Pascal/Delphi,JavaScript,Python,,,JavaScript,"Python, JavaScript",5,3,"[20,30)",Да,Да
22.01.2013 13:50:05,,Да,PHP,PHP,JavaScript,,,Python,"PHP, Python",3,3,"[20,30)",Да,Да
22.01.2013 13:50:31,,Да,Pascal/Delphi,C#,"JavaScript, PL/SQL",,,C#,,3,3,"[20,30)",Да,Да
22.01.2013 13:51:42,,Да,Pascal/Delphi,Python,JavaScript,,,Python,Python,1,1,"[20,30)",Да,Нет
22.01.2013 13:53:02,,Да,Pascal/Delphi,C++,"C, Qt",,,C++,C++,2,3,"[20,30)",Да,Да
22.01.2013 13:54:43,,Нет,Pascal/Delphi,,,"PHP, Objective-C",JavaScript,Objective-C,"PHP, JavaScript, Objective-C",5,5,"[30,40)",Да,Да
22.01.2013 13:55:05,,Нет,Basic,,,"Java, C#, Python","PHP, C++, Ruby, JavaScript, Objective-C, Pascal/Delphi",Python,"Java, Python",2,1,"[20,30)",Да,Нет
22.01.2013 13:58:48,,Да,C++,C#,"JavaScript, PL/SQL",,,C#,"C#, JavaScript, PL/SQL",1,1,"[20,30)",Да,Да
22.01.2013 13:59:26,,Да,Basic,Perl,"PHP, JavaScript",,,Perl,Perl,10+,10+,"[30,40)",Да,Да
22.01.2013 14:00:26,,Да,Pascal/Delphi,Ruby,"Python, JavaScript, Objective-C",,,Ruby,"Ruby, JavaScript, Objective-C",7,2,"[20,30)",Да,Да
22.01.2013 14:04:09,,Да,Python,Python,Python,,,Python,Python,7,4,"[20,30)",Да,Да
22.01.2013 14:09:36,,Да,Basic,Java,C++,,,Java,Java,2,2,"[20,30)",Да,Нет
22.01.2013 14:12:30,,Да,Basic,C++,JavaScript,,,C++,,10+,10+,"[30,40)",Да,Да
22.01.2013 14:12:53,,Да,C++,ActionScript,"PHP, C++, Python, C",,,C++,"C++, C",3,2,"[20,30)",Да,Нет
22.01.2013 14:14:37,,Да,Basic,Java,JavaScript,,,Java,Java,2,2,"[20,30)",Да,Да
22.01.2013 14:16:48,,Да,Basic,C#,"Java, Python, JavaScript, F#",,,C#,"C#, Python, JavaScript, F#",10+,10+,"[30,40)",Да,Нет
22.01.2013 14:23:53,,Да,PHP,PHP,JavaScript,,,PHP,PHP,5,5,"[20,30)",Да,Да
22.01.2013 14:27:55,,Да,Pascal/Delphi,C++,Java,,,C++,"Java, C++, Lisp",9,9,"[30,40)",Да,Да
22.01.2013 14:30:20,,Да,Pascal/Delphi,PHP,JavaScript,,,PHP,PHP,5,5,"[20,30)",Да,Да
22.01.2013 14:33:32,,Нет,Pascal/Delphi,,,"Java, C#, JavaScript",Python,Scala,"Java, JavaScript",8,7,"[20,30)",Нет,Да
22.01.2013 14:35:29,,Да,C#,C#,"C#, Python",,,C#,C#,3,2,"[20,30)",Да,Нет
22.01.2013 14:40:34,,Нет,Pascal/Delphi,,,"Java, C#",PL/SQL,Java,,2,2,"[20,30)",Да,Нет
22.01.2013 14:41:15,,Да,C#,Python,"JavaScript, PL/SQL",,,Python,"Python, JavaScript",1,1,"[20,30)",Да,Да
22.01.2013 14:49:14,,Да,Pascal/Delphi,Groovy,Java,,,Java,,1,1,"[20,30)",Да,Да
22.01.2013 14:49:22,,Да,Pascal/Delphi,Java,"C#, PHP, JavaScript, PL/SQL",,,Java,,2,<1,"[20,30)",Да,Нет
22.01.2013 14:52:19,,Да,Pascal/Delphi,C#,"C#, JavaScript",,,C#,C#,1,2,"[20,30)",Да,Да
22.01.2013 14:53:58,,Да,C++,C#,JavaScript,,,C#,,7,7,"[30,40)",Да,Нет
22.01.2013 14:54:39,,Да,Pascal/Delphi,PHP,"JavaScript, Perl",,,PHP,,4,1,"[20,30)",Да,Да
22.01.2013 14:55:10,,Нет,JavaScript,,,"Java, C#, JavaScript",JavaScript,Java,"Java, C#, JavaScript",3,3,"[20,30)",Да,Да
22.01.2013 14:57:36,,Нет,Basic,,,"Java, JavaScript","Java, JavaScript",Java,Java,8,3,"[20,30)",Да,Нет
22.01.2013 15:00:22,,Да,Pascal/Delphi,Java,JavaScript,,,Java,Java,7,6,"[20,30)",Да,Да
22.01.2013 15:02:12,,Да,Pascal/Delphi,Java,"C#, PHP, JavaScript, PL/SQL",,,Ruby,PHP,6,2,"[20,30)",Да,Да
22.01.2013 15:06:46,,Да,Pascal/Delphi,Java,Scala,,,Scala,Java,1,2,"[20,30)",Да,Нет
22.01.2013 15:07:46,,Да,Pascal/Delphi,Java,"C++, JavaScript",,,Java,"Java, C++",7,6,"[20,30)",Да,Нет
22.01.2013 15:11:44,,Да,Basic,1C,"JavaScript, Basic",,,1C,1C,4,4,"[20,30)",Да,Нет
22.01.2013 15:15:29,,Да,Basic,Ruby,"PHP, Python, Ruby, 1C",,,Ruby,"PHP, Python, Ruby",10+,7,"[20,30)",Да,Нет
22.01.2013 15:17:09,,Нет,Pascal/Delphi,,,ActionScript,"C#, JavaScript, Objective-C",ActionScript,"C#, Objective-C, ActionScript",5,4,"[20,30)",Да,Нет
22.01.2013 15:19:12,,Да,Pascal/Delphi,PHP,"C#, C++, JavaScript",,,PHP,"PHP, JavaScript",3,3,"[20,30)",Да,Да
22.01.2013 15:21:19,,Да,PHP,PHP,JavaScript,,,Python,"PHP, Python, JavaScript",4,4,"[20,30)",Да,Да
22.01.2013 15:25:49,,Да,Pascal/Delphi,Java,Ruby,,,Java,,10+,10+,"[30,40)",Да,Да
22.01.2013 15:26:05,,Да,C#,C#,JavaScript,,,C#,C#,3,2,"[20,30)",Да,Да
22.01.2013 15:27:43,,Да,PHP,Ruby,JavaScript,,,Ruby,"Java, Ruby, C",3,1,"[20,30)",Да,Да
22.01.2013 15:29:17,,Да,C++,Objective-C,"C++, JavaScript, C",,,Objective-C,,2,2,"[20,30)",Да,Нет
22.01.2013 15:31:01,,Да,Basic,Java,ActionScript,,,Java,"Java, ActionScript, Pascal/Delphi",10+,10+,"[30,40)",Да,Нет
22.01.2013 15:32:00,,Да,C#,C#,JavaScript,,,C#,"C#, JavaScript",4,4,"[20,30)",Да,Да
22.01.2013 15:33:28,,Да,PHP,PHP,JavaScript,,,PHP,"PHP, JavaScript, Scala, Lisp",<1,3,<20,Да,Да
22.01.2013 15:34:53,,Да,Basic,PHP,"PHP, C++, JavaScript, ActionScript, Pascal/Delphi",,,PHP,"PHP, C++, JavaScript, Pascal/Delphi",6,7,"[30,40)",Да,Нет
22.01.2013 15:35:59,,Да,Pascal/Delphi,PHP,JavaScript,,,PHP,"Java, PHP, JavaScript",3,3,"[20,30)",Да,Да
22.01.2013 15:37:00,,Да,Visual Basic,Python,"PHP, JavaScript",,,Python,"PHP, Python, JavaScript",7,3,"[20,30)",Да,Да
22.01.2013 15:41:08,,Да,Basic,JavaScript,PHP,,,JavaScript,"C#, PHP, JavaScript, Perl",10+,9,"[30,40)",Да,Да
22.01.2013 15:41:44,,Да,Pascal/Delphi,C#,C++,,,C#,"C#, Pascal/Delphi",3,2,"[20,30)",Да,Да
22.01.2013 15:44:15,,Нет,Basic,,,"C++, Python, C","C++, Python",Python,"PHP, C++, Python",3,3,"[20,30)",Да,Нет
22.01.2013 15:45:05,,Да,Basic,1C,"Java, PHP, JavaScript",,,1C,,6,5,"[20,30)",Да,Нет
22.01.2013 15:48:02,,Нет,Basic,,,"C#, C++, Pascal/Delphi","Java, JavaScript",Ruby,"C#, C++, Pascal/Delphi",<1,3,"[20,30)",Да,Нет
22.01.2013 15:48:31,,Да,C,C#,"Java, C#, JavaScript",,,C#,C#,2,2,"[20,30)",Да,Нет
22.01.2013 15:49:12,,Да,Basic,PHP,JavaScript,,,PHP,PHP,10+,10+,"[20,30)",Да,Нет
22.01.2013 15:50:09,,Да,Basic,Python,"Java, JavaScript",,,Python,"Python, JavaScript",9,4,"[20,30)",Нет,Да
22.01.2013 15:55:18,,Да,Pascal/Delphi,Java,JavaScript,,,Java,,7,5,"[20,30)",Да,Нет
22.01.2013 16:02:16,,Да,Basic,1C,Python,,,Python,Python,5,5,"[20,30)",Да,Да
22.01.2013 16:06:57,,Да,Basic,JavaScript,"PHP, Python, Ruby, Perl",,,JavaScript,"Python, JavaScript",2,2,"[20,30)",Да,Нет
22.01.2013 16:08:49,,Да,Basic,C#,"JavaScript, T-SQL",,,C#,"C#, JavaScript",8,5,"[30,40)",Да,Нет
22.01.2013 16:11:06,,Да,Basic,Objective-C,"JavaScript, Perl",,,Objective-C,,10+,3,"[30,40)",Да,Нет
22.01.2013 16:15:31,,Да,Pascal/Delphi,Java,"PHP, JavaScript",,,Java,PHP,3,<1,"[20,30)",Да,Да
22.01.2013 16:16:55,,Да,Basic,C++,JavaScript,,,C++,"C++, JavaScript",10+,8,"[30,40)",Да,Нет
22.01.2013 16:18:05,,Да,Basic,JavaScript,PHP,,,PHP,"JavaScript, Pascal/Delphi",1,<1,<20,Да,Нет
22.01.2013 16:18:09,,Да,Pascal/Delphi,Ruby,JavaScript,,,Ruby,"Ruby, JavaScript",3,3,"[20,30)",Да,Да
22.01.2013 16:23:36,,Да,Pascal/Delphi,Pascal/Delphi,C#,,,Java,,5,4,"[20,30)",Да,Нет
22.01.2013 16:26:41,,Да,Pascal/Delphi,PHP,JavaScript,,,PHP,"PHP, JavaScript",2,2,"[20,30)",Да,Да
22.01.2013 16:28:16,,Да,Pascal/Delphi,Pascal/Delphi,Pascal/Delphi,,,C,C++,7,5,"[30,40)",Да,Нет
22.01.2013 16:32:43,,Да,Pascal/Delphi,C#,C#,,,C#,,5,1,"[20,30)",Нет,Да
22.01.2013 16:32:54,,Да,Basic,C#,JavaScript,,,C#,C#,4,4,"[20,30)",Да,Нет
22.01.2013 16:33:51,,Да,Basic,C#,"PHP, C++",,,C#,C#,9,7,"[20,30)",Да,Нет
22.01.2013 16:51:26,,Да,Pascal/Delphi,Java,JavaScript,,,Scala,"Java, C#, C++, Scala",3,3,"[20,30)",Да,Нет
22.01.2013 16:53:23,,Да,Pascal/Delphi,C#,"C#, JavaScript",,,C#,"C#, PHP, C++, JavaScript",4,3,"[20,30)",Да,Нет
22.01.2013 16:53:43,,Да,C#,C#,JavaScript,,,C#,C#,5,5,"[20,30)",Да,Да
22.01.2013 16:56:00,,Да,Basic,1C,Python,,,1C,1C,6,2,"[20,30)",Да,Нет
22.01.2013 16:58:06,,Да,Pascal/Delphi,PHP,JavaScript,,,PHP,PHP,8,6,"[20,30)",Да,Да
22.01.2013 16:59:30,,Нет,JavaScript,,,"PHP, JavaScript",,PHP,"PHP, JavaScript",5,5,"[30,40)",Да,Нет
22.01.2013 17:01:47,,Да,Basic,Java,"Java, PHP, Objective-C, Pascal/Delphi",,,Java,"Java, PHP, Objective-C",8,2,"[20,30)",Да,Да
22.01.2013 17:05:44,,Да,Java,Java,"C++, JavaScript",,,Java,Java,9,9,"[30,40)",Да,Нет
22.01.2013 17:06:29,,Да,Фокал,C++,C#,,,C++,,6,6,"[30,40)",Да,Да
22.01.2013 17:06:42,,Да,Basic,C#,JavaScript,,,C#,C#,2,2,"[20,30)",Да,Да
22.01.2013 17:12:18,,Да,Pascal/Delphi,PHP,JavaScript,,,PHP,Java,2,2,"[20,30)",Да,Да
22.01.2013 17:15:09,,Да,Pascal/Delphi,JavaScript,Python,,,JavaScript,"Python, JavaScript",2,2,"[20,30)",Да,Нет
22.01.2013 17:19:49,,Да,PHP,PHP,"Python, Ruby, JavaScript, Erlang",,,Ruby,PHP,7,6,"[20,30)",Да,Да
22.01.2013 17:19:55,,Да,Pascal/Delphi,C#,C#,,,C#,"C#, C++",2,2,"[20,30)",Да,Да
22.01.2013 17:22:14,,Да,C++,CoffeeScript,"Python, JavaScript",,,Python,"Python, JavaScript, Lua, Erlang, CoffeeScript, Go",6,1,"[20,30)",Да,Нет
22.01.2013 17:29:20,,Нет,C++,,,"PHP, C++, JavaScript","C#, Asm",C++,"PHP, C++",10+,5,"[30,40)",Да,Нет
22.01.2013 17:32:36,,Да,Ruby,Ruby,"Python, Ruby, JavaScript",,,Ruby,"Ruby, JavaScript",7,4,"[20,30)",Да,Нет
22.01.2013 17:32:53,,Да,C++,Java,"Java, JavaScript",,,Java,Java,2,2,"[20,30)",Да,Да
22.01.2013 17:38:25,,Да,Pascal/Delphi,Java,Java,,,Java,"Java, Ruby",<1,<1,"[20,30)",Да,Да
22.01.2013 17:49:13,,Да,Basic,C++,"JavaScript, Objective-C, C",,,C++,"C++, JavaScript, C",7,7,"[20,30)",Да,Да
22.01.2013 17:56:00,,Да,PHP,Python,"PHP, Python, JavaScript",,,Python,Python,3,<1,"[20,30)",Да,Да
22.01.2013 17:56:42,,Да,C++,C#,"C++, JavaScript, Objective-C",,,C#,C++,1,1,"[30,40)",Да,Нет
22.01.2013 17:58:28,,Да,PHP,PHP,"Python, JavaScript",,,Python,PHP,4,4,"[20,30)",Да,Нет
22.01.2013 17:58:33,,Нет,Pascal/Delphi,,,"C++, JavaScript",PHP,Java,Java,5,4,"[20,30)",Да,Нет
22.01.2013 18:03:48,,Нет,PHP,,,"PHP, JavaScript","PHP, JavaScript",PHP,PHP,2,2,"[20,30)",Нет,Нет
22.01.2013 18:05:19,,Да,Pascal/Delphi,PHP,JavaScript,,,JavaScript,"PHP, JavaScript, PL/SQL",1,3,"[20,30)",Да,Нет
22.01.2013 18:12:56,,Да,Pascal/Delphi,Java,"Python, Ruby, JavaScript",,,Java,Java,5,3,"[20,30)",Да,Да
22.01.2013 18:12:59,,Да,JavaScript,JavaScript,"PHP, Ruby",,,Ruby,"PHP, JavaScript",2,1,"[20,30)",Да,Нет
22.01.2013 18:14:21,,Да,C,Ruby,"JavaScript, C, PL/SQL",,,Ruby,"Ruby, JavaScript",5,4,"[20,30)",Да,Да
22.01.2013 18:19:17,,Да,C++,Java,PL/SQL,,,Java,"Java, Ruby",4,4,"[20,30)",Да,Да
22.01.2013 18:22:26,,Да,C#,C#,C#,,,C#,C#,8,2,"[30,40)",Да,Да
22.01.2013 18:24:27,,Нет,Basic,,,"Java, C++",JavaScript,Java,,5,4,"[20,30)",Да,Нет
22.01.2013 18:30:59,,Да,Basic,C#,JavaScript,,,C#,,9,9,"[30,40)",Да,Нет
22.01.2013 18:32:22,,Да,Basic,C++,"Python, JavaScript, Objective-C, C, PL/SQL",,,C++,C++,4,4,"[20,30)",Да,Да
22.01.2013 18:32:34,,Да,Pascal/Delphi,PHP,"JavaScript, Pascal/Delphi",,,PHP,"PHP, JavaScript, Pascal/Delphi",10+,10+,"[40,50)",Да,Да
22.01.2013 18:34:55,,Да,Pascal/Delphi,C#,JavaScript,,,C#,"C#, C++, JavaScript",2,4,"[20,30)",Да,Да
22.01.2013 18:35:39,,Да,Pascal/Delphi,Python,"Java, PHP, C++, C",,,Python,,7,2,"[20,30)",Да,Нет
22.01.2013 18:36:31,,Да,C#,C#,C#,,,C#,,2,2,"[20,30)",Да,Нет
22.01.2013 18:36:32,,Да,Java,Java,"C#, PHP, C++, JavaScript",,,Java,PHP,<1,3,"[20,30)",Да,Нет
22.01.2013 18:36:52,,Да,C++,Java,C#,,,Java,"C#, PHP",10+,6,"[20,30)",Да,Да
22.01.2013 18:39:06,,Да,Focal,C++,"Python, JavaScript",,,Python,,3,3,"[30,40)",Да,Нет
22.01.2013 18:42:08,,Да,Basic,Java,Java,,,Java,Java,4,2,"[20,30)",Да,Нет
22.01.2013 18:42:23,,Да,Basic,PHP,"Python, JavaScript",,,Python,Python,10+,1,"[30,40)",Да,Нет
22.01.2013 18:44:52,,Нет,Fortran,,,"Java, JavaScript, PL/SQL",,Java,,10+,10+,"[40,50)",Да,Нет
22.01.2013 18:45:01,,Да,Pascal/Delphi,Java,"Python, JavaScript, PL/SQL, Shell",,,Java,Java,4,4,"[20,30)",Да,Да
22.01.2013 18:46:35,,Да,Basic,Java,"JavaScript, PL/SQL",,,Java,"Java, JavaScript",9,9,"[20,30)",Да,Нет
22.01.2013 18:47:51,,Да,Pascal/Delphi,PL/SQL,Pascal/Delphi,,,PL/SQL,"C#, Pascal/Delphi, PL/SQL, Basic",10+,10+,"[30,40)",Да,Нет
22.01.2013 18:48:08,,Да,Basic,Objective-C,"C++, C",,,Objective-C,"C++, Objective-C, C",10+,2,"[30,40)",Да,Да
22.01.2013 18:49:04,,Нет,Basic,,,C#,"Java, JavaScript",C#,C#,10+,9,"[30,40)",Да,Да
22.01.2013 18:50:36,,Да,PHP,C++,"C++, Python, JavaScript",,,C++,C++,4,3,"[20,30)",Да,Нет
22.01.2013 18:52:31,,Да,Basic,PHP,"Java, JavaScript, Objective-C, Scala",,,Scala,Java,7,10+,"[30,40)",Да,Да
22.01.2013 18:56:07,,Да,Basic,C++,"Java, Python, C, Lua",,,C++,"Java, C++, C",7,7,"[20,30)",Да,Да
22.01.2013 18:56:34,,Да,PL/SQL,PL/SQL,"Java, Ruby, PL/SQL",,,Haskell,,3,3,"[20,30)",Да,Да
22.01.2013 18:57:01,,Да,Pascal/Delphi,Java,"Java, C++, PL/SQL",,,Java,Java,1,1,"[20,30)",Да,Нет
22.01.2013 19:02:01,,Да,Java,Java,JavaScript,,,Java,,<1,1,<20,Да,Нет
22.01.2013 19:04:44,,Да,Basic,C++,"Java, C#, C++, C, Asm",,,C++,"C++, C",8,10+,"[30,40)",Да,Да
22.01.2013 19:05:15,,Да,Pascal/Delphi,Java,JavaScript,,,Java,Java,3,3,"[20,30)",Да,Да
22.01.2013 19:05:24,,Да,Basic,C++,"JavaScript, C",,,C,C,8,10+,"[30,40)",Да,Да
22.01.2013 19:06:48,,Нет,Python,,,"C#, Python","C#, Python",Python,"C#, Python, Scala",<1,<1,"[20,30)",Да,Нет
22.01.2013 19:09:03,,Да,Pascal/Delphi,JavaScript,PHP,,,Python,"PHP, Python, JavaScript",8,7,"[20,30)",Да,Да
22.01.2013 19:11:59,,Да,C++,C++,"C#, C++, C, F#",,,C++,,5,7,"[30,40)",Да,Нет
22.01.2013 19:12:41,,Да,Pascal/Delphi,C,"C++, Python",,,C,,10+,10+,"[30,40)",Нет,Нет
22.01.2013 19:13:28,,Да,Pascal/Delphi,C++,Java,,,Java,Java,3,2,"[20,30)",Да,Нет
22.01.2013 19:13:53,,Да,Basic,Basic,C#,,,PHP,"Java, Pascal/Delphi, Basic",3,3,"[20,30)",Да,Да
22.01.2013 19:14:27,,Да,Pascal/Delphi,C#,C++,,,C#,C#,<1,<1,<20,Да,Нет
22.01.2013 19:14:44,,Да,Pascal/Delphi,ActionScript,"Java, JavaScript, PL/SQL",,,Go,"ActionScript, Pascal/Delphi",9,7,"[30,40)",Да,Да
22.01.2013 19:18:11,,Да,Basic,Java,"C++, Python, JavaScript, Groovy",,,Java,"Java, PHP, Python",7,6,"[20,30)",Да,Нет
22.01.2013 19:20:12,,Да,Pascal/Delphi,PL/SQL,"Java, Pascal/Delphi",,,Java,"Java, JavaScript",6,5,"[30,40)",Да,Да
22.01.2013 19:21:26,,Да,Basic,C,"C++, Perl, TCL",,,C++,,10+,10+,"[30,40)",Да,Да
22.01.2013 19:26:12,,Да,Pascal/Delphi,PL/SQL,"Java, C#, T-SQL",,,ActionScript,PowerBuilder,10+,10+,"[30,40)",Да,Нет
22.01.2013 19:29:17,,Да,Basic,PHP,"JavaScript, PL/SQL",,,Ruby,"PHP, JavaScript",5,5,"[20,30)",Да,Да
22.01.2013 19:29:29,,Да,Objective-C,Objective-C,"Java, C++, C",,,Objective-C,"C++, Objective-C, C",3,<1,"[20,30)",Нет,Да
22.01.2013 19:31:31,,Да,Basic,C#,JavaScript,,,C#,"C#, Ruby",6,6,"[20,30)",Да,Нет
22.01.2013 19:34:02,,Да,Pascal/Delphi,C#,"Java, C#, JavaScript, Pascal/Delphi, Groovy",,,Groovy,"Java, Groovy",10+,7,"[30,40)",Да,Да
22.01.2013 19:34:04,,Да,Pascal/Delphi,PHP,"PHP, Ruby, JavaScript",,,Java,Ruby,10+,5,"[30,40)",Да,Да
22.01.2013 19:35:20,,Да,Basic,Python,JavaScript,,,Python,"Python, JavaScript",10+,7,"[30,40)",Нет,Нет
22.01.2013 19:35:36,,Да,Basic,C#,C#,,,C#,C#,8,7,"[20,30)",Да,Нет
22.01.2013 19:40:24,,Да,Basic,C++,"C#, Python, JavaScript, Erlang",,,C#,"C#, C++, Python, Erlang",6,5,"[20,30)",Да,Да
22.01.2013 19:46:46,,Нет,C#,,,Java,PL/SQL,Java,"Java, C#, Objective-C",3,2,"[20,30)",Да,Нет
22.01.2013 19:53:40,,Да,Pascal/Delphi,Ruby,"C++, Python, JavaScript, C, PL/SQL",,,Erlang,"C++, Ruby",10+,10+,"[30,40)",Да,Нет
22.01.2013 19:54:10,,Да,Pascal/Delphi,Pascal/Delphi,PHP,,,Pascal/Delphi,Pascal/Delphi,10+,10+,"[40,50)",Да,Нет
22.01.2013 19:54:36,,Да,Pascal/Delphi,PHP,JavaScript,,,Java,PHP,8,8,"[30,40)",Да,Нет
22.01.2013 19:58:09,,Да,Pascal/Delphi,C#,"Java, Python, JavaScript",,,C#,Python,6,4,"[30,40)",Да,Да
22.01.2013 20:01:53,,Да,Basic,Java,ActionScript,,,Java,"Java, ActionScript, Kotlin",4,4,"[20,30)",Да,Да
22.01.2013 20:04:26,,Да,Fortran,PHP,"JavaScript, Pascal/Delphi",,,C#,"PHP, JavaScript, Pascal/Delphi",10+,4,>50,Да,Нет
22.01.2013 20:04:42,,Нет,Pascal/Delphi,,,"Java, C#, Pascal/Delphi",1C,Pascal/Delphi,"Java, C#",10+,10+,"[30,40)",Да,Нет
22.01.2013 20:07:38,,Нет,Basic,,,"PHP, JavaScript, PL/SQL","C++, ActionScript, Pascal/Delphi",PHP,"PHP, JavaScript, Pascal/Delphi, Perl",10+,7,"[30,40)",Да,Да
22.01.2013 20:08:52,,Да,Pascal/Delphi,Java,"Java, Python, Ruby, JavaScript, Scala",,,Scala,"Java, JavaScript",5,5,"[20,30)",Да,Нет
22.01.2013 20:09:47,,Да,Pascal/Delphi,PHP,JavaScript,,,PHP,"PHP, JavaScript",5,4,"[20,30)",Да,Нет
22.01.2013 20:12:16,,Да,Basic,PHP,"Java, C++, Perl",,,Java,PHP,10+,6,"[30,40)",Да,Нет
22.01.2013 20:12:27,,Да,C++,C++,"Java, PL/SQL",,,Java,"Java, C++",10+,10+,"[30,40)",Да,Да
