Timestamp,FirstLanguage,MainLanguage,NowLanguage,AdditionalLanguages1,NowLanguages2,AdditionalLanguages3,NextLanguage,PetProjectsLanguages,ExperienceInProgramming,ExperienceInLanguage,AgeYears,InUA,InPrev,,,
1/12/2016 14:44:24,ASM,Да,C#,"JavaScript, T-SQL",,,C#,"Java, C#, JavaScript",3,2,24,Да,Нет,,,
1/12/2016 14:44:26,Pascal/Delphi,Нет,,,Basic,Basic,C#,1C,10+,1,,Да,Нет,,,
1/12/2016 14:44:31,Pascal/Delphi,Да,Java,Java,,,Java,Java,3,3,26,Да,Нет,,,
1/12/2016 14:44:32,Pascal/Delphi,Да,Python,"Python, C++, R",,,Python,"C++, R",3,<1,25,Да,Нет,,,
1/12/2016 14:44:43,C#,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript",2,2,25,Да,Нет,,,
1/12/2016 14:44:52,Basic,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript",10+,10+,40,Нет,Не помню,,,
1/12/2016 14:45:10,Basic,Да,C,C++,,,C++,C++,10+,10+,34,Да,Нет,,,
1/12/2016 14:45:20,PHP,Да,PHP,JavaScript,,,PHP,PHP,2,1,35,Да,Нет,,,
1/12/2016 14:45:32,Pascal/Delphi,Да,PHP,JavaScript,,,JavaScript,JavaScript,,,29,Да,Не помню,,,
1/12/2016 14:45:41,JavaScript,Да,JavaScript,PHP,,,PHP,PHP,<1,2,30,Да,Нет,,,
1/12/2016 14:45:56,Basic,Да,C#,"JavaScript, T-SQL",,,C#,"C#, JavaScript, T-SQL",10+,10+,47,Да,Нет,,,
1/12/2016 14:45:59,Pascal/Delphi,Да,PHP,"JavaScript, Pascal/Delphi",,,PHP,"PHP, JavaScript, Pascal/Delphi",10+,6,50,Да,Не помню,,,
1/12/2016 14:46:16,C#,Да,C#,JavaScript,,,C#,C#,<1,<1,27,Да,Нет,,,
1/12/2016 14:46:19,Pascal/Delphi,Да,Python,JavaScript,,,Python,,10+,5,28,Да,Не помню,,,
1/12/2016 14:46:38,Fortran,Да,JavaScript,Java,,,JavaScript,JavaScript,,2,24,Да,Да,,,
1/12/2016 14:46:59,Pascal/Delphi,Да,Java,C#,,,Java,Java,5,5,30,Да,Нет,,,
1/12/2016 14:47:03,C#,Да,C#,"JavaScript, T-SQL",,,C#,"C#, JavaScript, T-SQL",5,5,26,Да,Нет,,,
1/12/2016 14:47:17,Pascal/Delphi,Да,JavaScript,,,,JavaScript,"PHP, JavaScript",9,2,27,Да,Нет,,,
1/12/2016 14:47:19,C,Да,Python,"C++, C",,,Go,"JavaScript, Python, C++, C",2,1,23,Да,Не помню,,,
1/12/2016 14:47:40,Pascal/Delphi,Да,Ruby,Pascal/Delphi,,,Ruby,Ruby,10+,1,,Да,Не помню,,,
1/12/2016 14:47:45,JavaScript,Да,CoffeeScript,"Java, JavaScript",,,JavaScript,JavaScript,5,3,25,Да,Не помню,,,
1/12/2016 14:47:46,Basic,Да,Java,"Python, C++",,,Scala,C++,4,2,24,Да,Нет,,,
1/12/2016 14:47:53,Basic,Да,PHP,"C#, JavaScript, Python",,,C#,"C#, PHP, JavaScript",5,5,,Да,Нет,,,
1/12/2016 14:48:09,ActionScript,Да,JavaScript,Java,,,JavaScript,ActionScript,8,<1,30,Да,Не помню,,,
1/12/2016 14:48:26,Java,Да,Java,JavaScript,,,Java,,<1,<1,23,Да,Нет,,,
1/12/2016 14:48:32,Basic,Да,Basic,"Java, JavaScript, Python",,,C++,Basic,5,2,39,Да,Нет,,,
1/12/2016 14:48:41,C#,Да,C#,C#,,,C#,C#,1,4,30,Да,Не помню,,,
1/12/2016 14:48:42,Objective-C,Да,Swift,Objective-C,,,Swift,"Objective-C, Swift",2,<1,23,Нет,Нет,,,
1/12/2016 14:48:49,Basic,Да,C#,JavaScript,,,C#,"C#, JavaScript",4,5,25,Да,Нет,,,
1/12/2016 14:48:53,Pascal/Delphi,Да,PL-SQL,"Java, JavaScript, SQL",,,Java,"Java, JavaScript, PL-SQL",9,8,30,Да,Нет,,,
1/12/2016 14:48:59,Pascal/Delphi,Да,1C,"JavaScript, T-SQL",,,1C,1C,3,2,26,Да,Нет,,,
1/12/2016 14:49:16,Pascal/Delphi,Да,JavaScript,"C#, T-SQL",,,JavaScript,"C#, JavaScript",9,2,32,Да,Да,,,
1/12/2016 14:49:31,Pascal/Delphi,Да,JavaScript,CoffeeScript,,,Python,"JavaScript, CoffeeScript",6,3,25,Да,Нет,,,
1/12/2016 14:49:50,Pascal/Delphi,Да,C++,"C#, C",,,C++,C++,5,3,25,Да,Нет,,,
1/12/2016 14:49:55,Pascal/Delphi,Да,PHP,"JavaScript, C++",,,Ruby,"PHP, JavaScript, C++, C",2,2,25,Да,Нет,,,
1/12/2016 14:50:08,Java,Да,Java,"C#, C++, Basic",,,Go,Java,<1,<1,20,Да,Нет,,,
1/12/2016 14:50:39,Basic,Да,PHP,JavaScript,,,PHP,"Java, PHP, JavaScript",5,5,25,Да,Нет,,,
1/12/2016 14:50:50,Basic,Да,JavaScript,,,,JavaScript,JavaScript,10+,4,36,Да,Не помню,,,
1/12/2016 14:50:52,C++,Да,Java,"C#, JavaScript",,,Java,"Java, C#",4,1,,Да,Да,,,
1/12/2016 14:50:56,C,Да,Objective-C,"C++, Swift",,,Objective-C,Swift,<1,1,23,Да,Не помню,,,
1/12/2016 14:51:19,Basic,Да,Python,"JavaScript, C, Perl",,,Python,"Java, Python, C++, Perl",10+,10+,37,Да,Да,,,
1/12/2016 14:51:32,C++,Да,Objective-C,"C#, PHP",,,Objective-C,"C#, PHP, Objective-C",10+,4,30,Да,Не помню,,,
1/12/2016 14:51:54,Basic,Да,JavaScript,"Java, PHP",,,JavaScript,"Java, JavaScript",6,2,40,Да,Не помню,,,
1/12/2016 14:52:02,Pascal/Delphi,Да,1C,"PHP, JavaScript",,,1C,1C,,,,Да,Не помню,,,
1/12/2016 14:52:22,Basic,Да,Java,"JavaScript, Scala, Groovy",,,Scala,Java,10+,10+,,Нет,Не помню,,,
1/12/2016 14:52:31,C++,Да,PHP,"JavaScript, CoffeeScript",,,Ruby,"PHP, JavaScript",4,4,26,Да,Нет,,,
1/12/2016 14:52:36,PHP,Да,PHP,"JavaScript, Ruby, Swift",,,Ruby,"Java, PHP",3,2,25,Нет,Нет,,,
1/12/2016 14:52:46,Pascal/Delphi,Да,Java,"JavaScript, Python, Perl",,,Java,"Java, JavaScript",3,2,,Нет,Нет,,,
1/12/2016 14:52:47,Pascal/Delphi,Да,JavaScript,C#,,,C#,"C#, JavaScript",2,1,24,Да,Нет,,,
1/12/2016 14:53:05,Python,Да,Python,"JavaScript, Python",,,Python,Python,<1,1,26,Да,Нет,,,
1/12/2016 14:53:08,Pascal/Delphi,Да,PHP,JavaScript,,,PHP,PHP,2,2,23,Да,Нет,,,
1/12/2016 14:53:18,C,Да,Java,"JavaScript, Ruby",,,Ruby,"JavaScript, Ruby",4,2,26,Да,Да,,,
1/12/2016 14:53:28,Java,Да,Java,"C#, PHP, JavaScript",,,Java,Java,,,,Да,,,,
1/12/2016 14:53:34,Pascal/Delphi,Да,Pascal/Delphi,"C++, PL-SQL, T-SQL",,,PL-SQL,"C++, PL-SQL, Pascal/Delphi, SQL",5,4,31,Да,Нет,,,
1/12/2016 14:53:45,Pascal/Delphi,Да,PHP,JavaScript,,,PHP,PHP,5,5,24,Да,Нет,,,
1/12/2016 14:53:46,Java,Да,Java,PL-SQL,,,Java,Java,<1,1,21,Да,Нет,,,
1/12/2016 14:53:51,Pascal/Delphi,Да,Java,,,,Java,,10+,7,30,Да,Нет,,,
1/12/2016 14:54:37,Basic,Да,Ruby,"JavaScript, T-SQL, CoffeeScript, Go",,,Ruby,"Java, JavaScript, Ruby, Scala, T-SQL, CoffeeScript, Go, R",10+,8,30,Да,Не помню,,,
1/12/2016 14:54:19,C++,Да,PHP,"JavaScript, PL-SQL",,,PHP,PHP,10+,10+,33,Да,Нет,,,
1/12/2016 14:54:23,JavaScript,Да,Python,JavaScript,,,Python,Python,3,2,23,Нет,Не помню,,,
1/12/2016 14:54:32,Basic,Да,C#,JavaScript,,,C#,"C#, JavaScript",,5,32,Да,Нет,,,
1/12/2016 14:54:35,Pascal/Delphi,Да,PHP,,,,Java,,3,3,24,Да,Нет,,,
1/12/2016 14:55:13,ActionScript,Нет,,,"PHP, JavaScript, ActionScript",,PHP,"PHP, JavaScript",8,7,36,Да,Не помню,,,
1/12/2016 14:55:24,JavaScript,Да,JavaScript,Java,,,JavaScript,JavaScript,5,3,27,Да,Не помню,,,
1/12/2016 14:55:36,Pascal/Delphi,Да,Java,JavaScript,,,Java,,10+,10+,34,Да,Нет,,,
1/12/2016 14:55:54,Pascal/Delphi,Да,Java,JavaScript,,,Java,"Java, JavaScript",4,3,26,Да,Нет,,,
1/12/2016 14:55:54,Pascal/Delphi,Да,C++,"PL-SQL, Pascal/Delphi, Swift",,,Go,C++,,,,Да,Нет,,,
1/12/2016 14:56:04,Python,Да,Python,JavaScript,,,Python,Python,<1,<1,25,Да,Нет,,,
1/12/2016 14:56:22,JavaScript,Да,Java,,,,Java,Java,3,1,24,Да,Да,,,
1/12/2016 14:56:51,Basic,Да,Scala,"Java, JavaScript",,,Scala,"PHP, JavaScript, Scala",10+,4,35,,Нет,,,
1/12/2016 14:57:20,Pascal/Delphi,Да,C#,"JavaScript, T-SQL",,,C#,"C#, C++, Pascal/Delphi",9,4,,Да,Нет,,,
1/12/2016 14:57:20,Pascal/Delphi,Да,Pascal/Delphi,T-SQL,,,Pascal/Delphi,,7,7,30,Да,Не помню,,,
1/12/2016 14:57:28,PHP,Да,PHP,JavaScript,,,Java,PHP,3,3,24,Да,Нет,,,
1/12/2016 14:57:30,PHP,Да,PHP,JavaScript,,,PHP,PHP,8,8,45,Да,Нет,,,
1/12/2016 14:57:48,C,Да,C++,"PHP, C",,,C#,,,,30,Да,Нет,,,
1/12/2016 14:58:15,Basic,Да,Java,"Java, C++",,,Java,,1,1,30,Да,Нет,,,
1/12/2016 14:58:23,Python,Да,Python,"JavaScript, PL-SQL, CoffeeScript",,,Scala,"JavaScript, Python, Ruby, Scala, CoffeeScript",4,4,27,Да,Нет,,,
1/12/2016 14:59:10,Pascal/Delphi,Да,C++,"Java, JavaScript, Python, Objective-C, C",,,C++,C++,4,4,25,Да,Не помню,,,
1/12/2016 14:59:23,Pascal/Delphi,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript",4,3,24,Да,Нет,,,
1/12/2016 14:59:43,Pascal/Delphi,Да,Python,JavaScript,,,Python,Python,<1,<1,26,Да,Нет,,,
1/12/2016 14:59:46,Basic,Да,APL,"C#, PL-SQL",,,Java,,10+,10+,33,Нет,Нет,,,
1/12/2016 14:59:47,Pascal/Delphi,Да,JavaScript,"Java, PHP, C",,,JavaScript,"Java, JavaScript",2,1,23,Да,Не помню,,,
1/12/2016 14:59:53,Pascal/Delphi,Да,C#,JavaScript,,,C#,"C#, PHP",3,2,21,Да,Да,,,
1/12/2016 14:59:55,Pascal/Delphi,Да,Java,PL-SQL,,,Java,Java,1,1,22,Да,Нет,,,
1/12/2016 15:00:11,Pascal/Delphi,Да,PHP,"Java, JavaScript",,,Java,PHP,3,1,26,Да,Нет,,,
1/12/2016 15:00:42,Basic,Да,PHP,"JavaScript, C++, C, R",,,PHP,,6,6,28,Нет,Не помню,,,
1/12/2016 15:00:45,C,Да,Java,"C#, Python, C++, C",,,Java,C++,1,<1,18,Да,Не помню,,,
1/12/2016 15:00:49,Ruby,Да,Ruby,JavaScript,,,Ruby,Ruby,<1,<1,29,Да,Нет,,,
1/12/2016 15:00:53,Pascal/Delphi,Да,Java,C++,,,Java,Java,2,2,22,Да,Нет,,,
1/12/2016 15:01:18,Java,Да,Java,Java,,,Scala,,<1,<1,30,Да,Нет,,,
1/12/2016 15:01:23,Java,Да,Java,"C++, C",,,Java,Java,<1,<1,22,Да,Нет,,,
1/12/2016 15:01:35,Pascal/Delphi,Да,PHP,PHP,,,PHP,"PHP, JavaScript, C++",3,2,26,Да,,,,
1/12/2016 15:01:54,Pascal/Delphi,Нет,,,Basic,C++,Java,PHP,<1,<1,,Да,Не помню,,,
1/12/2016 15:02:24,ActionScript,Да,ActionScript,"C#, JavaScript",,,JavaScript,ActionScript,3,3,29,Да,Да,,,
1/12/2016 15:02:51,C,Да,PHP,JavaScript,,,PHP,,5,5,,Да,Нет,,,
1/12/2016 15:03:28,Pascal/Delphi,Да,C++,Python,,,C++,"Python, C++",10+,10+,35,Да,Не помню,,,
1/12/2016 15:03:35,Pascal/Delphi,Да,Java,"C#, JavaScript, Python, Swift",,,Java,Java,1,1,25,Да,Нет,,,
1/12/2016 15:03:52,JavaScript,Да,JavaScript,JavaScript,,,C#,JavaScript,<1,<1,23,Да,Нет,,,
1/12/2016 15:04:07,Pascal/Delphi,Да,C#,"Java, JavaScript, Python, C++",,,C#,"C#, JavaScript, Python",3,2,21,Да,Не помню,,,
1/12/2016 15:04:17,Objective-C,Да,Objective-C,Swift,,,Objective-C,Objective-C,2,2,25,Да,Нет,,,
1/12/2016 15:04:32,JavaScript,Да,C#,"PHP, JavaScript",,,Objective-C,,,,,Да,Нет,,,
1/12/2016 15:04:48,Basic,Да,1C,,,,Java,,8,8,34,Да,Да,,,
1/12/2016 15:05:06,Java,Нет,,,Java,,C++,,2,2,,Да,Нет,,,
1/12/2016 15:05:16,Pascal/Delphi,Да,PHP,"PHP, JavaScript",,,Java,"PHP, JavaScript",2,1,25,Да,Нет,,,
1/12/2016 15:05:20,Pascal/Delphi,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript",3,3,26,Да,Не помню,,,
1/12/2016 15:05:27,PHP,Да,JavaScript,"PHP, JavaScript, Python, Ruby, CoffeeScript, Swift",,,JavaScript,"PHP, JavaScript, Ruby",10+,10+,32,Да,Да,,,
1/12/2016 15:05:44,Pascal/Delphi,Да,PHP,JavaScript,,,Python,Erlang,7,6,29,Нет,Не помню,,,
1/12/2016 15:06:23,Java,Да,Java,C++,,,JavaScript,"Java, C++",<1,<1,,Да,Нет,,,
1/12/2016 15:06:23,Pascal/Delphi,Да,C#,"C#, PHP, JavaScript, Pascal/Delphi",,,C#,"C#, PHP, JavaScript",3,2,20,Да,Нет,,,
1/12/2016 15:06:39,Basic,Да,PHP,JavaScript,,,PHP,PHP,8,8,29,Да,Нет,,,
1/12/2016 15:06:49,Java,Да,Java,"JavaScript, PL-SQL",,,Java,"Java, C++",1,1,24,Да,Да,,,
1/12/2016 15:06:50,Basic,Да,C#,"JavaScript, T-SQL, Basic",,,C#,"C#, JavaScript",10+,8,34,Нет,Нет,,,
1/12/2016 15:07:02,C++,Да,C#,Objective-C,,,C#,,6,4,30,Да,Нет,,,
1/12/2016 15:07:04,Java,Да,Java,,,,JavaScript,Java,<1,<1,,Да,Нет,,,
1/12/2016 15:07:09,C,Да,PHP,JavaScript,,,Python,"JavaScript, Python, Ruby",5,5,,Да,Нет,,,
1/12/2016 15:07:24,Java,Да,Java,"PHP, JavaScript",,,Ruby,Java,1,1,27,Да,Нет,,,
1/12/2016 15:07:27,Basic,Да,JavaScript,Python,,,JavaScript,JavaScript,,6,30,Да,Нет,,,
1/12/2016 15:07:34,Basic,Да,C++,Java,,,C++,"C++, C",5,3,32,Да,Нет,,,
1/12/2016 15:07:37,C,Да,C++,"Python, C, Perl",,,LabView,"C++, LabView",5,3,29,Да,Нет,,,
1/12/2016 15:07:44,Pascal/Delphi,Да,Java,T-SQL,,,Java,Java,2,2,38,Да,Нет,,,
1/12/2016 15:07:57,C,Да,Ruby,JavaScript,,,Ruby,,4,4,,Да,Не помню,,,
1/12/2016 15:08:05,C,Да,C,Python,,,C++,Python,<1,2,28,Да,Нет,,,
1/12/2016 15:08:06,Basic,Да,PHP,"PHP, JavaScript",,,PHP,"PHP, JavaScript",,,,Да,Нет,,,
1/12/2016 15:08:20,Java,Да,Java,,,,Java,Java,<1,<1,,Да,Нет,,,
1/12/2016 15:08:31,C++,Да,C#,"C++, C, T-SQL",,,C++,C++,3,1,24,Нет,Не помню,,,
1/12/2016 15:08:42,Pascal/Delphi,Да,JavaScript,,,,JavaScript,JavaScript,5,3,27,Да,Не помню,,,
1/12/2016 15:08:45,Java,Да,Java,,,,Java,Java,1,1,25,Да,Не помню,,,
1/12/2016 15:08:45,Basic,Да,Perl,"JavaScript, T-SQL, Basic",,,JavaScript,"PHP, JavaScript, Perl",3,3,34,Нет,Нет,,,
1/12/2016 15:08:50,Pascal/Delphi,Да,PHP,JavaScript,,,PHP,PHP,1,<1,23,Да,Не помню,,,
1/12/2016 15:09:03,Java,Да,Java,JavaScript,,,Java,Java,<1,<1,26,Да,Не помню,,,
1/12/2016 15:09:34,Basic,Да,Java,"Java, C#, Python, C++, C, Python",,,Java,,3,3,34,Да,Нет,,,
1/12/2016 15:09:36,Pascal/Delphi,Да,Ruby,"PHP, JavaScript",,,Ruby,Ruby,4,<1,27,Да,Не помню,,,
1/12/2016 15:09:38,Pascal/Delphi,Нет,,,"Python, Ruby, bash","PHP, JavaScript",Go,,6,4,26,Да,Нет,,,
1/12/2016 15:10:05,PHP,Да,PHP,"PHP, JavaScript",,,JavaScript,"PHP, JavaScript",2,2,,Да,Не помню,,,
1/12/2016 15:10:18,Pascal/Delphi,Да,PHP,"JavaScript, T-SQL, Go",,,PHP,"PHP, JavaScript, T-SQL, CoffeeScript",2,2,23,Нет,Не помню,,,
1/12/2016 15:10:53,C#,Да,JavaScript,"Java, C#, JavaScript, C++, Swift",,,JavaScript,"Java, JavaScript, Swift",10+,3,30,Нет,Да,,,
1/12/2016 15:10:55,Basic,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript",7,7,29,Да,Не помню,,,
1/12/2016 15:11:13,Pascal/Delphi,Нет,,,"C#, T-SQL",JavaScript,C#,"C#, Pascal/Delphi, T-SQL",10+,10+,35,Да,Не помню,,,
1/12/2016 15:11:14,PHP,Да,Java,,,,Java,,6,4,35,Да,Да,,,
1/12/2016 15:11:07,Pascal/Delphi,Да,Java,C++,,,PHP,,10+,8,31,Да,Нет,,,
1/12/2016 15:11:59,Pascal/Delphi,Нет,,,никакие,никакие,Java,нет,,<1,45,,Нет,,,
1/12/2016 15:12:15,C++,Да,Objective-C,"C++, C, Swift",,,Objective-C,Objective-C,,,,Да,Не помню,,,
1/12/2016 15:12:22,C++,Да,JavaScript,"C#, JavaScript",,,C#,"C#, JavaScript",3,2,25,Да,Не помню,,,
1/12/2016 15:12:24,Basic,Да,JavaScript,"PHP, JavaScript",,,JavaScript,"PHP, JavaScript",10+,4,30,Да,Не помню,,,
1/12/2016 15:12:33,Pascal/Delphi,Да,Java,"JavaScript, PL-SQL, T-SQL",,,Java,"Java, JavaScript",2,2,34,Да,Не помню,,,
1/12/2016 15:13:13,Pascal/Delphi,Да,JavaScript,Swift,,,JavaScript,JavaScript,2,2,24,Да,Нет,,,
1/12/2016 15:14:07,Pascal/Delphi,Нет,,,"JavaScript, Scala, mysql","Java, Ruby, Go",Scala,"Java, JavaScript",4,1,25,Нет,Не помню,,,
1/12/2016 15:13:11,Pascal/Delphi,Да,PHP,"JavaScript, pgsql(plpgsql), mysql",,,PHP,,1,1,28,Да,Нет,,,
1/12/2016 15:13:24,Pascal/Delphi,Да,Java,,,,Java,"Java, PHP, JavaScript",2,2,23,Да,Нет,,,
1/12/2016 15:13:26,Basic,Да,Java,"C#, PHP, JavaScript, Go",,,Java,"Java, C#, PHP, Go",8,2,30,Да,Не помню,,,
1/12/2016 15:13:36,Basic,Да,Java,"Java, JavaScript",,,Java,"Java, Swift",4,4,27,Да,Не помню,,,
1/12/2016 15:13:40,Java,Да,Java,JavaScript,,,Java,Java,,,20,Да,Нет,,,
1/12/2016 15:14:12,Pascal/Delphi,Да,Java,"JavaScript, Python, Scala",,,Java,"Scala, Go",2,2,20,Да,Нет,,,
1/12/2016 15:14:26,Basic,Да,JavaScript,"C#, PHP, PL-SQL, CoffeeScript",,,JavaScript,"C#, PHP, JavaScript",9,3,31,Да,Да,,,
1/12/2016 15:14:31,Basic,Да,JavaScript,,,,JavaScript,"C#, JavaScript",7,3,29,Да,Нет,,,
1/12/2016 15:14:43,Pascal/Delphi,Да,JavaScript,Python,,,Python,"JavaScript, Python",1,1,23,Да,Нет,,,
1/12/2016 15:14:45,JavaScript,Да,PHP,JavaScript,,,Python,,<1,<1,26,Да,Нет,,,
1/12/2016 15:15:21,Pascal/Delphi,Да,JavaScript,,,,JavaScript,JavaScript,3,3,,Да,Нет,,,
1/12/2016 15:15:44,PHP,Да,Java,"JavaScript, Python, Ruby, Swift",,,JavaScript,Java,5,1,26,Да,Нет,,,
1/12/2016 15:15:48,JavaScript,Нет,,,"C#, JavaScript","PHP, Python",C#,PHP,3,1,18,Да,Да,,,
1/12/2016 15:15:50,JavaScript,Да,JavaScript,JavaScript,,,JavaScript,,3,3,28,Да,,,,
1/12/2016 15:15:50,Pascal/Delphi,Да,Pascal/Delphi,"C#, Pascal/Delphi",,,C#,C#,8,8,28,Да,Не помню,,,
1/12/2016 15:15:51,C++,Да,C++,PHP,,,PHP,,<1,<1,33,Да,Нет,,,
1/12/2016 15:15:55,Basic,Да,PL-SQL,"PHP, JavaScript, Python",,,PHP,Python,1,2,34,Да,Нет,,,
1/12/2016 15:16:10,Objective-C,Нет,,,Objective-C,Swift,Python,Objective-C,4,4,25,Да,Нет,,,
1/12/2016 15:16:21,Basic,Нет,,,"PHP, JavaScript",,Ruby,"PHP, JavaScript",10+,3,33,Да,Не помню,,,
1/12/2016 15:16:22,Pascal/Delphi,Да,Java,"Java, JavaScript, Scala",,,Scala,Scala,5,5,24,Да,Да,,,
1/12/2016 15:16:50,C++,Да,C++,,,,Go,C++,1,2,34,Да,Нет,,,
1/12/2016 15:16:56,Java,Да,Java,,,,Java,,<1,<1,23,Да,Нет,,,
1/12/2016 15:17:02,Pascal/Delphi,Да,PHP,JavaScript,,,Java,PHP,8,7,35,Да,Нет,,,
1/12/2016 15:17:11,ActionScript,Да,Java,"Java, PHP, JavaScript, Python, ActionScript",,,Java,"Java, JavaScript",10+,8,33,Да,Да,,,
1/12/2016 15:17:39,JavaScript,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript",2,2,26,Да,Не помню,,,
1/12/2016 15:17:51,Pascal/Delphi,Да,Java,JavaScript,,,Java,,4,2,26,Да,Нет,,,
1/12/2016 15:17:54,Basic,Да,Ruby,CoffeeScript,,,Ruby,"Ruby, CoffeeScript",10+,2,32,Да,Да,,,
1/12/2016 15:17:55,Basic,Да,PL-SQL,Pascal/Delphi,,,PL-SQL,"PL-SQL, Pascal/Delphi",10+,8,,Да,Нет,,,
1/12/2016 15:18:03,Pascal/Delphi,Да,Kotlin,"Java, JavaScript, Scala, Clojure",,,Kotlin,"Java, JavaScript, Python, Scala, Erlang, Rust, Clojure",9,<1,29,Да,Да,,,
1/12/2016 15:18:41,Pascal/Delphi,Да,Ruby,JavaScript,,,JavaScript,Ruby,3,2,25,Да,Да,,,
1/12/2016 15:18:53,Pascal/Delphi,Да,C#,JavaScript,,,JavaScript,,4,4,25,Да,Не помню,,,
1/12/2016 15:19:02,Pascal/Delphi,Да,Scala,"Java, Python",,,Scala,Scala,5,2,30,Да,Да,,,
1/12/2016 15:19:05,PHP,Нет,,,PHP,JavaScript,C#,,<1,<1,29,Да,Нет,,,
1/12/2016 15:19:09,Pascal/Delphi,Да,PHP,JavaScript,,,Python,"PHP, JavaScript",5,4,29,Да,Да,,,
1/12/2016 15:19:14,C#,Да,C#,Java,,,C#,C#,3,3,20,Да,Нет,,,
1/12/2016 15:19:26,Pascal/Delphi,Нет,,,"Java, PL-SQL, Pascal/Delphi, Perl",Python,Java,"Java, Pascal/Delphi",10+,10+,40,Да,Нет,,,
1/12/2016 15:19:27,ActionScript,Нет,,,Java,"PHP, JavaScript, ActionScript",Java,Java,4,<1,27,Да,Нет,,,
1/12/2016 15:19:53,Pascal/Delphi,Да,Java,"C, Lisp",,,Java,"Java, C, Lisp",4,4,27,Да,Не помню,,,
1/12/2016 15:20:01,Basic,Да,Scala,"Java, JavaScript",,,Scala,"Java, C#, C++, Objective-C, C, Scala",10+,3,37,Да,Нет,,,
1/12/2016 15:20:03,Basic,Да,JavaScript,"Ruby, CoffeeScript",,,JavaScript,,10+,10+,37,Нет,Да,,,
1/12/2016 15:20:07,ASM,Да,C++,"JavaScript, Python, C",,,C++,,8,3,31,Да,Не помню,,,
1/12/2016 15:20:09,Basic,Да,Ruby,JavaScript,,,Ruby,Ruby,5,5,29,Нет,Не помню,,,
1/12/2016 15:20:32,Basic,Да,Python,"C#, Python, Pascal/Delphi, Matlab, Maple",,,Python,"Python, Pascal/Delphi, Basic",10+,2,32,Да,Нет,,,
1/12/2016 15:21:16,Pascal/Delphi,Да,JavaScript,,,,JavaScript,,3,3,25,Да,Не помню,,,
1/12/2016 15:21:33,Pascal/Delphi,Да,C++,,,,Basic,"C#, C++",1,1,22,Да,Нет,,,
1/12/2016 15:21:37,Pascal/Delphi,Нет,,,"Python, C++, Objective-C",LUA,C++,"C#, C++",6,6,32,Да,Да,,,
1/12/2016 15:21:48,Basic,Да,Java,"JavaScript, Scala",,,Scala,"Java, Scala",9,8,30,Да,Не помню,,,
1/12/2016 15:21:57,C,Да,Ruby,"JavaScript, CoffeeScript",,,C#,,,,,Да,Нет,,,
1/12/2016 15:21:59,Basic,Нет,,,"C#, LotusScript",,C#,C++,5,5,37,Нет,Нет,,,
1/12/2016 15:22:05,Pascal/Delphi,Да,Java,JavaScript,,,Java,Java,3,<1,28,Да,Нет,,,
1/12/2016 15:22:10,Basic,Да,C++,,,,C++,,10+,10+,33,Да,Нет,,,
1/12/2016 15:22:12,ASM,Нет,,,"C#, C++",ASM,C#,C,10+,10+,54,Да,Нет,,,
1/12/2016 15:22:16,Pascal/Delphi,Да,Java,Groovy,,,Java,"Java, C#",4,4,26,Да,Да,,,
1/12/2016 15:22:40,VB ,Да,C#,Python,,,C#,"C#, VB ",,,,Да,Нет,,,
1/12/2016 15:22:55,Basic,Да,Objective-C,,,,Swift,Objective-C,1,1,28,Да,Нет,,,
1/12/2016 15:23:04,C++,Да,PHP,"JavaScript, Python",,,PHP,PHP,3,3,26,Да,Нет,,,
1/12/2016 15:23:12,Pascal/Delphi,Да,Python,"Java, JavaScript",,,Python,"Java, JavaScript, Python",8,2,32,Да,Да,,,
1/12/2016 15:23:51,Pascal/Delphi,Да,Java,Java,,,Java,Java,2,4,22,Да,Не помню,,,
1/12/2016 15:24:46,Pascal/Delphi,Да,Java,"C#, PHP, JavaScript, C++",,,Java,Java,1,1,21,Да,Нет,,,
1/12/2016 15:24:49,Basic,Да,Pascal/Delphi,"PL-SQL, T-SQL",,,Pascal/Delphi,Pascal/Delphi,10+,7,37,Да,Нет,,,
1/12/2016 15:25:24,Java,Да,Java,"Java, PHP, JavaScript",,,Java,"Java, PHP, JavaScript",3,3,25,Да,Нет,,,
1/12/2016 15:25:20,JavaScript,Да,JavaScript,,,,JavaScript,JavaScript,,,,Да,Нет,,,
1/12/2016 15:25:37,Basic,Да,groovy,"Java, C#",,,Java,,10+,10+,40,Да,Нет,,,
1/12/2016 15:26:10,Basic,Да,Objective-C,JavaScript,,,Objective-C,,10+,3,41,Да,Не помню,,,
1/12/2016 15:26:59,Basic,Да,C++,"JavaScript, Python",,,C++,"C++, Go, Lua",9,8,31,Да,Нет,,,
1/12/2016 15:26:59,PHP,Да,PHP,JavaScript,,,PHP,,,,,Да,Нет,,,
1/12/2016 15:27:01,Pascal/Delphi,Да,Java,JavaScript,,,Java,"Java, JavaScript",2,2,22,Да,Нет,,,
