Timestamp,FirstLanguage,FirstLanguage1,Q2,MainLanguage,Q2I1,NowLanguage,AdditionalLanguages1,NowLanguages2,NextLanguage,AdditionalLanguages3,PetProjectsLanguages,Choosing,ExperienceInProgramming,ExperienceInLanguage,InUA,Age,InPrev 
11.04.2012 9:26:50,Pascal/Delphi,,,Да,,Java,"JavaScript, Action Script, Groovy",,Java,,,Совместным решением,5,3,Да,"[20,30)",Нет
11.04.2012 9:26:59,Pascal/Delphi,,,Да,,Java,"C, ASM",,Java,,PHP,Не знаю,<1,<1,Да,"[20,30)",Нет
11.04.2012 9:27:46,Pascal/Delphi,,,Да,,PHP,"PHP, JavaScript",,PHP,,,Совместным решением,5,5,Да,"[20,30)",Да
11.04.2012 9:30:35,Pascal/Delphi,,,Да,,PHP,JavaScript,,PHP,,"PHP, JavaScript",Моя организация разрабатывает только на этом языке,4,4,Да,"[20,30)",Да
11.04.2012 9:30:54,Pascal/Delphi,,,Да,,С#,,,С#,,PHP,Исполнителем,<1,<1,Да,"[20,30)",Нет
11.04.2012 9:32:14,Pascal/Delphi,,,Да,,С#,,,С#,,,Исполнителем,<1,<1,Да,"[20,30)",Нет
11.04.2012 9:34:08,C++,,,Нет,,,,"С#, Java, C++, C",Python,PHP,,Моя организация разрабатывает только на этом языке,7,5,Нет,"[20,30)",Нет
11.04.2012 9:35:40,Basic,,,Да,,PHP,"PHP, JavaScript",,Java,,,Исполнителем,4,3,Да,"[20,30)",Да
11.04.2012 9:35:48,Pascal/Delphi,,,Да,,С#,"C, PL/SQL",,С#,,С#,Моя организация разрабатывает только на этом языке,3,3,Да,"[20,30)",Да
11.04.2012 9:36:28,Pascal/Delphi,,,Да,,Java,,,Groovy,,MatLab,Заказчиком,6,5,Да,"[20,30)",Нет
11.04.2012 9:38:05,Basic,,,Да,,Java,"JavaScript, Action Script, PL/SQL",,Java,,Java,Заказчиком,2,2,Да,"[20,30)",Нет
11.04.2012 9:38:20,Basic,,,Да,,Java,"C++, Python",,Java,,Scala,Заказчиком,7,4,Да,"[20,30)",Да
11.04.2012 9:39:14,Pascal/Delphi,,,Да,,С#,"JavaScript, PL/SQL",,С#,,С#,Моя организация разрабатывает только на этом языке,10+,6,Да,"[30,40)",Нет
11.04.2012 9:40:35,Pascal/Delphi,,,Да,,С#,C,,С#,,С#,Не знаю,<1,2,Да,"[20,30)",Нет
11.04.2012 9:40:58,Basic,,,Да,,Ruby,"JavaScript, Perl",,Ruby,,Ruby,Совместным решением,5,4,Да,"[30,40)",Да
11.04.2012 9:41:11,Basic,,,Да,,Objective-C,"PHP, C++, JavaScript",,C++,,"PHP, C++, Objective-C, JavaScript, C",Заказчиком,10+,10+,Да,"[30,40)",Нет
11.04.2012 9:41:51,C++,,,Да,,Java,"JavaScript, Scala, Groovy, SQL",,Scala,,"Java, JavaScript, PL/SQL, Scala, Groovy",Заказчиком,5,5,Да,"[20,30)",Да
11.04.2012 9:42:35,C++,,,Да,,С#,"JavaScript, PL/SQL",,С#,,С#,Моя организация разрабатывает только на этом языке,1,1,Да,"[20,30)",Да
11.04.2012 9:44:55,Pascal/Delphi,,,Нет,,,,"Ruby, JavaScript",Ruby,"Ruby, JavaScript",,Заказчиком,4,<1,Да,"[20,30)",Нет
11.04.2012 9:46:31,Basic,,,Да,,Dart,"Ruby, JavaScript, Lua, Erlang",,Ruby,,"Ruby, Objective-C, JavaScript, Lua, Erlang",Исполнителем,6,2,Да,"[20,30)",Нет
11.04.2012 9:46:53,Pascal/Delphi,,,Да,,Java,Python,,Python,,"Java, Python",Совместным решением,3,<1,Да,"[20,30)",Нет
11.04.2012 9:47:02,Pascal/Delphi,,,Да,,PHP,"PHP, JavaScript",,PHP,,"PHP, JavaScript",Не знаю,7,6,Да,"[30,40)",Нет
11.04.2012 9:48:52,Basic,,,Да,,C++,"С#, Python",,С#,,"С#, Python",Заказчиком,5,2,Да,"[20,30)",Нет
11.04.2012 9:48:59,C++,,,Да,,С#,"JavaScript, PL/SQL",,Python,,"С#, JavaScript, PL/SQL",Исполнителем,3,3,Да,"[20,30)",Нет
11.04.2012 9:49:04,Basic,,,Да,,C,C++,,C,,,Совместным решением,10+,10+,Нет,"[30,40)",Нет
11.04.2012 9:49:48,Basic,,,Да,,Java,"PHP, JavaScript, C, Action Script, Perl, PL/SQL",,Java,,Java,Заказчиком,10+,10+,Да,"[30,40)",Нет
11.04.2012 9:49:49,Ruby,,,Да,,Java,"JavaScript, Groovy",,Groovy,,Java,Моя организация разрабатывает только на этом языке,2,3,Да,"[20,30)",Нет
11.04.2012 9:51:23,Basic,,,Да,,C++,,,C++,,"C++, Haskell",Совместным решением,10+,10+,Да,"[30,40)",Нет
11.04.2012 9:52:26,Basic,,,Да,,PHP,"Java, JavaScript",,PHP,,,Заказчиком,7,7,Да,"[20,30)",Да
11.04.2012 9:52:56,Basic,,,Да,,Java,JavaScript,,Java,,,Моя организация разрабатывает только на этом языке,2,2,Да,"[20,30)",Нет
11.04.2012 9:54:09,C,,,Нет,,,,"С#, C++, Objective-C",С#,JavaScript,"С#, PHP, C++, Objective-C, JavaScript",Совместным решением,10+,10+,Нет,"[30,40)",Нет
11.04.2012 9:55:31,Pascal/Delphi,,,Да,,Ruby,Python,,Python,,,Заказчиком,<1,<1,Да,"[20,30)",Нет
11.04.2012 9:56:13,Pascal/Delphi,,,Да,,Java,"Scala, Groovy",,Scala,,"Java, Scala, Groovy",Совместным решением,8,8,Нет,"[20,30)",Да
11.04.2012 9:58:05,Basic,,,Да,,Java,"Java, PL/SQL",,Java,,Java,Моя организация разрабатывает только на этом языке,8,8,Да,"[20,30)",Нет
11.04.2012 9:58:59,Pascal/Delphi,,,Да,,Python,C++,,Python,,,Совместным решением,7,1,Да,"[20,30)",Нет
11.04.2012 10:00:07,Basic,,,Да,,Java,,,Ruby,,,Совместным решением,3,4,Да,"[20,30)",Нет
11.04.2012 10:01:06,Pascal/Delphi,,,Да,,С#,"С#, JavaScript, VBScript",,С#,,С#,Совместным решением,3,2,Да,"[20,30)",Да
11.04.2012 10:02:37,Basic,,,Да,,С#,,,С#,,С#,Совместным решением,5,5,Да,"[20,30)",Да
11.04.2012 10:03:31,Pascal/Delphi,,,Да,,C++,"С#, Java",,Java,,,Не знаю,8,8,Да,"[20,30)",Да
11.04.2012 10:05:59,Basic,,,Да,,С#,"Java, PHP, JavaScript, Action Script, Perl",,С#,,"С#, JavaScript, Action Script",Совместным решением,7,7,Нет,"[20,30)",Нет
11.04.2012 10:06:03,PHP,,,Да,,PHP,"Java, JavaScript",,PHP,,"PHP, JavaScript",Исполнителем,4,3,Да,"[20,30)",Нет
11.04.2012 10:06:39,Basic,,,Да,,JavaScript,Action Script,,Python,,,Моя организация разрабатывает только на этом языке,2,1,Да,"[20,30)",Нет
11.04.2012 10:07:27,C++,,,Да,,С#,,,С#,,С#,Не знаю,1,4,Да,"[20,30)",Нет
11.04.2012 10:09:12,Basic,,,Да,,С#,"JavaScript, PL/SQL",,С#,,С#,Совместным решением,10+,5,Нет,"[30,40)",Нет
11.04.2012 10:11:14,C++,,,Да,,Java,,,Java,,,Совместным решением,<1,<1,Да,"[20,30)",Нет
11.04.2012 10:11:40,Basic,,,Да,,Action Script,"PHP, JavaScript",,Action Script,,,Заказчиком,10+,6,Да,"[30,40)",Да
11.04.2012 10:11:46,Pascal/Delphi,,,Да,,Ruby,JavaScript,,Ruby,,"Ruby, JavaScript",Моя организация разрабатывает только на этом языке,5,1,Да,"[20,30)",Нет
11.04.2012 10:12:02,Basic,,,Да,,С#,JavaScript,,С#,,"С#, JavaScript",Заказчиком,9,8,Да,"[20,30)",Нет
11.04.2012 10:12:14,Pascal/Delphi,,,Да,,С#,"JavaScript, PL/SQL",,JavaScript,,JavaScript,Исполнителем,4,2,Да,"[20,30)",Да
11.04.2012 10:12:16,C,,,Да,,Objective-C,"C++, C",,Objective-C,,,Моя организация разрабатывает только на этом языке,3,2,Да,"[20,30)",Нет
11.04.2012 10:13:27,ActionScript,,,Да,,Action Script,"Java, JavaScript, Action Script, PL/SQL",,JavaScript,,"Java, Action Script, PL/SQL",Заказчиком,2,2,Да,"[20,30)",Нет
11.04.2012 10:14:37,C,,,Да,,Java,"Python, 1C",,Java,,,Моя организация разрабатывает только на этом языке,10+,2,Да,"[40,50)",Нет
11.04.2012 10:15:24,C,,,Да,,Objective-C,"Java, PHP, JavaScript, C",,Objective-C,,Objective-C,Моя организация разрабатывает только на этом языке,3,2,Да,"[20,30)",Да
11.04.2012 10:15:38,PHP,,,Да,,JavaScript,"С#, Java, PHP",,JavaScript,,"PHP, JavaScript",Совместным решением,7,6,Да,"[20,30)",Нет
11.04.2012 10:16:31,Java,,,Да,,Java,JavaScript,,Java,,Java,Совместным решением,2,2,Да,"[20,30)",Нет
11.04.2012 10:16:46,C,,,Нет,,,,"Ruby, C",Ruby,JavaScript,"Ruby, C",Совместным решением,7,5,Нет,"[20,30)",Нет
11.04.2012 10:19:45,Basic,,,Да,,Java,JavaScript,,Java,,,Не знаю,1,1,Да,"[20,30)",Нет
11.04.2012 10:20:27,Basic,,,Нет,,,,"С#, Action Script",Ruby,"Java, PHP, Python, Ruby, Objective-C, JavaScript, Perl","С#, Java, PHP, C++, Python, Ruby, Objective-C, JavaScript, C, Action Script, Perl",Совместным решением,10+,10+,Да,"[30,40)",Да
11.04.2012 10:21:17,Java,,,Да,,Java,JavaScript,,PHP,,PHP,Заказчиком,6,5,Да,"[20,30)",Да
11.04.2012 10:22:37,Basic,,,Да,,Java,,,Java,,"Java, Scala",Заказчиком,5,5,Да,"[20,30)",Нет
11.04.2012 10:22:49,Pascal/Delphi,,,Да,,C,C,,C,,C,Моя организация разрабатывает только на этом языке,7,7,Да,"[30,40)",Да
11.04.2012 10:22:49,Basic,,,Нет,,,,"Java, JavaScript, Groovy",JavaScript,"Ruby, PL/SQL",Ruby,Исполнителем,10+,9,Да,"[40,50)",Нет
11.04.2012 10:27:42,Basic,,,Нет,,,,"PHP, Python",Python,JavaScript,Python,Совместным решением,5,4,Да,"[20,30)",Нет
11.04.2012 10:33:31,Pascal/Delphi,,,Да,,Java,JavaScript,,Java,,"Java, JavaScript",Заказчиком,2,1,Да,"[20,30)",Нет
11.04.2012 10:34:35,C,,,Да,,Ruby,JavaScript,,Ruby,,"Java, Python",Заказчиком,1,1,Да,"[20,30)",Да
11.04.2012 10:35:09,C++,,,Да,,C++,C,,JavaScript,,C++,Моя организация разрабатывает только на этом языке,2,1,Да,"[20,30)",Нет
11.04.2012 10:35:36,C++,,,Да,,С#,,,С#,,,Совместным решением,4,2,Да,"[20,30)",Да
11.04.2012 10:36:04,Pascal/Delphi,,,Да,,PHP,JavaScript,,Java,,"PHP, JavaScript, PL/SQL",Не знаю,5,5,Да,"[20,30)",Нет
11.04.2012 10:36:34,Basic,,,Да,,Delphi,PL/SQL,,Delphi,,"Delphi, Basic",Заказчиком,5,3,Да,"[20,30)",Нет
11.04.2012 10:40:14,C,,,Да,,Action Script,"Java, PHP, Python",,Python,,"Java, PHP, Python",Не знаю,4,4,Да,"[20,30)",Да
11.04.2012 10:41:02,Basic,,,Да,,PHP,"JavaScript, PL/SQL",,PHP,,Python,Не знаю,6,4,Да,"[20,30)",Нет
11.04.2012 10:41:05,Pascal/Delphi,,,Да,,С#,,,С#,,,Совместным решением,5,<1,Да,"[30,40)",Да
11.04.2012 10:46:15,C++,,,Да,,C++,C,,C++,,C++,Совместным решением,<1,2,Да,"[20,30)",Нет
11.04.2012 10:49:53,Basic,,,Да,,Python,"JavaScript, Shell",,Python,,Python,Моя организация разрабатывает только на этом языке,7,5,Нет,"[20,30)",Нет
11.04.2012 10:50:01,Asm,,,Да,,C++,"Python, C",,C++,,C++,Заказчиком,9,6,Да,"[30,40)",Нет
11.04.2012 10:52:00,PHP,,,Да,,PHP,JavaScript,,PHP,,"PHP, JavaScript",Заказчиком,4,4,Да,"[20,30)",Да
11.04.2012 10:52:03,Perl,,,Да,,PHP,"Python, JavaScript",,PHP,,"Java, PHP, Python",Совместным решением,6,8,Да,"[20,30)",Да
11.04.2012 10:52:18,Basic,,,Да,,Java,Haskell,,Java,,"Java, Scala, Haskell",Совместным решением,10+,10+,Да,"[30,40)",Нет
11.04.2012 10:53:50,Basic,,,Да,,Python,"C++, Objective-C",,Python,,Objective-C,Исполнителем,3,1,Да,"[30,40)",Нет
11.04.2012 10:54:34,Pascal/Delphi,,,Нет,,,,"Ruby, JavaScript, PL/SQL",Ruby,,"Python, Ruby, JavaScript",Моя организация разрабатывает только на этом языке,2,1,Да,"[20,30)",Да
11.04.2012 10:54:55,Pascal/Delphi,,,Да,,Java,"JavaScript, Groovy",,Java,,Java,Моя организация разрабатывает только на этом языке,<1,3,Да,"[20,30)",Нет
11.04.2012 10:55:07,Pascal/Delphi,,,Нет,,,,"PHP, Python",Python,JavaScript,Python,Моя организация разрабатывает только на этом языке,<1,<1,Нет,"[20,30)",Да
11.04.2012 10:57:53,Pascal/Delphi,,,Да,,Java,,,Java,,Java,Не знаю,6,7,Нет,"[20,30)",Нет
11.04.2012 10:58:10,Dbase,,,Да,,PL/SQL,"Java, JavaScript, Perl, Groovy, DBase",,Java,,,Моя организация разрабатывает только на этом языке,10+,10+,Да,"[40,50)",Да
11.04.2012 10:59:37,C++,,,Да,,С#,JavaScript,,С#,,"С#, JavaScript",Не знаю,3,<1,Да,"[20,30)",Да
11.04.2012 11:01:34,Pascal/Delphi,,,Да,,Python,Python,,Python,,Python,Моя организация разрабатывает только на этом языке,5,2,Нет,"[20,30)",Нет
11.04.2012 11:01:48,Pascal/Delphi,,,Да,,Ruby,JavaScript,,Ruby,,"С#, Ruby",Моя организация разрабатывает только на этом языке,5,2,Да,"[20,30)",Да
11.04.2012 11:01:59,Pascal/Delphi,,,Да,,Objective-C,"C++, C",,Objective-C,,,Моя организация разрабатывает только на этом языке,2,2,Да,"[20,30)",Нет
11.04.2012 11:05:53,Basic,,,Да,,Java,JavaScript,,Java,,,Заказчиком,10+,10+,Да,"[30,40)",Нет
11.04.2012 11:07:41,Basic,,,Да,,Java,"JavaScript, PL/SQL",,Java,,Java,Заказчиком,10+,9,Да,"[20,30)",Нет
11.04.2012 11:08:12,Pascal/Delphi,,,Да,,Java,"C++, JavaScript, Perl, PL/SQL",,Java,,"C++, Perl",Совместным решением,8,5,Да,"[30,40)",Да
11.04.2012 11:08:22,Pascal/Delphi,,,Да,,Ruby,JavaScript,,Ruby,,"Ruby, JavaScript",Моя организация разрабатывает только на этом языке,<1,8,Да,"[20,30)",Да
11.04.2012 11:08:31,Pascal/Delphi,,,Да,,С#,"JavaScript, PL/SQL",,С#,,"С#, F#",Моя организация разрабатывает только на этом языке,10+,10+,Да,"[20,30)",Да
11.04.2012 11:09:24,Pascal/Delphi,,,Да,,PHP,"Java, Python, JavaScript",,Java,,PHP,Исполнителем,2,2,Да,"[20,30)",Нет
11.04.2012 11:09:42,Basic,,,Да,,C,C++,,C,,,Исполнителем,3,3,Да,"[20,30)",Нет
11.04.2012 11:11:44,APL,,,Да,,APL,С#,,Java,,,Моя организация разрабатывает только на этом языке,8,6,Нет,"[20,30)",Нет
11.04.2012 11:12:06,Pascal/Delphi,,,Да,,PL/SQL,"С#, Java, PowerBuilder",,С#,,,Исполнителем,10+,10+,Да,"[30,40)",Нет
11.04.2012 11:12:16,Pascal/Delphi,,,Да,,С#,"C++, C, F#",,С#,,"С#, C++",Совместным решением,2,1,Да,"[20,30)",Нет
11.04.2012 11:14:04,C++,,,Нет,,,,"С#, Java",Java,"Python, JavaScript","С#, Java",Заказчиком,5,3,Да,"[20,30)",Да
11.04.2012 11:14:16,Basic,,,Да,,PHP,JavaScript,,PHP,,PHP,Моя организация разрабатывает только на этом языке,6,6,Да,"[20,30)",Да
11.04.2012 11:15:09,Basic,,,Да,,С#,C++,,С#,,С#,Моя организация разрабатывает только на этом языке,3,2,Да,"[20,30)",Нет
11.04.2012 11:15:40,Basic,,,Нет,,,,Shell,HTML5,Perl,html5,Совместным решением,1,1,Да,"[20,30)",Нет
11.04.2012 11:16:38,C++,,,Да,,Java,"Java, JavaScript, PL/SQL",,Java,,"Java, JavaScript",Исполнителем,7,6,Да,"[30,40)",Нет
11.04.2012 11:17:11,C++,,,Да,,C++,C,,C++,,,Исполнителем,10+,10+,Да,"[30,40)",Да
11.04.2012 11:18:19,Pascal/Delphi,,,Да,,Delphi,"PL/SQL, ABAP",,Java,,Delphi,Исполнителем,10+,10+,Да,"[30,40)",Нет
11.04.2012 11:18:26,Basic,,,Да,,Delphi,"С#, C++",,C++,,C++,Заказчиком,8,5,Да,"[20,30)",Нет
11.04.2012 11:18:46,C++,,,Да,,Java,Ruby,,Java,,,Совместным решением,6,2,Да,"[20,30)",Да
11.04.2012 11:18:59,PHP,,,Да,,PHP,JavaScript,,PHP,,,Моя организация разрабатывает только на этом языке,4,4,Да,"[20,30)",Нет
11.04.2012 11:19:41,Java,,,Да,,Java,,,Java,,,Совместным решением,<1,<1,Да,"[20,30)",Нет
11.04.2012 11:21:37,Basic,,,Да,,Action Script,JavaScript,,Action Script,,,Не знаю,4,4,Да,"[20,30)",Да
11.04.2012 11:25:33,Pascal/Delphi,,,Да,,Java,JavaScript,,Java,,"Java, JavaScript",Заказчиком,7,7,Да,"[20,30)",Нет
11.04.2012 11:27:32,Basic,,,Да,,Python,JavaScript,,Python,,Python,Совместным решением,7,5,Нет,"[20,30)",Да
11.04.2012 11:27:58,Basic,,,Нет,,,,"PHP, JavaScript, Delphi",Delphi,,,Моя организация разрабатывает только на этом языке,7,3,Да,"[30,40)",Нет
11.04.2012 11:31:46,Basic,,,Да,,PHP,"Java, Python, JavaScript",,PHP,,"PHP, Python",Совместным решением,10+,7,Да,"[30,40)",Да
11.04.2012 11:31:51,C,,,Нет,,,,"С#, Java",Java,JavaScript,"С#, Java, C++",Совместным решением,2,1,Да,"[20,30)",Нет
11.04.2012 11:34:52,C++,,,Да,,C++,Python,,Python,,Python,Заказчиком,8,<1,Да,"[20,30)",Нет
11.04.2012 11:35:39,Pascal/Delphi,,,Да,,Ruby,JavaScript,,Ruby,,"Ruby, JavaScript",Заказчиком,7,2,Да,"[20,30)",Да
11.04.2012 11:36:43,PHP,,,Да,,JavaScript,"Java, Python",,JavaScript,,"Python, JavaScript",Заказчиком,9,<1,Да,"[30,40)",Да
11.04.2012 11:37:19,Pascal/Delphi,,,Да,,JavaScript,"С#, PL/SQL",,JavaScript,,JavaScript,Моя организация разрабатывает только на этом языке,7,7,Да,"[30,40)",Да
11.04.2012 11:39:54,Basic,,,Да,,С#,C++,,C++,,C++,Заказчиком,10+,10+,Да,"[30,40)",Да
11.04.2012 11:40:12,C++,,,Да,,Java,"Java, PL/SQL",,Java,,"Java, Ruby, PL/SQL",Заказчиком,3,3,Да,"[20,30)",Да
11.04.2012 11:41:44,Basic,,,Да,,С#,"Java, JavaScript, PL/SQL",,С#,,"С#, F#",Заказчиком,8,5,Да,"[20,30)",Да
11.04.2012 11:41:47,Pascal/Delphi,,,Да,,C++,"С#, Java, Ruby, JavaScript",,C++,,"Java, C++",Совместным решением,8,8,Да,"[20,30)",Нет
11.04.2012 11:42:18,Pascal/Delphi,,,Да,,PHP,"PHP, JavaScript",,PHP,,,Заказчиком,3,3,Да,"[20,30)",Нет
11.04.2012 11:43:05,Basic,,,Нет,,,,"Java, JavaScript",JavaScript,"PHP, Perl","Java, PHP, JavaScript",Совместным решением,6,3,Да,"[20,30)",Да
11.04.2012 11:44:54,Basic,,,Да,,C++,"Java, Python",,С#,,C++,Исполнителем,5,5,Да,"[20,30)",Нет
11.04.2012 11:45:14,PHP,,,Да,,PHP,JavaScript,,PHP,,,Исполнителем,4,3,Да,"[20,30)",Нет
11.04.2012 11:49:02,Basic,,,Да,,PHP,C++,,C++,,"PHP, C++",Совместным решением,10+,5,Да,"[30,40)",Да
11.04.2012 11:52:47,Fortran,,,Да,,PHP,"JavaScript, PL/SQL",,Java,,PHP,Исполнителем,10+,8,Нет,"[20,30)",Нет
11.04.2012 11:53:10,Basic,,,Да,,Java,"PL/SQL, Groovy",,Java,,Java,Заказчиком,7,7,Да,"[20,30)",Нет
11.04.2012 11:54:26,Basic,,,Нет,,,,"Java, C++, Python, Ruby, Objective-C, C",идите в жопу - че только 1 язык на проект?,"C++, Python, C","Java, Python, Ruby, Objective-C",Моя организация разрабатывает только на этом языке,8,8,Да,"[20,30)",Нет
11.04.2012 11:55:16,Pascal/Delphi,,,Да,,Java,"JavaScript, PL/SQL",,Java,,,Заказчиком,4,2,Да,"[20,30)",Нет
11.04.2012 11:56:44,Basic,,,Да,,Java,"Java, PHP, JavaScript, PL/SQL",,Java,,Java,Заказчиком,4,4,Да,"[20,30)",Да
11.04.2012 11:58:55,Pascal/Delphi,,,Да,,С#,"С#, JavaScript",,С#,,"С#, JavaScript, PL/SQL",Исполнителем,10+,8,Да,"[30,40)",Да
11.04.2012 11:59:08,Pascal/Delphi,,,Да,,PHP,PHP,,PHP,,PHP,Исполнителем,1,1,Да,"[30,40)",Нет
11.04.2012 11:59:35,Basic,,,Да,,Java,Scala,,Scala,,"Scala, Haskell",Исполнителем,2,1,Да,"[20,30)",Нет
11.04.2012 11:59:54,Fortran,,,Да,,PL/SQL,"Java, Delphi",,PL/SQL,,"Delphi, PL/SQL",Исполнителем,10+,10+,Да,>50,Нет
11.04.2012 12:00:52,Pascal/Delphi,,,Да,,PHP,JavaScript,,PHP,,,Совместным решением,2,1,Да,"[20,30)",Да
11.04.2012 12:01:33,Basic,,,Да,,Java,"C++, JavaScript, PL/SQL",,Java,,Java,Совместным решением,10+,10+,Да,"[20,30)",Нет
11.04.2012 12:03:01,Pascal/Delphi,,,Да,,Python,JavaScript,,Python,,Python,Исполнителем,6,5,Да,"[30,40)",Нет
11.04.2012 12:04:24,Pascal/Delphi,,,Да,,С#,JavaScript,,С#,,С#,Заказчиком,1,1,Да,"[20,30)",Нет
11.04.2012 12:04:37,Pascal/Delphi,,,Да,,С#,"С#, JavaScript, T-SQL",,С#,,"С#, JavaScript",Совместным решением,10+,7,Да,"[30,40)",Нет
11.04.2012 12:07:07,Pascal/Delphi,,,Да,,PL/SQL,"Java, PL/SQL",,Java,,Java,Совместным решением,5,5,Да,"[20,30)",Нет
11.04.2012 12:08:45,C++,,,Да,,C++,Objective-C,,C++,,,Заказчиком,10+,10+,Да,"[30,40)",Нет
11.04.2012 12:09:39,C#,,,Да,,С#,JavaScript,,С#,,,Совместным решением,6,6,Да,"[20,30)",Да
11.04.2012 12:11:26,Basic,,,Да,,Java,Groovy,,Java,,Java,Совместным решением,10+,10+,Да,"[20,30)",Нет
11.04.2012 12:16:48,Pascal/Delphi,,,Да,,Objective-C,C++,,Objective-C,,"PHP, JavaScript",Заказчиком,<1,<1,Да,"[20,30)",Да
11.04.2012 12:17:55,C++,,,Да,,PHP,JavaScript,,Ruby,,PHP,Исполнителем,6,5,Да,"[20,30)",Нет
11.04.2012 12:18:02,Pascal/Delphi,,,Да,,Java,Groovy,,Java,,"Java, Delphi",Не знаю,2,1,Да,"[20,30)",Нет
11.04.2012 12:21:59,"specialized, low level",,,Нет,,,,"PHP, Perl, PL/SQL, sh, Shell, asterisk",Python,"C++, Python, JavaScript, C, Basic, awk, sed","PHP, C, Perl",Заказчиком,5,5,Да,"[30,40)",Нет
11.04.2012 12:23:04,Basic,,,Да,,Ruby,JavaScript,,Ruby,,,Моя организация разрабатывает только на этом языке,4,2,Да,"[20,30)",Нет
11.04.2012 12:23:34,Basic,,,Да,,Python,JavaScript,,Python,,"Python, JavaScript",Моя организация разрабатывает только на этом языке,<1,<1,Да,"[20,30)",Нет
11.04.2012 12:24:47,PHP,,,Да,,PHP,"С#, Java",,Java,,PHP,Исполнителем,10+,10+,Да,"[20,30)",Да
11.04.2012 12:26:31,Pascal/Delphi,,,Да,,Ruby,"C++, Python, Ruby, JavaScript, Erlang",,Haskell,,Ruby,Исполнителем,10+,5,Да,"[30,40)",Нет
11.04.2012 12:27:54,Fortran,,,Да,,Java,JavaScript,,Java,,"C++, JavaScript",Заказчиком,10+,5,Да,>50,Нет
11.04.2012 12:29:47,Pascal/Delphi,,,Да,,С#,"PHP, Python, JavaScript",,С#,,"С#, Python",Исполнителем,<1,6,Да,"[20,30)",Да
11.04.2012 12:31:40,PHP,,,Да,,PHP,JavaScript,,PHP,,PHP,Совместным решением,7,5,Да,"[20,30)",Да
11.04.2012 12:34:15,Basic,,,Да,,Python,"JavaScript, matlab",,Python,,,Исполнителем,8,7,Да,"[30,40)",Нет
11.04.2012 12:35:21,Pascal/Delphi,,,Нет,,,,"C++, Python",Python,С#,Python,Не знаю,4,4,Да,"[20,30)",Нет
11.04.2012 12:37:37,Java,,,Да,,Java,Python,,С#,,Python,Моя организация разрабатывает только на этом языке,<1,<1,Да,"[20,30)",Нет
11.04.2012 12:42:22,Pascal/Delphi,,,Да,,С#,PL/SQL,,С#,,"С#, C++, PL/SQL",Заказчиком,5,5,Да,"[30,40)",Нет
11.04.2012 12:43:24,Basic,,,Да,,С#,"C++, JavaScript",,С#,,"С#, C++",Совместным решением,9,9,Да,"[20,30)",Да
11.04.2012 12:49:28,Basic,,,Да,,Java,"C, Groovy",,Java,,,Заказчиком,10+,5,Да,"[40,50)",Да
11.04.2012 12:49:52,Basic,,,Да,,F#,"С#, JavaScript",,С#,,"С#, F#",Совместным решением,7,1,Да,"[20,30)",Да
11.04.2012 12:53:31,C++,,,Да,,Java,"С#, C++",,Java,,Java,Исполнителем,2,<1,Да,"[20,30)",Нет
11.04.2012 12:55:38,Basic,,,Да,,Delphi,,,Delphi,,,Моя организация разрабатывает только на этом языке,<1,6,Да,"[20,30)",Нет
11.04.2012 12:58:32,C,,,Да,,С#,"С#, PHP, JavaScript, PL/SQL",,С#,,"С#, PHP",Не знаю,3,2,Да,"[20,30)",Да
11.04.2012 12:59:05,PHP,,,Да,,Java,"JavaScript, PL/SQL",,Java,,,Заказчиком,4,2,Да,"[20,30)",Нет
11.04.2012 12:59:26,C++,,,Да,,Java,"C++, JavaScript",,Java,,,Совместным решением,6,4,Да,"[20,30)",Нет
11.04.2012 13:00:19,Pascal/Delphi,,,Да,,С#,"С#, JavaScript",,С#,,"С#, JavaScript",Совместным решением,10+,6,Нет,"[30,40)",Нет
11.04.2012 13:00:32,C++,,,Да,,С#,"С#, JavaScript, PL/SQL",,С#,,"С#, JavaScript, PL/SQL",Не знаю,3,2,Да,"[20,30)",Да
11.04.2012 13:02:46,Pascal/Delphi,,,Да,,С#,"Java, PHP, C++, Python, JavaScript",,С#,,"С#, Python",Заказчиком,10+,9,Да,"[30,40)",Нет
11.04.2012 13:06:44,Pascal/Delphi,,,Да,,PHP,JavaScript,,PHP,,,Моя организация разрабатывает только на этом языке,10+,8,Да,"[30,40)",Нет
11.04.2012 13:07:18,Basic,,,Да,,C++,"Java, Python, JavaScript",,Python,,"C++, Python",Заказчиком,10+,8,Да,"[30,40)",Да
11.04.2012 13:09:38,Basic,,,Да,,С#,"C++, JavaScript",,С#,,C++,Исполнителем,10+,8,Нет,"[30,40)",Нет
11.04.2012 13:09:48,C++,,,Да,,Objective-C,"Java, C, Action Script",,Objective-C,,"Java, Objective-C",Моя организация разрабатывает только на этом языке,2,2,Да,"[20,30)",Нет
11.04.2012 13:13:00,Basic,,,Да,,Java,Java,,Java,,,Совместным решением,6,2,Да,"[20,30)",Нет
11.04.2012 13:16:41,Basic,,,Нет,,,,"С#, C++, Ruby",Ruby,JavaScript,Ruby,Исполнителем,3,2,Да,"[20,30)",Нет
11.04.2012 13:19:06,Pascal/Delphi,,,Да,,Java,Python,,Scala,,,Исполнителем,2,1,Да,"[20,30)",Нет
