Timestamp,FirstLanguage ,e1,NowLanguage,AdditionalLanguages,NextLanguage,PetProjectsLanguages,Choosing,Change,otherFirst,otherNow,Experience,inUA,Comment,n
,(другой),,Scala,"Java, C/C++, PHP, JavaScript, groovy, ",Scala,"Java, C/C++, Scala, m4",заказчиком,Нет,,,10 и больше
11/23/2010 15:52:53,PHP,,PHP,"C/C++, PHP, C#, Objective-C, JavaScript",Objective-C,"PHP, Objective-C",исполнителем,Да,,,3,да
11/23/2010 15:53:13,другой,,C#,"C#, Basic , JavaScript",Pascal/Delphi,"PHP, Pascal/Delphi",заказчиком,Да,,,10 и больше,да,"Начинал с Pascal Turbo 7.0, жаль, что его нет в списке :) На основной работе пишу на VB и C#, но все свои проекты делаю в Delphi 2010."
11/23/2010 15:53:21,другой,,другой,AS3/Flex,другой,,совместным решением,Да,,,0,да
11/23/2010 15:53:49,Basic,,PHP,"PHP, JavaScript",C/C++,,зависит от проекта,Нет,,,6,да
11/23/2010 15:55:24,Fortran,,Objective-C,"C/C++, Perl",PHP,"Objective-C, Perl",зависит от проекта,Да,,,10 и больше,да
11/23/2010 15:55:30,PHP,,PHP,JavaScript,PHP,"PHP, JavaScript",совместным решением,Нет,,,9,да
11/23/2010 15:55:44,PHP,,PHP,,PHP,,заказчиком,Да,,,0,да
11/23/2010 15:55:45,C/C++,,Objective-C,DBase-подобные,Python,,моя организация разрабатывает только на этом языке,Нет,,,3,да
11/23/2010 15:56:48,PHP,,PHP,"JavaScript, SQL",PHP,"PHP, JavaScript",моя организация разрабатывает только на этом языке,Нет,,,6,да
11/23/2010 15:57:05,C#,,другой,,C#,C#,заказчиком,Нет,,,5,да
11/23/2010 15:58:28,Pascal/Delphi,,C#,JavaScript,C#,"C#, Pascal/Delphi",совместным решением,Нет,,,5,да
11/23/2010 16:00:39,C/C++,,Java,,Java,Java,заказчиком,Нет,,,1,да
11/23/2010 16:01:14,C/C++,,C/C++,"Pascal/Delphi, Fortran, Asm, DBase-подобные",C/C++,"C/C++, DBase-подобные",исполнителем,Нет,,,10 и больше,да
11/23/2010 16:03:06,C/C++,,другой,"Java, PHP, JavaScript",другой,ActionScript,заказчиком,Нет,,,8,да
11/23/2010 16:03:08,C#,,C#,,(выберите из списка),,заказчиком,Да,,,0,да
11/23/2010 16:03:16,Asm,,другой,,Java,,исполнителем,Да,,,3,да
11/23/2010 16:04:07,(выберите из списка),,(выберите из списка),"Java, C/C++, Python",C/C++,"Java, C/C++",зависит от проекта,Нет,,,3,да
11/23/2010 16:05:29,другой,,C/C++,"C#, Python, Basic ",C/C++,C/C++,моя организация разрабатывает только на этом языке,Нет,,,10 и больше,да
11/23/2010 16:05:40,другой,,C/C++,"C#, Python, Basic ",C/C++,C/C++,моя организация разрабатывает только на этом языке,Нет,,,10 и больше,да
11/23/2010 16:06:34,C/C++,,Ruby,JavaScript,Ruby,,зависит от проекта,Нет,,,4,да
11/23/2010 16:06:40,Java,,Java,JavaScript,Python,,зависит от проекта,Да,,,1,да
11/23/2010 16:07:08,другой,,C/C++,"C/C++, C#, Python, Basic ",C/C++,C/C++,моя организация разрабатывает только на этом языке,Нет,,,10 и больше,да
11/23/2010 16:07:09,(выберите из списка),,(выберите из списка),Java,Java,"Java, Python",совместным решением,Нет,,,4,да
11/23/2010 16:07:22,Pascal/Delphi,,Pascal/Delphi,"Java, Basic , Pascal/Delphi",Pascal/Delphi,Pascal/Delphi,исполнителем,Да,,,6,да
11/23/2010 16:07:39,другой,,C/C++,"C/C++, C#, Python, Basic ",C/C++,C/C++,моя организация разрабатывает только на этом языке,Нет,,,10 и больше,да
11/23/2010 16:09:34,PHP,,Ruby,JavaScript,(выберите из списка),"Ruby, Erlang",совместным решением,Нет,,,8,нет
11/23/2010 16:11:44,C#,,C/C++,"C/C++, C#, Python, Objective-C, JavaScript, Lua, Haskell, F#",Haskell,,зависит от проекта,Нет,,,3,да
11/23/2010 16:13:35,C#,,C#,"C/C++, JavaScript",C/C++,,зависит от проекта,Нет,,,3,да
11/23/2010 16:14:06,C#,,PHP,JavaScript,C#,,совместным решением,Да,,,3,да
11/23/2010 16:14:16,C/C++,,C/C++,,C/C++,,моя организация разрабатывает только на этом языке,Да,,,1,да
11/23/2010 16:14:59,C/C++,,Ruby,"C/C++, C#, Ruby, JavaScript",C/C++,"C/C++, C#",моя организация разрабатывает только на этом языке,Нет,,,5,да
11/23/2010 16:18:50,PHP,,PHP,"C#, Python, JavaScript",Python,"C/C++, PHP, Python",зависит от проекта,Да,,,3,да
11/23/2010 16:18:55,Perl,,Perl,"Java, C#, Python, Perl, JavaScript",Perl,"Python, Perl",зависит от проекта,Да,,,2,да
11/23/2010 16:19:40,PHP,,PHP,Python,Python,,моя организация разрабатывает только на этом языке,Да,,,2,да
11/23/2010 16:19:54,C#,,C#,"Python, JavaScript",C#,,заказчиком,Нет,,,3,да
11/23/2010 16:20:38,Pascal/Delphi,,Objective-C,"Java, C/C++",Objective-C,"C/C++, Objective-C",моя организация разрабатывает только на этом языке,Нет,,,2,да
11/23/2010 16:20:38,Pascal/Delphi,,C#,JavaScript,C#,"C#, JavaScript",зависит от проекта,Нет,,,3,да
11/23/2010 16:21:12,C#,,C#,JavaScript,C#,,зависит от проекта,Нет,,,4,да
11/23/2010 16:21:55,C#,,C#,Java,Java,C#,исполнителем,Нет,,,1,да
11/23/2010 16:22:25,PHP,,PHP,"PHP, JavaScript",PHP,,моя организация разрабатывает только на этом языке,Нет,,,5,да
11/23/2010 16:22:40,C/C++,,1С,JavaScript,Java,,зависит от проекта,Да,,,4,да
11/23/2010 16:22:56,Pascal/Delphi,,Perl,"Java, C/C++, PHP, Python, JavaScript",Perl,"PHP, Perl",исполнителем,Нет,,,10 и больше,да
11/23/2010 16:23:12,C/C++,,Java,JavaScript,Java,Java,зависит от проекта,Да,,,4,да
11/23/2010 16:23:42,Basic,,C#,"Java, PHP, Perl",C#,"PHP, C#",исполнителем,Нет,,,4,да
11/23/2010 16:24:58,C/C++,,Ruby,"Ruby, JavaScript",Ruby,,моя организация разрабатывает только на этом языке,Нет,,,1,да
11/23/2010 16:25:01,Java,,Java,"Java, Flex",Java,,зависит от проекта,Нет,,,4,да,мой хлеб - RIA приложения (Flex/Java)
11/23/2010 16:25:54,Pascal/Delphi,,PHP,JavaScript,PHP,,зависит от проекта,Нет,,,2,да
11/23/2010 16:27:11,C/C++,,Java,"SQL, XSLT",Java,"Java, C/C++, Pascal/Delphi",исполнителем,Нет,,,3,да
11/23/2010 16:27:43,Pascal/Delphi,,Pascal/Delphi,,Objective-C,"PHP, JavaScript, Pascal/Delphi",зависит от проекта,Да,,,2,да
11/23/2010 16:28:08,C/C++,,C#,"Java, C/C++, Python, Objective-C, JavaScript",Java,"C/C++, C#",зависит от проекта,Нет,,,10 и больше,да
11/23/2010 16:29:35,Java,,Python,JavaScript,Scala,Python,совместным решением,Да,,,5,да
11/23/2010 16:30:18,PHP,,C/C++,"PHP, Perl, JavaScript",PHP,PHP,заказчиком,Да,,,5,да
11/23/2010 16:33:17,C#,,C#,JavaScript,C#,,заказчиком,Нет,,,3,да
11/23/2010 16:33:25,Java,,JavaScript,"Java, PHP, Python, JavaScript",Python,"Java, Python, JavaScript",зависит от проекта,Нет,,,8,нет
11/23/2010 16:33:27,PHP,,PHP,"Java, PHP",PHP,PHP,совместным решением,Нет,,,8,да
11/23/2010 16:33:39,Pascal/Delphi,,PHP,JavaScript,C#,,зависит от проекта,Да,,,10 и больше,да
11/23/2010 16:34:34,Perl,,Perl,,Perl,Ruby,зависит от проекта,Нет,,,5,нет
11/23/2010 16:34:44,Java,,другой,"Java, PHP, Python, Objective-C, JavaScript, Actionscript",другой,,заказчиком,Да,,,9,да
11/23/2010 16:34:44,Fortran,,C/C++,Asm,другой,C/C++,совместным решением,Да,,,10 и больше,да,А где язык Go от Google?
11/23/2010 16:36:58,Ruby,,Python,JavaScript,Python,Python,зависит от проекта,Да,,,1,да,"На некоторые вопросы трудно ответить ""да"" или ""нет"", поэтому тест слегка некорректный"
11/23/2010 16:39:33,C/C++,,1С,C#,C#,,совместным решением,Нет,,,10 и больше,да
11/23/2010 16:40:09,(выберите из списка),,Java,JavaScript,(выберите из списка),,заказчиком,Да,,,0,да
11/23/2010 16:45:19,C/C++,,(выберите из списка),C#,C#,,совместным решением,Да,,,10 и больше,да
11/23/2010 16:46:13,Pascal/Delphi,,PHP,"Java, JavaScript",Java,,зависит от проекта,Да,,,1,да
11/23/2010 16:47:30,JavaScript,,C#,C#,C#,,зависит от проекта,Нет,,,10 и больше,да
11/23/2010 16:48:45,(выберите из списка),,(выберите из списка),Java,Java,"Java, C/C++, C#, Basic, JavaScript, Pascal/Delphi, Asm",исполнителем,Нет,,,7,да
11/23/2010 16:49:09,(выберите из списка),,(выберите из списка),"Java, C#, Basic , JavaScript, Asm",другой,PureBasic,зависит от проекта,Да,,,5,да
11/23/2010 16:50:34,PHP,,Ruby,"Java, Objective-C, JavaScript",Ruby,PHP,исполнителем,Да,,,7,да
11/23/2010 16:52:02,C/C++,,C/C++,"C#, Basic ",C/C++,"C/C++, PHP, JavaScript",моя организация разрабатывает только на этом языке,Нет,,,10 и больше,да
11/23/2010 16:52:47,PHP,,PHP,JavaScript,PHP,JavaScript,моя организация разрабатывает только на этом языке,Нет,,,4,да
11/23/2010 16:55:36,C/C++,,C/C++,Python,C/C++,"C/C++, Python",исполнителем,Нет,,,3,да
11/23/2010 16:55:37,PHP,,PHP,JavaScript,PHP,PHP,исполнителем,Нет,,,3,да
11/23/2010 16:56:00,Pascal/Delphi,,другой,"Java, C/C++, JavaScript, Groovy (основной)",Ruby,"Java, C/C++, PHP",совместным решением,Нет,,,10 и больше,да
11/23/2010 16:59:51,PHP,,C#,"Java, JavaScript",C#,"C#, JavaScript",совместным решением,Нет,,,3,да
11/23/2010 17:00:38,C/C++,,Java,Java,Java,,совместным решением,Нет,,,9,да
11/23/2010 17:01:26,C/C++,,C/C++,"Python, Asm",C/C++,"C/C++, Python, Asm",исполнителем,Нет,,,6,да
11/23/2010 17:08:34,PHP,,PHP,"Java, PHP, JavaScript",Python,"Java, PHP, Ruby, JavaScript",заказчиком,Нет,,,1,да
11/23/2010 17:09:19,C/C++,,C/C++,"Lua, Asm, erlang",другой,C/C++,зависит от проекта,Нет,,,10 и больше,да
11/23/2010 17:09:34,Pascal/Delphi,,C/C++,"C/C++, Objective-C",C#,C#,совместным решением,Нет,,,10 и больше,да
11/23/2010 17:10:40,Pascal/Delphi,,Java,"Java, JavaScript",Java,,зависит от проекта,Нет,,,1,да
11/23/2010 17:15:06,Basic,,C#,"C#, Basic , JavaScript",C#,"C#, JavaScript",исполнителем,Нет,,,3,да
11/23/2010 17:18:23,C#,,C#,,C#,,заказчиком,Да,,,0,да
11/23/2010 17:20:15,Pascal/Delphi,,Objective-C,"C/C++, PHP, JavaScript",Objective-C,Objective-C,моя организация разрабатывает только на этом языке,Нет,,,10 и больше,да
11/23/2010 17:23:20,другой,,C/C++,"PHP, Asm",C/C++,,зависит от проекта,Нет,,,6,нет
11/23/2010 17:24:17,C/C++,,Ruby,"C/C++, Ruby, Shell",Ruby,Ruby,исполнителем,Нет,,,5,нет
11/23/2010 17:30:31,PHP,,JavaScript,"PHP, Python, Perl",Python,PHP,совместным решением,Да,,,6,да
11/23/2010 17:32:51,Perl,,Python,JavaScript,Python,Python,совместным решением,Нет,,,8,нет,РФ
11/23/2010 17:36:34,C/C++,,Python,"Java, C/C++, PHP, Perl, Ruby, JavaScript, Lisp, Lua, Cobol",Python,"C/C++, Python",исполнителем,Нет,,,6,да,"только нужно учесть, что я админ, а не программист. потому программировать приходиться довольно часто, но это не основное занятие, так, по мере надобности. все свои скрипты на питоне, продакшн системы в основном на Джаве (иногда приходится подправлять за программистами), старые скрипты обычно - перл, тикль и jython."
11/23/2010 17:37:37,PHP,,PHP,"Ruby, JavaScript",Ruby,"PHP, Ruby, JavaScript",исполнителем,Да,,,3,да
11/23/2010 17:39:24,Java,,C#,,Ruby,"Java, C#, Ruby",моя организация разрабатывает только на этом языке,Да,,,5,нет
11/23/2010 17:44:03,C/C++,,C/C++,"Python, Lisp, Asm",C/C++,C/C++,заказчиком,Нет,,,6,да
11/23/2010 17:45:39,PHP,,JavaScript,"Java, JavaScript",Java,"Java, JavaScript",совместным решением,Да,,,3,да
11/23/2010 17:45:46,Java,,1С,1C,(выберите из списка),,заказчиком,Да,,,6,да
11/23/2010 17:49:56,другой,,другой,ActionScript,другой,ActionScript,моя организация разрабатывает только на этом языке,Нет,,,10 и больше,да,В списках нет ActionScript :(
11/23/2010 17:53:25,C/C++,,Ruby,,Ruby,"C/C++, Python, Ruby, JavaScript, Lisp",исполнителем,Нет,,,10 и больше,да
11/23/2010 17:53:38,другой,,Python,"PHP, Python, DBase-подобные",Python,Python,исполнителем,Нет,,,10 и больше,да
11/23/2010 17:55:27,PHP,,Objective-C,"C/C++, Objective-C",Pascal/Delphi,PHP,совместным решением,Нет,,,2,да
11/23/2010 17:57:56,DBase-подобные ,,другой,"Java, JavaScript, Adobe Flex/AIR/ActionScript, & Groovy / Grails at back-end",другой,,зависит от проекта,Нет,,,10 и больше,да,"Ваш список предопределённых языков выглядит немного слишком ограниченным. По крайней мере язык ActionScript is something kinda of 'must-be' nowadays, да и такой как Groovy тоже нада бы включать, т.к. Scala включен а Groovy почему-то нет.. Да и такие как Erlang не помешало бы включить..

Короче, список выглядит типа ""академическим"" и не соотвествует (полностью) сегодняшнему рынку прикладного коммерческого девелопмента (лично я фрилансер и работаю сугубо за бугор). Хотя за 1С отдельный респект - почти половину из своей 13-летней карьеры инженера-программиста пришлось проработать на нём (с версии 7.5 до 8.х хотя в большинстве на 7.7) - nostalgie :-}"
11/23/2010 17:58:52,C/C++,,Java,JavaScript,Python,Java,исполнителем,Да,,,6,да
11/23/2010 18:01:37,C/C++,,Ruby,JavaScript,Ruby,"Python, Ruby, JavaScript",зависит от проекта,Нет,,,5,да
11/23/2010 18:02:42,JavaScript,,JavaScript,,(выберите из списка),,заказчиком,Да,,,0,да
11/23/2010 18:03:11,Pascal/Delphi,,C#,"C/C++, C#, Python",Python,"C#, Python",зависит от проекта,Нет,,,4,да
11/23/2010 18:04:32,Asm,,C/C++,C#,C/C++,"C/C++, C#",заказчиком,Нет,,,4,да
11/23/2010 18:11:27,Pascal/Delphi,,C#,"JavaScript, DBase-подобные",Python,"Java, F#",зависит от проекта,Нет,,,5,да
11/23/2010 18:15:29,PHP,,Objective-C,"Java, C/C++, PHP, JavaScript",Objective-C,"Java, PHP, Objective-C",моя организация разрабатывает только на этом языке,Нет,,,3,да
11/23/2010 18:23:28,Pascal/Delphi,,PHP,,Python,"PHP, Python, ActionScript",заказчиком,Да,,,6,да
11/23/2010 18:23:47,(выберите из списка),,(выберите из списка),C#,C#,"PHP, C#, Pascal/Delphi",зависит от проекта,Нет,,,2,да
11/23/2010 18:23:49,Pascal/Delphi,,другой,Java,Pascal/Delphi,,заказчиком,Да,,,7,да
11/23/2010 18:26:51,C/C++,,Python,Ruby,Python,,исполнителем,Нет,,,0,да
11/23/2010 18:26:55,Java,,Java,"Java, JavaScript",Java,,зависит от проекта,Нет,,,2,да
11/23/2010 18:28:39,Pascal/Delphi,,Java,"Java, C/C++",Scala,"Java, C/C++, Python, Pascal/Delphi, Scala",совместным решением,Да,,,5,да
11/23/2010 18:29:13,Pascal/Delphi,,PHP,JavaScript,PHP,,совместным решением,Нет,,,5,да
11/23/2010 18:30:45,C#,,C#,"C#, JavaScript",C#,"C#, JavaScript",моя организация разрабатывает только на этом языке,Нет,,,3,да
11/23/2010 18:32:38,(выберите из списка),,(выберите из списка),Perl,(выберите из списка),,заказчиком,Да,,,4,да
11/23/2010 18:35:05,Pascal/Delphi,,C#,JavaScript,JavaScript,"C#, JavaScript",моя организация разрабатывает только на этом языке,Нет,,,6,да
11/23/2010 18:36:33,PHP,,PHP,Python,Python,,заказчиком,Да,,,2,да
11/23/2010 18:39:02,Basic,,Python,"Java, Python, Perl",Python,"Java, Python",зависит от проекта,Нет,,,10 и больше,да
11/23/2010 18:42:05,другой,,Pascal/Delphi,C/C++,C/C++,,моя организация разрабатывает только на этом языке,Нет,,,2,да
11/23/2010 18:43:46,C/C++,,Java,Java,Java,,моя организация разрабатывает только на этом языке,Нет,,,2,да
11/23/2010 18:48:13,C/C++,,PHP,Java,Fortran,"C/C++, PHP, Cobol, Fortran",зависит от проекта,Да,,,3,да
11/23/2010 18:48:14,PHP,,Java,"C#, JavaScript",Java,,совместным решением,Нет,,,5,да
11/23/2010 18:53:32,Java,,Java,"Java, Ruby, PL/SQL",Ruby,Ruby,заказчиком,Нет,,,5,да
11/23/2010 18:54:37,PHP,,Python,JavaScript,PHP,"Python, JavaScript",зависит от проекта,Нет,,,6,да
11/23/2010 18:59:18,Pascal/Delphi,,Java,"Java, DBase-подобные",Java,,совместным решением,Нет,,,3,да
11/23/2010 19:01:44,DBase-подобные ,,Java,"JavaScript, Pascal/Delphi",Java,,совместным решением,Нет,,,10 и больше,да
11/23/2010 19:03:27,C/C++,,Java,"Java, JavaScript",Java,,совместным решением,Нет,,,0,да
11/23/2010 19:07:28,C/C++,,другой,Ruby,Ruby,Ruby,зависит от проекта,Да,,,3,да
11/23/2010 19:13:47,C/C++,,Java,"Java, CPL (Common Platform Language) for Oracle Essbase Studio Server",Java,Java,совместным решением,Нет,,,4,да
11/23/2010 19:19:50,другой,,C/C++,"C/C++, Asm, awk",C/C++,C/C++,совместным решением,Нет,,,10 и больше,да
11/23/2010 19:30:37,PHP,,Java,,Java,PHP,заказчиком,Нет,,,9,да
11/23/2010 19:35:00,C/C++,,Objective-C,"C/C++, C#, Objective-C, JavaScript, Lua",C/C++,"C/C++, Objective-C",зависит от проекта,Нет,,,5,да
11/23/2010 19:40:25,Basic,,Ruby,"C#, Ruby, JavaScript, Pascal/Delphi",C#,,совместным решением,Нет,,,3,да
11/23/2010 19:40:43,C#,,Objective-C,,C#,"C#, Objective-C",зависит от проекта,Да,,,2,да
11/23/2010 19:46:14,Pascal/Delphi,,PHP,"PHP, Perl, JavaScript",PHP,"PHP, JavaScript",совместным решением,Нет,,,8,да,креативненько )
11/23/2010 19:50:00,DBase-подобные ,,C/C++,"Python, Erlang",другой,"C/C++, Python, Erlang",зависит от проекта,Да,,,10 и больше,да,"список мов можна б і розширити, нема таких як: Erlang, Closure, IO і інших"
11/23/2010 20:00:39,PHP,,Java,JavaScript,Java,"Java, PHP",совместным решением,Нет,,,7,да
11/23/2010 20:02:29,(выберите из списка),,C/C++,"PHP, C#",C#,,исполнителем,Нет,,,5,да
11/23/2010 20:03:04,C#,,C#,JavaScript,C#,"C/C++, C#, Pascal/Delphi",исполнителем,Нет,,,1,да
11/23/2010 20:11:34,C#,,C#,C#,C#,C#,моя организация разрабатывает только на этом языке,Нет,,,1,да
11/23/2010 20:13:23,Pascal/Delphi,,C#,"PHP, C#, JavaScript, Pascal/Delphi",C#,,исполнителем,Нет,,,3,да
11/23/2010 20:15:38,C/C++,,C/C++,"C#, Asm",C/C++,,зависит от проекта,Нет,,,5,да
11/23/2010 20:28:45,Basic,,C#,"Java, C/C++, PHP, C#, Python, Objective-C, Perl, Ruby, JavaScript",C#,"Java, C/C++, PHP, C#, Python, Objective-C, Perl, Ruby, JavaScript",зависит от проекта,Да,,,10 и больше,да
11/23/2010 20:34:14,другой,,(выберите из списка),PHP,другой,,заказчиком,Нет,,,2,да
11/23/2010 20:34:46,PHP,,PHP,"PHP, JavaScript, Pascal/Delphi, DBase-подобные",PHP,"C/C++, PHP, JavaScript",моя организация разрабатывает только на этом языке,Нет,,,4,да
11/23/2010 20:39:23,Pascal/Delphi,,PHP,"Perl, JavaScript",PHP,"PHP, JavaScript",зависит от проекта,Нет,,,7,да,"Если бы вы начинали сейчас коммерческий проект, и у вас была бы свобода выбора языка, какой язык вы бы выбрали? *
- Вопрос сугубо субъективный, так как большая часть отвечающих укажет тот язык, на котором больше всего пишет всю свою сознательную деятельность."
11/23/2010 20:39:41,другой,,другой,Actionscript,другой,Actionscript,заказчиком,Нет,,,8,да,"Добавьте, пожалуйста, Actionscript к списку языков."
11/23/2010 20:44:10,C/C++,,C/C++,"C/C++, HTML",C/C++,,заказчиком,Нет,,,2,да
11/23/2010 20:45:02,Basic,,Python,JavaScript,Python,,исполнителем,Нет,,,1,да
11/23/2010 20:50:58,Pascal/Delphi,,Java,Java,Java,Java,зависит от проекта,Нет,,,3,да
11/23/2010 20:55:31,Java,,Java,"Java, C/C++, C#, Python, Ruby, JavaScript, Pascal/Delphi",Java,"Java, C#",зависит от проекта,Да,,,7,да
11/23/2010 20:59:54,C/C++,,C/C++,"C/C++, C#, Perl",C/C++,"C/C++, Objective-C",заказчиком,Да,,,4,да
11/23/2010 21:02:07,DBase-подобные ,,PHP,"Perl, JavaScript, Pascal/Delphi",PHP,,совместным решением,Нет,,,9,да
11/23/2010 21:08:56,Pascal/Delphi,,Pascal/Delphi,pl/sql,Java,Java,моя организация разрабатывает только на этом языке,Да,,,5,да
11/23/2010 21:17:52,Basic,,Perl,"Java, C/C++, PHP, C#, Python",C#,PHP,совместным решением,Нет,,,5,да
11/23/2010 21:28:13,PHP,,C#,C#,C#,C#,совместным решением,Нет,,,6,да
11/23/2010 21:35:28,PHP,,Objective-C,"PHP, Ruby, JavaScript",Java,,совместным решением,Да,,,3,да
11/23/2010 21:43:47,Pascal/Delphi,,Java,JavaScript,Java,,моя организация разрабатывает только на этом языке,Нет,,,8,да
11/23/2010 21:44:48,Pascal/Delphi,,Java,JavaScript,Java,,моя организация разрабатывает только на этом языке,Нет,,,8,да
11/23/2010 21:52:19,(выберите из списка),,C/C++,"C#, JavaScript",C#,,исполнителем,Нет,,,8,да
11/23/2010 22:00:22,C/C++,,Perl,"Java, Perl",Java,Perl,зависит от проекта,Да,,,6,да
11/23/2010 22:02:56,Java,,Java,"Objective-C, JavaScript, Groovy",Java,"Java, PHP, Objective-C, JavaScript, Groovy",зависит от проекта,Нет,,,6,да,"Занятно, что Scala в список попал, а Groovy - нет... o_O

Groovy вроде как несколько более распостранен и употребляем, чем Scala... А учитывая то сколько Award'ов на протяжении последних лет получил Groovy и то, что G2One (компания изначально занимавшаяся разработкой и поддержкой Groove/Grails) была недавно приобретена SpringSource, которая теперь занимается поддержкой языка Groovy и основанного на нем фреймворка Grails, можно судить о зрелости технологии - вам так не кажется?... :)"
11/23/2010 22:09:06,C#,,C#,"C/C++, C#, JavaScript",C#,"C/C++, C#, JavaScript",зависит от проекта,Нет,,,7,да
11/23/2010 22:13:23,Basic,,Java,"Java, C/C++, PHP, C#, Perl, JavaScript, Asm",Java,Java,зависит от проекта,Нет,,,1,да
11/23/2010 22:16:39,Perl,,Perl,"PHP, Perl",Perl,Perl,зависит от проекта,Нет,,,8,да
11/23/2010 22:17:33,Java,,Java,JavaScript,Java,Java,совместным решением,Нет,,,4,да
11/23/2010 22:17:57,C/C++,,C#,"JavaScript, PowerShell",C#,"C#, JavaScript",зависит от проекта,Нет,,,6,да
11/23/2010 22:18:30,Pascal/Delphi,,C#,,C#,,моя организация разрабатывает только на этом языке,Нет,,,5,нет
11/23/2010 22:24:15,другой,,C#,,C#,"Java, C/C++, PHP, C#, Python, Ruby, JavaScript, Erlang",зависит от проекта,Нет,,,5,нет
11/23/2010 22:26:00,Pascal/Delphi,,Ruby,"Java, Basic , JavaScript",Ruby,,совместным решением,Нет,,,7,да
11/23/2010 22:26:06,(выберите из списка),,(выберите из списка),"PHP, C#, JavaScript, Pascal/Delphi",PHP,"PHP, JavaScript",совместным решением,Да,,,10 и больше,да
11/23/2010 22:27:44,C/C++,,C/C++,Ruby,C/C++,C/C++,моя организация разрабатывает только на этом языке,Нет,,,6,нет
11/23/2010 22:27:51,Basic,,Java,"Perl, Ruby, JavaScript",Java,,совместным решением,Нет,,,1,да
11/23/2010 22:37:01,C#,,Java,"Java, C/C++, DBase-подобные",Java,,совместным решением,Нет,,,2,да
11/23/2010 22:47:15,C/C++,,C/C++,,C/C++,,совместным решением,Нет,,,8,да
11/23/2010 22:53:30,Objective-C,,Objective-C,"C/C++, Perl",Objective-C,,зависит от проекта,Нет,,,1,да
11/23/2010 22:54:21,C/C++,,C/C++,"C#, Python, Ruby",C/C++,"C/C++, C#, Ruby",совместным решением,Нет,,,7,да
11/23/2010 23:04:55,PHP,,PHP,JavaScript,C#,PHP,исполнителем,Да,,,1,да
11/23/2010 23:04:57,PHP,,Java,Python,Scala,,совместным решением,Нет,,,8,да
11/23/2010 23:11:34,PHP,,PHP,"PHP, JavaScript",Ruby,"PHP, Ruby, JavaScript",моя организация разрабатывает только на этом языке,Нет,,,4,да
11/23/2010 23:11:54,Java,,Java,JavaScript,Python,,моя организация разрабатывает только на этом языке,Нет,,,10 и больше,да,начинал с Java 1.0.что-то там. Ни разу не пожалел :)
11/23/2010 23:12:00,C#,,C#,,(выберите из списка),C/C++,заказчиком,Да,,,4,да
11/23/2010 23:13:10,другой,,Java,,Java,Java,зависит от проекта,Нет,,,4,да
11/23/2010 23:24:22,C/C++,,C#,JavaScript,C#,,моя организация разрабатывает только на этом языке,Нет,,,6,да
11/23/2010 23:27:40,PHP,,JavaScript,Java,Java,"PHP, Ruby",совместным решением,Да,,,10 и больше,да
11/23/2010 23:28:27,C/C++,,C#,JavaScript,Java,"C#, JavaScript",зависит от проекта,Нет,,,4,да
11/23/2010 23:29:25,другой,,другой,ActionScript,другой,ActionScript,исполнителем,Нет,,,8,нет
11/23/2010 23:32:32,C/C++,,C/C++,"Java, PHP, C#, Python, Objective-C, JavaScript",C#,,зависит от проекта,Нет,,,10 и больше,да
11/23/2010 23:36:51,C/C++,,Objective-C,"C/C++, Objective-C",Objective-C,,исполнителем,Нет,,,10 и больше,да,"Если бы вы начинали сейчас коммерческий проект, и у вас была бы свобода выбора языка, какой язык вы бы выбрали? * - Все зависит от задачи и требований и в некоторых ситуациях языков может быть больше 1"
11/23/2010 23:43:42,Basic,,C#,C/C++,C#,C/C++,зависит от проекта,Нет,,,10 и больше,да
11/23/2010 23:46:56,PHP,,Python,,Python,,зависит от проекта,Нет,,,2,да
11/23/2010 23:52:25,Pascal/Delphi,,C#,"C/C++, C#",C#,,совместным решением,Нет,,,1,да
11/24/2010 0:04:34,PHP,,PHP,"Java, JavaScript",PHP,"Java, JavaScript",совместным решением,Да,,,6,да
11/24/2010 0:06:27,Pascal/Delphi,,Java,"Java, JavaScript, Groovy",Java,"Java, Groovy",зависит от проекта,Нет,,,8,нет,Забыли добавить Groovy в список языков.
11/24/2010 0:13:35,Asm,,C/C++,"Java, C#, JavaScript",C#,,заказчиком,Да,,,4,да
11/24/2010 0:23:15,C/C++,,C/C++,"Java, Python, Fortran",Java,,исполнителем,Нет,,,6,да
11/24/2010 0:25:34,другой,,Perl,"C/C++, PHP, Python, Perl, JavaScript",C/C++,"C/C++, Perl",исполнителем,Нет,,,10 и больше,да
11/24/2010 0:36:49,(выберите из списка),,Ruby,"C/C++, PHP, Ruby",Ruby,Ruby,совместным решением,Нет,,,9,да
11/24/2010 0:44:46,C#,,(выберите из списка),,Python,,исполнителем,Да,,,1,да
11/24/2010 0:46:04,C#,,C#,"PHP, Python",Python,,исполнителем,Да,,,1,да
11/24/2010 0:46:42,PHP,,PHP,"Java, JavaScript, Actionscript",PHP,"PHP, JavaScript",зависит от проекта,Да,,,2,да
11/24/2010 0:48:03,C/C++,,C/C++,"Java, PHP, Basic , Pascal/Delphi, Asm",Java,,зависит от проекта,Да,,,1,да
11/24/2010 0:51:59,PHP,,PHP,"PHP, JavaScript",PHP,,моя организация разрабатывает только на этом языке,Нет,,,2,да
