"X","Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты","Город","Размер.компании","Пол","Возраст","Образование","Уровень.английского","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"3966",NA,"Team lead","","","6","2",4500,1000,"Киев","до 200 человек","мужской",25,"Высшее","средний","10/01/2013 21:26:18","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",6,2,"Киев",4500,NA,"PM"
"3967",NA,"Junior Software Engineer","Java","","0.75","0.75",900,300,"Харьков","до 1000 человек","мужской",22,"Незаконченное высшее","средний","10/01/2013 21:48:23","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",0.75,0.75,"Харьков",900,NA,"DEV"
"3968",NA,"Software Engineer","C#/.NET","","3.5","2.5",2000,500,"Киев","до 200 человек","мужской",24,"Высшее","средний","10/01/2013 21:54:45","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",3.5,2.5,"Киев",2000,NA,"DEV"
"3969",NA,"Technical Lead","C#/.NET","","3","3",1000,400,"Тернополь","до 10 человек","мужской",23,"Высшее","выше среднего","10/01/2013 21:59:37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/536.26.17 (KHTML, like Gecko) Version/6.0.2 Safari/536.26.17",3,3,"other",1000,NA,"SDEV"
"3970",NA,"Junior Software Engineer","PHP","","меньше 3 месяцев","меньше 3 месяцев",625,250,"Киев","до 10 человек","мужской",24,"Незаконченное высшее","ниже среднего","10/01/2013 22:01:42","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.26 Safari/537.22",0,0,"Киев",625,NA,"DEV"
"3971",NA,"Software Engineer","C++","","2.5","2.5",1000,300,"Харьков","до 1000 человек","мужской",23,"Высшее","средний","10/01/2013 22:19:24","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",2.5,2.5,"Харьков",1000,NA,"DEV"
"3972",NA,"Senior Software Engineer","Java","","1.25","1.25",1300,400,"Киев","до 50 человек","мужской",31,"Высшее","выше среднего","10/01/2013 22:23:13","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1.25,1.25,"Киев",1300,NA,"DEV"
"3973",NA,"Senior Software Engineer","C#/.NET","","5","0.25",2700,700,"Киев","свыше 1000 человек","мужской",27,"Высшее","выше среднего","10/01/2013 22:29:19","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",5,0.25,"Киев",2700,NA,"DEV"
"3974",NA,"Системный администратор","","","3","1",1400,0,"Харьков","до 10 человек","мужской",30,"Высшее","средний","10/01/2013 22:54:06","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",3,1,"Харьков",1400,NA,"ADM"
"3975",NA,"Верстальщик","","","1.5","меньше 3 месяцев",1000,1000,"Одесса","до 10 человек","мужской",30,"Высшее","элементарный","10/01/2013 23:09:57","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1.5,0,"other",1000,NA,""
"3976",NA,"System Architect","Other","","10 и более лет","1",2800,600,"Киев","до 10 человек","мужской",43,"Высшее","ниже среднего","10/01/2013 23:20:47","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0",10,1,"Киев",2800,NA,"SDEV"
"3977",NA,"Team lead","","","8","0.75",2300,0,"Одесса","до 50 человек","мужской",28,"Высшее","ниже среднего","10/01/2013 23:25:47","Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0",8,0.75,"other",2300,NA,"PM"
"3978",NA,"Software Engineer","PHP","","3","1.5",1000,0,"Харьков","до 50 человек","мужской",25,"Высшее","ниже среднего","10/01/2013 23:36:00","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0",3,1.5,"Харьков",1000,NA,"DEV"
"3979",NA,"Junior QA engineer","","Manual QA","0.5","меньше 3 месяцев",400,250,"Харьков","до 200 человек","мужской",23,"Высшее","элементарный","10/01/2013 23:38:14","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",0.5,0,"Харьков",400,NA,"QA"
"3980",NA,"Software Engineer","PHP","","3.5","1.25",1500,300,"Киев","до 10 человек","мужской",24,"Высшее","ниже среднего","10/01/2013 23:56:50","Mozilla/5.0 (Windows NT 5.1; rv:17.0) Gecko/20100101 Firefox/17.0",3.5,1.25,"Киев",1500,NA,"DEV"
"3981",NA,"Системный администратор","","","10 и более лет","8",2350,700,"Харьков","свыше 1000 человек","мужской",30,"Высшее","выше среднего","11/01/2013 00:03:38","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",10,8,"Харьков",2350,NA,"ADM"
"3982",NA,"Software Engineer","Java","","3","3",1500,150,"Киев","до 10 человек","мужской",25,"Высшее","средний","11/01/2013 00:05:40","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17",3,3,"Киев",1500,NA,"DEV"
"3983",NA,"Senior Software Engineer","Java","","9","3",2000,300,"Донецк","до 200 человек","мужской",32,"Высшее","средний","11/01/2013 00:08:15","Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0",9,3,"other",2000,NA,"DEV"
"3984",NA,"Дизайнер","","","2","1.5",700,0,"Киев","до 10 человек","мужской",22,"Среднее","ниже среднего","11/01/2013 01:03:16","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",2,1.5,"Киев",700,NA,""
"3985",NA,"Software Engineer","JavaScript","","2","2",1000,0,"Житомир","до 50 человек","мужской",25,"Высшее","средний","11/01/2013 01:27:22","Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11",2,2,"other",1000,NA,"DEV"
"3986",NA,"Software Engineer","C#/.NET","","4","0.5",2500,2000,"Киев","до 200 человек","мужской",22,"Незаконченное высшее","элементарный","11/01/2013 01:49:40","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",4,0.5,"Киев",2500,NA,"DEV"
"3987",NA,"Technical Lead","C#/.NET","","5","5",2500,900,"Винница","до 1000 человек","мужской",24,"Высшее","средний","11/01/2013 01:50:57","Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0",5,5,"other",2500,NA,"SDEV"
"3988",NA,"Senior Software Engineer","Objective-C","","5","меньше 3 месяцев",4500,1100,"Киев","до 200 человек","мужской",25,"Высшее","выше среднего","11/01/2013 02:10:41","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/25.0.1349.0 Safari/537.21",5,0,"Киев",4500,NA,"DEV"
"3989",NA,"Software Engineer","Java","","3","2.5",1450,100,"Днепр.","до 50 человек","мужской",28,"Высшее","выше среднего","11/01/2013 09:30:34","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",3,2.5,"Днепр.",1450,NA,"DEV"
"3990",NA,"Senior Software Engineer","Perl","","10 и более лет","10 и более лет",3000,400,"Киев","до 10 человек","мужской",30,"Высшее","средний","11/01/2013 09:38:15","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",10,10,"Киев",3000,NA,"DEV"
"3991",NA,"Software Engineer","PHP","","4","2.5",1000,0,"Запорожье","до 10 человек","мужской",27,"Высшее","ниже среднего","11/01/2013 09:41:27","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",4,2.5,"other",1000,NA,"DEV"
"3992",NA,"Software Engineer","SQL","","5.5","1",1900,400,"Львов","свыше 1000 человек","мужской",26,"Высшее","средний","11/01/2013 09:41:29","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",5.5,1,"Львов",1900,NA,"DEV"
"3993",NA,"Верстальщик","","","1","меньше 3 месяцев",1000,0,"Днепр.","до 10 человек","мужской",26,"Высшее","элементарный","11/01/2013 09:42:32","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",1,0,"Днепр.",1000,NA,""
"3994",NA,"Software Engineer","Java","","2","3",900,100,"Харьков","до 50 человек","мужской",24,"Высшее","средний","11/01/2013 10:01:58","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",2,3,"Харьков",900,NA,"DEV"
"3995",NA,"Senior Software Engineer","C#/.NET","","2.5","2.5",1500,1000,"Винница","до 1000 человек","мужской",24,"Высшее","средний","11/01/2013 10:11:01","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",2.5,2.5,"other",1500,NA,"DEV"
"3996",NA,"Software Engineer","PHP","","3","1",1300,300,"Киев","до 10 человек","мужской",23,"Высшее","ниже среднего","11/01/2013 10:13:00","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:17.0) Gecko/20100101 Firefox/17.0",3,1,"Киев",1300,NA,"DEV"
"3997",NA,"Software Engineer","PHP","","1.5","1.5",750,150,"Львов","до 10 человек","мужской",24,"Высшее","ниже среднего","11/01/2013 10:39:28","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1.5,1.5,"Львов",750,NA,"DEV"
"3998",NA,"Software Engineer","C++","","1.5","1.5",1500,800,"Киев","до 10 человек","мужской",26,"Высшее","ниже среднего","11/01/2013 10:46:12","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1.5,1.5,"Киев",1500,NA,"DEV"
"3999",NA,"Software Engineer","Java","","1","1",1400,1000,"Киев","до 200 человек","мужской",23,"Два высших","выше среднего","11/01/2013 10:49:23","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",1,1,"Киев",1400,NA,"DEV"
"4000",NA,"QA engineer","","Manual QA","1.5","0.5",1230,600,"Днепр.","свыше 1000 человек","женский",23,"Высшее","продвинутый","11/01/2013 10:58:49","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",1.5,0.5,"Днепр.",1230,NA,"QA"
"4001",NA,"Software Engineer","C++","","1.5","0.5",800,0,"Киев","до 10 человек","мужской",24,"Высшее","элементарный","11/01/2013 11:03:48","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1.5,0.5,"Киев",800,NA,"DEV"
"4002",NA,"Software Engineer","C#/.NET","","2.5","2.5",750,200,"Львов","до 1000 человек","мужской",23,"Высшее","средний","11/01/2013 11:05:26","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",2.5,2.5,"Львов",750,NA,"DEV"
"4003",NA,"Junior Software Engineer","C#/.NET","","1","1",500,0,"Днепр.","до 10 человек","мужской",23,"Среднее","элементарный","11/01/2013 11:09:25","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1,1,"Днепр.",500,NA,"DEV"
"4004",NA,"QA engineer","","Manual QA","2","1",1700,600,"Киев","до 200 человек","мужской",24,"Высшее","выше среднего","11/01/2013 11:14:14","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; MS-RTC LM 8)",2,1,"Киев",1700,NA,"QA"
"4005",NA,"Junior Software Engineer","Other","","10 и более лет","10 и более лет",600,1,"Тернополь","до 10 человек","мужской",30,"Среднее","элементарный","11/01/2013 11:26:35","Mozilla/5.0 (Windows NT 5.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11",10,10,"other",600,NA,"DEV"
"4006",NA,"Senior Software Engineer","Java","","10 и более лет","0.5",3500,300,"Днепр.","до 50 человек","мужской",36,"Кандидат","выше среднего","11/01/2013 11:26:50","Opera/9.80 (X11; Linux x86_64; U; ru) Presto/2.10.289 Version/12.00",10,0.5,"Днепр.",3500,NA,"DEV"
"4007",NA,"Technical Lead","Java","","10 и более лет","2.5",3000,0,"Киев","до 50 человек","мужской",31,"Высшее","продвинутый","11/01/2013 11:28:43","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",10,2.5,"Киев",3000,NA,"SDEV"
"4008",NA,"Бизнес-аналитик","","","3","3",1400,500,"Херсон","до 1000 человек","женский",24,"Высшее","продвинутый","11/01/2013 11:41:15","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",3,3,"other",1400,NA,""
"4009",NA,"Системный администратор","","","10 и более лет","3",1500,200,"Киев","до 10 человек","мужской",35,"Высшее","средний","11/01/2013 11:50:28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/536.26.17 (KHTML, like Gecko) Version/6.0.2 Safari/536.26.17",10,3,"Киев",1500,NA,"ADM"
"4010",NA,"Senior Software Engineer","Other","","10 и более лет","1.25",2000,0,"Киев","до 10 человек","мужской",37,"Два высших","продвинутый","11/01/2013 11:57:53","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",10,1.25,"Киев",2000,NA,"DEV"
"4011",NA,"Junior Software Engineer","Java","","меньше 3 месяцев","меньше 3 месяцев",500,0,"Харьков","до 10 человек","мужской",34,"Среднее","элементарный","11/01/2013 12:08:27","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",0,0,"Харьков",500,NA,"DEV"
"4012",NA,"Системный администратор","","","10 и более лет","0.75",6000,3000,"Киев","до 50 человек","мужской",29,"Незаконченное высшее","выше среднего","11/01/2013 12:20:42","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",10,0.75,"Киев",6000,NA,"ADM"
"4013",NA,"Senior Software Engineer","Delphi","","10 и более лет","7",2400,300,"Харьков","до 50 человек","мужской",29,"Высшее","средний","11/01/2013 12:21:31","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",10,7,"Харьков",2400,NA,"DEV"
"4014",NA,"Junior Software Engineer","Objective-C","","1.25","1.25",550,0,"Одесса","до 10 человек","мужской",24,"Незаконченное высшее","средний","11/01/2013 12:29:15","Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.12",1.25,1.25,"other",550,NA,"DEV"
"4015",NA,"Junior Software Engineer","Objective-C","","меньше 3 месяцев","меньше 3 месяцев",550,0,"Одесса","до 10 человек","мужской",20,"Незаконченное высшее","элементарный","11/01/2013 12:39:32","Opera/9.80 (iPhone; Opera Mini/7.0.5/28.3445; U; en) Presto/2.8.119 Version/11.10",0,0,"other",550,NA,"DEV"
"4016",NA,"QA engineer","","General QA","2","0.5",1000,-200,"Киев","до 50 человек","женский",23,"Высшее","средний","11/01/2013 12:46:13","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",2,0.5,"Киев",1000,NA,"QA"
"4017",NA,"QA engineer","","Manual QA","5","5",800,0,"Киев","до 50 человек","мужской",35,"Высшее","выше среднего","11/01/2013 12:52:49","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",5,5,"Киев",800,NA,"QA"
"4018",NA,"Software Engineer","Flex/Flash/AIR","","3","1",2500,0,"Киев","до 10 человек","мужской",27,"Высшее","средний","11/01/2013 12:57:02","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",3,1,"Киев",2500,NA,"DEV"
"4019",NA,"Системный администратор","","","4","1",600,0,"Киев","до 10 человек","мужской",23,"Незаконченное высшее","выше среднего","11/01/2013 13:20:49","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",4,1,"Киев",600,NA,"ADM"
"4020",NA,"Junior Software Engineer","C#/.NET","","1.25","1.25",900,200,"Севастополь","до 50 человек","мужской",35,"Высшее","ниже среднего","11/01/2013 13:45:43","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17",1.25,1.25,"other",900,NA,"DEV"
"4021",NA,"Project manager","","","1.5","2.5",2400,500,"Винница","до 50 человек","мужской",25,"Высшее","средний","11/01/2013 13:58:22","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",1.5,2.5,"other",2400,NA,"PM"
"4022",NA,"HR","","","5","2.5",1000,0,"Киев","до 10 человек","мужской",30,"Два высших","средний","11/01/2013 14:11:41","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",5,2.5,"Киев",1000,NA,""
"4023",NA,"Team lead","","","0.5","1.5",3000,400,"Киев","свыше 1000 человек","мужской",27,"Высшее","продвинутый","11/01/2013 14:38:50","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11 AlexaToolbar/alxg-3.1",0.5,1.5,"Киев",3000,NA,"PM"
"4024",NA,"Software Engineer","C#/.NET","","4","4",925,200,"Житомир","до 200 человек","мужской",30,"Высшее","средний","11/01/2013 14:41:06","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",4,4,"other",925,NA,"DEV"
"4025",NA,"Software Engineer","SQL","","5","0.5",1900,400,"Киев","свыше 1000 человек","мужской",25,"Высшее","средний","11/01/2013 14:48:21","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",5,0.5,"Киев",1900,NA,"DEV"
"4026",NA,"Senior Software Engineer","C","","10 и более лет","меньше 3 месяцев",3000,500,"Киев","до 10 человек","мужской",46,"Высшее","продвинутый","11/01/2013 15:00:44","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:17.0) Gecko/20100101 Firefox/17.0",10,0,"Киев",3000,NA,"DEV"
"4027",NA,"System Architect","PHP","","10 и более лет","7",3000,1100,"Киев","до 200 человек","мужской",30,"Высшее","выше среднего","11/01/2013 15:06:33","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17",10,7,"Киев",3000,NA,"SDEV"
"4028",NA,"Software Engineer","Java","","2","2",1800,500,"Киев","до 1000 человек","мужской",25,"Высшее","средний","11/01/2013 15:06:51","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",2,2,"Киев",1800,NA,"DEV"
"4029",NA,"Software Engineer","C#/.NET","","2.5","0.5",2100,900,"Львов","до 50 человек","мужской",21,"Незаконченное высшее","выше среднего","11/01/2013 15:07:09","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4",2.5,0.5,"Львов",2100,NA,"DEV"
"4030",NA,"Project manager","","","2","меньше 3 месяцев",700,0,"Киев","до 10 человек","мужской",26,"Высшее","средний","11/01/2013 15:07:15","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",2,0,"Киев",700,NA,"PM"
"4031",NA,"Project manager","","","1.75","1.75",600,0,"Днепр.","до 200 человек","женский",23,"Незаконченное высшее","ниже среднего","11/01/2013 15:07:27","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1.75,1.75,"Днепр.",600,NA,"PM"
"4032",NA,"Senior Software Engineer","Objective-C","","6","6",1800,400,"Харьков","до 1000 человек","мужской",26,"Высшее","выше среднего","11/01/2013 15:07:38","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17",6,6,"Харьков",1800,NA,"DEV"
"4033",NA,"Junior Software Engineer","PHP","","1","1",400,100,"Днепр.","до 10 человек","мужской",19,"Незаконченное высшее","средний","11/01/2013 15:08:53","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1,1,"Днепр.",400,NA,"DEV"
"4034",NA,"Senior QA engineer","","Automation QA","10 и более лет","0.5",3000,400,"Киев","до 10 человек","мужской",34,"Незаконченное высшее","продвинутый","11/01/2013 15:09:17","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",10,0.5,"Киев",3000,NA,"QA"
"4035",NA,"Junior Software Engineer","Ruby/Rails","","меньше 3 месяцев","меньше 3 месяцев",400,0,"Львов","до 50 человек","мужской",24,"Высшее","выше среднего","11/01/2013 15:10:25","Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",0,0,"Львов",400,NA,"DEV"
"4036",NA,"Software Engineer","Objective-C","","4","3",2000,400,"Харьков","до 200 человек","мужской",27,"Высшее","выше среднего","11/01/2013 15:13:00","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17",4,3,"Харьков",2000,NA,"DEV"
"4037",NA,"Системный администратор","","","4","1",1500,300,"Киев","до 50 человек","мужской",28,"Среднее","ниже среднего","11/01/2013 15:13:36","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:16.0) Gecko/20100101 Firefox/16.0",4,1,"Киев",1500,NA,"ADM"
"4038",NA,"QA engineer","","Manual QA","2.5","меньше 3 месяцев",1500,400,"Киев","до 50 человек","женский",25,"Высшее","выше среднего","11/01/2013 15:14:06","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",2.5,0,"Киев",1500,NA,"QA"
"4039",NA,"QA engineer","","General QA","3.5","1.5",1500,800,"Киев","до 1000 человек","женский",23,"Высшее","продвинутый","11/01/2013 15:15:15","Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.57 Safari/536.11",3.5,1.5,"Киев",1500,NA,"QA"
"4040",NA,"Software Engineer","C++","","5","5",800,100,"Житомир","до 50 человек","мужской",28,"Высшее","ниже среднего","11/01/2013 15:16:10","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",5,5,"other",800,NA,"DEV"
"4041",NA,"Technical Lead","Objective-C","","2","1",2800,0,"Харьков","до 10 человек","мужской",23,"Незаконченное высшее","выше среднего","11/01/2013 15:18:59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11",2,1,"Харьков",2800,NA,"SDEV"
"4042",NA,"Software Engineer","C++","","10 и более лет","0.5",1500,-600,"Севастополь","до 10 человек","мужской",37,"Высшее","продвинутый","11/01/2013 15:22:04","Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:18.0) Gecko/20100101 Firefox/18.0",10,0.5,"other",1500,NA,"DEV"
"4043",NA,"Software Engineer","C#/.NET","","3.5","0.5",2500,500,"Киев","свыше 1000 человек","мужской",27,"Два высших","выше среднего","11/01/2013 15:23:12","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)",3.5,0.5,"Киев",2500,NA,"DEV"
"4044",NA,"Senior Software Engineer","C#/.NET","Automation QA","7","3",2600,200,"Киев","до 200 человек","мужской",26,"Высшее","средний","11/01/2013 15:25:04","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0",7,3,"Киев",2600,NA,"DEV"
"4045",NA,"QA engineer","","Manual QA","1","1",850,200,"Киев","до 1000 человек","мужской",24,"Два высших","средний","11/01/2013 15:29:16","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.60 Safari/537.1",1,1,"Киев",850,NA,"QA"
"4046",NA,"Technical Lead","Objective-C","","4","0.75",4000,1500,"Одесса","до 10 человек","мужской",24,"Незаконченное высшее","выше среднего","11/01/2013 15:29:50","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11",4,0.75,"other",4000,NA,"SDEV"
"4047",NA,"Системный администратор","","","4","1",1700,300,"Киев","до 50 человек","мужской",22,"Высшее","продвинутый","11/01/2013 15:32:49","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",4,1,"Киев",1700,NA,"ADM"
"4049",NA,"Software Engineer","Python","","1.75","1.75",550,180,"Черкассы","до 10 человек","женский",23,"Высшее","ниже среднего","11/01/2013 15:35:09","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1.75,1.75,"other",550,NA,"DEV"
"4050",NA,"Software Engineer","Python","","3","0.25",1400,900,"Киев","до 200 человек","мужской",24,"Два высших","выше среднего","11/01/2013 15:36:42","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",3,0.25,"Киев",1400,NA,"DEV"
