Отметка времени,Ви працюєте зараз в ІТ?,Де ви мешкаєте?,Де ви працюєте?,Ваша стать,Ваш вік,Яка у вас освіта?,Вкажіть заклад вищої освіти,Знання англійської мови,Оберіть вашу посаду,Ваш тайтл,Вкажіть вашу спеціалізацію,Основна мова програмування,Інші мови програмування,"Фреймворки, бібліотеки та платформи","Платформи, для яких розробляєте на поточному місці роботи?",Ваш тайтл_1,Вкажіть вашу спеціалізацію_2,Яку мову програмування використовуєте у роботі?,Оберіть вашу посаду_3,Ваш тайтл_4,Ваша посада,Ваш тайтл_5,Оберіть вашу посаду_6,Ваш тайтл_7,Ваша посада_8,Ваш тайтл_9,Ваша посада_10,Ваш тайтл_11,Ваша посада_12,Ваш тайтл_13,Ваша посада_14,Ваш тайтл_15,Ваша посада_16,В якій сфері працюєте?,Тип компанії,Кількість спеціалістів у вашій компанії (в Україні),Загальний стаж роботи за спеціальністю,Стаж на поточному місці роботи,У скількох компаніях встигли попрацювати за час ІТ-кар'єри?,"Зарплата у $$$ за місяць, лише ставка після сплати податків",Наскільки змінилась ваша зарплата за останні 12 місяців?,Чи отримуєте ви грошові бонуси до зарплати?,Вкажіть суму цього бонуса у $$$ після податків
07/12/2020 11:43,"Так, працюю full-time",Львів,"Частково віддалено, частково в офісі",Чоловік,23,Вища,ЛНУ ім. Франка,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Full-stack,C#/.NET,"JavaScript, SQL, TypeScript",".NET, .NET Core, Angular/Angular.js",Web,,,,,,,,,,,,,,,,,,,Fintech,Аутстафінгова,понад 1000,3 роки,1 рік,2,2800,300,"Ні, не отримую",
30/12/2020 15:16,"Так, працюю full-time",Київ,В офісі,Чоловік,27,Вища,НТУУ «КПІ»,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Front-end,JavaScript,"JavaScript, TypeScript","Node.js, React.js","Web, Desktop",,,,,,,,,,,,,,,,,,,Gambling,Продуктова,понад 1000,4 роки,3 роки,3-4,2850,250,"Ні, не отримую",
07/12/2020 10:40,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,24,Вища,НТУУ «КПІ»,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,Java,SQL,Spring,Web,,,,,,,,,,,,,,,,,,,Gambling,Продуктова,понад 1000,3 роки,1 рік,3-4,2900,600,Отримую бонус щороку,520
07/12/2020 12:28,"Так, працюю full-time",Харків,В офісі,Чоловік,34,Вища,НТУ «ХПІ»,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,C#/.NET,JavaScript,".NET, ASP.NET",Web,,,,,,,,,,,,,,,,,,,Telecom,Аутсорсингова,до 1000,5 років,5 років,1,2800,242,"Ні, не отримую",0
09/12/2020 18:31,"Так, працюю full-time",Харків,Віддалено,Чоловік,21,Ще студент,ХНУРЕ,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Full-stack,Python,JavaScript,"Django, Flask, Vue.js",Web,,,,,,,,,,,,,,,,,,,Big Data,Аутстафінгова,до 200,1 рік,1 рік,2,1000,200,"Ні, не отримую",
29/12/2020 13:03,"Так, працюю full-time",Дніпро,Віддалено,Жінка,31,Вища,Інший виш,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Tech Lead,Full-stack,TypeScript,JavaScript,"Node.js, React.js, React Native","Web, Desktop, Mobile cross-platform",,,,,,,,,,,,,,,,,,,Інша,Аутсорсингова,до 50,2 роки,2 роки,1,2000,900,"Ні, не отримую",
07/12/2020 14:41,"Так, працюю full-time",Тернопіль,,Чоловік,29,Вища,Інший виш,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Full-stack,JavaScript,"Elixir, PHP, TypeScript","Node.js, React.js",Web,,,,,,,,,,,,,,,,,,,E-commerce,Аутстафінгова,до 50,9 років,9 років,1,2800,0,"Ні, не отримую",
07/12/2020 11:57,"Так, працюю full-time",Ужгород,Віддалено,Чоловік,23,Вища,Інший виш,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,Ruby,"Go, Python, SQL","Express, Flask, Ruby on Rails","Web, Mobile Android, Mobile iOS",,,,,,,,,,,,,,,,,,,Edtech,Стартап,до 50,3 роки,2 роки,2,2900,900,"Ні, не отримую",
29/12/2020 13:15,"Так, працюю full-time",Запоріжжя,Віддалено,Чоловік,33,Вища,ЗНТУ,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Intern/Trainee,Mobile,Dart,Kotlin,Flutter,"Mobile Android, Mobile iOS, Mobile cross-platform",,,,,,,,,,,,,,,,,,,Mobile,Аутсорсингова,до 10 спеціалістів,1 рік,Пів року,2,270,70,"Ні, не отримую",
07/12/2020 12:36,"Так, працюю full-time",Полтава,Віддалено,Чоловік,27,Вища,Інший виш,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Full-stack,TypeScript,"C#/.NET, JavaScript, TypeScript","Angular/Angular.js, ASP.NET, Cordova","Web, Mobile cross-platform",,,,,,,,,,,,,,,,,,,"Adtech, Telecom",Аутсорсингова,до 10 спеціалістів,5 років,5 років,1,2900,+700,"Ні, не отримую",0
07/12/2020 16:06,"Так, працюю full-time",Харків,Віддалено,Чоловік,27,Вища,Інший виш,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,Python,Не використовую,Django,Web,,,,,,,,,,,,,,,,,,,Logistics,Аутсорсингова,понад 1000,4 роки,2 роки,2,2800,600,"Ні, не отримую",
07/12/2020 19:06,"Так, працюю full-time",Львів,Віддалено,Чоловік,27,Вища,ХНУ [м. Хмельницький],Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,C#/.NET,JavaScript,".NET, .NET Core, ASP.NET",Web,,,,,,,,,,,,,,,,,,,E-commerce,Аутсорсингова,понад 1000,4 роки,1 рік,3-4,2800,200,"Ні, не отримую",
07/12/2020 19:11,"Так, працюю full-time",Одеса,В офісі,Чоловік,28,Вища,Інший виш,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Full-stack,Інше,Java,"Haxe, Lime, OpenFL","Mobile cross-platform, Інша",,,,,,,,,,,,,,,,,,,"Media, Mobile",Аутстафінгова,до 200,8 років,8 років,1,2800,300,"Ні, не отримую",
07/12/2020 16:05,"Так, працюю full-time",Київ,Віддалено,Чоловік,24,Вища,НУХТ,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,Java,Не використовую,,Web,,,,,,,,,,,,,,,,,,,Інша,Продуктова,до 200,3 роки,Пів року,3-4,2900,+600,"Ні, не отримую",
07/12/2020 16:08,"Так, працюю full-time",Запоріжжя,Віддалено,Чоловік,23,Середня,,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Full-stack,C#/.NET,"JavaScript, SQL, TypeScript",".NET Core, ASP.NET, Node.js",Web,,,,,,,,,,,,,,,,,,,ERP,Аутсорсингова,до 200,3 роки,Менше як 3 місяці,2,2900,1000,"Ні, не отримую",
10/12/2020 16:31,"Так, працюю full-time",Одеса,Віддалено,Жінка,22,Вища,Інший виш,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Back-end,Go,JavaScript,,Web,,,,,,,,,,,,,,,,,,,Інша,Аутсорсингова,понад 1000,1 рік,1 рік,2,1000,300,"Ні, не отримую",
11/12/2020 00:20,"Так, працюю full-time",Вінниця,"Частково віддалено, частково в офісі",Чоловік,33,Вища,КНЕУ,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Back-end,JavaScript,Не використовую,"Express, Node.js, React.js","Web, Mobile cross-platform",,,,,,,,,,,,,,,,,,,"E-commerce, Mobile",Аутсорсингова,до 50,2 роки,1 рік,2,1000,500,"Ні, не отримую",
08/12/2020 21:43,"Так, працюю full-time",Львів,Віддалено,Чоловік,22,Середня,,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,Go,SQL,,Web,,,,,,,,,,,,,,,,,,,Travel,Стартап,до 10 спеціалістів,4 роки,3 роки,2,2900,1680,"Ні, не отримую",
12/12/2020 16:37,"Так, працюю full-time",Львів,Віддалено,Чоловік,27,Вища,ЛНУ ім. Франка,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Full-stack,JavaScript,"C#/.NET, TypeScript",".NET Core, Node.js, React.js",Web,,,,,,,,,,,,,,,,,,,"E-commerce, Edtech",Аутсорсингова,до 200,6 років,5 років,1,2900,800,Отримую бонус щомісяця,600
07/12/2020 22:10,"Так, працюю full-time",Київ,Віддалено,Жінка,29,Вища,НАУ,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,Java,"JavaScript, Kotlin","Angular/Angular.js, Hibernate, Spring",,,,,,,,,,,,,,,,,,,,Fintech,Аутсорсингова,понад 1000,6 років,3 роки,1,2800,300,"Ні, не отримую",
14/12/2020 13:14,"Так, працюю full-time",Одеса,"Частково віддалено, частково в офісі",Чоловік,26,Вища,ОНПУ,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Front-end,JavaScript,TypeScript,"Node.js, Vue.js",Web,,,,,,,,,,,,,,,,,,,Edtech,Продуктова,до 10 спеціалістів,5 років,1 рік,3-4,2900,250,"Отримую бонус за гарні показники роботи, але нерегулярно",1000
21/12/2020 18:55,"Так, працюю full-time",Інше,Віддалено,Чоловік,46,Вища,Інший виш,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,C,"C++, Go, Python",,"Desktop, Servers",,,,,,,,,,,,,,,,,,,Інша,Стартап,до 50,2 роки,2 роки,3-4,2900,430,"Ні, не отримую",
22/12/2020 18:15,"Так, працюю full-time",Київ,Віддалено,Чоловік,28,Вища,НАУ,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,Java,"JavaScript, SQL, TypeScript","Angular/Angular.js, Hibernate, Spring",Web,,,,,,,,,,,,,,,,,,,Fintech,Продуктова,до 200,4 роки,4 роки,1,2900,0,Отримую бонус щороку,5000
12/12/2020 23:55,"Так, працюю full-time",Вінниця,В офісі,Чоловік,26,Вища,ВНТУ,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Mobile,Dart,JavaScript,"Flutter, React.js",Mobile cross-platform,,,,,,,,,,,,,,,,,,,"E-commerce, Mobile",Інша,до 50,Пів року,Пів року,1,1000,450,"Ні, не отримую",
23/12/2020 15:34,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,25,Вища,Інший виш,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Front-end,JavaScript,TypeScript,Angular/Angular.js,"Web, Mobile cross-platform",,,,,,,,,,,,,,,,,,,Fintech,Аутсорсингова,до 1000,6 років,3 роки,3-4,2900,300,"Ні, не отримую",
08/12/2020 00:20,"Так, працюю full-time",Київ,Віддалено,Чоловік,37,Вища,Інший виш,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,PHP,"JavaScript, SQL","Angular/Angular.js, Laravel, React.js",Web,,,,,,,,,,,,,,,,,,,Інша,Аутстафінгова,до 50,4 роки,1 рік,3-4,2800,600,"Ні, не отримую",
08/12/2020 00:46,"Так, працюю full-time",Дніпро,"Частково віддалено, частково в офісі",Чоловік,29,Середня,,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,Java,"Kotlin, TypeScript","Node.js, Spring",Web,,,,,,,,,,,,,,,,,,,E-commerce,Аутстафінгова,понад 1000,4 роки,1 рік,2,2800,700,Отримую бонус щороку,300
29/12/2020 15:58,"Так, працюю full-time",Київ,Віддалено,Чоловік,27,Вища,НаУКМА,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,Python,Інше,Django,Інша,,,,,,,,,,,,,,,,,,,Security,Продуктова,до 50,4 роки,3 роки,2,2900,300,"Ні, не отримую",
08/12/2020 19:04,"Так, працюю full-time",Черкаси,"Частково віддалено, частково в офісі",Чоловік,35,Середня,,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Mobile,Kotlin,Objective-C,,Mobile Android,,,,,,,,,,,,,,,,,,,E-commerce,Продуктова,до 200,6 років,1 рік,5-7,2800,500,"Ні, не отримую",
09/12/2020 14:57,"Так, працюю full-time",Не Україна,Віддалено,Чоловік,28,Вища,Інший виш,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Full-stack,Java,"JavaScript, SQL, TypeScript","Angular/Angular.js, jQuery",Web,,,,,,,,,,,,,,,,,,,Інша,Аутстафінгова,Лише я,5 років,1 рік,3-4,2800,500,"Отримую бонус за гарні показники роботи, але нерегулярно",1000
29/12/2020 14:31,"Так, працюю full-time",Львів,"Частково віддалено, частково в офісі",Чоловік,28,Вища,НУ «Львівська політехніка»,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Tech Lead,Front-end,JavaScript,JavaScript,Angular/Angular.js,Web,,,,,,,,,,,,,,,,,,,Automotive,Аутсорсингова,понад 1000,7 років,3 роки,3-4,6500,500,"Ні, не отримую",
09/12/2020 16:12,"Так, працюю full-time",Харків,Віддалено,Жінка,38,Вища,НТУ «ХПІ»,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,PHP,"JavaScript, SQL","Laravel, Symfony, Vue.js","Web, Mobile cross-platform",,,,,,,,,,,,,,,,,,,Інша,Аутстафінгова,до 10 спеціалістів,10 і більше років,Пів року,8 і більше,2800,200,"Ні, не отримую",
09/12/2020 16:34,"Так, працюю full-time",Запоріжжя,Віддалено,Чоловік,47,Дві вищих,ЗНТУ,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,SQL,"1С, C#/.NET",,Desktop,,,,,,,,,,,,,,,,,,,"E-commerce, Internet of Things, Logistics",Аутсорсингова,до 1000,10 і більше років,3 роки,5-7,2800,500,"Ні, не отримую",
11/12/2020 08:09,"Так, працюю full-time",Київ,Віддалено,Чоловік,31,Вища,,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Full-stack,JavaScript,"Java, TypeScript",PIXI.js,Web,,,,,,,,,,,,,,,,,,,"Gambling, GameDev",Продуктова,до 200,4 роки,1 рік,3-4,2800,400,Отримую бонус щороку,2500
31/12/2020 04:59,"Так, працюю full-time",Дніпро,"Частково віддалено, частково в офісі",Чоловік,35,Вища,ДНУЗТ,Elementary,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,Elixir,"Erlang, Java",Spring,Web,,,,,,,,,,,,,,,,,,,Fintech,Продуктова,до 200,10 і більше років,10 і більше років,3-4,2900,0,Отримую бонус щороку,2900
29/12/2020 14:54,"Так, працюю full-time",Івано-Франківськ,Віддалено,Чоловік,29,Середня,,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Intern/Trainee,Back-end,C#/.NET,JavaScript,".NET, ASP.NET",Web,,,,,,,,,,,,,,,,,,,"GameDev, Інша",Продуктова,до 200,Менше як 3 місяці,Менше як 3 місяці,1,350,0,"Ні, не отримую",
11/12/2020 08:54,"Так, працюю full-time",Львів,,Чоловік,33,Середня,,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Full-stack,C#/.NET,"C#/.NET, JavaScript, TypeScript",".NET Core, Angular/Angular.js, ASP.NET",Web,,,,,,,,,,,,,,,,,,,E-commerce,Аутсорсингова,понад 1000,4 роки,3 роки,1,2800,1000,Отримую бонус щомісяця,100
13/12/2020 07:41,"Так, працюю full-time",Інше,В офісі,Чоловік,26,Вища,НУ «Львівська політехніка»,Pre-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Back-end,PHP,JavaScript,Magento2,Web,,,,,,,,,,,,,,,,,,,E-commerce,Аутсорсингова,до 200,3 роки,Пів року,2,1000,0,"Ні, не отримую",
13/12/2020 10:02,"Так, працюю full-time",Львів,"Частково віддалено, частково в офісі",Чоловік,27,Вища,Інший виш,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Full-stack,C#/.NET,"SQL, TypeScript",".NET Core, Angular/Angular.js",Web,,,,,,,,,,,,,,,,,,,E-commerce,Аутсорсингова,до 50,1 рік,1 рік,1,1000,400,"Ні, не отримую",
22/12/2020 19:52,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,35,Вища,КНУ ім. Шевченка,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Full-stack,PHP,JavaScript,"jQuery, Laravel, Vue.js",Web,,,,,,,,,,,,,,,,,,,Logistics,Продуктова,до 200,10 і більше років,1 рік,3-4,2800,0,"Ні, не отримую",
29/12/2020 15:41,"Так, працюю full-time",Одеса,В офісі,Чоловік,31,Вища,Інший виш,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,Java,"JavaScript, Kotlin, TypeScript","Angular/Angular.js, jQuery, Spring",Web,,,,,,,,,,,,,,,,,,,Telecom,Продуктова,понад 1000,8 років,4 роки,2,2800,200,"Отримую бонус за гарні показники роботи, але нерегулярно",500
02/01/2021 17:50,"Так, працюю full-time",Київ,В офісі,Чоловік,28,Вища,НТУУ «КПІ»,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,C++,Python,,Microcontrollers/Embedded/IoT,,,,,,,,,,,,,,,,,,,Cloud Computing,Аутсорсингова,понад 1000,3 роки,2 роки,2,2900,300,"Ні, не отримую",
22/12/2020 16:19,"Так, працюю full-time",Дніпро,Віддалено,Чоловік,31,Середня,,Elementary,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Front-end,JavaScript,"JavaScript, PHP, SQL","jQuery, Symfony, Vue.js",Web,,,,,,,,,,,,,,,,,,,Fintech,Продуктова,до 10 спеціалістів,7 років,4 роки,2,2780,0,"Ні, не отримую",
13/12/2020 14:05,"Так, працюю full-time",Львів,Віддалено,Чоловік,23,Середня,,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Full-stack,JavaScript,TypeScript,"Node.js, React.js",Web,,,,,,,,,,,,,,,,,,,Інша,Аутсорсингова,до 50,2 роки,2 роки,1,1000,500,"Отримую бонус за гарні показники роботи, але нерегулярно",15
03/01/2021 12:50,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,57,Вища,КНУ ім. Шевченка,Pre-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,linux kernel; embedded (bare metal / RTOS),C,"Assembler, Python",,Microcontrollers/Embedded/IoT,,,,,,,,,,,,,,,,,,,"Automotive, Embedded, Medtech",Аутсорсингова,понад 1000,10 і більше років,2 роки,5-7,2900,200,"Ні, не отримую",
13/12/2020 17:51,"Так, працюю full-time",Дніпро,Віддалено,Чоловік,30,Вища,НТУ «Дніпровська політехніка»,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Full-stack,PHP,JavaScript,"Laravel, Vue.js",Web,,,,,,,,,,,,,,,,,,,Fintech,Аутстафінгова,до 50,2 роки,2 роки,1,1000,400,"Ні, не отримую",
14/12/2020 16:39,"Так, працюю full-time",Київ,В офісі,Чоловік,33,Вища,Інший виш,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Back-end,PHP,JavaScript,"Joomla, jQuery, Laravel",Web,,,,,,,,,,,,,,,,,,,"E-commerce, Telecom, Інша",Аутсорсингова,до 50,4 роки,Менше як 3 місяці,2,1000,200,"Ні, не отримую",
07/12/2020 11:11,"Так, працюю full-time",Київ,Віддалено,Чоловік,37,Вища,КНЕУ,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Front-end,TypeScript,JavaScript,Angular/Angular.js,Web,,,,,,,,,,,,,,,,,,,E-commerce,Аутсорсингова,понад 1000,5 років,2 роки,3-4,2910,380,"Ні, не отримую",
14/12/2020 17:22,"Так, працюю full-time",Чернівці,Віддалено,Чоловік,22,Вища,ЧНУ ім. Федьковича,Pre-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Back-end,C#/.NET,Не використовую,".NET, .NET Core, ASP.NET",Web,,,,,,,,,,,,,,,,,,,"Mobile, Інша",Аутсорсингова,до 200,2 роки,2 роки,1,1000,0,Отримую бонус щороку,
14/12/2020 19:47,"Так, працюю full-time",Київ,Віддалено,Чоловік,26,Вища,НТУУ «КПІ»,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Front-end,JavaScript,Не використовую,Vue.js,Web,,,,,,,,,,,,,,,,,,,Agriculture,Стартап,до 10 спеціалістів,2 роки,2 роки,1,1000,250,"Ні, не отримую",
14/12/2020 19:50,"Так, працюю full-time",Львів,Віддалено,Чоловік,20,Ще студент,НУ «Львівська політехніка»,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Full-stack,Java,TypeScript,"Angular/Angular.js, Hibernate, Spring",Web,,,,,,,,,,,,,,,,,,,Insurance,Продуктова,до 10 спеціалістів,1 рік,1 рік,1,1000,+600,"Ні, не отримую",
14/12/2020 22:06,"Так, працюю full-time",Київ,В офісі,Чоловік,23,Вища,НаУКМА,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Back-end,PHP,Не використовую,Symfony,Web,,,,,,,,,,,,,,,,,,,E-commerce,Аутсорсингова,до 10 спеціалістів,2 роки,Менше як 3 місяці,2,1000,400,"Ні, не отримую",
29/12/2020 15:18,"Так, працюю full-time",Київ,Віддалено,Чоловік,21,Ще студент,НТУУ «КПІ»,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Intern/Trainee, Computer vision ,Python,C++,,,,,,,,,,,,,,,,,,,,,Medtech,Продуктова,до 200,1 рік,1 рік,1,500,0,"Ні, не отримую",0
07/12/2020 12:36,"Так, працюю full-time",Харків,Віддалено,Чоловік,22,Вища,ХНУРЕ,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Mobile,Swift,"C, C++, Objective-C",,Mobile iOS,,,,,,,,,,,,,,,,,,,Fintech,Аутстафінгова,до 200,3 роки,1 рік,3-4,2925,725,"Ні, не отримую",
07/12/2020 10:30,"Так, працюю full-time",Київ,Віддалено,Чоловік,28,Вища,ХАІ,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Mobile,Swift,Objective-C,,Mobile iOS,,,,,,,,,,,,,,,,,,,Insurance,Аутсорсингова,понад 1000,4 роки,2 роки,3-4,2945,285,"Ні, не отримую",
15/12/2020 08:20,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,23,Вища,ЖДТУ,Pre-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Full-stack,C#/.NET,JavaScript,".NET, .NET Core, React.js","Web, Desktop",,,,,,,,,,,,,,,,,,,Fintech,Продуктова,до 10 спеціалістів,2 роки,2 роки,1,1000,500,"Ні, не отримую",
17/12/2020 14:03,"Так, працюю full-time",Львів,В офісі,Чоловік,35,Вища,НМетАУ,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Full-stack,JavaScript,Не використовую,"Node.js, React.js","Web, Desktop, Mobile Android, Mobile iOS",,,,,,,,,,,,,,,,,,,E-commerce,Аутсорсингова,до 1000,3 місяці,3 місяці,1,1000,0,"Ні, не отримую",0
08/12/2020 15:54,"Так, працюю full-time",Харків,Віддалено,Чоловік,24,Вища,НМетАУ,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Front-end,TypeScript,JavaScript,React.js,Web,,,,,,,,,,,,,,,,,,,Media,Продуктова,до 10 спеціалістів,3 роки,1 рік,3-4,2945,0,"Ні, не отримую",
28/12/2020 18:04,"Так, працюю full-time",Вінниця,"Частково віддалено, частково в офісі",Чоловік,24,Вища,ВНТУ,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Full-stack,C#/.NET,"JavaScript, SQL, TypeScript",".NET Core, ASP.NET, React.js",Web,,,,,,,,,,,,,,,,,,,"E-commerce, Insurance",Аутсорсингова,до 200,4 роки,Менше як 3 місяці,2,2945,760,"Ні, не отримую",
17/12/2020 16:20,"Так, працюю full-time",Львів,"Частково віддалено, частково в офісі",Жінка,20,Ще студент,ЛНУ ім. Франка,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Full-stack,TypeScript,JavaScript,"Angular/Angular.js, Node.js, React.js",Web,,,,,,,,,,,,,,,,,,,E-commerce,Аутстафінгова,до 50,1 рік,1 рік,1,1000,500,"Ні, не отримую",
21/12/2020 18:51,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,21,Ще студент,Інший виш,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Back-end,Java,SQL,Spring,Web,,,,,,,,,,,,,,,,,,,Legal,Аутсорсингова,до 50,Пів року,Пів року,1,1000,1000,"Ні, не отримую",
29/12/2020 15:19,"Так, працюю full-time",Львів,"Частково віддалено, частково в офісі",Чоловік,22,Дві вищих,НУ «Львівська політехніка»,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",,Both Full-stack and mobile,JavaScript,"C#/.NET, TypeScript",".NET, React.js, React Native","Web, Mobile cross-platform",,,,,,,,,,,,,,,,,,,"E-commerce, Logistics, Mobile",Аутсорсингова,до 50,1 рік,1 рік,1,800,600,"Отримую бонус за гарні показники роботи, але нерегулярно",150
29/12/2020 15:19,"Так, працюю full-time",Київ,Віддалено,Чоловік,19,Ще студент,НаУКМА,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Intern/Trainee,Full-stack,JavaScript,"Swift, Інше","Node.js, React.js",Desktop,,,,,,,,,,,,,,,,,,,Adtech,Аутстафінгова,до 200,3 місяці,3 місяці,1,450,100,"Ні, не отримую",
22/12/2020 13:04,"Так, працюю full-time",Інше,Віддалено,Чоловік,26,Середня,ДонНУ ім. Василя Стуса,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Mobile,Dart,JavaScript,Flutter,Mobile cross-platform,,,,,,,,,,,,,,,,,,,"E-commerce, Edtech, Fintech",Аутсорсингова,до 200,Пів року,Менше як 3 місяці,3-4,1000,300,"Ні, не отримую",
