"X","Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты","Город","Размер.компании","Пол","Возраст","Образование","Уровень.английского","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"3778",NA,"Support","","","6","1.5",1550,400,"Львов","до 1000 человек","мужской",28,"Среднее","выше среднего","28/05/2013 14:39:07","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",6,1.5,"Львов",1550,NA,""
"3779",NA,"Project manager","","","6","6",1200,0,"Одесса","до 200 человек","мужской",29,"Незаконченное высшее","выше среднего","28/05/2013 14:39:15","Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.15",6,6,"other",1200,NA,"PM"
"3780",NA,"Software Engineer","Java","","5","2.5",1400,0,"Львов","свыше 1000 человек","мужской",28,"Высшее","выше среднего","28/05/2013 14:39:34","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",5,2.5,"Львов",1400,NA,"DEV"
"3781",NA,"HR","","","9","5",2000,0,"Харьков","до 200 человек","женский",33,"Два высших","выше среднего","28/05/2013 14:39:43","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",9,5,"Харьков",2000,NA,""
"3782",NA,"Senior Software Engineer","Flex/Flash/AIR","","10 и более лет","2.5",3500,200,"Киев","свыше 1000 человек","мужской",31,"Высшее","средний","28/05/2013 14:39:55","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",10,2.5,"Киев",3500,NA,"DEV"
"3783",NA,"Senior Software Engineer","Delphi","","10 и более лет","0.25",2500,500,"Киев","до 200 человек","мужской",35,"Высшее","выше среднего","28/05/2013 14:41:26","Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.15",10,0.25,"Киев",2500,NA,"DEV"
"3784",NA,"Software Engineer","Java","","2","1.5",1200,500,"Львов","до 10 человек","мужской",24,"Высшее","средний","28/05/2013 14:42:17","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",2,1.5,"Львов",1200,NA,"DEV"
"3785",NA,"System Architect / Системный архитектор","PHP","","7","0.5",5000,1500,"Днепр.","до 10 человек","мужской",28,"Высшее","выше среднего","28/05/2013 14:42:52","Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.15",7,0.5,"Днепр.",5000,NA,""
"3786",NA,"Software Engineer","C++","","10 и более лет","10 и более лет",2600,0,"Днепр.","до 10 человек","мужской",43,"Высшее","средний","28/05/2013 14:43:49","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0",10,10,"Днепр.",2600,NA,"DEV"
"3787",NA,"Junior QA engineer","","Manual QA","1.25","1.25",630,280,"Днепр.","свыше 1000 человек","мужской",28,"Незаконченное высшее","ниже среднего","28/05/2013 14:45:09","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",1.25,1.25,"Днепр.",630,NA,"QA"
"3788",NA,"Junior Software Engineer","C#/.NET","","меньше 3 месяцев","меньше 3 месяцев",300,0,"Винница","до 200 человек","мужской",22,"Незаконченное высшее","ниже среднего","28/05/2013 14:45:27","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",0,0,"other",300,NA,"DEV"
"3789",NA,"Senior Software Engineer","C#/.NET","","6","меньше 3 месяцев",2900,500,"Киев","до 200 человек","мужской",30,"Высшее","выше среднего","28/05/2013 14:45:48","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",6,0,"Киев",2900,NA,"DEV"
"3790",NA,"Software Engineer","PHP","","5","5",275,-50,"Запорожье","до 10 человек","мужской",25,"Высшее","средний","28/05/2013 14:46:32","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",5,5,"other",275,NA,"DEV"
"3791",NA,"Системный администратор","","","8.5","7",2000,200,"Харьков","свыше 1000 человек","мужской",30,"Высшее","средний","28/05/2013 14:48:49","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",8.5,7,"Харьков",2000,NA,"ADM"
"3792",NA,"Technical Lead","Java","","8","1",4500,0,"Киев","до 1000 человек","мужской",30,"Высшее","продвинутый","28/05/2013 14:49:46","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.93 Safari/537.36",8,1,"Киев",4500,NA,"SDEV"
"3793",NA,"Director of Engineering / Program Director","","","7","6",5000,0,"Киев","до 200 человек","мужской",27,"Высшее","продвинутый","28/05/2013 14:52:11","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",7,6,"Киев",5000,NA,"SPM"
"3794",NA,"HR","","","1.5","1.5",750,70,"Киев","до 10 человек","мужской",23,"Высшее","выше среднего","28/05/2013 14:52:25","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",1.5,1.5,"Киев",750,NA,""
"3795",NA,"Senior Project Manager / Program Manager","","","9","9",1500,500,"Чернигов","до 50 человек","мужской",26,"Высшее","ниже среднего","28/05/2013 14:52:43","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.29.13 (KHTML, like Gecko) Version/6.0.4 Safari/536.29.13",9,9,"other",1500,NA,"SPM"
"3796",NA,"Senior Software Engineer","C#/.NET","","10 и более лет","4",2650,0,"Киев","свыше 1000 человек","мужской",29,"Высшее","средний","28/05/2013 15:02:16","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",10,4,"Киев",2650,NA,"DEV"
"3797",NA,"Senior QA engineer","","Automation QA","8","4.5",2350,100,"Киев","до 1000 человек","мужской",31,"Высшее","средний","28/05/2013 15:03:07","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",8,4.5,"Киев",2350,NA,"QA"
"3798",NA,"Software Engineer","C","","4","1",1700,300,"Киев","свыше 1000 человек","мужской",26,"Высшее","выше среднего","28/05/2013 15:03:10","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",4,1,"Киев",1700,NA,"DEV"
"3799",NA,"Senior QA engineer","","Automation QA","2.5","1",1400,400,"Киев","до 50 человек","женский",23,"Высшее","средний","28/05/2013 15:03:52","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31",2.5,1,"Киев",1400,NA,"QA"
"3800",NA,"Software Engineer","C#/.NET","","3","2",1050,1050,"Симферополь","до 200 человек","мужской",27,"Высшее","средний","28/05/2013 15:06:23","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",3,2,"other",1050,NA,"DEV"
"3801",NA,"Senior Software Engineer","C++","","3.5","1.5",2700,200,"Киев","свыше 1000 человек","мужской",25,"Высшее","средний","28/05/2013 15:07:57","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31",3.5,1.5,"Киев",2700,NA,"DEV"
"3802",NA,"Junior Software Engineer","Java","","0.75","0.75",350,0,"Львов","свыше 1000 человек","мужской",24,"Высшее","ниже среднего","28/05/2013 15:11:25","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",0.75,0.75,"Львов",350,NA,"DEV"
"3803",NA,"Software Engineer","PHP","","3","1.75",1130,300,"Харьков","до 10 человек","мужской",24,"Незаконченное высшее","элементарный","28/05/2013 15:11:54","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",3,1.75,"Харьков",1130,NA,"DEV"
"3804",NA,"Software Engineer","C#/.NET","","2.5","1",1600,150,"Киев","до 50 человек","мужской",27,"Высшее","средний","28/05/2013 15:12:35","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",2.5,1,"Киев",1600,NA,"DEV"
"3805",NA,"QA Tech Lead","","General QA","10 и более лет","6",4000,300,"Киев","до 1000 человек","женский",35,"Высшее","продвинутый","28/05/2013 15:15:49","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",10,6,"Киев",4000,NA,"QA"
"3806",NA,"Senior Project Manager / Program Manager","","","7","0.5",3300,600,"Киев","свыше 1000 человек","женский",28,"Высшее","выше среднего","28/05/2013 15:19:19","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0",7,0.5,"Киев",3300,NA,"SPM"
"3807",NA,"Software Engineer","C#/.NET","","7","5",1000,100,"Киев","до 10 человек","мужской",27,"Высшее","элементарный","28/05/2013 15:21:54","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",7,5,"Киев",1000,NA,"DEV"
"3808",NA,"Team lead","","","3.5","3",2080,570,"Киев","свыше 1000 человек","мужской",25,"Высшее","продвинутый","28/05/2013 15:30:03","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",3.5,3,"Киев",2080,NA,"PM"
"3809",NA,"Senior Software Engineer","Flex/Flash/AIR","","10 и более лет","0.5",2300,200,"Львов","до 50 человек","мужской",34,"Высшее","выше среднего","28/05/2013 15:30:08","Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.15",10,0.5,"Львов",2300,NA,"DEV"
"3810",NA,"System Architect / Системный архитектор","Delphi","","9","3",2350,350,"Киев","до 200 человек","мужской",30,"Высшее","выше среднего","28/05/2013 15:30:30","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",9,3,"Киев",2350,NA,""
"3811",NA,"Technical Lead","C#/.NET","","10 и более лет","6",3100,200,"Киев","свыше 1000 человек","мужской",35,"Высшее","выше среднего","28/05/2013 15:30:36","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",10,6,"Киев",3100,NA,"SDEV"
"3812",NA,"Junior QA engineer","","General QA","2","1.5",950,100,"Харьков","до 1000 человек","мужской",26,"Высшее","ниже среднего","28/05/2013 15:32:53","Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.15",2,1.5,"Харьков",950,NA,"QA"
"3813",NA,"Senior Software Engineer","C++","","9","3",2000,200,"Одесса","до 200 человек","мужской",29,"Высшее","ниже среднего","28/05/2013 15:33:35","Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.15",9,3,"other",2000,NA,"DEV"
"3814",NA,"Верстальщик","","","3","0.5",1700,700,"Киев","до 200 человек","мужской",23,"Высшее","ниже среднего","28/05/2013 15:34:08","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",3,0.5,"Киев",1700,NA,""
"3815",NA,"QA engineer","","Automation QA","1.5","1.5",950,500,"Харьков","до 1000 человек","мужской",30,"Высшее","средний","28/05/2013 15:35:20","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",1.5,1.5,"Харьков",950,NA,"QA"
"3816",NA,"Senior QA engineer","","Manual QA","4.5","3.5",1615,285,"Киев","свыше 1000 человек","женский",26,"Высшее","выше среднего","28/05/2013 15:36:16","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",4.5,3.5,"Киев",1615,NA,"QA"
"3817",NA,"Software Engineer","SQL","","4","меньше 3 месяцев",1300,100,"Харьков","до 1000 человек","мужской",27,"Высшее","средний","28/05/2013 15:37:15","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0",4,0,"Харьков",1300,NA,"DEV"
"3818",NA,"Верстальщик","","","1.25","1.25",1400,600,"Киев","до 1000 человек","мужской",25,"Незаконченное высшее","средний","28/05/2013 15:37:19","Mozilla/5.0 (Windows NT 6.1; rv:20.0) Gecko/20100101 Firefox/20.0",1.25,1.25,"Киев",1400,NA,""
"3819",NA,"Senior Software Engineer","Java","","4","4",1800,200,"Донецк","до 200 человек","мужской",32,"Два высших","средний","28/05/2013 15:41:04","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0",4,4,"other",1800,NA,"DEV"
"3820",NA,"Software Engineer","C#/.NET","","2","2",1100,500,"Львов","до 50 человек","мужской",23,"Среднее","средний","28/05/2013 15:46:01","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31",2,2,"Львов",1100,NA,"DEV"
"3821",NA,"Software Engineer","Java","","2","2",1700,1000,"Киев","свыше 1000 человек","мужской",23,"Незаконченное высшее","ниже среднего","28/05/2013 15:47:06","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0",2,2,"Киев",1700,NA,"DEV"
"3822",NA,"Senior Software Engineer","C","","10 и более лет","6.5",3200,200,"Львов","свыше 1000 человек","мужской",33,"Высшее","средний","28/05/2013 15:47:34","Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.15",10,6.5,"Львов",3200,NA,"DEV"
"3823",NA,"Software Engineer","C#/.NET","","5.5","2.5",1200,400,"Черкассы","до 50 человек","мужской",26,"Высшее","выше среднего","28/05/2013 15:47:38","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",5.5,2.5,"other",1200,NA,"DEV"
"3824",NA,"Дизайнер","","","7","0.25",2000,1000,"Днепр.","до 1000 человек","мужской",27,"Незаконченное высшее","продвинутый","28/05/2013 15:47:56","Mozilla/5.0 (Windows NT 6.2; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0",7,0.25,"Днепр.",2000,NA,""
"3825",NA,"Senior Software Engineer","C#/.NET","","7","2",3000,0,"Киев","до 10 человек","мужской",34,"Высшее","выше среднего","28/05/2013 15:49:00","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",7,2,"Киев",3000,NA,"DEV"
"3826",NA,"Software Engineer","JavaScript","","2.5","1",2100,500,"Киев","до 1000 человек","мужской",23,"Высшее","ниже среднего","28/05/2013 15:49:29","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.93 Safari/537.36",2.5,1,"Киев",2100,NA,"DEV"
"3827",NA,"Senior Software Engineer","Ruby/Rails","","8","3",3000,0,"Киев","до 50 человек","мужской",33,"Среднее","выше среднего","28/05/2013 15:56:20","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.29.13 (KHTML, like Gecko) Version/6.0.4 Safari/536.29.13",8,3,"Киев",3000,NA,"DEV"
"3828",NA,"Junior Software Engineer","Java","","1.5","1.5",1200,0,"Киев","свыше 1000 человек","мужской",23,"Незаконченное высшее","ниже среднего","28/05/2013 15:57:32","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",1.5,1.5,"Киев",1200,NA,"DEV"
"3829",NA,"Senior Software Engineer","PHP","","4","меньше 3 месяцев",3200,500,"Киев","до 200 человек","мужской",25,"Высшее","средний","28/05/2013 16:05:28","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0",4,0,"Киев",3200,NA,"DEV"
"3830",NA,"Software Engineer","JavaScript","","3","меньше 3 месяцев",950,300,"Днепр.","до 10 человек","мужской",25,"Незаконченное высшее","средний","28/05/2013 16:07:09","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1516.3 Safari/537.36",3,0,"Днепр.",950,NA,"DEV"
"3831",NA,"Technical Lead","C#/.NET","","10 и более лет","меньше 3 месяцев",2500,500,"Симферополь","до 50 человек","мужской",39,"Высшее","выше среднего","28/05/2013 16:09:11","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0)",10,0,"other",2500,NA,"SDEV"
"3832",NA,"Software Engineer","C++","","3","0.75",1615,615,"Харьков","до 1000 человек","мужской",24,"Высшее","средний","28/05/2013 16:09:42","Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.15",3,0.75,"Харьков",1615,NA,"DEV"
"3833",NA,"Software Engineer","PHP","","6","0.5",2000,0,"Харьков","до 10 человек","мужской",27,"Высшее","средний","28/05/2013 16:12:42","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.93 Safari/537.36",6,0.5,"Харьков",2000,NA,"DEV"
"3834",NA,"DBA / Администратор баз данных","","","2.5","1.5",1150,250,"Киев","до 200 человек","мужской",23,"Высшее","ниже среднего","28/05/2013 16:15:06","Mozilla/5.0 (Windows NT 6.1; chromeframe/26.0.1410.43) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31",2.5,1.5,"Киев",1150,NA,"ADM"
"3835",NA,"Senior Software Engineer","C++","","6","5.5",2200,400,"Одесса","свыше 1000 человек","мужской",31,"Высшее","выше среднего","28/05/2013 16:23:03","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0",6,5.5,"other",2200,NA,"DEV"
"3836",NA,"Software Engineer","C#/.NET","","5.5","5",1250,150,"Донецк","до 50 человек","женский",28,"Высшее","средний","28/05/2013 16:23:39","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",5.5,5,"other",1250,NA,"DEV"
"3837",NA,"Software Engineer","PHP","","3","1.25",1300,300,"Харьков","до 50 человек","мужской",25,"Высшее","элементарный","28/05/2013 16:25:22","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.22 (KHTML, like Gecko) Ubuntu Chromium/25.0.1364.160 Chrome/25.0.1364.160 Safari/537.22",3,1.25,"Харьков",1300,NA,"DEV"
"3838",NA,"Senior Software Engineer","SQL","","10 и более лет","1",2800,600,"Киев","свыше 1000 человек","мужской",33,"Высшее","ниже среднего","28/05/2013 16:40:06","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",10,1,"Киев",2800,NA,"DEV"
"3839",NA,"Team lead","","","6.5","6.5",800,800,"Киев","до 10 человек","женский",26,"Высшее","средний","28/05/2013 16:40:26","Mozilla/5.0 (Windows NT 5.1; rv:16.0) Gecko/20100101 Firefox/16.0",6.5,6.5,"Киев",800,NA,"PM"
"3840",NA,"Software Engineer","Flex/Flash/AIR","","4","2",3200,800,"Киев","до 1000 человек","мужской",28,"Высшее","средний","28/05/2013 16:46:47","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0",4,2,"Киев",3200,NA,"DEV"
"3841",NA,"Senior Software Engineer","C#/.NET","","6","6",1600,100,"Симферополь","до 50 человек","мужской",29,"Высшее","средний","28/05/2013 16:46:56","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",6,6,"other",1600,NA,"DEV"
"3842",NA,"Software Engineer","C#/.NET","","4.5","1",1815,0,"Харьков","до 1000 человек","мужской",25,"Высшее","выше среднего","28/05/2013 16:50:07","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0",4.5,1,"Харьков",1815,NA,"DEV"
"3843",NA,"Senior Software Engineer","C++","","9","2.5",3300,0,"Киев","до 50 человек","мужской",30,"Высшее","выше среднего","28/05/2013 16:50:16","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0",9,2.5,"Киев",3300,NA,"DEV"
"3844",NA,"Software Engineer","Flex/Flash/AIR","","3.5","0.5",2500,1000,"Киев","до 10 человек","мужской",26,"Высшее","ниже среднего","28/05/2013 17:02:30","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",3.5,0.5,"Киев",2500,NA,"DEV"
"3845",NA,"Senior Software Engineer","C++","","10 и более лет","1",2600,0,"Киев","свыше 1000 человек","мужской",35,"Высшее","средний","28/05/2013 17:05:51","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1",10,1,"Киев",2600,NA,"DEV"
"3846",NA,"Software Engineer","PHP","","1.75","1.25",1600,300,"Киев","до 50 человек","мужской",23,"Высшее","средний","28/05/2013 17:08:19","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.93 Safari/537.36",1.75,1.25,"Киев",1600,NA,"DEV"
"3847",NA,"Software Engineer","C#/.NET","","5.5","4.5",1900,400,"Харьков","до 10 человек","мужской",28,"Высшее","ниже среднего","28/05/2013 17:09:14","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",5.5,4.5,"Харьков",1900,NA,"DEV"
"3848",NA,"Software Engineer","Objective-C","","4","2.5",2750,1000,"Киев","до 10 человек","мужской",24,"Среднее","продвинутый","28/05/2013 17:09:28","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",4,2.5,"Киев",2750,NA,"DEV"
"3849",NA,"Software Engineer","C++","","1","1",1200,0,"Киев","до 200 человек","мужской",31,"Высшее","ниже среднего","28/05/2013 17:09:44","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",1,1,"Киев",1200,NA,"DEV"
"3850",NA,"Senior Software Engineer","C++","","10 и более лет","1.75",2200,200,"Харьков","до 50 человек","мужской",33,"Незаконченное высшее","ниже среднего","28/05/2013 17:13:26","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",10,1.75,"Харьков",2200,NA,"DEV"
"3851",NA,"Senior Software Engineer","Ruby/Rails","","6","4",2000,0,"Днепр.","до 50 человек","мужской",34,"Высшее","ниже среднего","28/05/2013 17:16:16","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.93 Safari/537.36",6,4,"Днепр.",2000,NA,"DEV"
"3852",NA,"Senior Software Engineer","Java","","6","5.5",2755,200,"Харьков","до 1000 человек","мужской",27,"Высшее","выше среднего","28/05/2013 17:26:26","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",6,5.5,"Харьков",2755,NA,"DEV"
"3854",NA,"Senior Software Engineer","PHP","","6.5","меньше 3 месяцев",2500,1300,"Львов","до 200 человек","мужской",28,"Два высших","выше среднего","28/05/2013 17:31:33","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0",6.5,0,"Львов",2500,NA,"DEV"
"3855",NA,"Project manager","","","10 и более лет","2",3350,200,"Киев","свыше 1000 человек","мужской",37,"Высшее","продвинутый","28/05/2013 17:40:44","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",10,2,"Киев",3350,NA,"PM"
"3856",NA,"Software Engineer","Delphi","","2.5","2.5",350,0,"Львов","до 50 человек","мужской",40,"Два высших","средний","28/05/2013 17:52:59","Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20100101 Firefox/21.0",2.5,2.5,"Львов",350,NA,"DEV"
"3857",NA,"Senior Software Engineer","C#/.NET","","8","3",3000,0,"Харьков","свыше 1000 человек","мужской",28,"Высшее","средний","28/05/2013 17:55:17","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",8,3,"Харьков",3000,NA,"DEV"
"3858",NA,"Software Engineer","Objective-C","","1.25","0.25",1200,900,"Харьков","до 200 человек","мужской",27,"Высшее","средний","28/05/2013 18:00:33","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:21.0) Gecko/20100101 Firefox/21.0",1.25,0.25,"Харьков",1200,NA,"DEV"
"3859",NA,"Senior Software Engineer","PHP","","4","1.5",1700,200,"Харьков","до 10 человек","мужской",25,"Высшее","ниже среднего","28/05/2013 18:01:09","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36 AlexaToolbar/alxg-3.1",4,1.5,"Харьков",1700,NA,"DEV"
"3860",NA,"Team lead","","","2.5","2.5",2500,1500,"Киев","до 1000 человек","мужской",24,"Среднее","средний","28/05/2013 18:05:57","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0",2.5,2.5,"Киев",2500,NA,"PM"
"3861",NA,"Senior QA engineer","","Manual QA","7","7",1700,0,"Харьков","до 1000 человек","мужской",30,"Высшее","средний","28/05/2013 18:06:57","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",7,7,"Харьков",1700,NA,"QA"
"3862",NA,"Senior Software Engineer","PHP","","4.5","3",2900,300,"Киев","до 200 человек","мужской",26,"Высшее","выше среднего","28/05/2013 18:11:53","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",4.5,3,"Киев",2900,NA,"DEV"
