,Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,Зарплата в месяц,Изменение зарплаты,Город,Размер компании,Пол,Возраст,Образование,Уровень английского,Дата заполнения,User-Agent
,QA engineer,,Automation QA,1,0.25,1125,300,Киев,до 200 человек,m,24,Высшее,средний,12/06/2013 14:39:10,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Senior Software Engineer,C#/.NET,,10 и более лет,2.5,2815,165,Львов,до 200 человек,m,37,Высшее,выше среднего,12/06/2013 14:55:15,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0
,Junior Software Engineer,C#/.NET,,0.75,0.75,600,100,Симферополь,до 50 человек,m,24,Высшее,ниже среднего,12/06/2013 14:59:34,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Junior QA engineer,,Automation QA,1,1,450,150,Львов,свыше 1000 человек,f,22,Незаконченное высшее,ниже среднего,12/06/2013 15:00:42,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0
,Senior QA engineer,,General QA,6,2,2100,0,Киев,до 50 человек,m,26,Высшее,выше среднего,12/06/2013 15:11:40,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0
,QA Tech Lead,,Automation QA,7,7,2600,400,Львов,свыше 1000 человек,f,29,Высшее,выше среднего,12/06/2013 15:18:05,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:19.0) Gecko/20100101 Firefox/19.0
,QA engineer,,Manual QA,2,2,1425,375,Харьков,до 200 человек,m,31,Незаконченное высшее,ниже среднего,12/06/2013 15:20:36,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0
,Верстальщик,,,2.5,0.75,500,200,Харьков,до 50 человек,f,27,Высшее,элементарный,12/06/2013 15:47:53,Opera/9.80 (Windows NT 6.2; WOW64) Presto/2.12.388 Version/12.15
,Software Engineer,C#/.NET,,2.5,2,1500,100,Харьков,до 200 человек,m,26,Высшее,средний,12/06/2013 15:51:07,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0
,Senior QA engineer,,Manual QA,5,1.5,3300,400,Киев,до 200 человек,m,25,Два высших,продвинутый,12/06/2013 15:53:58,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0
,Senior QA engineer,,Manual QA,5,2,2000,500,Киев,свыше 1000 человек,m,27,Высшее,средний,12/06/2013 16:07:52,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Team lead,,,10 и более лет,2,3350,400,Одесса,до 1000 человек,m,31,Высшее,продвинутый,12/06/2013 16:33:13,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36"
,Технический писатель,,,4,4,1200,0,Львов,свыше 1000 человек,f,26,Высшее,продвинутый,12/06/2013 17:18:41,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Системный администратор,,,2.5,1.5,750,0,Киев,до 10 человек,m,25,Высшее,средний,12/06/2013 17:28:49,Opera/9.80 (Windows NT 6.1; WOW64; Edition Ukraine Local) Presto/2.12.388 Version/12.15
,QA engineer,,General QA,3.5,2,1900,300,Харьков,до 200 человек,f,26,Высшее,выше среднего,12/06/2013 17:51:36,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Junior QA engineer,,Manual QA,1.5,0.75,1000,0,Киев,свыше 1000 человек,m,27,Высшее,средний,12/06/2013 18:21:28,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Junior QA engineer,,Manual QA,меньше 3 месяцев,0.25,700,0,Киев,до 1000 человек,m,24,Высшее,выше среднего,12/06/2013 18:31:33,"Mozilla/5.0 (Windows NT 5.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31"
,Junior QA engineer,,Manual QA,0.25,0.25,430,0,Днепропетровск,до 50 человек,f,23,Высшее,элементарный,12/06/2013 18:40:53,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Системный администратор,,,9,меньше 3 месяцев,3000,-500,Киев,до 1000 человек,m,32,Высшее,средний,12/06/2013 19:21:10,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0
,Senior QA engineer,,Manual QA,2.5,2.5,1710,400,Киев,свыше 1000 человек,f,28,Высшее,выше среднего,12/06/2013 19:43:29,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Junior Software Engineer,C#/.NET,,меньше 3 месяцев,меньше 3 месяцев,300,0,Львов,свыше 1000 человек,m,20,Незаконченное высшее,выше среднего,12/06/2013 21:33:44,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0)
,Senior Software Engineer,Java,,9,1.5,3300,400,Киев,до 200 человек,m,30,Высшее,ниже среднего,12/06/2013 22:11:51,Opera/9.80 (X11; Linux x86_64; Edition Linux Mint) Presto/2.12.388 Version/12.15
,Senior Software Engineer,Java,,5,2.5,3000,300,Киев,до 1000 человек,m,25,Два высших,выше среднего,13/06/2013 00:20:07,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Software Engineer,Objective-C,,1.5,0.5,1100,300,Днепропетровск,до 10 человек,m,23,Высшее,средний,13/06/2013 06:06:32,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Junior Software Engineer,C#/.NET,,меньше 3 месяцев,меньше 3 месяцев,300,600,Киев,свыше 1000 человек,m,22,Незаконченное высшее,средний,13/06/2013 08:06:09,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Software Engineer,Python,,7,2,3300,300,Киев,до 1000 человек,m,28,Высшее,продвинутый,13/06/2013 08:55:07,"Mozilla/5.0 (Linux; U; Android 4.1.2; en-gb; GT-I9300 Build/JZO54K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
,Senior Software Engineer,C++,,8,1,2700,1000,Донецк,до 50 человек,m,27,Незаконченное высшее,ниже среднего,13/06/2013 09:15:29,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36"
,Senior QA engineer,,Manual QA,2.5,2.5,1120,120,Винница,до 200 человек,m,29,Два высших,средний,13/06/2013 09:24:37,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Software Engineer,C#/.NET,,1.5,0.25,2445,1000,Киев,до 10 человек,m,36,Высшее,средний,13/06/2013 09:51:14,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36"
,QA Tech Lead,,General QA,8,7,2500,0,Киев,свыше 1000 человек,m,32,Среднее,средний,13/06/2013 11:48:35,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,QA Tech Lead,,Manual QA,1.75,1.75,1210,500,Одесса,до 1000 человек,m,28,Высшее,средний,13/06/2013 11:57:11,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Software Engineer,PHP,,10 и более лет,0.75,2000,200,Киев,до 10 человек,m,33,Высшее,средний,13/06/2013 12:01:30,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1"
,Junior Software Engineer,Ruby/Rails,,0.75,0.5,650,300,Киев,до 50 человек,m,21,Незаконченное высшее,средний,13/06/2013 12:01:33,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Верстальщик,,,5.5,1.5,1500,400,Киев,до 50 человек,m,25,Незаконченное высшее,средний,13/06/2013 12:03:34,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Senior Software Engineer,C#/.NET,,8,1,2700,700,Львов,до 200 человек,m,28,Незаконченное высшее,средний,13/06/2013 12:03:43,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Software Engineer,C#/.NET,,3,1.75,2185,500,Киев,свыше 1000 человек,f,24,Высшее,выше среднего,13/06/2013 12:04:05,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Technical Lead,Java,,5,2.5,3000,0,Одесса,до 10 человек,m,25,Высшее,выше среднего,13/06/2013 12:04:39,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.22 (KHTML, like Gecko) Ubuntu/11.10 Chromium/25.0.1364.172 Chrome/25.0.1364.172 Safari/537.22"
,Senior Software Engineer,C#/.NET,,10 и более лет,9,3000,200,Львов,до 200 человек,m,35,Высшее,выше среднего,13/06/2013 12:04:57,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Project manager,,,2.5,2.5,1000,400,Львов,до 1000 человек,m,24,Высшее,выше среднего,13/06/2013 12:05:15,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Software Engineer,PHP,,4,0.75,1400,200,Харьков,до 200 человек,m,23,Среднее,ниже среднего,13/06/2013 12:06:08,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0
,HR,,,5,1.25,800,0,Одесса,до 1000 человек,f,28,Высшее,выше среднего,13/06/2013 12:06:26,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Senior Software Engineer,Python,,3,0.5,3000,500,Киев,до 200 человек,m,26,Высшее,выше среднего,13/06/2013 12:06:55,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Senior Software Engineer,Java (Android),,3.5,1.5,3700,200,Киев,до 1000 человек,m,28,Два высших,средний,13/06/2013 12:07:35,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Junior Software Engineer,C++,,1.5,1.5,1350,0,Харьков,до 10 человек,m,23,Высшее,продвинутый,13/06/2013 12:07:58,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:20.0) Gecko/20100101 Firefox/20.0
,Дизайнер,,,4,0.25,1960,200,Киев,до 50 человек,m,26,Высшее,ниже среднего,13/06/2013 12:08:32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0
,Senior Project Manager / Program Manager,,,6,2,3000,750,Харьков,до 50 человек,m,28,Высшее,выше среднего,13/06/2013 12:09:49,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Software Engineer,C++,,10 и более лет,2.5,1900,0,Киев,до 200 человек,m,47,Высшее,продвинутый,13/06/2013 12:10:50,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Maxthon/3.0 Chrome/22.0.1229.79 Safari/537.1"
,Team lead,,,6.5,3,1800,400,Житомир,до 50 человек,m,24,Высшее,средний,13/06/2013 12:11:19,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Junior QA engineer,,General QA,0.5,0.5,700,100,Киев,до 200 человек,m,20,Незаконченное высшее,элементарный,13/06/2013 12:12:36,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Software Engineer,Ruby/Rails,,2,1,2000,800,Львов,до 50 человек,m,25,Высшее,средний,13/06/2013 12:14:16,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Верстальщик,,,4,4,900,0,Житомир,до 10 человек,m,32,Два высших,выше среднего,13/06/2013 12:14:42,Mozilla/5.0 (Windows NT 6.1; rv:21.0) Gecko/20100101 Firefox/21.0
,Junior Software Engineer,Java,,1.5,меньше 3 месяцев,750,400,Львов,свыше 1000 человек,m,20,Незаконченное высшее,выше среднего,13/06/2013 12:17:23,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Project manager,,,3,1.5,1550,0,Харьков,до 1000 человек,f,25,Высшее,продвинутый,13/06/2013 12:17:46,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0
,Системный администратор,,,6,5,1200,0,Киев,до 50 человек,m,28,Высшее,средний,13/06/2013 12:18:03,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Гейм-дизайнер,,,5,0.25,1500,-300,Киев,до 1000 человек,m,32,Высшее,средний,13/06/2013 12:18:23,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36"
,Software Engineer,C++,,2.5,2.5,1000,200,Львов,до 50 человек,m,22,Высшее,элементарный,13/06/2013 12:19:10,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36"
,Senior Software Engineer,Java,,8,2,3600,300,Киев,до 200 человек,m,33,Высшее,продвинутый,13/06/2013 12:19:30,MedioorDownloader
,Системный администратор,,,10 и более лет,2,3500,500,Харьков,до 1000 человек,m,30,Высшее,средний,13/06/2013 12:19:53,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Sales manager,,,0.75,0.75,1300,800,Одесса,до 10 человек,f,23,Высшее,выше среднего,13/06/2013 12:20:19,Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.14
,Верстальщик,,,3,меньше 3 месяцев,1300,400,Львов,до 50 человек,m,25,Высшее,ниже среднего,13/06/2013 12:21:11,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Project manager,,,3,0.25,3200,800,Киев,до 50 человек,m,31,Среднее,выше среднего,13/06/2013 12:21:35,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Senior Project Manager / Program Manager,,,10 и более лет,2,1500,0,Киев,свыше 1000 человек,m,45,Высшее,средний,13/06/2013 12:22:04,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Software Engineer,Java,,2,0.25,1900,600,Одесса,до 200 человек,m,26,Высшее,средний,13/06/2013 12:23:32,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,HR,,,0.5,0.5,250,0,Харьков,до 50 человек,f,22,Высшее,средний,13/06/2013 12:23:36,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.22 (KHTML, like Gecko) Ubuntu Chromium/25.0.1364.160 Chrome/25.0.1364.160 Safari/537.22"
,Team lead,,,7,6,2960,0,Одесса,до 1000 человек,m,27,Высшее,продвинутый,13/06/2013 12:24:45,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Senior Project Manager / Program Manager,,,7,4.5,3000,1000,Днепропетровск,до 50 человек,m,28,Высшее,выше среднего,13/06/2013 12:25:27,Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20100101 Firefox/21.0
,Senior Software Engineer,Ruby/Rails,,6,1,3125,400,Киев,до 1000 человек,m,25,Высшее,выше среднего,13/06/2013 12:29:44,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Project manager,,,2,1,1000,200,Харьков,до 50 человек,f,24,Высшее,средний,13/06/2013 12:31:01,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Дизайнер,,,9,0.5,2500,1000,Киев,до 50 человек,m,28,Незаконченное высшее,ниже среднего,13/06/2013 12:31:27,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Software Engineer,C#/.NET,,1,1,1200,600,Киев,до 10 человек,m,21,Незаконченное высшее,элементарный,13/06/2013 12:32:09,Mozilla/5.0 (compatible; MSIE 10.0; Windows Phone 8.0; Trident/6.0; IEMobile/10.0; ARM; Touch; NOKIA; Lumia 920)
,HR,,,2.5,1.5,650,0,Киев,до 10 человек,f,27,Высшее,выше среднего,13/06/2013 12:35:04,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Senior QA engineer,,General QA,4.5,2.5,1520,200,Львов,до 1000 человек,m,27,Высшее,выше среднего,13/06/2013 12:35:07,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Software Engineer,Ruby/Rails,,2.5,0.75,2500,1300,Львов,до 50 человек,m,25,Высшее,выше среднего,13/06/2013 12:36:07,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Верстальщик,,,2,2,500,200,Львов,до 10 человек,m,21,Высшее,ниже среднего,13/06/2013 12:38:20,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Senior Software Engineer,PHP,,4,2.5,3250,250,Киев,до 50 человек,m,30,Кандидат,выше среднего,13/06/2013 12:38:59,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Software Engineer,C#/.NET,,6,0.5,2500,500,Харьков,до 50 человек,m,26,Высшее,средний,13/06/2013 12:40:10,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Senior Project Manager / Program Manager,,,6,2,2900,400,Одесса,до 1000 человек,m,33,Высшее,выше среднего,13/06/2013 12:40:43,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.29.13 (KHTML, like Gecko) Version/6.0.4 Safari/536.29.13"
,Senior Software Engineer,Java,,8,8,2500,500,Одесса,до 200 человек,m,29,Высшее,средний,13/06/2013 12:41:23,Mozilla/5.0 (Windows NT 5.1; rv:15.0) Gecko/20100101 Firefox/15.0.1
,QA engineer,,Manual QA,2.5,1.75,1000,300,Киев,до 1000 человек,f,32,Высшее,средний,13/06/2013 12:44:39,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,HR,,,9,3,3500,1000,Киев,до 1000 человек,f,29,Высшее,средний,13/06/2013 12:46:02,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Системный администратор,,,меньше 3 месяцев,меньше 3 месяцев,200,0,Донецк,до 10 человек,m,22,Незаконченное высшее,средний,13/06/2013 12:51:53,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Software Engineer,PHP,,2,2,550,80,Харьков,до 1000 человек,m,22,Незаконченное высшее,средний,13/06/2013 12:54:49,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Senior QA engineer,,Automation QA,8,0.5,2500,100,Киев,свыше 1000 человек,f,30,Высшее,продвинутый,13/06/2013 12:57:06,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Senior Software Engineer,C#/.NET,,6.5,4.5,1500,0,Луганск,до 10 человек,m,26,Высшее,выше среднего,13/06/2013 12:59:46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Software Engineer,PHP,,6,2,1500,0,Черновцы,до 200 человек,m,31,Высшее,ниже среднего,13/06/2013 13:02:46,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,QA engineer,,General QA,1.25,1.25,1300,400,Киев,до 200 человек,f,27,Высшее,средний,13/06/2013 13:03:15,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Senior Project Manager / Program Manager,,,4,10 и более лет,5000,500,Одесса,до 1000 человек,m,33,Высшее,выше среднего,13/06/2013 13:04:55,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Senior Software Engineer,C#/.NET,,10 и более лет,2,2600,100,Киев,до 50 человек,m,34,Высшее,продвинутый,13/06/2013 13:07:19,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Junior Software Engineer,PHP,,1.25,0.25,1000,350,Киев,до 10 человек,m,23,Высшее,ниже среднего,13/06/2013 13:07:35,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.93 Safari/537.36"
,Senior Software Engineer,C++,,10 и более лет,2.5,3100,300,Херсон,до 10 человек,m,44,Высшее,средний,13/06/2013 13:10:56,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Senior Software Engineer,C#/.NET,,6.5,2,2200,300,Винница,до 10 человек,m,28,Высшее,выше среднего,13/06/2013 13:14:33,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36"
,DBA / Администратор баз данных,,,6,4,2000,300,Киев,до 50 человек,m,28,Высшее,элементарный,13/06/2013 13:16:09,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,PHP,,2.5,0.75,1200,200,Днепропетровск,до 50 человек,m,25,Высшее,ниже среднего,13/06/2013 13:17:09,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:21.0) Gecko/20100101 Firefox/21.0
,Technical Lead,C#/.NET,,2.5,меньше 3 месяцев,3000,1000,Киев,до 200 человек,m,26,Высшее,средний,13/06/2013 13:17:34,Opera/9.80 (Windows NT 6.1; Win64; x64) Presto/2.12.388 Version/12.15
,Project manager,,,3,2,2500,500,Киев,до 50 человек,f,25,Высшее,продвинутый,13/06/2013 13:18:32,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Support,,,4,3,1700,100,Киев,до 1000 человек,m,30,Высшее,ниже среднего,13/06/2013 13:19:44,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) RockMelt/0.16.91.483 Chrome/16.0.912.77 Safari/535.7"
,Director of Engineering / Program Director,,,7,6,3650,800,Симферополь,до 200 человек,m,31,Высшее,средний,13/06/2013 13:26:15,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,QA engineer,,Manual QA,3,меньше 3 месяцев,1700,200,Киев,свыше 1000 человек,m,26,Высшее,средний,13/06/2013 13:33:40,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.2.0.0 Safari/537.22"
,Technical Lead,Java,,5.5,меньше 3 месяцев,4150,950,Харьков,свыше 1000 человек,m,34,Высшее,выше среднего,13/06/2013 13:37:21,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.93 Safari/537.36"
,Junior QA engineer,,Manual QA,3,3,700,300,Львов,до 1000 человек,m,25,Высшее,ниже среднего,13/06/2013 13:41:42,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Бизнес-аналитик,,,7,1,2600,0,Киев,до 50 человек,m,32,Высшее,средний,13/06/2013 13:56:56,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0
,Дизайнер,,,1,0.25,600,0,Киев,до 10 человек,m,24,Высшее,выше среднего,13/06/2013 13:57:41,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0
,Junior Software Engineer,Java,,1,1,800,150,Киев,до 1000 человек,m,23,Высшее,средний,13/06/2013 13:58:12,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
