,Возраст,Пол,Должность,Образование,Язык программирования,Индустрия,Предметная область,Доп. специализация,Общий опыт работы,Опыт работы на текущем месте,Средняя зарплата в месяц,Валюта,Годовые премии и бонусы,Валюта,Размер компании,Город,Уровень английского,Дата заполнения,User-Agent
,22,f,Junior QA engineer,Высшее,,Нету,,Manual QA,0.75,меньше 3 месяцев,450,d,0,d,до 100 человек,Львов,продвинутый,26/12/2011 13:48:01,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,21,m,Junior Software Engineer,Незаконченное высшее,Java,Нету,,,1.5,1,560,d,0,d,до 50 человек,Николаев,средний,26/12/2011 13:53:52,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,25,m,Software Engineer,Высшее,Python,Нету,,,7,0.75,1700,d,0,d,до 200 человек,Львов,продвинутый,26/12/2011 14:00:04,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,29,m,Системный администратор,Высшее,,Нету,,,8,меньше 3 месяцев,3000,h,0,d,до 10 человек,Полтава,элементарный,26/12/2011 14:09:23,Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.10.229 Version/11.60
,25,f,Дизайнер,Высшее,,Нету,,,4,0.75,5000,h,0,d,до 50 человек,Львов,ниже среднего,26/12/2011 14:10:24,Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.24) Gecko/20111103 Firefox/3.6.24
,28,m,Director of Engineering / Program Director,Высшее,,Нету,,,6,2,5000,d,0,d,до 10 человек,Киев,выше среднего,26/12/2011 14:20:14,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,27,m,System Architect,Высшее,PHP,Нету,,,5,1,13000,h,0,d,до 50 человек,Киев,выше среднего,26/12/2011 14:21:13,Mozilla/5.0 (Windows NT 5.1; rv:8.0.1) Gecko/20100101 Firefox/8.0.1
,25,m,Junior QA engineer,Высшее,,Нету,,Manual QA,1.5,меньше 3 месяцев,900,d,0,d,до 1000 человек,Львов,выше среднего,26/12/2011 14:31:07,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:9.0.1) Gecko/20100101 Firefox/9.0.1
,21,m,Junior Software Engineer,Незаконченное высшее,Objective-C,Нету,,,0.5,0.5,500,d,0,d,до 10 человек,Львов,ниже среднего,26/12/2011 14:34:08,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,26,m,Software Engineer,Высшее,C++,Нету,,,3,1,1500,d,1500,d,до 50 человек,Киев,выше среднего,26/12/2011 14:37:24,Mozilla/5.0 (Windows NT 5.1; rv:8.0.1) Gecko/20100101 Firefox/8.0.1
,24,m,Системный администратор,Высшее,,Нету,,,2,0.5,235,d,0,d,до 10 человек,Черкассы,элементарный,26/12/2011 14:37:33,Opera/9.80 (X11; Linux i686; U; ru) Presto/2.9.168 Version/11.51
,26,m,Senior Software Engineer,Высшее,C#/.NET,Нету,,,5.5,5.5,2200,d,0,d,до 10 человек,Киев,средний,26/12/2011 14:57:06,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,25,m,QA Tech Lead,Высшее,,Нету,,General QA,3,0.25,2600,d,0,d,до 1000 человек,Киев,продвинутый,26/12/2011 15:04:06,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,33,m,Project manager,Высшее,,Нету,,,10 и более лет,7,2500,d,0,d,до 50 человек,Киев,средний,26/12/2011 15:10:28,Opera/9.80 (Windows NT 5.1; U; IBM EVV/3.0/EAK01AG9/LE; ru) Presto/2.10.229 Version/11.60
,27,f,Junior QA engineer,Высшее,,Нету,,Manual QA,меньше 3 месяцев,меньше 3 месяцев,300,d,0,d,до 10 человек,Киев,средний,26/12/2011 15:15:18,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,26,m,Senior Software Engineer,Высшее,Java,Нету,,,5.5,5.5,3000,d,0,d,до 100 человек,Львов,выше среднего,26/12/2011 15:16:17,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.124 Safari/534.30"
,39,m,Senior Software Engineer,Высшее,PHP,Нету,,,5,0.25,1500,d,0,d,до 100 человек,Львов,ниже среднего,26/12/2011 15:22:01,Mozilla/5.0 (Ubuntu; X11; Linux i686; rv:8.0) Gecko/20100101 Firefox/8.0
,25,m,Software Engineer,Высшее,Java,Нету,,,4,2,2050,d,0,d,до 100 человек,Киев,выше среднего,26/12/2011 15:22:40,Mozilla/5.0 (Windows NT 5.1; rv:8.0.1) Gecko/20100101 Firefox/8.0.1
,26,f,Technical Lead,Высшее,C++,Нету,,,7,3,2800,d,0,d,до 200 человек,Одесса,выше среднего,26/12/2011 15:34:56,Mozilla/5.0 (Windows NT 5.1; rv:8.0) Gecko/20100101 Firefox/8.0
,25,m,Project manager,Высшее,,Нету,,,2,0.75,1700,d,1700,d,до 100 человек,Харьков,продвинутый,26/12/2011 15:37:16,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0
,25,m,Senior Software Engineer,Высшее,Python,Нету,,,3,3,1000,d,1000,d,до 50 человек,Львов,средний,26/12/2011 16:11:02,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,25,m,Senior Software Engineer,Высшее,C#/.NET,Нету,,,5,4,2500,d,0,d,до 50 человек,Харьков,средний,26/12/2011 16:15:11,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,30,m,Junior Software Engineer,Высшее,Java,Нету,,,1,1,5000,h,0,d,до 10 человек,Киев,средний,26/12/2011 16:22:35,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,23,m,Гейм-дизайнер,Высшее,,Нету,,,2,меньше 3 месяцев,800,d,0,d,до 50 человек,Киев,средний,26/12/2011 16:33:56,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,26,m,Software Engineer,Высшее,Java,Нету,,,4,меньше 3 месяцев,2600,d,0,d,до 1000 человек,Киев,выше среднего,26/12/2011 16:34:06,Mozilla/5.0 (Windows NT 6.1; rv:8.0) Gecko/20100101 Firefox/8.0
,25,m,Системный администратор,Высшее,,Нету,,,3,2,1000,d,0,d,до 10 человек,Донецк,ниже среднего,26/12/2011 16:40:28,Mozilla/5.0 (Windows NT 5.1; rv:8.0.1) Gecko/20100101 Firefox/8.0.1
,27,m,QA engineer,Незаконченное высшее,,Нету,,Manual QA,6,6,500,d,1,d,до 200 человек,Винница,ниже среднего,26/12/2011 16:42:13,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,24,f,Software Engineer,Высшее,Java,Нету,,,1,1,800,d,0,d,до 10 человек,Харьков,средний,26/12/2011 16:45:29,Mozilla/5.0 (Ubuntu; X11; Linux x86_64; rv:8.0) Gecko/20100101 Firefox/8.0
,26,m,Technical Lead,Высшее,C#/.NET,Нету,,,4,2,1000,d,1000,d,до 50 человек,Чернигов,ниже среднего,26/12/2011 16:46:52,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,24,m,Software Engineer,Высшее,C#/.NET,Нету,,,4,0.25,2500,d,0,d,до 100 человек,Киев,продвинутый,26/12/2011 16:47:29,Opera/9.80 (Windows NT 6.1; U; en) Presto/2.10.229 Version/11.60
,22,m,QA engineer,Незаконченное высшее,,Нету,,Automation QA,3.5,0.25,2000,d,0,d,до 1000 человек,Киев,ниже среднего,26/12/2011 17:02:25,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:7.0.1) Gecko/20100101 Firefox/7.0.1
,24,m,Technical Lead,Среднее,JavaScript,Нету,,,меньше 3 месяцев,меньше 3 месяцев,1500,d,500,d,до 10 человек,Киев,элементарный,26/12/2011 17:22:18,Opera/9.80 (Windows NT 6.1; U; Edition Ukraine Local; ru) Presto/2.10.229 Version/11.60
,26,m,Системный администратор,Высшее,,Нету,,,2.5,2.5,1000,d,1000,d,до 10 человек,Киев,средний,26/12/2011 17:24:09,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,37,m,Senior Software Engineer,Высшее,Java,Нету,,,5,0.5,2220,d,0,d,до 1000 человек,Днепропетровск,выше среднего,26/12/2011 17:36:07,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-GB; rv:1.9.2.25) Gecko/20111212 Firefox/3.6.25 GTB7.1 ( .NET CLR 3.5.30729; .NET4.0E)
,22,m,Software Engineer,Незаконченное высшее,PHP,Нету,,,4.5,4,1999,d,500,d,до 10 человек,Киев,ниже среднего,26/12/2011 17:38:56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,25,m,Software Engineer,Незаконченное высшее,Java,Нету,,,1,0.5,1300,d,0,d,до 1000 человек,Львов,выше среднего,26/12/2011 17:48:40,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,24,m,Senior Software Engineer,Высшее,C++,Нету,,,5,5,2900,d,0,d,до 200 человек,Киев,средний,26/12/2011 18:18:11,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0.1) Gecko/20100101 Firefox/8.0.1
,0,m,Senior Software Engineer,Высшее,PHP,Нету,,,9,2,2500,d,0,d,до 100 человек,Киев,выше среднего,26/12/2011 18:25:09,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; BOIE9;RURU)
,35,m,Project manager,Высшее,Python,Нету,,,5,1,3700,d,0,d,до 200 человек,Одесса,средний,26/12/2011 18:35:58,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:8.0.1) Gecko/20100101 Firefox/8.0.1
,28,m,Team lead,Высшее,,Нету,,,8,3.5,1250,d,0,d,до 50 человек,Киев,средний,26/12/2011 18:36:08,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,31,m,Senior Software Engineer,Высшее,Java,Нету,,,10 и более лет,5.5,3600,d,0,d,до 200 человек,Киев,выше среднего,26/12/2011 18:36:31,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.12 Safari/535.11"
,24,m,Junior QA engineer,Высшее,,Нету,,Manual QA,1.5,1.5,700,d,0,d,до 200 человек,Львов,средний,26/12/2011 18:43:45,Mozilla/5.0 (Windows NT 5.1; rv:8.0) Gecko/20100101 Firefox/8.0
,23,m,Software Engineer,Незаконченное высшее,JavaScript,Нету,,,0.5,0.5,1200,d,0,d,до 1000 человек,Львов,средний,26/12/2011 18:50:53,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,23,m,Software Engineer,Высшее,C#/.NET,Нету,,,1.5,1.5,500,d,250,d,до 50 человек,Чернигов,средний,26/12/2011 19:03:19,Opera/9.80 (Windows NT 5.1; U; ru) Presto/2.10.229 Version/11.60
,24,m,Junior QA engineer,Высшее,,Нету,,Manual QA,0.5,0.5,5000,h,0,d,до 100 человек,Киев,средний,26/12/2011 19:12:43,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,29,m,Project manager,Высшее,,Нету,,,4,0.5,1800,d,0,d,до 50 человек,Харьков,продвинутый,26/12/2011 19:26:39,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,27,m,Senior Software Engineer,Высшее,PHP,Нету,,,6.5,1.5,1500,d,0,d,до 10 человек,Львов,средний,26/12/2011 19:40:40,Mozilla/5.0 (Windows NT 6.1; rv:8.0) Gecko/20100101 Firefox/8.0
,26,m,Software Engineer,Высшее,Java,Нету,,,1.25,1.25,1500,d,3000,d,до 50 человек,Днепропетровск,ниже среднего,26/12/2011 19:51:38,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2"
,23,m,Software Engineer,Незаконченное высшее,Java,Нету,,,4.5,0.75,1500,d,0,d,до 200 человек,Днепропетровск,выше среднего,26/12/2011 20:20:14,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.12 Safari/535.11"
,29,m,Senior Project Manager / Program Manager,Высшее,,Нету,,,2,0.75,3800,d,12000,d,до 1000 человек,Киев,выше среднего,26/12/2011 20:25:11,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,26,m,Technical Lead,Высшее,C#/.NET,Нету,,,5.5,0.5,2500,d,0,d,до 1000 человек,Киев,средний,26/12/2011 20:39:12,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0
,22,m,Junior Software Engineer,Высшее,C,Нету,,,5,0.5,1200,d,0,d,до 50 человек,Киев,продвинутый,26/12/2011 20:53:11,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,40,m,Senior Software Engineer,Высшее,C#/.NET,Нету,,,10 и более лет,0.75,2400,d,0,d,до 100 человек,Киев,средний,26/12/2011 21:02:30,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:9.0.1) Gecko/20100101 Firefox/9.0.1
,32,m,Системный администратор,Высшее,,Нету,,,10 и более лет,8,800,d,0,d,до 10 человек,Киев,средний,26/12/2011 21:06:39,Mozilla/5.0 (Windows NT 6.1; rv:8.0) Gecko/20100101 Firefox/8.0
,24,m,Software Engineer,Высшее,PHP,Нету,,,2.5,0.5,1700,d,0,d,до 50 человек,Львов,продвинутый,26/12/2011 21:06:59,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,24,m,Software Engineer,Высшее,C#/.NET,Нету,,,1.5,1.5,845,d,468,d,до 100 человек,Львов,средний,26/12/2011 21:25:06,Opera/9.80 (Windows NT 6.1; U; en) Presto/2.10.229 Version/11.60
,26,m,Senior QA engineer,Высшее,,Нету,,Manual QA,5.5,2,2000,d,0,d,до 50 человек,Харьков,выше среднего,26/12/2011 21:28:43,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,24,m,Junior Software Engineer,Высшее,Java,Нету,,,1,1,700,d,500,d,до 1000 человек,Киев,выше среднего,26/12/2011 21:43:50,Mozilla/5.0 (Windows NT 6.1; rv:8.0) Gecko/20100101 Firefox/8.0
,33,m,Technical Lead,Высшее,C#/.NET,Нету,,,10 и более лет,5,2500,d,0,d,до 10 человек,Киев,средний,26/12/2011 22:47:37,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,28,m,Senior Software Engineer,Высшее,C++,Нету,,,5,1.5,2900,d,600,d,до 1000 человек,Киев,выше среднего,26/12/2011 22:48:07,Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.9.2.23) Gecko/20110920 Firefox/3.6.23 (.NET CLR 3.5.30729)
,24,m,Software Engineer,Высшее,Flex/Flash/AIR,Нету,,,1.5,0.25,2200,d,0,d,до 1000 человек,Киев,выше среднего,26/12/2011 22:48:15,Opera/9.80 (Windows NT 5.1; U; ru) Presto/2.10.229 Version/11.60
,27,m,Системный администратор,Высшее,Java,Нету,,,2,2,400,d,0,d,до 100 человек,Николаев,средний,26/12/2011 22:55:35,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.835.202 Safari/535.1"
,28,m,Technical Lead,Высшее,C++,Нету,,,7,0.5,2200,d,0,d,до 1000 человек,Киев,выше среднего,26/12/2011 23:02:18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,20,m,Junior Software Engineer,Незаконченное высшее,Java,Нету,,,меньше 3 месяцев,меньше 3 месяцев,200,d,100,d,до 10 человек,Харьков,элементарный,26/12/2011 23:12:33,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,30,m,Software Engineer,Высшее,Java,Нету,,,1,0.75,1500,d,0,d,до 50 человек,Киев,средний,26/12/2011 23:15:07,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,30,m,Системный администратор,Высшее,,Нету,,,5,0.75,800,d,0,d,до 100 человек,Киев,ниже среднего,26/12/2011 23:20:28,Opera/9.80 (Windows NT 6.1; U; en) Presto/2.10.229 Version/11.60
,30,m,Senior Software Engineer,Высшее,SQL,Нету,,,8,8,2500,d,2000,d,до 1000 человек,Днепропетровск,средний,26/12/2011 23:28:26,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,32,m,Верстальщик,Высшее,,Нету,,,4,3,1800,d,0,d,до 10 человек,Киев,выше среднего,26/12/2011 23:39:10,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2"
,29,m,Software Engineer,Высшее,PHP,Нету,,,3,1,900,d,0,d,до 10 человек,Киев,ниже среднего,27/12/2011 00:07:48,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,28,f,Senior Software Engineer,Высшее,PHP,Нету,,,6.5,меньше 3 месяцев,2400,d,0,d,до 200 человек,Киев,средний,27/12/2011 00:11:53,Mozilla/5.0 (Ubuntu; X11; Linux i686; rv:8.0) Gecko/20100101 Firefox/8.0
,28,m,Technical Lead,Среднее,PHP,Нету,,,7,меньше 3 месяцев,4000,d,0,d,до 1000 человек,Одесса,средний,27/12/2011 00:13:24,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:8.0.1) Gecko/20100101 Firefox/8.0.1
,23,m,Software Engineer,Незаконченное высшее,C++,Нету,,,4,1.5,1800,d,0,d,до 50 человек,Киев,средний,27/12/2011 00:17:09,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0
,22,m,Junior Software Engineer,Высшее,C#/.NET,Нету,,,1,1,700,d,700,d,до 50 человек,Донецк,средний,27/12/2011 00:26:12,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,27,m,Software Engineer,Высшее,C#/.NET,Нету,,,1.5,1.5,1200,d,200,d,до 200 человек,Винница,выше среднего,27/12/2011 00:44:43,Opera/9.80 (Windows NT 6.1; U; en) Presto/2.10.229 Version/11.60
,24,m,Team lead,Высшее,,Нету,,,4,2,1600,d,25000,h,до 200 человек,Киев,средний,27/12/2011 00:46:02,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:9.0.1) Gecko/20100101 Firefox/9.0.1
,24,m,Software Engineer,Высшее,Java,Нету,,,4,4,1200,d,0,d,до 10 человек,Киев,средний,27/12/2011 01:27:32,Opera/9.80 (Windows NT 5.1; U; uk) Presto/2.10.229 Version/11.60
,41,m,Junior Software Engineer,Высшее,Java,Нету,,,меньше 3 месяцев,меньше 3 месяцев,800,d,0,d,до 50 человек,Киев,элементарный,27/12/2011 01:38:17,Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.10.229 Version/11.60
,27,m,System Architect,Два высших,APL,Нету,,,8,8,20000,d,0,d,до 10 человек,Днепропетровск,выше среднего,27/12/2011 02:25:38,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_5; en-us) AppleWebKit/525.18 (KHTML, like Gecko) Version/3.1.2 Safari/525.20.1"
,26,m,Senior Software Engineer,Высшее,C#/.NET,Нету,,,3,3,1000,d,200,d,до 10 человек,Киев,средний,27/12/2011 08:24:41,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Win64; x64; Trident/5.0)
,23,m,Software Engineer,Высшее,PHP,Нету,,,2,1,800,d,0,d,до 50 человек,Винница,средний,27/12/2011 08:47:10,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,22,m,Software Engineer,Высшее,C#/.NET,Нету,,,3,3,1200,d,0,d,до 100 человек,Житомир,выше среднего,27/12/2011 08:58:58,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0
,39,m,Senior Software Engineer,Высшее,PHP,Нету,,,4,0.25,1500,d,0,d,до 100 человек,Львов,элементарный,27/12/2011 09:09:08,Mozilla/5.0 (Ubuntu; X11; Linux i686; rv:9.0.1) Gecko/20100101 Firefox/9.0.1
,22,m,Senior Software Engineer,Высшее,C#/.NET,Нету,,,4.5,4.5,2200,d,0,d,до 100 человек,Житомир,выше среднего,27/12/2011 09:09:59,Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.25) Gecko/20111212 Firefox/3.6.25
,21,m,Бизнес-аналитик,Незаконченное высшее,,Нету,,,3,меньше 3 месяцев,8900,h,7000,h,до 50 человек,Киев,средний,27/12/2011 09:39:07,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.12 Safari/535.11"
,26,m,Системный администратор,Высшее,,Нету,,,3,2,690,d,0,d,до 10 человек,Киев,ниже среднего,27/12/2011 09:46:07,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,25,m,Software Engineer,Высшее,C#/.NET,Нету,,,2,1.25,700,d,50,d,до 10 человек,Ровно,продвинутый,27/12/2011 09:48:01,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.30 (KHTML, like Gecko) Iron/12.0.750.0 Chrome/12.0.750.0 Safari/534.30"
,35,f,Дизайнер,Высшее,,Нету,,,8,1,7000,h,0,d,до 50 человек,Киев,средний,27/12/2011 10:09:23,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,25,m,QA engineer,Высшее,,Нету,,Manual QA,1,меньше 3 месяцев,1200,d,0,d,до 200 человек,Киев,средний,27/12/2011 10:13:19,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,24,m,Бизнес-аналитик,Высшее,,Нету,,,1.5,1.5,500,d,0,d,до 10 человек,Одесса,элементарный,27/12/2011 10:21:30,Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.10.229 Version/11.60
,25,m,QA engineer,Высшее,,Нету,,Manual QA,4.5,меньше 3 месяцев,1000,d,1000,d,до 100 человек,Львов,продвинутый,27/12/2011 10:27:40,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,35,m,Software Engineer,Незаконченное высшее,Flex/Flash/AIR,Нету,,,2,1.5,1000,d,0,d,до 10 человек,Киев,элементарный,27/12/2011 10:30:06,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,0,m,Верстальщик,Высшее,,Нету,,,4,1,6500,d,0,d,до 10 человек,Киев,средний,27/12/2011 10:31:02,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,29,m,Software Engineer,Высшее,Delphi,Нету,,,3,меньше 3 месяцев,16000,h,0,d,до 10 человек,Винница,ниже среднего,27/12/2011 10:41:35,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)
,25,m,QA Tech Lead,Высшее,,Нету,,Manual QA,1.5,1.5,1800,d,1000,d,до 100 человек,Киев,выше среднего,27/12/2011 11:23:09,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,27,m,Системный администратор,Высшее,,Нету,,,5,1,2000,d,0,d,до 100 человек,Симферополь,средний,27/12/2011 12:18:25,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,27,m,Senior Software Engineer,Высшее,Java,Нету,,,6,1,2900,d,0,d,до 1000 человек,Львов,выше среднего,27/12/2011 12:25:27,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,26,m,Technical Lead,Незаконченное высшее,C#/.NET,Нету,,,5,3,2000,d,0,d,до 50 человек,Львов,средний,27/12/2011 12:37:38,Mozilla/5.0 (Windows NT 6.1; rv:8.0) Gecko/20100101 Firefox/8.0
,35,m,Technical Lead,Высшее,Java,Нету,,,10 и более лет,10 и более лет,1900,d,2000,d,до 1000 человек,Киев,средний,27/12/2011 12:40:45,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)
,27,f,Senior Project Manager / Program Manager,Два высших,,Нету,,,6,0.5,24000,h,0,d,до 1000 человек,Львов,продвинутый,27/12/2011 12:41:55,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,23,f,QA engineer,Среднее,,Нету,,Manual QA,1.25,0.75,907,d,0,d,до 50 человек,Киев,средний,27/12/2011 13:13:10,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,32,m,Team lead,Высшее,,Нету,,,4,1.75,1900,d,0,d,до 200 человек,Одесса,выше среднего,27/12/2011 13:15:45,"Mozilla/5.0 (Windows NT 6.1; WOW64; chromeframe/16.0.912.63) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
