Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,"Зарплата в месяц",Изменение зарплаты,Город,Размер компании,Тип компании,Пол,Возраст,Образование,Еще студент,Уровень английского,Предметная область,Дата заполнения,User-Agent
Project manager,,,4,2,1700,0,Львов,до 200 человек,Аутсорсинговая,m,31,Высшее,False,выше среднего,Веб-разработка,15/06/2015 16:19:17,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0
Junior Software Engineer,Delphi,,7,2,320,40,Киев,до 1000 человек,Продуктовая,m,28,Высшее,False,элементарный,"Desktop Applications,Корпоративные системы",15/06/2015 16:19:45,Mozilla/5.0 (Android; Tablet; rv:38.0) Gecko/38.0 Firefox/38.0
QA engineer,,General QA,1,0.5,700,0,Киев,до 200 человек,Продуктовая,f,25,Высшее,False,выше среднего,Веб-разработка,15/06/2015 16:20:13,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Senior Software Engineer,Java,,4,меньше 3 месяцев,3000,300,Днепропетровск,до 1000 человек,Аутсорсинговая,m,28,Высшее,False,выше среднего,"Веб-разработка,Финансы и банки",15/06/2015 16:20:43,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
QA engineer,,General QA,2,2,2000,500,Киев,свыше 1000 человек,Аутсорсинговая,m,32,Высшее,False,выше среднего,"Embedded,Телекоммуникации",15/06/2015 16:20:57,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Senior Software Engineer,SQL,,10 и более лет,2,3360,225,Киев,свыше 1000 человек,Аутсорсинговая,m,41,Высшее,False,средний,"Финансы и банки,Корпоративные системы",15/06/2015 16:22:37,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Senior Software Engineer,C#/.NET,,10 и более лет,10 и более лет,3400,850,Львов,до 1000 человек,Аутсорсинговая,m,32,Высшее,False,продвинутый,"Desktop Applications,Финансы и банки",15/06/2015 16:22:57,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36"
Software Engineer,Objective-C,,2,1.5,2100,200,Днепропетровск,до 200 человек,Аутсорсинговая,m,28,Высшее,False,средний,iOS,15/06/2015 16:23:45,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Junior Software Engineer,Ruby/Rails,,0.5,0.5,800,200,Днепропетровск,до 10 человек,Аутсорсинговая,m,24,Высшее,False,средний,"Desktop Applications,Веб-разработка",15/06/2015 16:23:48,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36"
Software Engineer,JavaScript,,1.5,1,1200,800,Одесса,до 50 человек,Другая,m,22,Высшее,False,средний,"Веб-разработка,Корпоративные системы",15/06/2015 16:23:58,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.125 Safari/537.36"
DevOps,,,10 и более лет,8,8000,4000,Другой,до 10 человек,Продуктовая,m,28,Высшее,False,выше среднего,Веб-разработка,15/06/2015 16:24:28,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Technical Lead,Objective-C,,6,1,3300,100,Киев,до 50 человек,Продуктовая,m,28,Высшее,False,выше среднего,iOS,15/06/2015 16:24:34,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.5.17 (KHTML, like Gecko) Version/8.0.5 Safari/600.5.17"
Software Engineer,Objective-C,,2,2,590,40,Киев,до 50 человек,Аутсорсинговая,m,25,Высшее,False,ниже среднего,iOS,15/06/2015 16:25:46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.6.3 (KHTML, like Gecko) Version/8.0.6 Safari/600.6.3"
Junior QA engineer,,Manual QA,3,3,600,0,Львов,до 200 человек,Аутсорсинговая,f,30,Высшее,False,ниже среднего,Другое,15/06/2015 16:26:10,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Junior Software Engineer,Java,,3,0.5,700,300,Днепропетровск,до 10 человек,Другая,m,25,Высшее,False,ниже среднего,eCommerce,15/06/2015 16:26:20,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36"
Software Engineer,JavaScript,,3,1,2200,300,Львов,свыше 1000 человек,Аутсорсинговая,m,27,Высшее,False,средний,Веб-разработка,15/06/2015 16:26:36,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36"
Senior Software Engineer,Java,,5,1,2000,500,Днепропетровск,до 10 человек,Аутсорсинговая,m,28,Высшее,False,средний,Android,15/06/2015 16:28:04,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36"
System Architect,JavaScript,,10 и более лет,5,12000,2000,Киев,до 50 человек,Другая,m,35,Кандидат,False,выше среднего,"Веб-разработка,Корпоративные системы",15/06/2015 16:28:09,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Senior Software Engineer,Flex/Flash/AIR,,6,3,3800,300,Киев,до 1000 человек,Продуктовая,m,33,Кандидат,False,средний,"Gamedev,Мультимедиа",15/06/2015 16:29:30,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Software Engineer,PHP,,7,1,2500,0,Черновцы,до 10 человек,Аутсорсинговая,m,29,Высшее,False,средний,Веб-разработка,15/06/2015 16:29:38,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0
QA engineer,,Manual QA,4,1.5,1000,0,Харьков,до 50 человек,Аутсорсинговая,m,27,Высшее,False,средний,"Android,iOS",15/06/2015 16:30:35,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Senior Software Engineer,Java,,5,меньше 3 месяцев,2400,500,Харьков,до 200 человек,Аутсорсинговая,m,24,Высшее,False,средний,"Android,Веб-разработка",15/06/2015 16:31:03,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.6.3 (KHTML, like Gecko) Version/8.0.6 Safari/600.6.3"
Junior Software Engineer,Java,,0.25,0.25,550,0,Киев,до 50 человек,Аутсорсинговая,m,19,Незаконченное высшее,True,средний,Android,15/06/2015 16:31:09,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
QA engineer,,Automation QA,4,1,1500,150,Днепропетровск,до 200 человек,Продуктовая,m,25,Высшее,False,средний,"Веб-разработка,Корпоративные системы",15/06/2015 16:31:59,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Project manager,,,2,1,1000,0,Днепропетровск,до 50 человек,Продуктовая,m,26,Высшее,False,выше среднего,Веб-разработка,15/06/2015 16:32:40,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Системный администратор,,,7,3,2400,0,Одесса,до 200 человек,Аутсорсинговая,m,26,Высшее,False,средний,Телекоммуникации,15/06/2015 16:33:01,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Software Engineer,PHP,,5,0.5,2000,300,Киев,до 200 человек,Продуктовая,m,30,Высшее,False,средний,"Веб-разработка,Финансы и банки",15/06/2015 16:33:48,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.125 Safari/537.36"
Software Engineer,Python,,3,меньше 3 месяцев,1000,0,Киев,свыше 1000 человек,Аутсорсинговая,m,26,Высшее,False,ниже среднего,"Системное программирование,Другое",15/06/2015 16:33:59,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0
Junior QA engineer,,Automation QA,0.25,0.25,450,0,Киев,до 200 человек,Аутсорсинговая,m,40,Высшее,False,средний,Desktop Applications,15/06/2015 16:34:37,"Mozilla/5.0 (Linux; U; Android 4.2.1; ru-ru; ZP980 Build/JOP40D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
Project manager,,,5,1,2400,200,Днепропетровск,до 200 человек,Продуктовая,m,25,Высшее,False,выше среднего,"Desktop Applications,Корпоративные системы",15/06/2015 16:34:49,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Junior Software Engineer,PHP,,0.5,0.5,200,0,Львов,до 10 человек,Стартап,m,24,Высшее,False,продвинутый,Веб-разработка,15/06/2015 16:35:39,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.125 Safari/537.36"
Senior Software Engineer,Ruby/Rails,,5,5,3600,1000,Львов,до 50 человек,Продуктовая,m,29,Высшее,False,продвинутый,"Веб-разработка,eCommerce",15/06/2015 16:36:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
QA engineer,,Automation QA,4,1.5,2100,100,Одесса,до 1000 человек,Аутстаффинговая,m,28,Высшее,False,средний,"Веб-разработка,Финансы и банки",15/06/2015 16:37:54,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36"
Director of Engineering / Program Director,,,10 и более лет,3,7000,500,Харьков,до 1000 человек,Продуктовая,m,36,Два высших,False,продвинутый,,15/06/2015 16:38:17,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Верстальщик,,,2,1.5,850,400,Харьков,до 1000 человек,Аутсорсинговая,m,26,Высшее,False,ниже среднего,Веб-разработка,15/06/2015 16:41:36,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Software Engineer,C#/.NET,,2,1.5,1700,400,Львов,до 10 человек,Аутсорсинговая,m,25,Высшее,False,ниже среднего,"Веб-разработка,Корпоративные системы",15/06/2015 16:41:37,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Senior Software Engineer,C#/.NET,,10 и более лет,3,3000,300,Харьков,до 1000 человек,Аутсорсинговая,m,36,Высшее,False,выше среднего,Веб-разработка,15/06/2015 16:41:41,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0
Team lead,,,5,меньше 3 месяцев,2950,500,Киев,до 200 человек,Аутсорсинговая,f,25,Высшее,False,выше среднего,"Телекоммуникации,Финансы и банки",15/06/2015 16:41:55,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0)
Software Engineer,SQL,,5,2,1200,0,Киев,до 1000 человек,Аутстаффинговая,m,27,Высшее,False,средний,Финансы и банки,15/06/2015 16:42:08,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Project manager,,,2,меньше 3 месяцев,4000,300,Киев,свыше 1000 человек,Аутсорсинговая,f,28,Высшее,False,продвинутый,eCommerce,15/06/2015 16:42:28,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Data Scientist / Data Analyst,,,2,меньше 3 месяцев,1200,600,Киев,до 10 человек,Другая,m,25,Высшее,False,средний,Корпоративные системы,15/06/2015 16:42:58,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Senior QA engineer,,Automation QA,6,3,3500,500,Киев,до 1000 человек,Аутсорсинговая,m,29,Высшее,False,средний,Телекоммуникации,15/06/2015 16:43:02,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Support,,,0.5,0.25,300,20,Запорожье,до 200 человек,Аутсорсинговая,m,33,Высшее,False,ниже среднего,"Веб-разработка,Другое",15/06/2015 16:43:25,"Mozilla/5.0 (Linux; Android 4.4.2; LG-D325 Build/KOT49I.A1415155364) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.93 Mobile Safari/537.36"
Senior Software Engineer,C#/.NET,,8,0.25,4000,500,Киев,до 1000 человек,Продуктовая,m,31,Высшее,False,выше среднего,"Веб-разработка,eCommerce",15/06/2015 16:44:51,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
QA engineer,,General QA,4,1.5,1900,300,Днепропетровск,до 1000 человек,Аутсорсинговая,f,24,Высшее,False,выше среднего,Веб-разработка,15/06/2015 16:45:31,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.6.3 (KHTML, like Gecko) Version/8.0.6 Safari/600.6.3"
Senior Software Engineer,Other,,3,0.5,3600,0,Киев,до 1000 человек,Аутсорсинговая,m,29,Высшее,False,средний,"eCommerce,Корпоративные системы",15/06/2015 16:45:33,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Senior Software Engineer,Ruby/Rails,,5,0.5,4000,0,Киев,до 50 человек,Аутстаффинговая,m,37,Высшее,False,выше среднего,Другое,15/06/2015 16:46:30,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.5.17 (KHTML, like Gecko) Version/8.0.5 Safari/600.5.17"
Junior QA engineer,,Manual QA,меньше 3 месяцев,меньше 3 месяцев,150,0,Киев,до 10 человек,Другая,f,21,Высшее,True,средний,Веб-разработка,15/06/2015 16:48:51,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Product Manager,,,7,5,3000,0,Одесса,до 200 человек,Продуктовая,f,29,Высшее,False,выше среднего,"Веб-разработка,Мультимедиа",15/06/2015 16:49:59,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Technical Lead,C++,,9,5,3500,0,Киев,до 200 человек,Продуктовая,m,27,Незаконченное высшее,False,выше среднего,Gamedev,15/06/2015 16:52:31,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Software Engineer,Java,,4,меньше 3 месяцев,1800,300,Киев,свыше 1000 человек,Аутсорсинговая,m,28,Высшее,False,выше среднего,Другое,15/06/2015 16:52:32,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Technical Lead,C#/.NET,,10 и более лет,2,2000,0,Винница,до 10 человек,Другая,m,34,Высшее,False,выше среднего,"iOS,Финансы и банки",15/06/2015 16:53:52,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0
Senior Software Engineer,Delphi,,9,0.5,2000,200,Киев,до 50 человек,Продуктовая,m,29,Высшее,False,средний,"Desktop Applications,Веб-разработка",15/06/2015 16:57:05,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
System Architect,Java,,10 и более лет,2,5000,500,Львов,до 50 человек,Аутстаффинговая,m,39,Высшее,False,продвинутый,Другое,15/06/2015 16:59:05,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36"
Junior Software Engineer,C++,,1.5,1.5,1400,150,Киев,до 1000 человек,Продуктовая,m,24,Высшее,False,выше среднего,Desktop Applications,15/06/2015 16:59:34,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Senior Software Engineer,PHP,,10 и более лет,1,3500,300,Другой,до 1000 человек,Продуктовая,m,28,Высшее,False,выше среднего,Веб-разработка,15/06/2015 17:00:21,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/43.0.2357.81 Chrome/43.0.2357.81 Safari/537.36"
Senior Software Engineer,Java,,3,3,2800,300,Львов,свыше 1000 человек,Аутсорсинговая,m,24,Высшее,False,продвинутый,Веб-разработка,15/06/2015 17:01:18,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0
Software Engineer,Java,,2,1.5,2600,300,Киев,свыше 1000 человек,Аутсорсинговая,m,23,Высшее,True,выше среднего,"Веб-разработка,Телекоммуникации",15/06/2015 17:03:56,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36"
DBA / Администратор баз данных,,,10 и более лет,0.5,4500,300,Львов,до 1000 человек,Продуктовая,m,40,Высшее,False,средний,"Телекоммуникации,Корпоративные системы",15/06/2015 17:04:34,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Software Engineer,C#/.NET,,9,меньше 3 месяцев,1500,500,Киев,до 10 человек,Аутсорсинговая,m,30,Высшее,False,средний,Веб-разработка,15/06/2015 17:06:29,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Senior Software Engineer,C#/.NET,,7,2,4750,0,Харьков,до 10 человек,Продуктовая,m,27,Высшее,False,выше среднего,Веб-разработка,15/06/2015 17:06:41,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Project manager,,,8,1,2800,300,Львов,до 200 человек,Аутсорсинговая,m,28,Незаконченное высшее,False,ниже среднего,"Embedded,Телекоммуникации",15/06/2015 17:06:43,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Technical Lead,C#/.NET,,9,меньше 3 месяцев,2500,0,Харьков,до 10 человек,Аутстаффинговая,m,30,Высшее,False,продвинутый,"Веб-разработка,Другое",15/06/2015 17:07:39,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.125 Safari/537.36"
Software Engineer,Python,,3,3,1000,150,Донецк,до 50 человек,Другая,m,29,Высшее,False,средний,"Системное программирование,Другое",15/06/2015 17:07:50,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36"
Junior Software Engineer,PHP,,3,0.5,1000,500,Киев,до 200 человек,Продуктовая,m,27,Высшее,False,ниже среднего,Веб-разработка,15/06/2015 17:08:11,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/40.0.2214.111 Chrome/40.0.2214.111 Safari/537.36"
Junior QA engineer,,General QA,0.5,0.5,800,0,Харьков,до 1000 человек,Продуктовая,m,28,Высшее,False,ниже среднего,"Корпоративные системы,Другое",15/06/2015 17:09:01,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/41.0.2272.76 Chrome/41.0.2272.76 Safari/537.36"
QA Tech Lead,,Manual QA,7,8,2500,0,Одесса,до 50 человек,Продуктовая,m,32,Высшее,False,продвинутый,"Desktop Applications,Gamedev",15/06/2015 17:09:43,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.6.3 (KHTML, like Gecko) Version/8.0.6 Safari/600.6.3"
Senior QA engineer,,Manual QA,7,7,2250,0,Львов,до 200 человек,Аутсорсинговая,f,34,Два высших,False,выше среднего,,15/06/2015 17:14:43,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0
QA Tech Lead,,Automation QA,7,7,3200,200,Львов,свыше 1000 человек,Аутсорсинговая,m,29,Два высших,False,выше среднего,"Веб-разработка,Другое",15/06/2015 17:19:13,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36"
Системный администратор,,,3,меньше 3 месяцев,1500,1000,Днепропетровск,до 50 человек,Аутстаффинговая,m,24,Высшее,False,ниже среднего,"Веб-разработка,Финансы и банки",15/06/2015 17:19:51,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.76 Safari/537.36"
Senior Software Engineer,C#/.NET,,10 и более лет,2,3500,1200,Львов,до 50 человек,Аутсорсинговая,m,36,Высшее,False,выше среднего,Desktop Applications,15/06/2015 17:23:53,Opera/9.80 (Windows NT 6.2; WOW64) Presto/2.12.388 Version/12.17
Senior Software Engineer,Java,,5,1.5,3500,0,Киев,до 1000 человек,Аутстаффинговая,m,57,Высшее,False,ниже среднего,Финансы и банки,15/06/2015 17:29:24,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Software Engineer,C++,,3,3,1000,200,Харьков,до 50 человек,Продуктовая,m,21,Высшее,False,ниже среднего,"Desktop Applications,Системное программирование",15/06/2015 17:33:32,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/41.0.2272.76 Chrome/41.0.2272.76 Safari/537.36"
Senior Software Engineer,C++,,7,3,2500,50,Одесса,свыше 1000 человек,Аутсорсинговая,m,30,Высшее,False,средний,Embedded,15/06/2015 17:37:32,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36"
Senior Software Engineer,JavaScript,,5,1,2000,0,Киев,свыше 1000 человек,Аутсорсинговая,m,26,Высшее,False,средний,Веб-разработка,15/06/2015 17:37:47,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36"
Senior QA engineer,,Automation QA,5,3,2700,150,Киев,до 1000 человек,Аутсорсинговая,m,28,Высшее,False,средний,"Веб-разработка,Embedded",15/06/2015 17:37:54,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.18 Safari/537.36"
System Architect,C++,,10 и более лет,2,4000,0,Киев,свыше 1000 человек,Аутсорсинговая,m,33,Высшее,False,продвинутый,"Embedded,Системное программирование",15/06/2015 17:45:25,Mozilla/5.0 (X11; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0
Team lead,,,10 и более лет,4,4300,0,Киев,до 200 человек,Продуктовая,m,39,Высшее,False,продвинутый,Корпоративные системы,15/06/2015 17:45:54,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Software Engineer,JavaScript,,9,2,2400,400,Львов,до 1000 человек,Аутсорсинговая,m,31,Высшее,False,средний,Веб-разработка,15/06/2015 17:50:51,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Software Engineer,PHP,,4,3,2400,800,Киев,свыше 1000 человек,Аутстаффинговая,m,30,Техникум / Колледж,False,средний,"Веб-разработка,Корпоративные системы",15/06/2015 17:54:15,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Technical Lead,Perl,,10 и более лет,6,5000,0,Житомир,до 10 человек,Аутсорсинговая,m,40,Высшее,False,средний,"Веб-разработка,Мультимедиа",15/06/2015 17:55:19,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:38.0) Gecko/20100101 Firefox/38.0
Software Engineer,1С,,5,5,500,-300,Киев,до 50 человек,Продуктовая,m,30,Высшее,False,средний,"Финансы и банки,Корпоративные системы",15/06/2015 17:55:32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0
Senior Software Engineer,Python,,8,1,2560,-480,Одесса,до 50 человек,Продуктовая,m,31,Высшее,False,средний,"Системное программирование,Корпоративные системы",15/06/2015 17:56:17,Mozilla/5.0 (X11; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0
Software Engineer,Objective-C,,3,меньше 3 месяцев,2000,0,Харьков,до 50 человек,Аутстаффинговая,m,26,Незаконченное высшее,False,средний,iOS,15/06/2015 17:56:25,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.39 Safari/537.36"
QA engineer,,Manual QA,8,5,1400,0,Львов,свыше 1000 человек,Аутсорсинговая,m,37,Высшее,False,средний,Embedded,15/06/2015 17:57:56,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0
Бизнес-аналитик,,,4,0.5,1500,0,Киев,свыше 1000 человек,Аутсорсинговая,m,26,Два высших,False,продвинутый,"Веб-разработка,Финансы и банки",15/06/2015 18:00:24,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
Software Engineer,C#/.NET,,10 и более лет,0.5,2850,1800,Другой,до 200 человек,Продуктовая,m,39,Высшее,False,ниже среднего,Финансы и банки,15/06/2015 18:05:32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0
