Submitted at,Ваша основна зайнятість в ІТ зараз...,"ЗАРПЛАТА / СУМАРНИЙ ДОХІД в IT у $$$ за місяць, лише ставка 
ЧИСТИМИ - після сплати податків",Всі бонуси (на місяць),Тайтл,Категорія,Почніть вводити і оберіть вашу ОСНОВНУ посаду зі списку,"У якій сфері проєкт, в якому ви зараз працюєте?",Вкажіть вашу основну спеціалізацію,Чи використовуєте ви у своїй роботі мови програмування (одну чи декілька)?,Основна мова програмування,"Основний напрям роботи компанії, в якій працюєте",Кількість спеціалістів у вашій компанії в Україні,Загальний стаж роботи за нинішньою ІТ-спеціальністю,Знання англійської мови,Де ви зараз живете?,За яким напрямом ви навчалися / навчаєтеся у виші?,Ваш вік
2025-06-27 13:19:11,Працюю в IT-компанії / ІТ-департаменті,5300,0,CEO / C-level (Chief) / Director / VP,Product Mgmt,Product Manager,"ERP, Big Data, Різнопланові проєкти, немає одного основного (HR etc)",,"Ні, не використовую",,Сервісна (аутсорсингова),понад 1000,1.5,Upper-Intermediate,В Україні,"Точні науки (математика, інформатика)",43
2025-06-27 13:21:30,Працюю в IT-компанії / ІТ-департаменті,5000,0,Senior,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",Energy / Oil / Gas,Back-end розробка,,C# / .NET,Сервісна (аутсорсингова),до 1000,7,Upper-Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",27
2025-06-27 13:22:09,Працюю в IT-компанії / ІТ-департаменті,4000,0,Senior,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",E-commerce,Back-end розробка,,Java,Продуктова,понад 1000,7,Advanced,В Україні,"Природничі науки (фізика, хімія, біологія)",39
2025-06-27 13:28:50,Працюю в IT-компанії / ІТ-департаменті,2000,0,Middle,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",Automotive,Back-end розробка,,Java,Аутстафінгова,понад 1000,3,Pre-Intermediate,В Україні,"Природничі науки (фізика, хімія, біологія)",34
2025-06-27 13:29:04,Працюю в IT-компанії / ІТ-департаменті,3250,500,Head,Legal,Head of Legal,"Різнопланові проєкти, немає одного основного (HR etc)",,"Ні, не використовую",,Сервісна (аутсорсингова),до 1000,8,Advanced,В Україні,Інші гуманітарні та суспільні науки,32
2025-06-27 13:30:10,Працюю в IT-компанії / ІТ-департаменті,750,0,Junior,Customer Success,Customer Success Manager,Other,,"Ні, не використовую",,Продуктова,до 50,0.5,Upper-Intermediate,В Україні,Інші гуманітарні та суспільні науки,21
2025-06-27 13:35:05,Працюю в IT-компанії / ІТ-департаменті,1700,0,Middle,QA,Manual QA,"Blockchain, E-commerce, Fintech / Banking / Capital Management",,"Ні, не використовую",,Продуктова,до 200,4,Elementary,В Україні,Не вступав у виш,40
2025-06-27 13:35:12,Втратив(-ла) роботу / звільнився(-лася) і шукаю нову,1550,0,Senior,Brand,Content Writer,Edtech / Education,,"Ні, не використовую",,"ІТ-відділ в НЕ ІТ-компанії (банк, телеком, ритейл тощо)",до 200,5,Advanced,"За кордоном, але планую повернутися",Інші гуманітарні та суспільні науки,25
2025-06-27 13:36:40,Працюю в IT-компанії / ІТ-департаменті,2800,466.666666666667,Middle,Security,Application security engineer,Security,,"Так, використовую",Python,"ІТ-відділ в НЕ ІТ-компанії (банк, телеком, ритейл тощо)",до 1000,4,Upper-Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",22
2025-06-27 13:37:49,Працюю в IT-компанії / ІТ-департаменті,900,0,Junior,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )","Різнопланові проєкти, немає одного основного (HR etc)",Full Stack розробка,,TypeScript,Сервісна (аутсорсингова),до 50,2,Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",22
2025-06-27 13:38:43,Я контрактор(-ка) в IT (прямий контракт з іноземним замовником),4450,0,Senior,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",Medtech / Healthcare,Front-end розробка,,TypeScript,Сервісна (аутсорсингова),понад 1000,2,Upper-Intermediate,В Україні,Не вступав у виш,30
2025-06-27 13:39:43,Працюю в IT-компанії / ІТ-департаменті,1050,0,Middle,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )","Retail / marketplace, Різнопланові проєкти, немає одного основного (HR etc), ERP",Back-end розробка,,SQL,Продуктова,понад 1000,3,Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",22
2025-06-27 13:41:11,Працюю в IT-компанії / ІТ-департаменті,2290,0,Manager,Project Mgmt,Delivery Manager,"Різнопланові проєкти, немає одного основного (HR etc)",,"Ні, не використовую",,Сервісна (аутсорсингова),до 200,6,Advanced,"За кордоном, але планую повернутися",Інші гуманітарні та суспільні науки,29
2025-06-27 13:43:29,Працюю в IT-компанії / ІТ-департаменті,800,0,Junior,Analyst,Business Analyst (BA),Security,,"Ні, не використовую",,Сервісна (аутсорсингова),до 1000,0.5,Pre-Intermediate,В Україні,"Суспільно-економічні науки (економіка, соціологія)",34
2025-06-27 13:45:58,Працюю в IT-компанії / ІТ-департаменті,800,0,Junior,QA,Manual QA,Gambling,,"Так, використовую",Python,Продуктова,до 1000,1.5,Upper-Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",22
2025-06-27 13:49:03,Працюю в IT-компанії / ІТ-департаменті,3500,0,Manager,Project Mgmt,Project Manager (PM),GameDev,,"Ні, не використовую",,Продуктова,до 1000,13,Intermediate,В Україні,Інші гуманітарні та суспільні науки,36
2025-06-27 13:50:59,Працюю в IT-компанії / ІТ-департаменті,2700,200,Senior,Rcrt,Talent Acquisition Manager,Other,,"Ні, не використовую",,Сервісна (аутсорсингова),до 200,6,Advanced,В Україні,Інші гуманітарні та суспільні науки,28
2025-06-27 13:51:13,Працюю в IT-компанії / ІТ-департаменті,730,150,Junior,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )","Edtech / Education, E-commerce",Front-end розробка,,TypeScript,Аутстафінгова,до 200,2,Upper-Intermediate,В Україні,"Інші технічні науки та інженерія (радіотехніка, електроніка, космонавтика, електротехніка і т.п.)",41
2025-06-27 13:53:38,Працюю в IT-компанії / ІТ-департаменті,2400,0,Middle,Project Mgmt,Project Manager (PM),"Real estate, Mobile, SaaS",,"Ні, не використовую",,Сервісна (аутсорсингова),до 200,4,Upper-Intermediate,В Україні,"Суспільно-економічні науки (економіка, соціологія)",26
2025-06-27 13:57:39,Працюю в IT-компанії / ІТ-департаменті,2500,0,Немає тайтлу,Analyst,Data Analyst,Adtech / Advertising / Marketing,,"Так, використовую",Python,Аутстафінгова,до 200,2,Advanced,В Україні,"Інші технічні науки та інженерія (радіотехніка, електроніка, космонавтика, електротехніка і т.п.)",26
2025-06-27 13:58:00,Працюю в IT-компанії / ІТ-департаменті,1200,250,Middle,Analyst,Security Analyst / SOC Analyst,Security,,"Ні, не використовую",,Сервісна (аутсорсингова),до 1000,1,Pre-Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",21
2025-06-27 14:04:38,Працюю в IT-компанії / ІТ-департаменті,1500,0,Middle,DevOps,Infrastructure Engineer,"Security, Cloud Computing",,"Так, використовую",Python,"ІТ-відділ в НЕ ІТ-компанії (банк, телеком, ритейл тощо)",понад 1000,3,Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",24
2025-06-27 14:07:04,Я контрактор(-ка) в IT (прямий контракт з іноземним замовником),1000,100,Middle,Customer Support,Customer Support,Wellbeing / Sports,,"Ні, не використовую",,Продуктова,до 1000,5,Advanced,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",32
2025-06-27 14:11:43,Працюю в IT-компанії / ІТ-департаменті,2500,0,Middle,Marketing,Product Marketing Manager,AI / ML,,"Ні, не використовую",,Продуктова,до 50,3,Upper-Intermediate,В Україні,Інші гуманітарні та суспільні науки,26
2025-06-27 14:15:58,Працюю в IT-компанії / ІТ-департаменті,1200,0,Middle,QA,Manual QA,Embedded,,"Ні, не використовую",,Продуктова,понад 1000,2,Pre-Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",23
2025-06-27 14:18:36,Працюю в IT-компанії / ІТ-департаменті,2900,0,Middle,QA,Automation QA / AQA,Fintech / Banking / Capital Management,,"Так, використовую",Python,Сервісна (аутсорсингова),понад 1000,5,Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",27
2025-06-27 14:19:28,Працюю в IT-компанії / ІТ-департаменті,8300,0,Senior,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",Fintech / Banking / Capital Management,Full Stack розробка,,TypeScript,Аутстафінгова,до 200,13,Upper-Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",41
2025-06-27 14:20:32,Працюю в IT-компанії / ІТ-департаменті,1800,0,Senior,SysAdmin,SysAdmin,Miltech,,"Так, використовую",Не можу обрати одну основну мову,"ІТ-відділ в НЕ ІТ-компанії (банк, телеком, ритейл тощо)",до 1000,20,Pre-Intermediate,В Україні,"Інші технічні науки та інженерія (радіотехніка, електроніка, космонавтика, електротехніка і т.п.)",43
2025-06-27 14:24:38,Працюю в IT-компанії / ІТ-департаменті,1300,0,Middle,Design,Brand Designer / Marketing Designer,"AI / ML, Ai, SaaS",,"Ні, не використовую",,Сервісна (аутсорсингова),до 200,3,Upper-Intermediate,В Україні,Видавництво та поліграфія,23
2025-06-27 14:26:54,Працюю в IT-компанії / ІТ-департаменті,900,50,Middle,QA,Manual QA,Media / Entertainment,,"Так, використовую",Python,Сервісна (аутсорсингова),понад 1000,4,Upper-Intermediate,В Україні,"Природничі науки (фізика, хімія, біологія)",24
2025-06-27 14:28:08,Працюю в IT-компанії / ІТ-департаменті,2160,0,Middle,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )","Business Intelligence / Data Warehouse, High Load Systems",Full Stack розробка,,C# / .NET,Сервісна (аутсорсингова),понад 1000,4,Upper-Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",24
2025-06-27 14:35:10,Працюю в IT-компанії / ІТ-департаменті,400,0,Intern/Trainee,QA,Manual QA,E-commerce,,"Так, використовую",C# / .NET,Продуктова,до 50,0.1,Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",19
2025-06-27 14:38:01,Працюю в IT-компанії / ІТ-департаменті,500,0,Junior,Analyst,Security Analyst / SOC Analyst,Security,,"Ні, не використовую",,Сервісна (аутсорсингова),до 200,0.1,Intermediate,В Україні,"Природничі науки (фізика, хімія, біологія)",21
2025-06-27 14:38:08,Я контрактор(-ка) в IT (прямий контракт з іноземним замовником),3500,20.8333333333333,Middle,"UI/UX, Product Design",Product Designer,SaaS,,"Ні, не використовую",,Продуктова,до 200,3,Upper-Intermediate,В Україні,Музика,26
2025-06-27 14:39:08,Працюю в IT-компанії / ІТ-департаменті,1400,0,Middle,Brand,Content Writer,"SaaS, Wellbeing / Sports",,"Ні, не використовую",,Сервісна (аутсорсингова),до 1000,4,Advanced,В Україні,Інші гуманітарні та суспільні науки,23
2025-06-27 14:43:30,Працюю в IT-компанії / ІТ-департаменті,5000,250,Middle,Marketing,ASO Specialist / ASO Manager,Gambling,,"Так, використовую",Java,Продуктова,до 200,4,Pre-Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",23
2025-06-27 14:43:39,Втратив(-ла) роботу / звільнився(-лася) і шукаю нову,900,0,Middle,Marketing,SEO Specialist,"E-commerce, SaaS",,"Ні, не використовую",,"ІТ-відділ в НЕ ІТ-компанії (банк, телеком, ритейл тощо)",до 50,14,Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",38
2025-06-27 14:45:40,Працюю в IT-компанії / ІТ-департаменті,6000,233.333333333333,Manager,SE,Tech Lead / Engineering Lead,Medtech / Healthcare,,"Так, використовую",JavaScript,Сервісна (аутсорсингова),понад 1000,5,Upper-Intermediate,В Україні,"Точні науки (математика, інформатика)",39
2025-06-27 14:51:30,Працюю в IT-компанії / ІТ-департаменті,3200,0,Middle,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )","Medtech / Healthcare, Cloud Computing, Data Science","Платформна / BI / low-code розробка (Salesforce, SAP, 1С тощо)",,Salesforce Apex,Продуктова,до 200,4,Upper-Intermediate,В Україні,"Точні науки (математика, інформатика)",25
2025-06-27 14:51:51,Я контрактор(-ка) в IT (прямий контракт з іноземним замовником),1400,0,Middle,QA,Manual QA,Security,,"Ні, не використовую",,Аутстафінгова,понад 1000,3,Pre-Intermediate,"За кордоном, але планую повернутися",Будівельна,35
2025-06-27 14:53:43,Працюю в IT-компанії / ІТ-департаменті,3000,0,Senior,QA,Manual QA,Enterprise,,"Ні, не використовую",,Продуктова,до 10 спеціалістів,8,Upper-Intermediate,"За кордоном, але планую повернутися","Суспільно-економічні науки (економіка, соціологія)",45
2025-06-27 15:04:23,Працюю в IT-компанії / ІТ-департаменті,3000,0,Lead / Team Lead,SE,Team lead,"Logistics / Supply Chain, Manufacturing",,"Так, використовую",TypeScript,Продуктова,понад 1000,4,Upper-Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",23
2025-06-27 15:08:29,Працюю в IT-компанії / ІТ-департаменті,2500,0,Manager,Project Mgmt,Project Manager (PM),"E-commerce, ERP, Mobile",,"Ні, не використовую",,Сервісна (аутсорсингова),до 200,4,Upper-Intermediate,В Україні,"Природничі науки (фізика, хімія, біологія)",30
2025-06-27 15:25:34,Працюю в IT-компанії / ІТ-департаменті,500,0,Junior,HR,HR Generalist,E-commerce,,"Ні, не використовую",,Сервісна (аутсорсингова),до 50,1.5,Pre-Intermediate,В Україні,Інші гуманітарні та суспільні науки,34
2025-06-27 15:26:24,Працюю в IT-компанії / ІТ-департаменті,5000,0,Senior,QA,Automation QA / AQA,Fintech / Banking / Capital Management,,"Так, використовую",TypeScript,Продуктова,"працюю на іноземного роботодавця, в Україні він не має сформованої команди",7,Upper-Intermediate,В Україні,"Точні науки (математика, інформатика)",36
2025-06-27 15:28:41,Я контрактор(-ка) в IT (прямий контракт з іноземним замовником),1350,0,Junior,DS,Data Engineer / Big Data Engineer,Medtech / Healthcare,,"Так, використовую",Python,Аутстафінгова,понад 1000,2,Upper-Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",23
2025-06-27 15:31:18,Працюю в IT-компанії / ІТ-департаменті,2850,0,Middle,DevOps,DevOps Engineer,"Різнопланові проєкти, немає одного основного (HR etc)",,"Ні, не використовую",,Сервісна (аутсорсингова),до 200,3,Pre-Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",29
2025-06-27 15:35:26,Я контрактор(-ка) в IT (прямий контракт з іноземним замовником),3250,0,Немає тайтлу,Product Mgmt,Product Owner (у продакт менеджменті),"SaaS, Edtech / Education",,"Ні, не використовую",,"ІТ-відділ в НЕ ІТ-компанії (банк, телеком, ритейл тощо)",до 10 спеціалістів,5,Advanced,В Україні,"Точні науки (математика, інформатика)",28
2025-06-27 15:52:14,Працюю в IT-компанії / ІТ-департаменті,2000,0,Middle,QA,Manual QA,Gambling,,"Ні, не використовую",,Продуктова,до 200,8,Intermediate,В Україні,"Суспільно-економічні науки (економіка, соціологія)",30
2025-06-27 16:02:15,Працюю в IT-компанії / ІТ-департаменті,908,500,Manager,Sales,Sales manager / Sales Executive / Sales Operations,Medtech / Healthcare,,"Ні, не використовую",,Продуктова,до 200,6,Intermediate,В Україні,"Інші технічні науки та інженерія (радіотехніка, електроніка, космонавтика, електротехніка і т.п.)",38
2025-06-27 16:04:38,Працюю в IT-компанії / ІТ-департаменті,500,0,Junior,SysAdmin,SysAdmin,Retail / marketplace,,"Так, використовую",Python,Продуктова,до 200,3,Pre-Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",21
2025-06-27 16:05:56,Я контрактор(-ка) в IT (прямий контракт з іноземним замовником),9500,1666.66666666667,Head,"UI/UX, Product Design",Head of Product Design,Fintech / Banking / Capital Management,,"Ні, не використовую",,Продуктова,до 50,1,Advanced,"За кордоном, але планую повернутися","Інші технічні науки та інженерія (радіотехніка, електроніка, космонавтика, електротехніка і т.п.)",35
2025-06-27 16:08:32,Працюю в IT-компанії / ІТ-департаменті,1100,0,Lead / Team Lead,Security,Penetration Tester / Pentester,Security,,"Ні, не використовую",,Сервісна (аутсорсингова),до 50,3,Pre-Intermediate,В Україні,Не вступав у виш,20
2025-06-27 16:15:40,Працюю в IT-компанії / ІТ-департаменті,3750,250,Senior,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )","Gambling, GameDev, Mobile",,,C# / .NET,Продуктова,до 1000,9,Upper-Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",31
2025-06-27 16:18:18,Я контрактор(-ка) в IT (прямий контракт з іноземним замовником),1300,0,Middle,HR,HR People Partner,Edtech / Education,,"Ні, не використовую",,Стартап,до 200,2,Advanced,В Україні,Інші гуманітарні та суспільні науки,31
2025-06-27 16:22:13,Втратив(-ла) роботу / звільнився(-лася) і шукаю нову,2000,0,Middle,QA,Manual QA,Agriculture,,"Ні, не використовую",,Сервісна (аутсорсингова),до 50,6,Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",31
2025-06-27 16:25:20,Я контрактор(-ка) в IT (прямий контракт з іноземним замовником),2350,0,Middle,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",E-commerce,Front-end розробка,,TypeScript,Сервісна (аутсорсингова),до 10 спеціалістів,4,Advanced,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",22
2025-06-27 16:28:20,Працюю в IT-компанії / ІТ-департаменті,2700,0,Middle,QA,Automation QA / AQA,Fintech / Banking / Capital Management,,"Так, використовую",Java,Сервісна (аутсорсингова),до 1000,3,Upper-Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",19
2025-06-27 16:29:56,Зараз на бенчі / в неоплачуваній відпустці,1500,0,Middle,QA,Manual QA,Public services / Government,,"Ні, не використовую",,Сервісна (аутсорсингова),до 50,8,Intermediate,В Україні,Інші гуманітарні та суспільні науки,39
2025-06-27 16:30:58,Працюю в IT-компанії / ІТ-департаменті,740,110,Junior,Security,Penetration Tester / Pentester,Fintech / Banking / Capital Management,,"Так, використовую",Python,"ІТ-відділ в НЕ ІТ-компанії (банк, телеком, ритейл тощо)",до 200,0.5,Advanced,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",19
2025-06-27 16:33:37,Працюю в IT-компанії / ІТ-департаменті,4600,0,Senior,QA,Automation QA / AQA,"Insurance, E-commerce, Medtech / Healthcare",,"Так, використовую",JavaScript,Продуктова,до 1000,8,Upper-Intermediate,"За кордоном, але планую повернутися",Інші гуманітарні та суспільні науки,40
2025-06-27 16:35:07,Я контрактор(-ка) в IT (прямий контракт з іноземним замовником),2300,100,Middle,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",Gambling,Full Stack розробка,,Java,Продуктова,до 1000,0.1,Upper-Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",22
2025-06-27 16:37:27,Працюю в IT-компанії / ІТ-департаменті,1300,0,Middle,QA,Automation QA / AQA,Hardware,,"Так, використовую",C# / .NET,Сервісна (аутсорсингова),до 1000,4,Intermediate,В Україні,"Природничі науки (фізика, хімія, біологія)",26
2025-06-27 16:41:42,Працюю в IT-компанії / ІТ-департаменті,2600,0,Senior,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",E-commerce,Front-end розробка,,JavaScript,Сервісна (аутсорсингова),до 1000,5,Advanced,В Україні,Інші гуманітарні та суспільні науки,31
2025-06-27 16:45:21,Працюю в IT-компанії / ІТ-департаменті,900,0,Junior,Marketing,Creative Marketing Specialist,Mobile,,"Ні, не використовую",,Продуктова,до 200,0.1,Upper-Intermediate,В Україні,Маркетинг,22
2025-06-27 16:51:34,Працюю в IT-компанії / ІТ-департаменті,5500,41.6666666666667,Middle,QA,General QA,"Fintech / Banking / Capital Management, Energy / Oil / Gas",,"Ні, не використовую",,Аутстафінгова,до 200,8,Advanced,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",28
2025-06-27 16:53:56,Працюю в IT-компанії / ІТ-департаменті,3200,0,Senior,Legal,Legal Counsel,"Mobile, Wellbeing / Sports",,"Ні, не використовую",,Продуктова,до 1000,6,Advanced,В Україні,Інші гуманітарні та суспільні науки,27
2025-06-27 16:54:16,Працюю в IT-компанії / ІТ-департаменті,7000,0,Senior,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",SaaS,Full Stack розробка,,Salesforce Apex,Сервісна (аутсорсингова),до 200,5,Upper-Intermediate,В Україні,"Суспільно-економічні науки (економіка, соціологія)",32
2025-06-27 17:06:16,Працюю в IT-компанії / ІТ-департаменті,1600,0,Немає тайтлу,Project Mgmt,Project Manager (PM),"SaaS, Hospitality",,"Так, використовую",Python,Продуктова,до 50,2,Upper-Intermediate,"За кордоном, але планую повернутися","Природничі науки (фізика, хімія, біологія)",30
2025-06-27 17:10:00,Працюю в IT-компанії / ІТ-департаменті,1300,0,Middle,QA,Manual QA,Logistics / Supply Chain,,"Ні, не використовую",,Аутстафінгова,понад 1000,4,Upper-Intermediate,В Україні,Інші гуманітарні та суспільні науки,32
2025-06-27 17:10:46,Працюю в IT-компанії / ІТ-департаменті,7000,0,Head,General Leadership,Delivery Director,Hospitality,,"Ні, не використовую",,Продуктова,до 50,7,Upper-Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",27
2025-06-27 17:11:05,Я контрактор(-ка) в IT (прямий контракт з іноземним замовником),1740,0,Middle,QA,Manual QA,"E-commerce, Mobile",,"Ні, не використовую",,Стартап,до 10 спеціалістів,2,Advanced,"За кордоном, але планую повернутися","Інші технічні науки та інженерія (радіотехніка, електроніка, космонавтика, електротехніка і т.п.)",31
2025-06-27 17:15:55,Працюю в IT-компанії / ІТ-департаменті,700,0,Junior,QA,Manual QA,Other,,"Ні, не використовую",,Продуктова,до 50,1,Intermediate,В Україні,"Природничі науки (фізика, хімія, біологія)",24
2025-06-27 17:19:21,Працюю в IT-компанії / ІТ-департаменті,1100,100,Middle,QA,Manual QA,"GameDev, Mobile",,"Ні, не використовую",,Сервісна (аутсорсингова),до 200,2,Upper-Intermediate,В Україні,"Суспільно-економічні науки (економіка, соціологія)",29
2025-06-27 17:28:06,Працюю в IT-компанії / ІТ-департаменті,2500,0,Senior,"UI/UX, Product Design",UI/UX Writer,"Fintech / Banking / Capital Management, Public services / Government",,"Ні, не використовую",,"ІТ-відділ в НЕ ІТ-компанії (банк, телеком, ритейл тощо)",понад 1000,3,Upper-Intermediate,В Україні,Інші гуманітарні та суспільні науки,25
2025-06-27 17:30:18,Я контрактор(-ка) в IT (прямий контракт з іноземним замовником),1000,0,Junior,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )","AI / ML, Real estate",Back-end розробка,,Не можу обрати одну основну мову,Сервісна (аутсорсингова),до 50,1.5,Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",23
2025-06-27 17:37:26,Я контрактор(-ка) в IT (прямий контракт з іноземним замовником),3000,0,Middle,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",Business Intelligence / Data Warehouse,Back-end розробка,,C# / .NET,Продуктова,до 10 спеціалістів,3,Upper-Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",21
2025-06-27 17:42:27,Працюю в IT-компанії / ІТ-департаменті,5500,0,Lead / Team Lead,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )","AI / ML, Enterprise",Back-end розробка,,Java,Сервісна (аутсорсингова),до 200,10,Upper-Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",32
2025-06-27 17:43:54,Працюю в IT-компанії / ІТ-департаменті,2300,0,Middle,QA,General QA,Real estate,,"Так, використовую",TypeScript,Продуктова,до 50,3,Upper-Intermediate,В Україні,Не вступав у виш,30
2025-06-27 17:44:28,Працюю в IT-компанії / ІТ-департаменті,2000,33.3333333333333,Middle,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",Medtech / Healthcare,Front-end розробка,,TypeScript,Сервісна (аутсорсингова),до 200,3,Upper-Intermediate,В Україні,"Інші технічні науки та інженерія (радіотехніка, електроніка, космонавтика, електротехніка і т.п.)",24
2025-06-27 17:48:02,Працюю в IT-компанії / ІТ-департаменті,1800,0,Middle,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )","Geospatial, Agriculture",Full Stack розробка,,TypeScript,Продуктова,до 50,2,Upper-Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",22
2025-06-27 17:48:18,Працюю в IT-компанії / ІТ-департаменті,810,0,Junior,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",Medtech / Healthcare,Back-end розробка,,Java,Сервісна (аутсорсингова),понад 1000,1.5,Upper-Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",21
2025-06-27 17:53:55,Я контрактор(-ка) в IT (прямий контракт з іноземним замовником),10600,0,Lead / Team Lead,Other Mgmt,Engineering Manager,Fintech / Banking / Capital Management,,"Так, використовую",JavaScript,Продуктова,до 50,6,Advanced,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",30
2025-06-27 17:55:32,Працюю в IT-компанії / ІТ-департаменті,1900,0,Middle,QA,Manual QA,E-commerce,,"Ні, не використовую",,Сервісна (аутсорсингова),до 1000,5,Upper-Intermediate,В Україні,"Інші технічні науки та інженерія (радіотехніка, електроніка, космонавтика, електротехніка і т.п.)",42
2025-06-27 18:00:00,Я фрилансер(-ка) в ІТ,940,0,Junior,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",E-commerce,"Платформна / BI / low-code розробка (Salesforce, SAP, 1С тощо)","Так, використовую",Java,,,3,Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",24
2025-06-27 18:02:34,Працюю в IT-компанії / ІТ-департаменті,1500,0,Junior,QA,General QA,Dating,,"Так, використовую",TypeScript,Продуктова,до 10 спеціалістів,2,Intermediate,В Україні,"Інші технічні науки та інженерія (радіотехніка, електроніка, космонавтика, електротехніка і т.п.)",25
2025-06-27 18:11:10,Працюю в IT-компанії / ІТ-департаменті,1500,0,Middle,QA,General QA,"Mobile, E-commerce",,"Так, використовую",Python,Сервісна (аутсорсингова),до 1000,4,Upper-Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",24
2025-06-27 18:13:33,Працюю в IT-компанії / ІТ-департаменті,1000,0,Junior,QA,Manual QA,Fintech / Banking / Capital Management,,"Так, використовую",Java,"ІТ-відділ в НЕ ІТ-компанії (банк, телеком, ритейл тощо)",до 1000,1,Pre-Intermediate,В Україні,Інші гуманітарні та суспільні науки,19
