,Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,Зарплата в месяц,Изменение зарплаты,Город,Размер компании,Пол,Возраст,Образование,Уровень английского,Дата заполнения,User-Agent
,Верстальщик,,,6,1,3000,500,Киев,до 10 человек,m,30,Высшее,ниже среднего,10/01/2013 13:59:09,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,HR,,,2.5,1.5,740,50,Харьков,до 50 человек,m,24,Высшее,средний,10/01/2013 14:06:45,Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0
,Дизайнер,,,1,1,617,185,Днепропетровск,до 50 человек,m,22,Незаконченное высшее,выше среднего,10/01/2013 14:28:28,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11"
,Software Engineer,Java,,2,1.5,1440,100,Одесса,свыше 1000 человек,m,22,Высшее,выше среднего,10/01/2013 14:34:15,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:17.0) Gecko/20100101 Firefox/17.0
,Software Engineer,C#/.NET,,1.25,1.25,1000,300,Харьков,до 10 человек,m,22,Незаконченное высшее,средний,10/01/2013 14:44:25,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1300.0 Iron/23.0.1300.0 Safari/537.11"
,Junior QA engineer,,Manual QA,0.75,меньше 3 месяцев,550,300,Харьков,до 10 человек,m,22,Высшее,средний,10/01/2013 14:48:27,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Project manager,,,4,меньше 3 месяцев,2500,0,Харьков,до 200 человек,f,27,Два высших,продвинутый,10/01/2013 14:56:23,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.26.17 (KHTML, like Gecko) Version/6.0.2 Safari/536.26.17"
,Senior QA engineer,,General QA,3.5,0.75,2700,1000,Киев,до 50 человек,f,30,Кандидат,выше среднего,10/01/2013 15:04:48,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:15.0) Gecko/20100101 Firefox/15.0.1
,QA engineer,,Automation QA,3,1,1000,300,Харьков,до 50 человек,m,31,Высшее,средний,10/01/2013 15:12:21,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,QA engineer,,Automation QA,2,0.25,1800,900,Киев,до 200 человек,m,23,Высшее,средний,10/01/2013 15:15:41,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Software Engineer,Objective-C,,3,1.25,2000,400,Одесса,до 10 человек,f,25,Высшее,средний,10/01/2013 15:21:40,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11"
,Junior Software Engineer,Java,,0.5,0.5,750,250,Киев,до 10 человек,m,22,Высшее,средний,10/01/2013 15:28:46,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,QA engineer,,Manual QA,1.75,1,800,400,Львов,до 1000 человек,f,23,Высшее,продвинутый,10/01/2013 15:30:24,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,Java,,6,2.5,2300,300,Львов,до 10 человек,m,26,Среднее,средний,10/01/2013 15:35:12,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Software Engineer,C#/.NET,,0.5,0.5,300,1,Харьков,до 10 человек,m,30,Высшее,элементарный,10/01/2013 15:35:14,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,PHP,,8,4,2500,300,Днепропетровск,до 50 человек,m,31,Высшее,средний,10/01/2013 15:46:07,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior QA engineer,,Automation QA,3,2.5,1800,450,Харьков,свыше 1000 человек,f,25,Высшее,выше среднего,10/01/2013 15:48:23,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Senior Software Engineer,SQL,,8,2.5,2500,200,Киев,до 200 человек,m,29,Высшее,средний,10/01/2013 15:53:53,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Technical Lead,PHP,,7,1.5,1600,500,Харьков,до 10 человек,m,21,Незаконченное высшее,средний,10/01/2013 15:55:07,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,QA engineer,,Manual QA,2,1.5,1200,200,Киев,до 50 человек,f,22,Высшее,средний,10/01/2013 15:57:05,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11"
,Team lead,,,7,5,2700,350,Киев,свыше 1000 человек,m,28,Высшее,выше среднего,10/01/2013 16:03:54,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.26 Safari/537.22"
,System Architect,C#/.NET,,5,2,2000,2,Киев,до 10 человек,m,25,Высшее,средний,10/01/2013 16:05:04,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,Scala,,5,0.75,2900,300,Киев,до 10 человек,m,26,Высшее,продвинутый,10/01/2013 16:06:17,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,C#/.NET,,5.5,1.5,2900,400,Киев,свыше 1000 человек,m,27,Высшее,средний,10/01/2013 16:06:20,Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.9.2) Gecko/20100115 Firefox/3.6
,Software Engineer,Scala,,4,1.5,2500,0,Киев,до 50 человек,m,25,Незаконченное высшее,выше среднего,10/01/2013 16:10:06,Mozilla/5.0 (X11; Linux x86_64; rv:17.0) Gecko/20100101 Firefox/17.0
,QA Tech Lead,,General QA,5,2,1950,200,Днепропетровск,до 200 человек,m,25,Высшее,выше среднего,10/01/2013 16:11:08,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0
,Junior Software Engineer,Java,,1.25,1.25,450,100,Житомир,до 200 человек,m,21,Высшее,ниже среднего,10/01/2013 16:12:17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11"
,Системный администратор,,,7,2,2000,500,Днепропетровск,до 50 человек,m,25,Высшее,средний,10/01/2013 16:22:39,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Бизнес-аналитик,,,3,1,2950,0,Львов,свыше 1000 человек,m,26,Кандидат,продвинутый,10/01/2013 16:30:39,Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.11
,Senior Software Engineer,C#/.NET,,5,0.75,2800,300,Киев,до 10 человек,m,27,Высшее,выше среднего,10/01/2013 16:33:16,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,QA engineer,,Automation QA,1,6,600,0,Харьков,до 50 человек,m,42,Незаконченное высшее,ниже среднего,10/01/2013 16:33:59,Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.12
,Junior Software Engineer,C++,,1.25,3.5,2200,500,Харьков,до 200 человек,m,21,Незаконченное высшее,средний,10/01/2013 16:35:02,Opera/9.80 (Windows NT 6.1; Edition Yx) Presto/2.12.388 Version/12.12
,Junior Software Engineer,Objective-C,,1.5,1.5,700,200,Львов,до 50 человек,m,20,Незаконченное высшее,средний,10/01/2013 16:48:04,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/536.26.17 (KHTML, like Gecko) Version/6.0.2 Safari/536.26.17"
,Бизнес-аналитик,,,5.5,5.5,2200,1500,Харьков,до 200 человек,m,36,Кандидат,выше среднего,10/01/2013 17:01:52,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)
,Software Engineer,C#/.NET,,2.5,2.5,800,300,Житомир,до 200 человек,m,22,Незаконченное высшее,выше среднего,10/01/2013 17:05:33,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Team lead,,,6,1.5,3500,600,Киев,до 50 человек,m,28,Высшее,выше среднего,10/01/2013 17:11:18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Верстальщик,,,3,3,680,80,Харьков,до 50 человек,m,25,Незаконченное высшее,элементарный,10/01/2013 17:13:44,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:11.0) Gecko/20100101 Firefox/11.0
,QA engineer,,Manual QA,6.5,меньше 3 месяцев,900,-100,Харьков,до 50 человек,m,23,Незаконченное высшее,выше среднего,10/01/2013 17:13:45,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:17.0) Gecko/20100101 Firefox/17.0
,Бизнес-аналитик,,,1,2,700,500,Киев,до 10 человек,f,34,Высшее,средний,10/01/2013 17:30:13,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Junior Software Engineer,Java,,0.75,0.75,650,150,Львов,свыше 1000 человек,m,20,Незаконченное высшее,средний,10/01/2013 17:42:02,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:18.0) Gecko/20100101 Firefox/18.0
,Junior Software Engineer,C#/.NET,Automation QA,0.5,0.5,820,320,Винница,до 1000 человек,m,23,Высшее,средний,10/01/2013 17:42:40,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,PHP,,3.5,1.5,800,250,Харьков,до 200 человек,m,27,Высшее,средний,10/01/2013 17:46:22,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
,Junior Software Engineer,C#/.NET,,1,1,1200,600,Киев,до 1000 человек,m,26,Высшее,средний,10/01/2013 17:48:11,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,C#/.NET,,3.5,0.5,2500,800,Харьков,до 200 человек,m,25,Высшее,выше среднего,10/01/2013 17:48:42,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Senior Software Engineer,C,,7,1,4000,1000,Киев,свыше 1000 человек,m,27,Высшее,продвинутый,10/01/2013 17:55:17,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Support,,,4.5,0.5,450,-300,Одесса,до 10 человек,m,27,Высшее,элементарный,10/01/2013 17:56:03,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Software Engineer,Other,,6,1.25,1750,0,Львов,до 200 человек,m,24,Высшее,средний,10/01/2013 18:06:36,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Project manager,,General QA,3,4,2300,0,Днепропетровск,до 200 человек,m,24,Высшее,выше среднего,10/01/2013 18:10:54,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Software Engineer,C++,,7,6.5,2565,250,Харьков,до 50 человек,m,29,Высшее,средний,10/01/2013 18:21:26,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)
,QA engineer,,Manual QA,2,1,1000,100,Киев,до 50 человек,m,20,Незаконченное высшее,ниже среднего,10/01/2013 18:25:50,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,QA engineer,,General QA,1.5,1.5,900,150,Киев,свыше 1000 человек,f,23,Незаконченное высшее,средний,10/01/2013 18:26:41,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Junior QA engineer,,Manual QA,1,0.75,940,590,Киев,свыше 1000 человек,m,27,Высшее,выше среднего,10/01/2013 18:29:33,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Senior Software Engineer,Java,,5,1,3200,500,Львов,до 1000 человек,m,27,Высшее,выше среднего,10/01/2013 18:34:05,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,Java,,5,1,3300,600,Львов,до 1000 человек,m,24,Высшее,выше среднего,10/01/2013 18:34:59,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Junior Software Engineer,Java,,1,1,800,0,Киев,до 1000 человек,m,22,Незаконченное высшее,средний,10/01/2013 18:41:04,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:17.0) Gecko/20100101 Firefox/17.0
,Системный администратор,,,4,2,1500,500,Киев,до 50 человек,m,24,Высшее,средний,10/01/2013 18:45:48,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Senior QA engineer,,Manual QA,3,1,1900,200,Киев,свыше 1000 человек,m,29,Высшее,выше среднего,10/01/2013 19:02:34,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,Java,,6,1.25,2150,550,Харьков,до 50 человек,m,28,Высшее,выше среднего,10/01/2013 19:44:39,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:17.0) Gecko/20100101 Firefox/17.0
,Senior Software Engineer,C++,,6,4,2000,200,Днепропетровск,до 50 человек,m,29,Высшее,средний,10/01/2013 20:01:17,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Junior Software Engineer,PHP,,1,1,500,300,Тернополь,до 50 человек,m,22,Незаконченное высшее,выше среднего,10/01/2013 20:02:40,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Project Manager / Program Manager,,,5,9.5,4000,700,Киев,до 200 человек,m,28,Высшее,ниже среднего,10/01/2013 20:06:09,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,JavaScript,,1.5,1.5,1400,800,Киев,до 1000 человек,m,25,Высшее,ниже среднего,10/01/2013 20:08:09,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:18.0) Gecko/20100101 Firefox/18.0
,Software Engineer,PHP,,1,1,100,200,Тернополь,до 10 человек,m,19,Незаконченное высшее,средний,10/01/2013 20:20:12,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Junior Software Engineer,JavaScript,,меньше 3 месяцев,меньше 3 месяцев,500,0,Киев,до 10 человек,m,19,Незаконченное высшее,ниже среднего,10/01/2013 20:26:31,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,C++,,5.5,2,3000,500,Киев,до 50 человек,f,26,Высшее,ниже среднего,10/01/2013 21:19:06,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Senior Software Engineer,Other,,6,2.5,2750,250,Киев,свыше 1000 человек,m,29,Высшее,средний,10/01/2013 21:20:03,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11"
,Team lead,,,6,2,4500,1000,Киев,до 200 человек,m,25,Высшее,средний,10/01/2013 21:26:18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Junior Software Engineer,Java,,0.75,0.75,900,300,Харьков,до 1000 человек,m,22,Незаконченное высшее,средний,10/01/2013 21:48:23,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,C#/.NET,,3.5,2.5,2000,500,Киев,до 200 человек,m,24,Высшее,средний,10/01/2013 21:54:45,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Technical Lead,C#/.NET,,3,3,1000,400,Тернополь,до 10 человек,m,23,Высшее,выше среднего,10/01/2013 21:59:37,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/536.26.17 (KHTML, like Gecko) Version/6.0.2 Safari/536.26.17"
,Junior Software Engineer,PHP,,меньше 3 месяцев,меньше 3 месяцев,625,250,Киев,до 10 человек,m,24,Незаконченное высшее,ниже среднего,10/01/2013 22:01:42,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.26 Safari/537.22"
,Software Engineer,C++,,2.5,2.5,1000,300,Харьков,до 1000 человек,m,23,Высшее,средний,10/01/2013 22:19:24,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,Java,,1.25,1.25,1300,400,Киев,до 50 человек,m,31,Высшее,выше среднего,10/01/2013 22:23:13,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,C#/.NET,,5,0.25,2700,700,Киев,свыше 1000 человек,m,27,Высшее,выше среднего,10/01/2013 22:29:19,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Системный администратор,,,3,1,1400,0,Харьков,до 10 человек,m,30,Высшее,средний,10/01/2013 22:54:06,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Верстальщик,,,1.5,меньше 3 месяцев,1000,1000,Одесса,до 10 человек,m,30,Высшее,элементарный,10/01/2013 23:09:57,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,System Architect,Other,,10 и более лет,1,2800,600,Киев,до 10 человек,m,43,Высшее,ниже среднего,10/01/2013 23:20:47,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0
,Team lead,,,8,0.75,2300,0,Одесса,до 50 человек,m,28,Высшее,ниже среднего,10/01/2013 23:25:47,Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0
,Software Engineer,PHP,,3,1.5,1000,0,Харьков,до 50 человек,m,25,Высшее,ниже среднего,10/01/2013 23:36:00,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0
,Junior QA engineer,,Manual QA,0.5,меньше 3 месяцев,400,250,Харьков,до 200 человек,m,23,Высшее,элементарный,10/01/2013 23:38:14,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,PHP,,3.5,1.25,1500,300,Киев,до 10 человек,m,24,Высшее,ниже среднего,10/01/2013 23:56:50,Mozilla/5.0 (Windows NT 5.1; rv:17.0) Gecko/20100101 Firefox/17.0
,Системный администратор,,,10 и более лет,8,2350,700,Харьков,свыше 1000 человек,m,30,Высшее,выше среднего,11/01/2013 00:03:38,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,Java,,3,3,1500,150,Киев,до 10 человек,m,25,Высшее,средний,11/01/2013 00:05:40,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17"
,Senior Software Engineer,Java,,9,3,2000,300,Донецк,до 200 человек,m,32,Высшее,средний,11/01/2013 00:08:15,Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0
,Дизайнер,,,2,1.5,700,0,Киев,до 10 человек,m,22,Среднее,ниже среднего,11/01/2013 01:03:16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,JavaScript,,2,2,1000,0,Житомир,до 50 человек,m,25,Высшее,средний,11/01/2013 01:27:22,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
,Software Engineer,C#/.NET,,4,0.5,2500,2000,Киев,до 200 человек,m,22,Незаконченное высшее,элементарный,11/01/2013 01:49:40,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Technical Lead,C#/.NET,,5,5,2500,900,Винница,до 1000 человек,m,24,Высшее,средний,11/01/2013 01:50:57,Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0
,Senior Software Engineer,Objective-C,,5,меньше 3 месяцев,4500,1100,Киев,до 200 человек,m,25,Высшее,выше среднего,11/01/2013 02:10:41,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/25.0.1349.0 Safari/537.21"
,Software Engineer,Java,,3,2.5,1450,100,Днепропетровск,до 50 человек,m,28,Высшее,выше среднего,11/01/2013 09:30:34,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,Perl,,10 и более лет,10 и более лет,3000,400,Киев,до 10 человек,m,30,Высшее,средний,11/01/2013 09:38:15,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Software Engineer,PHP,,4,2.5,1000,0,Запорожье,до 10 человек,m,27,Высшее,ниже среднего,11/01/2013 09:41:27,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,SQL,,5.5,1,1900,400,Львов,свыше 1000 человек,m,26,Высшее,средний,11/01/2013 09:41:29,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Верстальщик,,,1,меньше 3 месяцев,1000,0,Днепропетровск,до 10 человек,m,26,Высшее,элементарный,11/01/2013 09:42:32,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11"
,Software Engineer,Java,,2,3,900,100,Харьков,до 50 человек,m,24,Высшее,средний,11/01/2013 10:01:58,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Senior Software Engineer,C#/.NET,,2.5,2.5,1500,1000,Винница,до 1000 человек,m,24,Высшее,средний,11/01/2013 10:11:01,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,PHP,,3,1,1300,300,Киев,до 10 человек,m,23,Высшее,ниже среднего,11/01/2013 10:13:00,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:17.0) Gecko/20100101 Firefox/17.0
,Software Engineer,PHP,,1.5,1.5,750,150,Львов,до 10 человек,m,24,Высшее,ниже среднего,11/01/2013 10:39:28,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,C++,,1.5,1.5,1500,800,Киев,до 10 человек,m,26,Высшее,ниже среднего,11/01/2013 10:46:12,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,Java,,1,1,1400,1000,Киев,до 200 человек,m,23,Два высших,выше среднего,11/01/2013 10:49:23,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,QA engineer,,Manual QA,1.5,0.5,1230,600,Днепропетровск,свыше 1000 человек,f,23,Высшее,продвинутый,11/01/2013 10:58:49,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Software Engineer,C++,,1.5,0.5,800,0,Киев,до 10 человек,m,24,Высшее,элементарный,11/01/2013 11:03:48,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,C#/.NET,,2.5,2.5,750,200,Львов,до 1000 человек,m,23,Высшее,средний,11/01/2013 11:05:26,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Junior Software Engineer,C#/.NET,,1,1,500,0,Днепропетровск,до 10 человек,m,23,Среднее,элементарный,11/01/2013 11:09:25,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,QA engineer,,Manual QA,2,1,1700,600,Киев,до 200 человек,m,24,Высшее,выше среднего,11/01/2013 11:14:14,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; MS-RTC LM 8)
