"Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"4647","Support","","","5","5",1110,100,"Одесса","до 50 человек","Другая","женский",27,"Высшее","False","выше среднего","Другое","16/06/2014 13:03:09","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",5,5,"Одесса",1110,NA,""
"4648","QA engineer","","Manual QA","1.5","1",1000,600,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",23,"Высшее","False","средний","Веб-разработка","16/06/2014 13:09:33","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",1.5,1,"Киев",1000,NA,"QA"
"4649","QA engineer","","Manual QA","меньше 3 месяцев","меньше 3 месяцев",1100,0,"Киев","до 200 человек","Другая","мужской",23,"Высшее","False","средний","Веб-разработка","16/06/2014 13:19:32","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",0,0,"Киев",1100,NA,"QA"
"4650","QA engineer","","Automation QA","0.75","0.75",1390,970,"Киев","до 200 человек","Аутсорсинговая","мужской",25,"Высшее","False","средний","Другое","16/06/2014 13:20:48","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",0.75,0.75,"Киев",1390,NA,"QA"
"4651","Системный администратор","","","5","0.75",600,0,"Львов","до 10 человек","Аутсорсинговая","мужской",25,"Незаконченное высшее","False","элементарный","Системное программирование,Другое","16/06/2014 13:27:20","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",5,0.75,"Львов",600,NA,"ADM"
"4652","QA engineer","","Manual QA","3","1.25",1800,300,"Киев","до 1000 человек","Продуктовая","мужской",24,"Высшее","False","выше среднего","Веб-разработка","16/06/2014 13:41:58","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",3,1.25,"Киев",1800,NA,"QA"
"4653","Junior QA engineer","","Manual QA","2","0.75",1000,450,"Львов","до 200 человек","Аутсорсинговая","женский",26,"Высшее","False","средний","iOS,Веб-разработка","16/06/2014 13:59:31","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",2,0.75,"Львов",1000,NA,"QA"
"4654","Junior Software Engineer","JavaScript","","1.5","меньше 3 месяцев",375,0,"Донецк","до 10 человек","Другая","женский",22,"Незаконченное высшее","True","средний","Веб-разработка","16/06/2014 14:13:29","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",1.5,0,"other",375,NA,"DEV"
"4655","Системный администратор","","","8","5",1000,0,"Донецк","до 10 человек","Аутсорсинговая","мужской",34,"Высшее","False","ниже среднего","Телекоммуникации","16/06/2014 14:14:45","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",8,5,"other",1000,NA,"ADM"
"4656","Верстальщик","","","3.5","1",1850,850,"Киев","до 1000 человек","Продуктовая","мужской",24,"Незаконченное высшее","False","средний","Веб-разработка","16/06/2014 14:22:32","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",3.5,1,"Киев",1850,NA,""
"4657","Project manager","","","10 и более лет","5.5",1500,0,"Киев","до 200 человек","Продуктовая","мужской",33,"Высшее","False","средний","Корпоративные системы","16/06/2014 14:24:59","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",10,5.5,"Киев",1500,NA,"PM"
"4658","QA engineer","","Manual QA","2.5","1.25",1080,180,"Винница","до 1000 человек","Продуктовая","мужской",33,"Высшее","False","средний","eCommerce","16/06/2014 14:33:33","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",2.5,1.25,"other",1080,NA,"QA"
"4659","Junior QA engineer","","General QA","0.5","0.5",500,0,"Винница","до 200 человек","Продуктовая","женский",30,"Кандидат","False","средний","Веб-разработка,eCommerce","16/06/2014 14:37:42","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",0.5,0.5,"other",500,NA,"QA"
"4660","Project manager","","","4.5","3.5",3700,400,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",30,"Высшее","False","продвинутый","Финансы и банки","16/06/2014 14:45:12","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",4.5,3.5,"Киев",3700,NA,"PM"
"4661","Junior Software Engineer","Objective-C","","1","1",800,0,"Донецк","до 50 человек","Аутсорсинговая","мужской",30,"Высшее","False","ниже среднего","iOS","16/06/2014 14:45:30","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:33.0) Gecko/20100101 Firefox/33.0",1,1,"other",800,NA,"DEV"
"4662","Senior Software Engineer","Other","","9","2",2500,0,"Черкассы","до 10 человек","Аутсорсинговая","мужской",32,"Высшее","False","ниже среднего","Другое","16/06/2014 15:12:38","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",9,2,"other",2500,NA,"DEV"
"4663","QA engineer","","Manual QA","1.5","0.75",500,100,"Харьков","свыше 1000 человек","Продуктовая","мужской",24,"Высшее","False","средний","Веб-разработка,eCommerce","16/06/2014 15:14:14","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",1.5,0.75,"Харьков",500,NA,"QA"
"4664","QA engineer","","Manual QA","5","0.5",1000,0,"Киев","до 1000 человек","Аутсорсинговая","женский",26,"Два высших","False","ниже среднего","Desktop Applications,Веб-разработка","16/06/2014 15:17:50","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",5,0.5,"Киев",1000,NA,"QA"
"4665","HR","","","9","3",1830,360,"Киев","до 200 человек","Продуктовая","женский",30,"Высшее","False","ниже среднего","Веб-разработка,eCommerce","16/06/2014 15:18:06","Mozilla/5.0 (Windows NT 6.1; rv:30.0) Gecko/20100101 Firefox/30.0",9,3,"Киев",1830,NA,""
"4666","HR","","","1","0.5",250,300,"Харьков","до 50 человек","Продуктовая","женский",23,"Высшее","False","ниже среднего","","16/06/2014 15:36:03","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",1,0.5,"Харьков",250,NA,""
"4667","Junior Software Engineer","C#/.NET","","1","1",900,200,"Харьков","до 10 человек","Продуктовая","мужской",24,"Высшее","False","выше среднего","Веб-разработка,eCommerce","16/06/2014 15:51:06","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",1,1,"Харьков",900,NA,"DEV"
"4668","Director of Engineering / Program Director","","","10 и более лет","10 и более лет",4500,0,"Львов","до 200 человек","Продуктовая","мужской",45,"Высшее","False","продвинутый","Корпоративные системы","16/06/2014 15:54:26","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",10,10,"Львов",4500,NA,"SPM"
"4669","Software Engineer","Java","","5.5","0.5",2700,100,"Киев","до 1000 человек","Продуктовая","мужской",25,"Высшее","False","ниже среднего","Веб-разработка,Корпоративные системы","16/06/2014 15:55:07","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0",5.5,0.5,"Киев",2700,NA,"DEV"
"4670","Junior QA engineer","","General QA","0.5","0.5",650,0,"Днепр.","до 200 человек","Продуктовая","мужской",25,"Высшее","False","ниже среднего","Финансы и банки","16/06/2014 15:55:54","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",0.5,0.5,"Днепр.",650,NA,"QA"
"4671","Junior Software Engineer","Java","","0.75","меньше 3 месяцев",1300,800,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",20,"Незаконченное высшее","True","выше среднего","Веб-разработка,Телекоммуникации","16/06/2014 16:05:04","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",0.75,0,"Киев",1300,NA,"DEV"
"4672","Senior Software Engineer","Java","","4","1.5",2800,1000,"Киев","до 10 человек","Аутсорсинговая","мужской",24,"Высшее","False","выше среднего","","16/06/2014 16:15:17","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",4,1.5,"Киев",2800,NA,"DEV"
"4673","Верстальщик","","","5","0.75",2000,1000,"Киев","до 50 человек","Стартап","женский",24,"Высшее","False","средний","Веб-разработка","16/06/2014 16:19:44","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:29.0) Gecko/20100101 Firefox/29.0",5,0.75,"Киев",2000,NA,""
"4674","QA engineer","","Automation QA","3","1",400,0,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",26,"Высшее","False","средний","Веб-разработка","16/06/2014 16:29:07","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",3,1,"Львов",400,NA,"QA"
"4675","Junior QA engineer","","Manual QA","0.25","0.25",333,0,"Киев","до 10 человек","Другая","мужской",24,"Два высших","False","ниже среднего","Финансы и банки","16/06/2014 16:34:36","Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko",0.25,0.25,"Киев",333,NA,"QA"
"4676","QA engineer","","Automation QA","1.5","0.75",1500,500,"Киев","до 200 человек","Продуктовая","мужской",23,"Высшее","False","средний","Веб-разработка","16/06/2014 16:45:20","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",1.5,0.75,"Киев",1500,NA,"QA"
"4677","QA engineer","","Manual QA","3.5","1.5",1500,0,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",27,"Высшее","False","выше среднего","Embedded,Системное программирование","16/06/2014 16:53:28","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",3.5,1.5,"Киев",1500,NA,"QA"
"4678","QA engineer","","General QA","1.5","1.5",1200,600,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",22,"Незаконченное высшее","False","средний","Веб-разработка,Финансы и банки","16/06/2014 17:02:11","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",1.5,1.5,"Киев",1200,NA,"QA"
"4679","QA engineer","","Automation QA","меньше 3 месяцев","меньше 3 месяцев",900,100,"Винница","до 10 человек","Аутсорсинговая","мужской",22,"Незаконченное высшее","True","ниже среднего","Телекоммуникации,Корпоративные системы","16/06/2014 17:04:38","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",0,0,"other",900,NA,"QA"
"4680","Project manager","","","3","1",2500,2500,"Киев","до 200 человек","Продуктовая","мужской",26,"Высшее","False","продвинутый","Android,Веб-разработка","16/06/2014 17:07:36","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",3,1,"Киев",2500,NA,"PM"
"4681","Junior QA engineer","","Manual QA","0.5","0.5",666,0,"Киев","до 10 человек","Продуктовая","мужской",30,"Высшее","False","ниже среднего","Корпоративные системы","16/06/2014 17:09:37","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",0.5,0.5,"Киев",666,NA,"QA"
"4682","QA engineer","","Manual QA","2.5","0.5",1600,400,"Одесса","свыше 1000 человек","Аутсорсинговая","мужской",22,"Незаконченное высшее","False","средний","Другое","16/06/2014 17:24:02","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",2.5,0.5,"Одесса",1600,NA,"QA"
"4683","Бизнес-аналитик","","","3","2",1250,250,"Одесса","до 50 человек","Продуктовая","женский",23,"Высшее","False","выше среднего","eCommerce","16/06/2014 17:39:35","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",3,2,"Одесса",1250,NA,""
"4684","QA engineer","","General QA","3","3",600,0,"Киев","до 10 человек","Продуктовая","мужской",24,"Высшее","False","средний","Системное программирование,Корпоративные системы","16/06/2014 17:43:15","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",3,3,"Киев",600,NA,"QA"
"4685","Senior Software Engineer","C#/.NET","","10 и более лет","1",3500,500,"Киев","до 50 человек","Продуктовая","мужской",33,"Среднее","False","выше среднего","Веб-разработка,Корпоративные системы","16/06/2014 17:59:57","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",10,1,"Киев",3500,NA,"DEV"
"4686","Software Engineer","C#/.NET","","3","2",2500,900,"Харьков","до 200 человек","Продуктовая","мужской",25,"Высшее","False","ниже среднего","Веб-разработка,Корпоративные системы","16/06/2014 18:05:58","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",3,2,"Харьков",2500,NA,"DEV"
"4687","Software Engineer","Java","","3","1.5",2500,500,"Одесса","до 1000 человек","Аутстаффинговая","мужской",23,"Незаконченное высшее","False","выше среднего","Веб-разработка","16/06/2014 19:04:05","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",3,1.5,"Одесса",2500,NA,"DEV"
"4688","Team lead","","","6","6",3200,0,"Донецк","до 10 человек","Аутстаффинговая","мужской",28,"Высшее","False","средний","Веб-разработка,eCommerce","16/06/2014 19:14:42","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",6,6,"other",3200,NA,"PM"
"4689","QA engineer","","General QA","меньше 3 месяцев","меньше 3 месяцев",1300,0,"Львов","до 10 человек","Аутсорсинговая","мужской",27,"Два высших","False","средний","Другое","16/06/2014 19:31:41","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",0,0,"Львов",1300,NA,"QA"
"4690","Junior Software Engineer","JavaScript","","0.5","меньше 3 месяцев",750,0,"Киев","до 50 человек","Аутстаффинговая","мужской",23,"Незаконченное высшее","True","средний","Веб-разработка,eCommerce","16/06/2014 19:38:43","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",0.5,0,"Киев",750,NA,"DEV"
"4691","QA engineer","","General QA","2.5","2",1480,600,"Киев","до 200 человек","Продуктовая","мужской",29,"Незаконченное высшее","True","элементарный","Веб-разработка,Другое","16/06/2014 20:01:25","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2041.4 Safari/537.36",2.5,2,"Киев",1480,NA,"QA"
"4692","Junior QA engineer","","Manual QA","меньше 3 месяцев","меньше 3 месяцев",850,1000,"Одесса","до 10 человек","Стартап","мужской",26,"Среднее","False","элементарный","Android","16/06/2014 20:06:18","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",0,0,"Одесса",850,NA,"QA"
"4693","QA engineer","","General QA","3","0.75",1400,650,"Днепр.","до 200 человек","Продуктовая","мужской",43,"Высшее","False","выше среднего","Веб-разработка","16/06/2014 20:13:11","Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko",3,0.75,"Днепр.",1400,NA,"QA"
"4694","Project manager","","","3","2",4100,400,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",31,"Высшее","False","выше среднего","Веб-разработка","16/06/2014 20:24:04","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",3,2,"Киев",4100,NA,"PM"
"4695","Junior Software Engineer","Java","","меньше 3 месяцев","1",1000,2000,"Киев","до 50 человек","Аутсорсинговая","мужской",20,"Незаконченное высшее","False","выше среднего","Android,iOS","16/06/2014 20:26:30","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",0,1,"Киев",1000,NA,"DEV"
"4696","Senior Software Engineer","JavaScript","","2.5","меньше 3 месяцев",2800,1800,"Днепр.","до 1000 человек","Аутстаффинговая","мужской",24,"Незаконченное высшее","True","средний","Веб-разработка","16/06/2014 20:37:37","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",2.5,0,"Днепр.",2800,NA,"DEV"
"4697","System Architect","Python","","2","1.5",550,50,"Запорожье","до 1000 человек","Аутсорсинговая","мужской",24,"Высшее","False","ниже среднего","Системное программирование,eCommerce","16/06/2014 20:41:21","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",2,1.5,"other",550,NA,"SDEV"
"4698","Системный администратор","","","2","1",300,0,"Другой","до 10 человек","Другая","мужской",24,"Высшее","False","выше среднего","Другое","16/06/2014 20:55:26","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",2,1,"other",300,NA,"ADM"
"4699","Software Engineer","Java","","2.5","2",1000,-200,"Киев","до 50 человек","Аутсорсинговая","мужской",23,"Высшее","False","средний","Android","16/06/2014 20:59:42","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",2.5,2,"Киев",1000,NA,"DEV"
"4700","Junior Software Engineer","JavaScript","","2","0.25",700,200,"Запорожье","до 10 человек","Продуктовая","мужской",25,"Два высших","False","ниже среднего","Веб-разработка","16/06/2014 21:06:23","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",2,0.25,"other",700,NA,"DEV"
"4701","Senior QA engineer","","General QA","6","0.5",2200,0,"Харьков","до 200 человек","Аутсорсинговая","мужской",29,"Высшее","False","выше среднего","Веб-разработка,Другое","16/06/2014 21:21:06","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",6,0.5,"Харьков",2200,NA,"QA"
"4702","QA engineer","","General QA","1.5","0.25",1425,600,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",23,"Высшее","False","средний","Веб-разработка","16/06/2014 21:55:40","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36 OPR/21.0.1432.67",1.5,0.25,"Киев",1425,NA,"QA"
"4703","Software Engineer","Ruby/Rails","","2","0.5",2000,200,"Киев","до 50 человек","Продуктовая","мужской",24,"Высшее","False","выше среднего","Веб-разработка","16/06/2014 21:56:25","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.76.4 (KHTML, like Gecko) Version/7.0.4 Safari/537.76.4",2,0.5,"Киев",2000,NA,"DEV"
"4704","Technical Lead","PHP","","2.5","0.75",1000,400,"Харьков","до 10 человек","Аутсорсинговая","мужской",21,"Незаконченное высшее","True","средний","Веб-разработка","16/06/2014 22:18:02","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.67 Safari/537.36",2.5,0.75,"Харьков",1000,NA,"SDEV"
"4705","Team lead","","","5.5","5.5",2300,300,"Днепр.","до 200 человек","Другая","мужской",28,"Высшее","False","элементарный","Embedded,Системное программирование","16/06/2014 22:50:41","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0",5.5,5.5,"Днепр.",2300,NA,"PM"
"4707","Технический писатель","","","9","3.5",3400,200,"Киев","свыше 1000 человек","Аутсорсинговая","женский",33,"Высшее","False","продвинутый","Корпоративные системы,Другое","16/06/2014 23:05:53","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0",9,3.5,"Киев",3400,NA,""
"4708","Software Engineer","Java","","1","1",800,800,"Киев","до 10 человек","Продуктовая","мужской",25,"Высшее","False","ниже среднего","Финансы и банки","16/06/2014 23:12:39","Mozilla/5.0 (X11; Linux i686; rv:29.0) Gecko/20100101 Firefox/29.0",1,1,"Киев",800,NA,"DEV"
"4709","Software Engineer","JavaScript","","2.5","0.25",2000,1000,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",23,"Незаконченное высшее","False","средний","Веб-разработка","16/06/2014 23:19:52","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",2.5,0.25,"Киев",2000,NA,"DEV"
"4710","Support","","","0.75","0.75",350,355,"Донецк","до 1000 человек","Другая","мужской",24,"Высшее","False","элементарный","","16/06/2014 23:27:22","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",0.75,0.75,"other",350,NA,""
"4711","Support","","","5","3",2500,0,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",25,"Высшее","False","продвинутый","Финансы и банки","16/06/2014 23:47:53","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",5,3,"Киев",2500,NA,""
"4712","Senior QA engineer","","Automation QA","3.5","меньше 3 месяцев",2500,0,"Одесса","до 1000 человек","Аутсорсинговая","мужской",32,"Высшее","False","продвинутый","Веб-разработка","16/06/2014 23:59:37","Mozilla/5.0 (iPad; CPU OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53",3.5,0,"Одесса",2500,NA,"QA"
"4713","Technical Lead","JavaScript","","3","3",1500,300,"Львов","до 10 человек","Аутсорсинговая","мужской",21,"Незаконченное высшее","True","средний","Веб-разработка","17/06/2014 00:03:23","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",3,3,"Львов",1500,NA,"SDEV"
"4714","Team lead","","","3","0.25",585,100,"Житомир","до 10 человек","Продуктовая","мужской",24,"Высшее","False","ниже среднего","Веб-разработка","17/06/2014 00:25:10","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",3,0.25,"other",585,NA,"PM"
"4715","Software Engineer","C++","","3","2",1900,500,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",24,"Высшее","False","выше среднего","Финансы и банки","17/06/2014 00:25:18","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/34.0.1847.116 Chrome/34.0.1847.116 Safari/537.36",3,2,"Киев",1900,NA,"DEV"
"4716","Junior Software Engineer","Java","","меньше 3 месяцев","1",800,0,"Харьков","до 200 человек","Продуктовая","мужской",24,"Высшее","False","элементарный","Финансы и банки","17/06/2014 00:38:19","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",0,1,"Харьков",800,NA,"DEV"
"4717","Junior Software Engineer","C#/.NET","","2","1.5",1000,500,"Донецк","до 50 человек","Аутсорсинговая","мужской",23,"Высшее","False","средний","Веб-разработка,Корпоративные системы","17/06/2014 00:38:55","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",2,1.5,"other",1000,NA,"DEV"
"4718","Senior Software Engineer","JavaScript","","2","меньше 3 месяцев",3000,0,"Киев","до 1000 человек","Продуктовая","мужской",22,"Незаконченное высшее","False","выше среднего","Gamedev","17/06/2014 01:17:12","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0",2,0,"Киев",3000,NA,"DEV"
"4719","Team lead","","","0.5","1.5",2700,300,"Киев","свыше 1000 человек","Аутстаффинговая","женский",28,"Два высших","False","продвинутый","Финансы и банки","17/06/2014 02:05:38","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/5.0.6 Safari/533.22.3",0.5,1.5,"Киев",2700,NA,"PM"
"4720","Junior Software Engineer","PHP","","1","1",700,200,"Киев","до 10 человек","Другая","мужской",25,"Высшее","False","выше среднего","Веб-разработка,Другое","17/06/2014 02:08:33","Opera/9.80 (Windows NT 6.1; WOW64; U; YB/3.5.1; en) Presto/2.10.229 Version/11.64",1,1,"Киев",700,NA,"DEV"
"4721","Senior Software Engineer","Java","","3.5","0.5",3000,1800,"Киев","до 50 человек","Продуктовая","мужской",26,"Высшее","False","выше среднего","Веб-разработка","17/06/2014 03:38:55","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",3.5,0.5,"Киев",3000,NA,"DEV"
"4722","Support","","","2.5","2",900,0,"Киев","до 1000 человек","Продуктовая","мужской",21,"Незаконченное высшее","True","выше среднего","Телекоммуникации,Корпоративные системы","17/06/2014 04:41:16","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1707.0 Safari/537.36",2.5,2,"Киев",900,NA,""
"4723","DBA / Администратор баз данных","","","4","2",1300,-700,"Киев","до 10 человек","Аутстаффинговая","мужской",26,"Два высших","False","выше среднего","Корпоративные системы","17/06/2014 07:42:24","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",4,2,"Киев",1300,NA,"ADM"
