Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,Зарплата в месяц,Изменение зарплаты,Город,Размер компании,Тип компании,Пол,Возраст,Образование,Еще студент,Уровень английского,Предметная область,Дата заполнения,User-Agent
Software Engineer,C#/.NET,,3.5,1,2200,200,Киев,свыше 1000 человек,Аутсорсинговая,m,25,Высшее,False,выше среднего,"Desktop Applications,Финансы и банки",07/06/2014 16:55:10,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Software Engineer,Objective-C,,1.5,меньше 3 месяцев,1000,400,Харьков,до 10 человек,Другая,m,36,Высшее,False,ниже среднего,iOS,07/06/2014 17:34:14,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Senior Software Engineer,JavaScript,,6,5,2000,2000,Харьков,до 1000 человек,Аутсорсинговая,m,25,Высшее,False,средний,"Веб-разработка,eCommerce",07/06/2014 17:45:34,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Software Engineer,Java,,2.5,1.5,2300,1000,Днепропетровск,до 10 человек,Аутсорсинговая,m,24,Незаконченное высшее,False,ниже среднего,Android,07/06/2014 18:04:36,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Software Engineer,PHP,,4,0.5,1500,1500,Харьков,до 10 человек,Стартап,m,21,Незаконченное высшее,True,элементарный,Веб-разработка,07/06/2014 19:01:02,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Верстальщик,,,2,1,1000,300,Киев,до 50 человек,Другая,m,27,Среднее,False,ниже среднего,eCommerce,07/06/2014 19:23:49,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Senior Software Engineer,C#/.NET,,6,4,2800,0,Львов,до 200 человек,Аутсорсинговая,m,27,Высшее,False,средний,"Веб-разработка,Корпоративные системы",07/06/2014 19:24:26,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Junior Software Engineer,Java,,1,1,850,0,Харьков,свыше 1000 человек,Аутсорсинговая,m,22,Высшее,True,средний,eCommerce,07/06/2014 19:29:13,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0
Junior Software Engineer,Ruby/Rails,,меньше 3 месяцев,меньше 3 месяцев,357,0,Киев,до 10 человек,Стартап,m,25,Два высших,False,ниже среднего,Веб-разработка,07/06/2014 19:39:49,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1767.0 Safari/537.36"
Системный администратор,,,3.5,1.25,600,-200,Киев,до 50 человек,Продуктовая,m,24,Среднее,False,средний,Корпоративные системы,07/06/2014 19:46:08,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
Project manager,,,7,5.5,2600,200,Киев,свыше 1000 человек,Аутсорсинговая,f,25,Высшее,False,выше среднего,"Веб-разработка,Мультимедиа",07/06/2014 19:46:48,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Junior QA engineer,,Automation QA,меньше 3 месяцев,0.75,900,900,Киев,свыше 1000 человек,Аутсорсинговая,m,22,Незаконченное высшее,True,ниже среднего,"Веб-разработка,Финансы и банки",07/06/2014 19:52:12,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
HR,,,4,2,400,400,Киев,свыше 1000 человек,Продуктовая,f,27,Высшее,False,средний,,07/06/2014 20:17:35,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36"
Junior Software Engineer,Java,,1.5,0.5,800,350,Харьков,до 50 человек,Аутсорсинговая,m,23,Высшее,False,ниже среднего,Веб-разработка,07/06/2014 20:31:48,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Senior Software Engineer,C++,,2,1,3100,300,Киев,до 200 человек,Аутсорсинговая,m,29,Высшее,False,средний,Другое,07/06/2014 21:20:32,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/31.0.1650.63 Chrome/31.0.1650.63 Safari/537.36"
Technical Lead,Java,,3.5,2.5,2500,0,Харьков,до 50 человек,Аутсорсинговая,m,26,Высшее,False,средний,Android,07/06/2014 21:34:19,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0; ASU2JS)
Software Engineer,C++,,3,1,2000,200,Киев,до 200 человек,Продуктовая,m,24,Незаконченное высшее,False,выше среднего,"Веб-разработка,Системное программирование",07/06/2014 21:37:24,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Software Engineer,C#/.NET,,4,0.25,2500,500,Другой,до 1000 человек,Продуктовая,m,25,Высшее,False,ниже среднего,"Телекоммуникации,Корпоративные системы",07/06/2014 21:50:26,Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0
Senior Software Engineer,PHP,,9,2,3000,1000,Одесса,до 50 человек,Аутсорсинговая,m,26,Высшее,False,средний,Веб-разработка,07/06/2014 22:14:47,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Senior QA engineer,,Automation QA,10 и более лет,0.5,1800,0,Харьков,до 200 человек,Аутстаффинговая,f,42,Высшее,False,средний,Финансы и банки,07/06/2014 22:31:24,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Director of Engineering / Program Director,,,5.5,8,2500,-1500,Киев,до 50 человек,Продуктовая,m,32,Высшее,False,выше среднего,Финансы и банки,07/06/2014 22:33:19,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.76.4 (KHTML, like Gecko) Version/7.0.4 Safari/537.76.4"
Junior Software Engineer,PHP,,1,1,850,450,Харьков,до 200 человек,Аутсорсинговая,f,20,Незаконченное высшее,True,выше среднего,Веб-разработка,07/06/2014 22:58:43,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Технический писатель,,,меньше 3 месяцев,2,1000,0,Харьков,до 50 человек,Аутсорсинговая,m,25,Кандидат,False,выше среднего,"Мультимедиа,Другое",07/06/2014 23:00:23,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0
Support,,,0.5,0.5,900,0,Киев,до 200 человек,Продуктовая,m,20,Незаконченное высшее,False,продвинутый,"Desktop Applications,Веб-разработка",07/06/2014 23:14:04,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14"
QA engineer,,Automation QA,1.5,1.5,1200,600,Киев,до 1000 человек,Аутсорсинговая,m,22,Незаконченное высшее,True,средний,"Телекоммуникации,Финансы и банки",07/06/2014 23:20:16,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Project manager,,,2,1,1000,300,Киев,до 50 человек,Продуктовая,m,28,Высшее,False,выше среднего,Другое,07/06/2014 23:20:25,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Senior Software Engineer,C#/.NET,,10 и более лет,1,3200,1,Днепропетровск,свыше 1000 человек,Продуктовая,m,38,Высшее,False,выше среднего,"Веб-разработка,Корпоративные системы",07/06/2014 23:22:13,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Junior Software Engineer,C#/.NET,,0.75,0.75,410,100,Львов,до 10 человек,Аутсорсинговая,m,21,Незаконченное высшее,True,ниже среднего,Desktop Applications,07/06/2014 23:24:34,Mozilla/5.0 (Windows NT 6.2; rv:29.0) Gecko/20100101 Firefox/29.0
Junior Software Engineer,Java,,0.75,0.75,750,0,Киев,до 1000 человек,Продуктовая,m,21,Незаконченное высшее,True,выше среднего,"Телекоммуникации,Корпоративные системы",07/06/2014 23:35:36,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Project manager,,,4,4,2000,0,Одесса,до 10 человек,Аутсорсинговая,m,26,Высшее,False,выше среднего,,08/06/2014 00:13:12,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14"
Team lead,,,5,3,1800,1000,Полтава,до 10 человек,Аутсорсинговая,f,24,Два высших,False,выше среднего,"Веб-разработка,Корпоративные системы",08/06/2014 00:32:06,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Support,,,6,3.5,2700,300,Киев,свыше 1000 человек,Аутсорсинговая,m,29,Высшее,False,выше среднего,Финансы и банки,08/06/2014 00:37:27,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0
HR,,,7.5,0.25,500,0,Винница,до 200 человек,Продуктовая,f,29,Высшее,False,ниже среднего,"Мультимедиа,Другое",08/06/2014 00:52:08,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0)
Support,,,7,4,2500,200,Киев,до 10 человек,Другая,m,35,Высшее,False,выше среднего,Desktop Applications,08/06/2014 01:10:42,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Software Engineer,Java,,4,2.5,1900,0,Днепропетровск,до 200 человек,Аутсорсинговая,m,31,Высшее,False,средний,"eCommerce,Корпоративные системы",08/06/2014 01:19:23,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
QA engineer,,Manual QA,2,1.25,900,0,Киев,до 1000 человек,Аутсорсинговая,m,30,Высшее,False,средний,iOS,08/06/2014 09:04:43,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Junior QA engineer,,General QA,1,0.5,1400,900,Киев,до 200 человек,Продуктовая,f,23,Высшее,False,средний,,08/06/2014 10:07:02,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Software Engineer,PHP,,5,3,350,0,Киев,до 200 человек,Аутсорсинговая,m,24,Высшее,False,ниже среднего,"Веб-разработка,eCommerce",08/06/2014 10:16:16,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:29.0) Gecko/20100101 Firefox/29.0
Technical Lead,Objective-C,,3,3,3000,1500,Харьков,до 200 человек,Аутсорсинговая,m,25,Два высших,False,продвинутый,"iOS,Мультимедиа",08/06/2014 10:33:47,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.76.4 (KHTML, like Gecko) Version/7.0.4 Safari/537.76.4"
Дизайнер,,,3,1,1100,0,Донецк,до 50 человек,Другая,m,26,Высшее,False,ниже среднего,Desktop Applications,08/06/2014 10:37:22,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Software Engineer,JavaScript,,0.5,0.5,1500,0,Киев,до 10 человек,Продуктовая,m,19,Техникум / Колледж,False,элементарный,"Веб-разработка,Gamedev",08/06/2014 10:41:39,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Software Engineer,PHP,,5,0.25,2950,800,Киев,до 10 человек,Продуктовая,m,31,Высшее,False,средний,Веб-разработка,08/06/2014 11:20:34,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.34 Safari/534.24"
Дизайнер,,,8.5,5,1800,0,Харьков,до 50 человек,Аутсорсинговая,f,30,Высшее,False,выше среднего,"Android,iOS",08/06/2014 11:43:36,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Junior Software Engineer,Java,,меньше 3 месяцев,1,100,200,Харьков,до 50 человек,Продуктовая,m,26,Высшее,False,продвинутый,Android,08/06/2014 11:46:44,"Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 OPR/22.0.1471.50"
Software Engineer,JavaScript,,2.5,0.25,1300,400,Донецк,до 10 человек,Аутсорсинговая,m,24,Высшее,False,средний,Веб-разработка,08/06/2014 11:55:46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.76.4 (KHTML, like Gecko) Version/7.0.4 Safari/537.76.4"
Junior Software Engineer,Java,,0.5,0.5,350,0,Киев,до 1000 человек,Аутсорсинговая,m,20,Незаконченное высшее,True,средний,Веб-разработка,08/06/2014 12:08:41,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Junior Software Engineer,PHP,,2.5,меньше 3 месяцев,400,0,Киев,до 50 человек,Аутсорсинговая,m,24,Высшее,False,элементарный,"Веб-разработка,Корпоративные системы",08/06/2014 12:37:40,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0
Technical Lead,Objective-C,,5,3,740,-300,Харьков,до 10 человек,Продуктовая,m,27,Высшее,False,элементарный,"iOS,Веб-разработка",08/06/2014 12:49:09,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:29.0) Gecko/20100101 Firefox/29.0
Системный администратор,,,6,3.5,1200,0,Харьков,до 10 человек,Аутсорсинговая,m,26,Высшее,False,ниже среднего,Другое,08/06/2014 13:15:14,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:28.0) Gecko/20100101 Firefox/28.0
Software Engineer,C++,,2,меньше 3 месяцев,1000,100,Львов,до 200 человек,Аутсорсинговая,m,24,Высшее,False,ниже среднего,Системное программирование,08/06/2014 13:45:50,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Senior Software Engineer,Java,,7,2,3500,300,Харьков,до 1000 человек,Аутсорсинговая,m,29,Высшее,False,средний,"Веб-разработка,Финансы и банки",08/06/2014 13:58:27,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
QA engineer,,General QA,1.5,0.75,1000,300,Харьков,до 1000 человек,Продуктовая,m,25,Высшее,False,ниже среднего,"iOS,Gamedev",08/06/2014 14:39:28,Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.17
Software Engineer,Ruby/Rails,,5,2,2000,500,Киев,до 50 человек,Стартап,m,24,Высшее,False,продвинутый,Веб-разработка,08/06/2014 15:11:57,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Team lead,,,4,3,2800,100,Львов,свыше 1000 человек,Аутсорсинговая,m,27,Высшее,False,выше среднего,Embedded,08/06/2014 15:15:34,Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0
Junior Software Engineer,C++,,1,0.5,2400,900,Одесса,до 50 человек,Стартап,m,22,Незаконченное высшее,True,средний,"Desktop Applications,Gamedev",08/06/2014 15:15:35,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Software Engineer,PHP,,1.25,0.5,1660,785,Днепропетровск,до 50 человек,Аутстаффинговая,m,29,Высшее,False,средний,Веб-разработка,08/06/2014 15:59:34,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Sales manager,,,3,0.25,650,1000,Киев,до 200 человек,Другая,m,24,Высшее,False,средний,"Веб-разработка,Корпоративные системы",08/06/2014 16:13:18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.76.4 (KHTML, like Gecko) Version/7.0.4 Safari/537.76.4"
Support,,,6,2,900,0,Харьков,до 10 человек,Стартап,f,29,Высшее,False,ниже среднего,eCommerce,08/06/2014 16:23:37,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Senior Software Engineer,Flex/Flash/AIR,,5.5,0.25,3000,-2000,Киев,до 50 человек,Продуктовая,m,24,Высшее,False,продвинутый,Gamedev,08/06/2014 16:32:22,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Team lead,,,6,3.5,1900,-900,Киев,до 200 человек,Продуктовая,m,25,Высшее,False,элементарный,Корпоративные системы,08/06/2014 16:40:27,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Системный администратор,,,5.5,5.5,1570,0,Киев,свыше 1000 человек,Аутсорсинговая,f,27,Высшее,False,средний,"Desktop Applications,Финансы и банки",08/06/2014 16:57:26,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Junior Software Engineer,Java,,0.75,0.75,1000,300,Киев,до 50 человек,Другая,m,32,Высшее,False,выше среднего,Корпоративные системы,08/06/2014 17:16:00,Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0
Senior Software Engineer,Python,,10 и более лет,0.75,2900,0,Киев,свыше 1000 человек,Аутсорсинговая,m,30,Высшее,False,выше среднего,"Телекоммуникации,Корпоративные системы",08/06/2014 17:34:18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Junior Software Engineer,PHP,,1,0.5,700,200,Донецк,до 10 человек,Продуктовая,m,18,Техникум / Колледж,False,элементарный,Веб-разработка,08/06/2014 18:12:07,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Junior Software Engineer,Java,,меньше 3 месяцев,меньше 3 месяцев,565,0,Киев,до 1000 человек,Продуктовая,m,21,Незаконченное высшее,True,средний,"Веб-разработка,Телекоммуникации",08/06/2014 19:08:13,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.49 Safari/537.36"
Junior Software Engineer,Java,,1.25,1.25,1300,700,Киев,до 200 человек,Аутсорсинговая,m,26,Высшее,False,средний,"Телекоммуникации,Корпоративные системы",08/06/2014 19:20:51,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Junior Software Engineer,Python,,1,1,1000,200,Харьков,до 200 человек,Аутсорсинговая,m,23,Высшее,False,ниже среднего,"Веб-разработка,Другое",08/06/2014 20:00:54,Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.17
Software Engineer,Java,,3,1,2300,0,Донецк,до 200 человек,Аутстаффинговая,m,24,Высшее,False,выше среднего,"Веб-разработка,Корпоративные системы",08/06/2014 20:50:36,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Software Engineer,PHP,,5,2,1500,500,Ужгород,до 10 человек,Аутсорсинговая,m,27,Высшее,False,средний,"Веб-разработка,eCommerce",08/06/2014 20:52:11,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Junior Software Engineer,Python,,1,меньше 3 месяцев,1000,400,Киев,до 200 человек,Продуктовая,m,24,Высшее,False,средний,Веб-разработка,08/06/2014 21:00:33,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Senior QA engineer,,Manual QA,2,2,1900,200,Киев,до 1000 человек,Аутстаффинговая,m,26,Высшее,False,средний,eCommerce,08/06/2014 21:06:30,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Software Engineer,C++,,3.5,1,1300,100,Львов,до 50 человек,Аутсорсинговая,m,24,Два высших,True,средний,"Gamedev,Мультимедиа",08/06/2014 21:16:17,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Дизайнер,,,3.5,2,1500,1500,Днепропетровск,до 10 человек,Другая,f,29,Два высших,False,средний,Веб-разработка,08/06/2014 21:56:05,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Software Engineer,PHP,,5,3.5,2500,200,Львов,до 200 человек,Продуктовая,m,36,Высшее,False,выше среднего,"Веб-разработка,Финансы и банки",08/06/2014 22:30:50,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 YaBrowser/14.4.1750.13662 Safari/537.36"
Junior Software Engineer,Java,,меньше 3 месяцев,меньше 3 месяцев,316,0,Черновцы,до 200 человек,Аутсорсинговая,m,21,Незаконченное высшее,True,выше среднего,"Desktop Applications,Веб-разработка",08/06/2014 22:34:33,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36"
System Architect,Objective-C,,6,2,400,100,Харьков,до 50 человек,Аутсорсинговая,f,25,Кандидат,False,продвинутый,Финансы и банки,08/06/2014 22:51:14,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Senior Software Engineer,PHP,,8,5.5,2000,200,Киев,до 50 человек,Продуктовая,m,29,Высшее,False,средний,Веб-разработка,08/06/2014 23:05:43,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:29.0) Gecko/20100101 Firefox/29.0
Системный администратор,,,меньше 3 месяцев,меньше 3 месяцев,490,400,Харьков,до 10 человек,Продуктовая,m,32,Два высших,False,ниже среднего,"Телекоммуникации,Другое",08/06/2014 23:07:18,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Junior Software Engineer,C#/.NET,,0.75,0.25,318,0,Львов,до 50 человек,Другая,m,23,Техникум / Колледж,False,средний,"Веб-разработка,Корпоративные системы",08/06/2014 23:12:48,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Software Engineer,Python,,3,0.75,1500,300,Киев,до 10 человек,Продуктовая,m,23,Незаконченное высшее,False,средний,"Веб-разработка,Gamedev",08/06/2014 23:30:20,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Project manager,,,7,1,800,800,Киев,свыше 1000 человек,Другая,m,31,Высшее,False,средний,Финансы и банки,08/06/2014 23:32:23,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Junior QA engineer,,Manual QA,0.5,0.5,650,0,Одесса,до 10 человек,Аутсорсинговая,m,21,Высшее,False,выше среднего,"Веб-разработка,Финансы и банки",09/06/2014 00:00:19,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Senior Software Engineer,C#/.NET,,10 и более лет,2,5000,800,Киев,свыше 1000 человек,Аутсорсинговая,m,31,Высшее,False,продвинутый,Веб-разработка,09/06/2014 00:33:12,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0
Junior QA engineer,,Manual QA,1,1,400,0,Харьков,до 10 человек,Другая,f,23,Высшее,False,ниже среднего,"Веб-разработка,Gamedev",09/06/2014 00:43:21,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Бизнес-аналитик,,,5,меньше 3 месяцев,1500,500,Харьков,до 200 человек,Аутсорсинговая,m,36,Высшее,False,продвинутый,"Финансы и банки,eCommerce",09/06/2014 01:18:58,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0
Junior Software Engineer,Java,,меньше 3 месяцев,меньше 3 месяцев,600,0,Киев,до 1000 человек,Продуктовая,m,22,Незаконченное высшее,True,средний,"Веб-разработка,Корпоративные системы",09/06/2014 01:23:29,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Senior Software Engineer,Python,,6,2,3000,100,Львов,свыше 1000 человек,Аутсорсинговая,m,25,Высшее,False,выше среднего,"Веб-разработка,Системное программирование",09/06/2014 02:19:05,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:29.0) Gecko/20100101 Firefox/29.0
Software Engineer,PHP,,1,1,1500,400,Николаев,до 200 человек,Другая,m,28,Высшее,False,средний,Веб-разработка,09/06/2014 02:44:11,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Software Engineer,C++,,4,3,1300,1200,Киев,до 10 человек,Стартап,m,24,Высшее,False,ниже среднего,"iOS,Gamedev",09/06/2014 03:08:50,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
