"N","Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты.за.12.месяцев","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Университет","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","salary","Валюта","cls"
"6265","Junior QA engineer","","Manual QA","2","1",350,50,"Киев","до 200 человек","Другая","мужской",30,"Высшее","Другой вуз","False","средний","Корпоративные системы","21/06/2017 17:50:41","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0",2,1,350,NA,"QA"
"6266","Designer","","","10 и более лет","1",1000,400,"Киев","до 10 человек","Другая","мужской",34,"Незаконченное высшее","Другой вуз","False","средний","iOS,Веб-разработка","21/06/2017 17:51:51","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Safari/602.1.50",10,1,1000,NA,""
"6267","Software Engineer","Perl","","4","4",1300,200,"Чернигов","до 200 человек","Продуктовая","мужской",28,"Высшее","Другой вуз","False","выше среднего","Веб-разработка","21/06/2017 17:51:53","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/58.0.3029.110 Chrome/58.0.3029.110 Safari/537.36",4,4,1300,NA,"DEV"
"6268","Software Engineer","PHP","","5","0.5",1400,200,"Киев","до 50 человек","Аутсорсинговая","мужской",37,"Высшее","НТУУ «КПИ»","False","ниже среднего","Корпоративные системы","21/06/2017 17:54:35","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5,0.5,1400,NA,"DEV"
"6269","QA engineer","","Automation QA","3","2",1300,200,"Львов","до 1000 человек","Аутсорсинговая","мужской",31,"Высшее","Львовская Политехника","False","средний","","21/06/2017 17:55:38","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.898",3,2,1300,NA,"QA"
"6270","DevOps","","","5","0.5",2200,1600,"Днепр","до 50 человек","Продуктовая","мужской",26,"Высшее","НГУ [Днепропетровск]","False","средний","Другое","21/06/2017 18:04:12","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5,0.5,2200,NA,"ADM"
"6271","Software Engineer","Objective-C","","2","0.25",1200,600,"Львов","до 200 человек","Аутсорсинговая","мужской",21,"Высшее","Львовская Политехника","False","средний","iOS,eCommerce","21/06/2017 18:05:32","Mozilla/5.0 (Linux; Android 6.0.1; ASUS_Z00AD Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.92 Mobile Safari/537.36",2,0.25,1200,NA,"DEV"
"6272","Junior QA engineer","","Manual QA","меньше 3 месяцев","меньше 3 месяцев",350,0,"Киев","до 10 человек","Стартап","мужской",27,"Высшее","НТУУ «КПИ»","False","ниже среднего","Веб-разработка,Мультимедиа","21/06/2017 18:06:04","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.100 Safari/537.36",0,0,350,NA,"QA"
"6273","Junior Software Engineer","C#/.NET","","0.5","0.5",550,400,"Харьков","до 200 человек","Аутсорсинговая","женский",21,"Высшее","ХНУРЭ","True","средний","Веб-разработка,eCommerce","21/06/2017 18:06:28","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.5,550,NA,"DEV"
"6274","Project manager","","","6","2",3000,300,"Киев","свыше 1000 человек","Аутсорсинговая","женский",34,"Высшее","КНУ им. Шевченко","False","продвинутый","Финансы и банки,Корпоративные системы","21/06/2017 18:06:40","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1",6,2,3000,NA,"PM"
"6275","Junior QA engineer","","Manual QA","0.5","0.5",200,200,"Киев","до 10 человек","Продуктовая","мужской",20,"Незаконченное высшее","КНУСА","True","средний","Веб-разработка","21/06/2017 18:11:06","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.5,200,NA,"QA"
"6276","HR","","","2","1.5",1000,200,"Харьков","до 50 человек","Аутсорсинговая","женский",24,"Два высших","ХНУ им. Каразина","False","выше среднего","Веб-разработка,eCommerce","21/06/2017 18:13:27","Mozilla/5.0 (X11; Linux i686 (x86_64)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",2,1.5,1000,NA,""
"6277","Marketing","","","меньше 3 месяцев","меньше 3 месяцев",300,0,"Одесса","до 10 человек","Стартап","мужской",32,"Незаконченное высшее","Другой вуз","False","ниже среднего","","21/06/2017 18:14:38","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0,0,300,NA,""
"6278","Support","","","1.5","1",1180,120,"Киев","до 1000 человек","Другая","мужской",29,"Высшее","Другой вуз","False","средний","Телекоммуникации","21/06/2017 18:18:06","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",1.5,1,1180,NA,""
"6279","Software Engineer","JavaScript","","2","2",1100,400,"Львов","до 200 человек","Продуктовая","мужской",25,"Высшее","Львовская Политехника","False","средний","Веб-разработка","21/06/2017 18:20:20","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",2,2,1100,NA,"DEV"
"6280","HR","","","1","0.5",400,100,"Харьков","до 200 человек","Аутсорсинговая","женский",24,"Высшее","Другой вуз","False","средний","Веб-разработка","21/06/2017 18:22:56","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1,0.5,400,NA,""
"6281","Marketing","","","5","1.5",2300,800,"Киев","до 50 человек","Продуктовая","мужской",32,"Высшее","Другой вуз","False","выше среднего","Android,iOS","21/06/2017 18:23:06","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5,1.5,2300,NA,""
"6282","Junior QA engineer","","Manual QA","0.25","0.25",300,0,"Львов","свыше 1000 человек","Аутсорсинговая","женский",23,"Высшее","ЛНУ им. Франко","False","выше среднего","Desktop Applications,Веб-разработка","21/06/2017 18:26:16","Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-J510H Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/5.4 Chrome/51.0.2704.106 Mobile Safari/537.36",0.25,0.25,300,NA,"QA"
"6283","Project manager","","","5","1.5",2900,500,"Киев","до 50 человек","Продуктовая","женский",28,"Высшее","Другой вуз","False","продвинутый","Gamedev","21/06/2017 18:30:15","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5,1.5,2900,NA,"PM"
"6284","Senior Software Engineer","Python","","6","1",3100,600,"Харьков","до 1000 человек","Аутстаффинговая","мужской",36,"Два высших","ХНУРЭ","False","выше среднего","Веб-разработка,eCommerce","21/06/2017 18:36:11","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.109 Safari/537.36",6,1,3100,NA,"DEV"
"6285","Software Engineer","C++","","3","3",1200,0,"Киев","до 1000 человек","Продуктовая","мужской",24,"Высшее","НТУУ «КПИ»","False","выше среднего","Другое","21/06/2017 19:13:35","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3,3,1200,NA,"DEV"
"6286","QA engineer","","Automation QA","4","2",2000,200,"Харьков","до 1000 человек","Продуктовая","женский",28,"Два высших","ХНУ им. Каразина","False","выше среднего","iOS,Desktop Applications","21/06/2017 19:15:39","Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1",4,2,2000,NA,"QA"
"6287","Junior Software Engineer","C#/.NET","","1","1",900,400,"Киев","до 1000 человек","Продуктовая","мужской",27,"Незаконченное высшее","НТУУ «КПИ»","True","продвинутый","Веб-разработка,Корпоративные системы","21/06/2017 19:19:04","Mozilla/5.0 (Linux; Android 7.0; SAMSUNG SM-G935F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/5.4 Chrome/51.0.2704.106 Mobile Safari/537.36",1,1,900,NA,"DEV"
"6288","Junior QA engineer","","Manual QA","1.5","1.5",450,150,"Тернополь","до 50 человек","Аутсорсинговая","мужской",28,"Высшее","Другой вуз","False","продвинутый","Корпоративные системы","21/06/2017 19:44:49","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0",1.5,1.5,450,NA,"QA"
"6289","Junior QA engineer","","Manual QA","0.5","0.5",400,150,"Одесса","до 50 человек","Аутсорсинговая","мужской",24,"Высшее","ОНАС","False","выше среднего","Android,Веб-разработка","21/06/2017 19:52:15","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.5,400,NA,"QA"
"6290","Senior Software Engineer","JavaScript","","5","1",3325,0,"Киев","до 50 человек","Аутсорсинговая","мужской",32,"Высшее","НТУУ «КПИ»","False","выше среднего","Веб-разработка","21/06/2017 19:57:39","Mozilla/5.0 (Linux; Android 5.1; MZ-m3 note Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/45.0.2454.94 Mobile Safari/537.36",5,1,3325,NA,"DEV"
"6291","Junior Software Engineer","C#/.NET","","1","1",425,125,"Одесса","до 50 человек","Продуктовая","мужской",23,"Техникум / Колледж","","False","средний","Веб-разработка,eCommerce","21/06/2017 20:05:43","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1,1,425,NA,"DEV"
"6292","Data Scientist / Data Analyst","","","2","меньше 3 месяцев",3000,1800,"Киев","до 200 человек","Стартап","мужской",27,"Высшее","Другой вуз","False","средний","Веб-разработка,Другое","21/06/2017 20:21:39","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2,0,3000,NA,""
"6293","Junior Software Engineer","PHP","","2","2",750,250,"Одесса","до 10 человек","Другая","мужской",24,"Высшее","ОНПУ","False","ниже среднего","Веб-разработка","21/06/2017 20:27:42","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2,2,750,NA,"DEV"
"6294","Designer","","","2","0.5",575,425,"Киев","до 50 человек","Продуктовая","мужской",24,"Высшее","Другой вуз","False","ниже среднего","Веб-разработка","21/06/2017 20:30:14","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.104 Safari/537.36",2,0.5,575,NA,""
"6295","Senior Software Engineer","PHP","","10 и более лет","3",2990,600,"Харьков","до 200 человек","Продуктовая","мужской",31,"Техникум / Колледж","","False","выше среднего","Веб-разработка,Корпоративные системы","21/06/2017 20:30:47","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",10,3,2990,NA,"DEV"
"6296","Software Engineer","PHP","","5","1",1200,300,"Киев","до 200 человек","Аутсорсинговая","мужской",27,"Высшее","НАУ","False","средний","Веб-разработка","21/06/2017 20:44:39","Mozilla/5.0 (Linux; Android 6.0.1; MI NOTE LTE Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",5,1,1200,NA,"DEV"
"6297","Junior Software Engineer","C#/.NET","","0.25","0.25",500,0,"Киев","до 10 человек","Продуктовая","женский",30,"Высшее","НТУУ «КПИ»","False","ниже среднего","Системное программирование","21/06/2017 20:55:13","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.137 YaBrowser/17.4.1.955 Yowser/2.5 Safari/537.36",0.25,0.25,500,NA,"DEV"
"6298","Software Engineer","JavaScript","","3","3",1700,300,"Львов","до 1000 человек","Аутсорсинговая","мужской",25,"Высшее","Львовская Политехника","False","средний","Android,Веб-разработка","21/06/2017 21:03:24","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3,3,1700,NA,"DEV"
"6299","Software Engineer","JavaScript","","1.5","1",1400,600,"Киев","до 200 человек","Другая","мужской",25,"Высшее","КНУСА","False","выше среднего","Веб-разработка,Корпоративные системы","21/06/2017 21:07:32","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1,1400,NA,"DEV"
"6300","Senior Software Engineer","C","","10 и более лет","0.5",4275,700,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",30,"Высшее","НТУУ «КПИ»","False","средний","Embedded,Системное программирование","21/06/2017 21:08:46","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/58.0.3029.110 Chrome/58.0.3029.110 Safari/537.36",10,0.5,4275,NA,"DEV"
"6301","Junior Software Engineer","Ruby/Rails","","1.5","меньше 3 месяцев",600,300,"Черкассы","до 200 человек","Аутсорсинговая","мужской",20,"Высшее","Другой вуз","True","средний","Веб-разработка,Корпоративные системы","21/06/2017 21:13:22","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:51.0) Gecko/20100101 Firefox/51.0",1.5,0,600,NA,"DEV"
"6302","HTML coder","","","2","2",500,200,"Удаленно","до 10 человек","Другая","мужской",28,"Высшее","НТУУ «КПИ»","False","средний","Веб-разработка","21/06/2017 21:23:53","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",2,2,500,NA,""
"6303","Talent Researcher","","","1","0.5",200,30,"Львов","свыше 1000 человек","Аутсорсинговая","женский",27,"Два высших","ЛНУ им. Франко","False","ниже среднего","Другое","21/06/2017 21:26:34","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:54.0) Gecko/20100101 Firefox/54.0",1,0.5,200,NA,""
"6304","Project manager","","","5","1",7000,1000,"Киев","до 50 человек","Продуктовая","мужской",29,"Высшее","НТУУ «КПИ»","False","средний","Android,iOS","21/06/2017 21:27:20","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:54.0) Gecko/20100101 Firefox/54.0",5,1,7000,NA,"PM"
"6305","HTML coder","PHP","","4","меньше 3 месяцев",500,-300,"Киев","до 10 человек","Продуктовая","мужской",30,"Высшее","Другой вуз","False","ниже среднего","Веб-разработка,eCommerce","21/06/2017 21:36:43","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4,0,500,NA,""
"6306","Software Engineer","C#/.NET","","0.5","0.5",1000,600,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",20,"Незаконченное высшее","НАУ","True","выше среднего","Desktop Applications,Другое","21/06/2017 21:37:11","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.5,1000,NA,"DEV"
"6307","Junior Software Engineer","PHP","","2","0.5",550,50,"Полтава","до 50 человек","Аутсорсинговая","мужской",27,"Высшее","Другой вуз","False","ниже среднего","Веб-разработка","21/06/2017 21:37:18","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.109 Safari/537.36",2,0.5,550,NA,"DEV"
"6308","Junior Software Engineer","C#/.NET","","0.5","0.5",400,100,"Харьков","до 200 человек","Аутсорсинговая","мужской",20,"Высшее","ХАИ","True","средний","Веб-разработка,Корпоративные системы","21/06/2017 21:44:10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0",0.5,0.5,400,NA,"DEV"
"6309","Software Engineer","C#/.NET","","2","0.5",900,350,"Харьков","до 200 человек","Аутсорсинговая","мужской",38,"Высшее","Другой вуз","False","выше среднего","Веб-разработка","21/06/2017 21:46:27","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2,0.5,900,NA,"DEV"
"6310","Project manager","","","6","3",7000,1500,"Киев","до 200 человек","Стартап","мужской",34,"Высшее","НТУ «ХПИ»","False","выше среднего","Android,iOS","21/06/2017 21:47:03","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.898",6,3,7000,NA,"PM"
"6311","Junior QA engineer","","Manual QA","0.5","0.25",250,30,"Киев","до 50 человек","Аутсорсинговая","мужской",30,"Высшее","КНУСА","False","средний","Android,Веб-разработка","21/06/2017 22:01:33","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.137 YaBrowser/17.4.1.955 Yowser/2.5 Safari/537.36",0.5,0.25,250,NA,"QA"
"6312","DevOps","","","10 и более лет","2",2000,0,"Днепр","до 1000 человек","Продуктовая","мужской",39,"Высшее","Другой вуз","False","выше среднего","Веб-разработка","21/06/2017 22:10:03","Mozilla/5.0 (iPad; CPU OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1",10,2,2000,NA,"ADM"
"6313","Software Engineer","JavaScript","","3","1.5",2100,500,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",22,"Высшее","НТУУ «КПИ»","True","средний","Веб-разработка","21/06/2017 22:13:33","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3,1.5,2100,NA,"DEV"
"6314","Junior Software Engineer","Java","","0.5","0.25",400,400,"Харьков","до 200 человек","Аутсорсинговая","мужской",20,"Незаконченное высшее","ХНУРЭ","True","средний","Android","21/06/2017 22:22:10","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 YaBrowser/17.6.0.1635 Yowser/2.5 Safari/537.36",0.5,0.25,400,NA,"DEV"
"6315","Team lead","","","3","1.5",450,75,"Киев","до 200 человек","Продуктовая","женский",25,"Высшее","НТУУ «КПИ»","False","продвинутый","Телекоммуникации","21/06/2017 22:23:39","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3,1.5,450,NA,"PM"
"6316","Software Engineer","Objective-C","","2","0.5",2000,500,"Одесса","до 1000 человек","Аутсорсинговая","мужской",29,"Кандидат","Другой вуз","False","выше среднего","iOS","21/06/2017 22:25:18","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2,0.5,2000,NA,"DEV"
"6317","Senior Software Engineer","Java","","10 и более лет","0.5",4500,0,"Киев","до 200 человек","Продуктовая","мужской",34,"Высшее","КНУ им. Шевченко","False","средний","Финансы и банки,Корпоративные системы","21/06/2017 22:30:18","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10,0.5,4500,NA,"DEV"
"6318","Support","","","10 и более лет","6",650,0,"Киев","до 200 человек","Стартап","женский",36,"Высшее","КНУТД","False","элементарный","Финансы и банки","21/06/2017 22:37:20","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10,6,650,NA,""
"6319","Senior Project Manager / Program Manager","","","10 и более лет","1.5",3370,350,"Харьков","до 200 человек","Аутстаффинговая","мужской",34,"Высшее","ХНУРЭ","False","выше среднего","Desktop Applications,Веб-разработка","21/06/2017 22:37:49","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10,1.5,3370,NA,"SPM"
"6320","HTML coder","","","0.5","0.5",650,200,"Киев","до 200 человек","Продуктовая","мужской",29,"Высшее","Другой вуз","False","средний","Веб-разработка","21/06/2017 22:44:23","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.5,650,NA,""
"6321","Software Engineer","PHP","","4","1",1400,200,"Ивано-Франковск","до 50 человек","Стартап","мужской",21,"Среднее","","False","средний","Веб-разработка","21/06/2017 22:46:13","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4,1,1400,NA,"DEV"
"6322","Junior Software Engineer","Objective-C","","0.5","0.5",450,250,"Харьков","до 50 человек","Аутсорсинговая","мужской",20,"Незаконченное высшее","ХНУ им. Каразина","True","средний","iOS","21/06/2017 22:51:25","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.5,450,NA,"DEV"
"6323","Software Engineer","Objective-C","","1.5","1.5",1500,1230,"Львов","до 50 человек","Аутстаффинговая","мужской",22,"Незаконченное высшее","Львовская Политехника","True","выше среднего","iOS","21/06/2017 23:02:23","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.5,1500,NA,"DEV"
"6324","Senior Software Engineer","JavaScript","","8","1.5",3700,800,"Киев","до 200 человек","Аутсорсинговая","мужской",29,"Высшее","ВНТУ","False","выше среднего","Веб-разработка,eCommerce","21/06/2017 23:08:36","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",8,1.5,3700,NA,"DEV"
"6325","Software Engineer","C#/.NET","","1","0.5",650,450,"Харьков","до 50 человек","Аутсорсинговая","мужской",22,"Незаконченное высшее","Другой вуз","True","средний","Gamedev","21/06/2017 23:10:07","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",1,0.5,650,NA,"DEV"
"6326","Senior Software Engineer","JavaScript","","4","1",4700,0,"Удаленно","до 50 человек","Аутстаффинговая","мужской",22,"Высшее","ВНТУ","True","продвинутый","Веб-разработка","21/06/2017 23:19:13","Mozilla/5.0 (Linux; Android 7.1.2; Nexus 5X Build/N2G47W) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",4,1,4700,NA,"DEV"
"6327","Team lead","","","10 и более лет","8",1150,0,"Сумы","до 1000 человек","Продуктовая","мужской",30,"Высшее","Другой вуз","False","выше среднего","Телекоммуникации,Корпоративные системы","21/06/2017 23:29:11","Mozilla/5.0 (Linux; Android 6.0; XT1580 Build/MPKS24.78-8-12) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36 OPR/42.7.2246.114996",10,8,1150,NA,"PM"
"6328","Junior Software Engineer","C#/.NET","","1.5","1.5",1000,200,"Киев","до 50 человек","Продуктовая","мужской",22,"Высшее","НТУУ «КПИ»","True","выше среднего","Desktop Applications","21/06/2017 23:37:28","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.5,1000,NA,"DEV"
"6329","Business analyst","","","10 и более лет","1.5",5000,500,"Киев","до 1000 человек","Аутсорсинговая","мужской",36,"Высшее","НТУУ «КПИ»","False","выше среднего","Финансы и банки","21/06/2017 23:40:53","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10,1.5,5000,NA,""
"6330","Project manager","","","2","1",540,0,"Киев","до 10 человек","Другая","мужской",25,"Высшее","НАУ","False","выше среднего","Веб-разработка","21/06/2017 23:44:25","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2,1,540,NA,"PM"
"6331","Business analyst","","","0.5","0.5",615,0,"Киев","до 50 человек","Другая","женский",32,"Два высших","НТУУ «КПИ»","False","средний","Веб-разработка,Корпоративные системы","21/06/2017 23:45:28","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.5,615,NA,""
"6332","Software Engineer","Swift","","1.5","0.5",1000,700,"Харьков","до 50 человек","Аутстаффинговая","мужской",24,"Высшее","ХНУРЭ","False","средний","iOS","21/06/2017 23:46:00","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,0.5,1000,NA,"DEV"
"6333","Software Engineer","JavaScript","","1.5","0.5",2800,1000,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",25,"Два высших","Другой вуз","False","выше среднего","Веб-разработка,Финансы и банки","21/06/2017 23:47:17","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,0.5,2800,NA,"DEV"
"6334","Technical Lead","Java","","6","4",3700,1200,"Харьков","до 50 человек","Аутсорсинговая","мужской",28,"Два высших","НТУ «ХПИ»","False","выше среднего","Android,Системное программирование","21/06/2017 23:47:34","Mozilla/5.0 (Linux; Android 7.1.1; MI 6 Build/NMF26X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",6,4,3700,NA,"SDEV"
"6335","Technical Lead","C#/.NET","","9","1.5",2500,0,"Харьков","до 50 человек","Аутсорсинговая","мужской",30,"Высшее","ХНУРЭ","False","средний","Gamedev","21/06/2017 23:53:17","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1",9,1.5,2500,NA,"SDEV"
