Timestamp,Возраст,Город,Общий стаж работы по специальности,Специализация,Зарплата за последний месяц,Прибавка к зарплате,Стаж на текущем месте работы,Размер компании
10/13/2010 16:27:15,,Киев,14 лет,C#/.NET,,500+,2 года,больше 200 человек
10/13/2010 16:38:28,,Киев,7,QA/Testing,2000,800,5,больше 200 человек
10/13/2010 16:39:47,,Киев,10,Flex/Flash/AIR,680,400,10,10 - 50 человек
10/13/2010 16:46:23,,Киев,"1,5 лет",Java,1800,500,2 года,50 - 200 человек
10/13/2010 16:55:39,,Киев,9,C#/.NET,1900,600,2m,больше 200 человек
10/13/2010 16:58:57,,Харьков,4.5 года,C++,1200,400,3.5 года,10 - 50 человек
10/13/2010 17:00:10,,Киев,11,PHP,2500,500,5,меньше 10 человек
10/13/2010 17:12:28,,Киев,10 лет,C++,2530,4000,3.5 года,больше 200 человек
10/13/2010 17:23:40,,Харьков,3,C#/.NET,2000,700,3,10 - 50 человек
10/13/2010 17:27:21,,Львов,6,C#/.NET,2600,600,1 month,50 - 200 человек
10/13/2010 17:27:57,,Харьков,4,Gamedev,1500,1000,1.5,50 - 200 человек
10/13/2010 17:29:10,,другой,4,C++,1500,500,4,10 - 50 человек
10/13/2010 17:29:19,,Киев,3 года,Flex/Flash/AIR,1700,300,1 год,10 - 50 человек
10/13/2010 17:30:49,,другой,7,C#/.NET,1000,1500,2,10 - 50 человек
10/13/2010 17:32:55,,другой,6,Embedded,24000 SEK,8000 SEK,3 года,10 - 50 человек
10/13/2010 17:33:53,,Киев,9,C++,3500,5000,5,больше 200 человек
10/13/2010 17:35:38,,другой,1,C++,400,400,3 месяца,10 - 50 человек
10/13/2010 17:39:39,,Киев,2,C#/.NET,1500,300,1,10 - 50 человек
10/13/2010 17:43:06,,другой,7,Mobile,30к рублей,5к рублей,1,больше 200 человек
10/13/2010 17:45:46,,Львов,3+,QA/Testing,800,200,3,больше 200 человек
10/13/2010 17:52:07,,Львов,8,Flex/Flash/AIR,1950,300,1,50 - 200 человек
10/13/2010 18:03:16,,Киев,4,PHP,1800,700 USD,1 год,больше 200 человек
10/13/2010 18:20:39,,Киев,8,C#/.NET,2500,9999999999,4,больше 200 человек
10/13/2010 18:24:40,,другой,5,Java,1500,-100,1 год,50 - 200 человек
10/13/2010 18:25:54,,Киев,3,Embedded,950,500,1.5,10 - 50 человек
10/13/2010 18:37:47,,Киев,4,Java,1900,600,1,50 - 200 человек
10/13/2010 18:42:11,,Киев,3,QA/Testing,2000,500,2,10 - 50 человек
10/13/2010 18:43:18,,другой,8,Java,1200,2000,4,меньше 10 человек
10/13/2010 18:47:37,,Киев,3,Java,2300,2700,1 месяц,больше 200 человек
10/13/2010 18:56:24,,Киев,5,Java,2000,500,5,больше 200 человек
10/13/2010 19:15:01,,Киев,7 лет,PHP,10000 UAH,50%,20 месяцев,50 - 200 человек
10/13/2010 19:18:40,,Львов,5 років,Java,1200,500,4 роки,больше 200 человек
10/13/2010 19:19:00,,Киев,"2,5 ktn",C#/.NET,850,400,14 месяцев,10 - 50 человек
10/13/2010 19:31:55,,Киев,15,Project manager,1500,3500,3,меньше 10 человек
10/13/2010 20:18:52,,другой,6 лет,Java,1800 USD,1000 USD,4 года,10 - 50 человек
10/13/2010 20:25:34,,другой,6 лет,Java,1000,1500,6 месяцев,50 - 200 человек
10/13/2010 20:36:32,,Харьков,5,Java,2000,1500,"3,5",50 - 200 человек
10/13/2010 20:47:45,,Киев,9,Java,3500,400,6 месяцев,больше 200 человек
10/13/2010 20:51:51,,Львов,13,Embedded,2000,200,4,50 - 200 человек
10/13/2010 20:52:34,,Харьков,2,Java,1300,1000,"1,5",50 - 200 человек
10/13/2010 21:00:08,,Киев,4,Java,,500,1,больше 200 человек
10/13/2010 21:30:06,,Львов,5,Java,2800,600,2 місяці,больше 200 человек
10/13/2010 21:37:49,,другой,13,C#/.NET,2000,1000,4,меньше 10 человек
10/13/2010 21:42:13,,Киев,5,Python,10000 грн,никакой,4 месяца,меньше 10 человек
10/13/2010 21:54:09,,Киев,15 лет,Embedded,4000,2000,14 месяцев,больше 200 человек
10/13/2010 21:56:36,,Харьков,2,Oracle,350,120,2,меньше 10 человек
10/13/2010 21:57:30,,Киев,10,C#/.NET,fuck you max,suck my dick,5,меньше 10 человек
10/13/2010 22:03:27,,Киев,8,Java,750,0,2.5,50 - 200 человек
10/13/2010 22:05:59,,Киев,3,C#/.NET,1500,200,2,больше 200 человек
10/13/2010 22:18:26,,другой,2,PHP,560,400,1,меньше 10 человек
10/13/2010 22:51:12,,другой,5,C++,600,2000,2,меньше 10 человек
10/13/2010 23:04:50,,другой,1,PHP,425,250,1,меньше 10 человек
10/13/2010 23:12:53,,Киев,11 месяцев,Objective-C,4000грн,+4000грн,1 неделя,10 - 50 человек
10/13/2010 23:18:12,,Киев,1 год,Embedded,3300 UAH,800 USD,4 месяца,больше 200 человек
10/13/2010 23:18:25,,Киев,"2,5",C#/.NET,1600,1000,2,больше 200 человек
10/13/2010 23:22:28,,другой,полгода,PHP,2000,4000,полгода,10 - 50 человек
10/13/2010 23:23:06,,Харьков,3,PHP,700,900,6 месяцев,50 - 200 человек
10/13/2010 23:25:50,,Львов,1,PHP,800,300,0.5,10 - 50 человек
10/13/2010 23:32:32,,другой,4 года,QA/Testing,850,350,9 мес,50 - 200 человек
10/13/2010 23:43:19,,Харьков,три месяца,Ruby/Rails,350,350,три месяца,10 - 50 человек
10/13/2010 23:45:47,,Киев,3,C#/.NET,1000,1000,1,меньше 10 человек
10/13/2010 23:47:14,,Киев,6 лет,Java,2600,200,2 месяца,10 - 50 человек
10/14/2010 0:05:26,,Киев,4,C++,1600,600,1,меньше 10 человек
10/14/2010 0:35:56,,Киев,5,Objective-C,1500,500,3,больше 200 человек
10/14/2010 0:44:22,,другой,5,C#/.NET,1500,500,6мес,меньше 10 человек
10/14/2010 0:48:40,,другой,4,C#/.NET,1200,1600,4 месяца,меньше 10 человек
10/14/2010 1:06:11,,Львов,7,Embedded,1900,2300,5,50 - 200 человек
10/14/2010 2:19:10,,Харьков,"2,5",Flex/Flash/AIR,600,700,"2,5 года",больше 200 человек
10/14/2010 2:33:11,,другой,4,PHP,1000,500,5мес,10 - 50 человек
10/14/2010 5:23:38,,Киев,13 лет,Java,2000,1000,6 месяцев,50 - 200 человек
10/14/2010 8:09:21,,другой,4 года,HTML/CSS/JavaScript,$1000,50%,1.5 года,10 - 50 человек
10/14/2010 8:36:03,,Харьков,4,Project manager,1700,700,"2,5",10 - 50 человек
10/14/2010 8:38:00,,Киев,7,C#/.NET,950,1000,7,меньше 10 человек
10/14/2010 8:45:51,,Киев,3,Java,1000,300,7,50 - 200 человек
10/14/2010 8:49:58,,Киев,7,Project manager,2000,2750,5,больше 200 человек
10/14/2010 8:54:25,,Харьков,2,PHP,750,400,2,10 - 50 человек
10/14/2010 9:10:51,,Киев,3,C++,USD,400,3,больше 200 человек
10/14/2010 9:21:16,,Киев,12 лет,C#/.NET,2000,500,8 лет,больше 200 человек
10/14/2010 9:25:46,,Киев,7,Java,2300,700,2,больше 200 человек
10/14/2010 9:36:39,,Львов,10,C++,100 $,200 $,9,меньше 10 человек
10/14/2010 9:50:16,,Львов,4,C#/.NET,1900,500,1,10 - 50 человек
10/14/2010 10:01:48,,Киев,6,QA/Testing,2000,500,5 лет,10 - 50 человек
10/14/2010 10:30:06,,Киев,3,Java,,500,3 мес,больше 200 человек
10/14/2010 10:32:42,,Харьков,2,Java,1200,300,1 месяц,50 - 200 человек
10/14/2010 10:39:24,,другой,10,Java,2000,300,5,меньше 10 человек
10/14/2010 10:50:37,,Киев,3,Java,1700,500,2,меньше 10 человек
10/14/2010 10:53:45,,другой,2,QA/Testing,1000,500,"0,5",больше 200 человек
10/14/2010 11:04:05,,Киев,3,Objective-C,,0 ) вот если бы другая страна :),1.5,10 - 50 человек
10/14/2010 11:07:11,,Киев,14,PHP,1000,1000,10,10 - 50 человек
10/14/2010 11:12:00,,другой,"3,5 года",C#/.NET,2500,не собираюсь переходить,"3,5 года",50 - 200 человек
10/14/2010 11:14:04,,Киев,7 лет,Java,3000,4000,6 месяцев,больше 200 человек
10/14/2010 11:25:57,,Киев,4,C#/.NET,1500,500,5 месяцев,больше 200 человек
10/14/2010 11:37:28,,Харьков,5,PHP,1100,600-800,6 месяцев,10 - 50 человек
10/14/2010 11:43:58,,Киев,5,QA/Testing,2500,1000,2,50 - 200 человек
10/14/2010 11:48:57,,другой,5,C++,1600,160,5,50 - 200 человек
10/14/2010 11:58:53,,Харьков,8,C#/.NET,,500,4,50 - 200 человек
10/14/2010 12:13:06,,Киев,10 лет,Ruby/Rails,2750,500,3 года,10 - 50 человек
10/14/2010 12:20:56,,Львов,3,C#/.NET,1400,300,3,больше 200 человек
10/14/2010 12:34:03,,Львов,5,Python,600,400,3,меньше 10 человек
10/14/2010 12:42:13,,Киев,2.5,Java,1900,1000,2 month,больше 200 человек
10/14/2010 12:50:08,,Киев,5,Python,1500,2000,2 місяці,10 - 50 человек
10/14/2010 13:05:19,,Львов,3,Java,2000,2600,3,50 - 200 человек
10/14/2010 13:09:28,,другой,5,Ruby/Rails,3000,1500,1,50 - 200 человек
10/14/2010 13:18:01,,Киев,9,Project manager,2100,500,6,больше 200 человек
10/14/2010 13:37:31,,другой,3,HTML/CSS/JavaScript,250,250,2,меньше 10 человек
10/14/2010 13:38:28,,Киев,11,Project manager,1500,500,3 мес,10 - 50 человек
10/14/2010 13:39:22,,другой,4,Java,UAH,2000,2,10 - 50 человек
10/14/2010 13:42:17,,Киев,6 лет,C#/.NET,2200,500,3 года,меньше 10 человек
10/14/2010 13:43:34,,Киев,4,C#/.NET,2500,1500,"0,5",10 - 50 человек
10/14/2010 14:01:34,,другой,4,C#/.NET,1600,400,14,10 - 50 человек
10/14/2010 14:09:34,,Харьков,1,Project manager,700,700,2,больше 200 человек
10/14/2010 14:10:39,,Киев,3 года,Ruby/Rails,1500,25%+,1 месяц,10 - 50 человек
10/14/2010 14:16:57,,Киев,11,Project manager,2700,800,26 месяцев,больше 200 человек
10/14/2010 14:20:18,,другой,14,Ruby/Rails,1500,500,2ujlf,меньше 10 человек
10/14/2010 14:27:30,,Киев,6,C#/.NET,,1,1,50 - 200 человек
10/14/2010 14:33:13,,Киев,7,Java,2500,300,1,больше 200 человек
10/14/2010 14:33:22,,Киев,7,PHP,1600,1000,1 год,меньше 10 человек
10/14/2010 14:43:02,,другой,4,C#/.NET,1100,500,3,больше 200 человек
10/14/2010 14:49:53,,Харьков,4,C#/.NET,800,100,4,10 - 50 человек
10/14/2010 14:54:29,,Киев,4,C++,900,500,2года,10 - 50 человек
10/14/2010 14:54:38,,Львов,14,Project manager,2000,+75%,14,больше 200 человек
10/14/2010 14:58:46,,Киев,5,C++,2500,3500,4,10 - 50 человек
10/14/2010 15:06:55,,другой,3,PHP,850,500,3,10 - 50 человек
10/14/2010 15:07:58,,другой,2 года,Java,300,250,8 месяцев,меньше 10 человек
10/14/2010 15:33:39,,другой,8,C++,1500,1500,5,10 - 50 человек
10/14/2010 15:40:33,,Киев,3 месяца,PHP,4500грн,+2000,3 месяца,10 - 50 человек
10/14/2010 15:45:24,,Харьков,1 год,PHP,700,200,4 месяца,меньше 10 человек
10/14/2010 16:00:09,,Киев,3,Gamedev,800,900,4,50 - 200 человек
10/14/2010 16:00:56,,другой,6,Project manager,1600,1600,3,10 - 50 человек
10/14/2010 16:03:47,,другой,5,Java,1400,1000,5,10 - 50 человек
10/14/2010 16:07:17,,Харьков,4,Java,1800,500,3 месяца,меньше 10 человек
10/14/2010 16:10:42,,Харьков,5,Java,1000,0,3,больше 200 человек
10/14/2010 16:15:44,,Киев,4 года,Embedded,2300,300,1 год,больше 200 человек
10/14/2010 16:18:09,,другой,6 лет,C#/.NET,2500,1000,"1,5 года",меньше 10 человек
10/14/2010 16:22:45,,Харьков,6,C#/.NET,1500,400,4.5,больше 200 человек
10/14/2010 16:24:16,,Киев,2 года,Embedded,800,50%,9 месяцев,меньше 10 человек
10/14/2010 16:26:43,,Киев,5,C#/.NET,2600,400,3,10 - 50 человек
10/14/2010 16:31:00,,Львов,2.5,Java,,300,4 міс,больше 200 человек
10/14/2010 16:32:05,,Киев,4 года,Oracle,1500,500,3 года,50 - 200 человек
10/14/2010 16:37:52,,Киев,4,Java,700,700,6 месяцев,больше 200 человек
10/14/2010 16:39:30,,Киев,3 years,QA/Testing,,500,1 year,больше 200 человек
10/14/2010 16:51:25,,Харьков,6,Project manager,3500,1500,3,больше 200 человек
10/14/2010 16:55:35,,Киев,-,C#/.NET,,-,-,меньше 10 человек
10/14/2010 16:55:40,,Львов,3.5,C#/.NET,,500,1.2,больше 200 человек
10/14/2010 16:57:56,,Харьков,3,C#/.NET,950,550,1,10 - 50 человек
10/14/2010 17:00:00,,Львов,6,Java,2000,400,2 month,больше 200 человек
10/14/2010 17:00:59,,Киев,10 лет,Project manager,2000,500,2 года,меньше 10 человек
10/14/2010 17:19:56,,Киев,12,Embedded,2000,400,1,больше 200 человек
10/14/2010 17:34:50,,другой,5.5,Objective-C,2400,500,1,больше 200 человек
10/14/2010 17:51:15,,Киев,12,C#/.NET,2500,1000,3,больше 200 человек
10/14/2010 17:57:38,,другой,3 month,C#/.NET,630USD,250,3 month,больше 200 человек
10/14/2010 18:02:46,,Львов,10,C++,3000,500,1,50 - 200 человек
10/14/2010 18:15:52,,Киев,1 год,C++,1600,400,1 год,50 - 200 человек
10/14/2010 18:18:19,,Киев,5,C++,2400,500,1м,больше 200 человек
10/14/2010 18:38:10,,Киев,7,HTML/CSS/JavaScript,1600,400,2,10 - 50 человек
10/14/2010 18:59:33,,Харьков,3,Project manager,2000,500,1,50 - 200 человек
10/14/2010 19:00:20,,Киев,12,Project manager,,5000,6,50 - 200 человек
10/14/2010 20:36:48,,Харьков,4,Project manager,2000,1000,3,больше 200 человек
10/14/2010 20:44:13,,Киев,3 года,C++,1500,1000,4 месяца,больше 200 человек
10/14/2010 21:11:02,,Киев,3,C++,600,0,1,меньше 10 человек
10/14/2010 21:30:09,,Львов,8,Java,4500,5000,5,больше 200 человек
10/14/2010 22:18:28,,Киев,1,PHP,440,200,1,меньше 10 человек
10/14/2010 23:03:51,,Киев,1 год,Objective-C,1000,500 USD,1 год,больше 200 человек
10/14/2010 23:10:50,,Киев,6,Project manager,2750,5000,6,больше 200 человек
10/14/2010 23:15:50,,Харьков,5 лет,C#/.NET,2000,500,3 года,10 - 50 человек
10/14/2010 23:33:43,,Киев,2 года,C#/.NET,800,1500,1 год,10 - 50 человек
10/14/2010 23:35:30,,Киев,1год 5 месяцев,PHP,6000грн,2000грн,11 месяцев,10 - 50 человек
10/14/2010 23:43:10,,Киев,6 лет,C++,2500,500,5 лет,10 - 50 человек
10/14/2010 23:44:15,,Киев,0.5,QA/Testing,500,0,0.5,10 - 50 человек
10/14/2010 23:44:39,,другой,7,Ruby/Rails,$6300,$1500,2,меньше 10 человек
10/14/2010 23:47:01,,Киев,7,C#/.NET,2600,800,1 месяц,больше 200 человек
10/14/2010 23:47:12,,Харьков,2.5 года,Java,1100,+400,1 год,больше 200 человек
10/14/2010 23:53:31,,другой,8 лет,Oracle,3000,800,2 года,больше 200 человек
10/15/2010 1:32:50,,Киев,6 лет,Java,1600,900,"3,5 года",больше 200 человек
10/15/2010 5:43:22,,Киев,5,C#/.NET,1400,300,3 месяца,10 - 50 человек
10/15/2010 8:47:01,,Киев,4,PHP,1600,200,6,10 - 50 человек
10/15/2010 9:09:54,,другой,1 год,Objective-C,20000 руб.,10000,1 год,10 - 50 человек
10/15/2010 9:18:50,,Львов,7 лет,Project manager,3000,700,3 года,больше 200 человек
10/15/2010 9:25:24,,другой,5,Java,1500,200,5,больше 200 человек
10/15/2010 9:44:10,,Киев,1 год,PHP,6500 грн,200 $,1 год,меньше 10 человек
10/15/2010 9:49:27,,Киев,3,Oracle,5500 грн,2000,1,меньше 10 человек
10/15/2010 9:53:21,,Киев,5 лет,C#/.NET,2400 USD,600,1.5 года,больше 200 человек
10/15/2010 10:02:50,,Киев,3,C#/.NET,1600,1000,5 месяцев,больше 200 человек
10/15/2010 10:03:50,,Киев,7,Python,2350,+700,1,10 - 50 человек
10/15/2010 10:06:14,,Киев,10,Flex/Flash/AIR,3000,2000,7,10 - 50 человек
10/15/2010 10:21:33,,Львов,3,PHP,1200,800,1,50 - 200 человек
10/15/2010 10:37:43,,Львов,4,QA/Testing,1000,1000,4,больше 200 человек
10/15/2010 11:20:27,,Львов,12,Oracle,,550,5,больше 200 человек
10/15/2010 11:28:49,,Киев,3,PHP,950,500,7 месяцев,больше 200 человек
10/15/2010 11:33:58,,Киев,3,Java,1100,500,1,больше 200 человек
10/15/2010 11:48:55,,Львов,15,Project manager,3000,10000,7,больше 200 человек
10/15/2010 11:54:09,,Львов,10 років,Python,1500,400,3 роки,больше 200 человек
10/15/2010 11:54:31,,Киев,8 лет,C#/.NET,2500,2000,1 год,больше 200 человек
10/15/2010 11:54:47,,Киев,"3,5 года",C#/.NET,1500,700 $,1 год,10 - 50 человек
10/15/2010 12:01:59,,Киев,4 года,Project manager,10000 гривен,5000 гривен ,4 месяца,меньше 10 человек
10/15/2010 12:24:11,,Киев,1,Java,750,200-1000,0,больше 200 человек
10/15/2010 12:32:17,,Львов,3,C++,900,300,8 мес,больше 200 человек
10/15/2010 12:48:34,,Киев,5,Java,,700,2,больше 200 человек
10/15/2010 13:00:56,,другой,6,C++,18000,1000,6,больше 200 человек
10/15/2010 13:32:35,,Киев,2,C++,1000,500,1,10 - 50 человек
10/15/2010 13:33:47,,Киев,3,HTML/CSS/JavaScript,1200,600,0.5,50 - 200 человек
10/15/2010 14:01:27,,Харьков,5,C#/.NET,1800,300,1,10 - 50 человек
10/15/2010 14:06:33,,Харьков,4 года,PHP,,+600$,1 год,меньше 10 человек
10/15/2010 14:12:56,,Харьков,"2,5 года",Java,1200,300,2,50 - 200 человек
10/15/2010 14:13:30,,другой,2,C++,1600,1000,1,50 - 200 человек
10/15/2010 14:25:38,,другой,6,Java,2000,3000,3,больше 200 человек
10/15/2010 14:27:58,,Киев,10,Oracle,,2000,1,10 - 50 человек
10/15/2010 14:40:06,,Харьков,6,C++,,2500,4,50 - 200 человек
10/15/2010 14:54:42,,Киев,6,QA/Testing,1500,400,2,больше 200 человек
10/15/2010 15:02:44,,Киев,13 лет,Project manager,2600,400,20 месяцев,50 - 200 человек
10/15/2010 15:03:56,,Киев,9,Java,3000USD,500USD,5,10 - 50 человек
10/15/2010 15:08:38,,Киев,15,C#/.NET,3000,500,1,больше 200 человек
10/15/2010 15:15:28,,другой,"4,5",Java,2300,500,"2,5",больше 200 человек
10/15/2010 15:25:50,,другой,7,Java,1700,200,3,больше 200 человек
10/15/2010 15:27:53,,другой,3,C++,2800,700,3,больше 200 человек
10/15/2010 15:30:08,,другой,1 год,PHP,1390 грн,2000 грн,6 месяцев,меньше 10 человек
10/15/2010 15:40:42,,другой,6,C#/.NET,1500,500,1,меньше 10 человек
10/15/2010 15:55:15,,Харьков,3,C#/.NET,1700,300,1,10 - 50 человек
10/15/2010 15:55:32,,Киев,4,PHP,6000,2000,3,10 - 50 человек
10/15/2010 16:53:37,,Киев,7,C#/.NET,1400,500,2,50 - 200 человек
10/15/2010 17:03:58,,Харьков,5,C#/.NET,2000,500,1,50 - 200 человек
10/15/2010 17:14:22,,Львов,10 лет,C#/.NET,1800,300+,"3,5 года",больше 200 человек
10/15/2010 17:54:59,,Львов,7,C++,2600,400,5,больше 200 человек
10/15/2010 17:55:09,,Киев,4,QA/Testing,2200,500,1.5 года,50 - 200 человек
10/15/2010 17:57:27,,Харьков,7,QA/Testing,2100,700,2,больше 200 человек
10/15/2010 18:29:35,,Харьков,5,Project manager,2500,3000,2.5,50 - 200 человек
10/15/2010 18:31:51,,другой,3,Oracle,400,400,2,50 - 200 человек
10/15/2010 18:47:45,,Киев,7 лет,PHP,1500,500,"1 год, 3 месяца",50 - 200 человек
10/15/2010 19:01:25,,Киев,10,C#/.NET,2800,400,1,больше 200 человек
10/15/2010 19:09:13,,Киев,9,C#/.NET,2000,400,4 месяца,меньше 10 человек
10/15/2010 19:16:26,,другой,1 год,Java,2500,1000,9 месяцев,10 - 50 человек
10/15/2010 19:33:48,,Харьков,3 года,C#/.NET,,400,6 месяцев,10 - 50 человек
10/15/2010 19:34:14,,Харьков,"3,5",QA/Testing,700,200,2.5,50 - 200 человек
10/15/2010 19:40:00,,Львов,5,HTML/CSS/JavaScript,1200,800,1 мес,больше 200 человек
10/15/2010 20:05:17,,Киев,5,QA/Testing,22000,8000,1,50 - 200 человек
10/15/2010 20:54:40,,Киев,1,C#/.NET,,1,1,меньше 10 человек
10/15/2010 21:25:36,,другой,"3,5",Python,350,200,"3,5",меньше 10 человек
10/15/2010 21:34:25,,Харьков,2,Python,1200,0,1,меньше 10 человек
10/15/2010 22:05:01,,Харьков,8 лет,C#/.NET,1900,400,5,больше 200 человек
10/15/2010 22:18:49,,Львов,6,Java,2200,3200,4,больше 200 человек
10/15/2010 23:03:19,,Киев,13,C#/.NET,2800,200,12,50 - 200 человек
10/15/2010 23:39:26,,Львов,5,HTML/CSS/JavaScript,2000,500,1,50 - 200 человек
10/16/2010 0:25:53,,другой,20,Java,2000,1000,5,больше 200 человек
10/16/2010 0:32:34,,Киев,1 год,C#/.NET,7000 грн,2000 грн,6 месяцев,10 - 50 человек
10/16/2010 0:55:14,,другой,7,Oracle,800,300,2,больше 200 человек
10/16/2010 1:26:30,,Киев,1,C#/.NET,1200,500,0.2,больше 200 человек
10/16/2010 3:48:31,,Львов,4,Embedded,1500,1000,2,10 - 50 человек
10/16/2010 9:42:44,,Харьков,5,C++,500,10000,1,меньше 10 человек
10/16/2010 9:47:45,,Киев,4,Java,2300,500,2,10 - 50 человек
10/16/2010 10:37:15,,другой,1 год,C#/.NET,$400,+100,4 месяца,меньше 10 человек
10/16/2010 11:16:34,,другой,6,PHP,1100,60%,3 месяца,50 - 200 человек
