"Город","Зарплата.в.месяц","Изменение.зарплаты","Должность","exp","current_job_exp","Язык.программирования","Специализация","Возраст","Пол","Образование","Уровень.английского","Размер.компании"
"4416","Харьков",900,500,"Junior Software Engineer",0.75,0.75,"PHP","",22,"мужской","Незаконченное высшее","ниже среднего","до 200 человек"
"4417","Днепр.",500,0,"Junior Software Engineer",0.5,0.5,"PHP","",23,"мужской","Незаконченное высшее","ниже среднего","до 10 человек"
"4418","Киев",3400,700,"Technical Lead",6.5,0.5,"C#/.NET","",26,"мужской","Среднее","средний","свыше 1000 человек"
"4419","Львов",2100,0,"Software Engineer",3,3,"Java","",21,"мужской","Незаконченное высшее","продвинутый","до 1000 человек"
"4420","Днепр.",2500,800,"Дизайнер",3,3,"","",28,"мужской","Незаконченное высшее","ниже среднего","до 200 человек"
"4421","Запорожье",1600,800,"Software Engineer",1.5,1.5,"PHP","",34,"мужской","Незаконченное высшее","средний","до 10 человек"
"4422","Донецк",2200,200,"Team lead",7.5,4,"","",25,"мужской","Высшее","продвинутый","до 1000 человек"
"4423","Киев",3500,0,"HR",10,2,"","",40,"мужской","Высшее","средний","до 200 человек"
"4424","Киев",900,300,"Верстальщик",1.5,1.25,"","",25,"мужской","Высшее","выше среднего","до 50 человек"
"4425","Харьков",2325,475,"Senior Software Engineer",8,5,"PHP","",28,"мужской","Высшее","выше среднего","до 200 человек"
"4426","Днепр.",2700,200,"Senior Software Engineer",7,2.5,"C#/.NET","",35,"мужской","Незаконченное высшее","ниже среднего","свыше 1000 человек"
"4427","Днепр.",1900,400,"Software Engineer",3,0.5,"PHP","",26,"мужской","Высшее","ниже среднего","до 50 человек"
"4428","Киев",1800,0,"Project manager",8,0.5,"","",28,"мужской","Высшее","средний","до 1000 человек"
"4429","Киев",1600,130,"QA engineer",3,1,"","Manual QA",32,"женский","Высшее","средний","до 1000 человек"
"4430","Киев",950,80,"Junior Software Engineer",0.75,0.75,"Java","",23,"мужской","Высшее","средний","до 1000 человек"
"4431","Одесса",1500,700,"Senior QA engineer",4,4,"","General QA",25,"мужской","Высшее","выше среднего","до 200 человек"
"4432","Киев",615,40,"Junior QA engineer",2,0,"","Manual QA",27,"женский","Высшее","ниже среднего","до 50 человек"
"4433","Симферополь",1300,100,"Senior QA engineer",4,0.25,"","General QA",26,"мужской","Высшее","средний","до 200 человек"
"4434","Запорожье",700,0,"Software Engineer",3,1,"Objective-C","",25,"мужской","Незаконченное высшее","средний","до 50 человек"
"4435","Киев",2300,200,"Senior QA engineer",4,2,"","General QA",31,"мужской","Высшее","выше среднего","до 200 человек"
"4436","Харьков",1850,750,"Technical Lead",5,1.5,"PHP","",26,"мужской","Высшее","средний","до 50 человек"
"4437","Киев",3060,1000,"Senior Software Engineer",5,5,"Java","",26,"мужской","Высшее","выше среднего","свыше 1000 человек"
"4438","Киев",500,-100,"Системный администратор",6,3.5,"","",24,"мужской","Незаконченное высшее","ниже среднего","до 10 человек"
"4439","Киев",4000,300,"Senior Software Engineer",10,1,"Scala","",35,"мужской","Высшее","средний","до 200 человек"
"4440","Днепр.",800,100,"Junior Software Engineer",1,0,"C#/.NET","",29,"мужской","Высшее","средний","до 200 человек"
"4441","Одесса",600,100,"Junior QA engineer",0.5,0.5,"","General QA",23,"мужской","Высшее","средний","до 200 человек"
"4442","Киев",750,0,"Junior QA engineer",0,0,"","Manual QA",25,"мужской","Высшее","ниже среднего","до 200 человек"
"4443","Харьков",1400,200,"Senior Software Engineer",7,6,"C#/.NET","",32,"мужской","Высшее","средний","до 50 человек"
"4444","Черновцы",400,100,"Junior QA engineer",0.25,0.25,"","Automation QA",20,"мужской","Незаконченное высшее","средний","свыше 1000 человек"
"4445","Севастополь",2100,500,"Software Engineer",10,0,"C++","",37,"мужской","Высшее","продвинутый","до 10 человек"
"4446","Киев",1500,200,"HR",3,1,"","",33,"женский","Высшее","продвинутый","до 1000 человек"
"4447","Днепр.",1400,100,"Software Engineer",5,2,"JavaScript","",27,"мужской","Высшее","средний","свыше 1000 человек"
"4448","Винница",1250,0,"Team lead",2,1.75,"","",23,"мужской","Высшее","средний","до 10 человек"
"4449","Киев",3300,150,"Senior Software Engineer",10,3,"C++","",38,"мужской","Высшее","выше среднего","до 1000 человек"
"4450","Одесса",800,300,"Junior Software Engineer",0.5,0.5,"Java","",22,"мужской","Высшее","ниже среднего","до 50 человек"
"4451","Киев",1800,0,"Support",6,4,"","",30,"мужской","Высшее","средний","до 50 человек"
"4452","Киев",3000,500,"Senior QA engineer",3,1,"","Automation QA",25,"женский","Высшее","выше среднего","до 200 человек"
"4453","Киев",900,400,"Системный администратор",4,1,"","",24,"мужской","Высшее","выше среднего","до 200 человек"
"4454","Киев",1500,0,"Junior Software Engineer",0.5,0.5,"Java (Android)","",23,"мужской","Незаконченное высшее","ниже среднего","до 1000 человек"
"4455","Киев",800,200,"Junior Software Engineer",1,1,"C++","",22,"мужской","Высшее","средний","до 10 человек"
"4456","Киев",2300,300,"Senior Software Engineer",4.5,1.75,"C#/.NET","",28,"мужской","Высшее","продвинутый","до 1000 человек"
"4457","Харьков",500,0,"Junior QA engineer",1,0.25,"","Automation QA",21,"женский","Высшее","средний","до 50 человек"
"4458","Луганск",1600,400,"Senior Software Engineer",6,4.5,"C#/.NET","",29,"мужской","Высшее","средний","до 10 человек"
"4459","Одесса",4500,1000,"Project manager",8,2,"","",29,"мужской","Высшее","выше среднего","до 1000 человек"
"4460","Киев",2600,0,"Senior Software Engineer",8,1,"C#/.NET","",28,"мужской","Высшее","выше среднего","до 1000 человек"
"4461","Киев",1600,500,"Software Engineer",2,0,"Java","",30,"мужской","Высшее","средний","свыше 1000 человек"
"4462","Киев",1500,250,"QA engineer",2,2,"","General QA",31,"женский","Два высших","средний","до 200 человек"
"4463","Харьков",800,0,"HR",3,2,"","",25,"мужской","Высшее","средний","до 50 человек"
"4464","Киев",3150,0,"Team lead",7,2,"","",28,"мужской","Высшее","выше среднего","до 1000 человек"
"4466","Киев",2400,1100,"Software Engineer",8.5,0.5,"C","",29,"мужской","Высшее","средний","до 1000 человек"
"4467","Одесса",2000,500,"Бизнес-аналитик",3,1.5,"","",27,"женский","Незаконченное высшее","продвинутый","до 50 человек"
"4468","Киев",3000,300,"Software Engineer",6,2.5,"C++","",27,"мужской","Высшее","ниже среднего","до 50 человек"
"4469","Киев",3333,0,"Системный администратор",7,3,"","",26,"мужской","Высшее","ниже среднего","до 10 человек"
"4470","Симферополь",1567,156,"Системный администратор",5,1,"","",28,"мужской","Высшее","продвинутый","до 10 человек"
"4471","Симферополь",3000,0,"Системный администратор",5,3,"","",28,"мужской","Незаконченное высшее","продвинутый","до 10 человек"
"4472","Симферополь",300,0,"Junior QA engineer",0,0,"","Manual QA",23,"мужской","Высшее","средний","до 50 человек"
"4473","Киев",1200,200,"Sales manager",4,3,"","",27,"мужской","Высшее","продвинутый","до 10 человек"
"4474","Харьков",500,150,"Junior QA engineer",0.5,0.5,"","General QA",22,"мужской","Высшее","выше среднего","до 50 человек"
"4475","Донецк",900,400,"Системный администратор",3,0.75,"","",22,"мужской","Незаконченное высшее","средний","до 10 человек"
"4476","Киев",2000,300,"Senior QA engineer",4,1,"","Manual QA",27,"мужской","Высшее","выше среднего","до 200 человек"
"4477","Киев",570,570,"Junior QA engineer",0.5,0.5,"","Manual QA",28,"мужской","Два высших","средний","до 10 человек"
"4478","Симферополь",1500,0,"Системный администратор",10,1,"","",35,"мужской","Высшее","ниже среднего","до 10 человек"
"4480","Харьков",1400,1,"Системный администратор",8,3,"","",34,"мужской","Высшее","средний","до 10 человек"
"4481","Харьков",300,100,"Junior QA engineer",0.75,0.75,"","Manual QA",23,"мужской","Высшее","средний","до 50 человек"
"4482","Днепр.",1750,200,"Software Engineer",5,3,"C#/.NET","",32,"мужской","Высшее","ниже среднего","до 200 человек"
"4483","Киев",1250,0,"Junior Software Engineer",0.5,0.25,"Java (Android)","",20,"мужской","Среднее","элементарный","до 10 человек"
"4484","Киев",3500,1750,"Senior Software Engineer",2.5,0,"Objective-C","",29,"мужской","Высшее","выше среднего","свыше 1000 человек"
"4485","Киев",3500,400,"Senior QA engineer",7.5,2.5,"","Automation QA",36,"женский","Высшее","ниже среднего","до 200 человек"
"4486","Сумы",600,150,"QA engineer",3,3,"","Automation QA",23,"мужской","Высшее","элементарный","до 200 человек"
"4487","Киев",2000,1000,"Senior Software Engineer",10,0,"SQL","",30,"мужской","Высшее","выше среднего","свыше 1000 человек"
"4488","Киев",600,300,"Junior QA engineer",1,0.5,"","Manual QA",23,"мужской","Незаконченное высшее","средний","свыше 1000 человек"
"4489","Киев",2000,0,"Бизнес-аналитик",4,1,"","",27,"мужской","Высшее","выше среднего","до 50 человек"
"4490","Киев",2000,200,"Project manager",6,5,"","",25,"мужской","Два высших","продвинутый","свыше 1000 человек"
"4491","Одесса",800,300,"Junior Software Engineer",1.25,1.25,"C#/.NET","",24,"мужской","Высшее","выше среднего","до 10 человек"
"4492","Днепр.",2700,900,"Senior Software Engineer",10,1,"C++","",34,"мужской","Высшее","выше среднего","до 1000 человек"
"4493","Львов",380,100,"Junior Software Engineer",0.25,0.25,"Ruby/Rails","",27,"мужской","Высшее","средний","свыше 1000 человек"
"4494","Николаев",950,200,"Team lead",2,0.75,"","",24,"женский","Высшее","средний","до 50 человек"
"4495","Симферополь",650,100,"Project manager",3,3,"","",24,"мужской","Высшее","продвинутый","до 10 человек"
"4496","Днепр.",2200,200,"Senior Software Engineer",9,1,"C#/.NET","",40,"мужской","Высшее","средний","до 200 человек"
"4497","Севастополь",400,100,"Junior QA engineer",0.5,0,"","Manual QA",28,"женский","Высшее","продвинутый","до 10 человек"
"4498","Киев",1450,200,"QA Tech Lead",6,4,"","General QA",27,"мужской","Высшее","выше среднего","свыше 1000 человек"
"4499","Киев",3500,800,"Senior Software Engineer",4,0,"PHP","",28,"мужской","Высшее","ниже среднего","до 1000 человек"
"4500","Киев",2500,200,"QA Tech Lead",7.5,2.5,"","Manual QA",26,"мужской","Высшее","продвинутый","до 200 человек"
"4501","Киев",1500,700,"Software Engineer",1,1,"Objective-C","",23,"мужской","Высшее","средний","до 50 человек"
"4502","Харьков",400,0,"Junior QA engineer",0.25,0.25,"","Manual QA",23,"мужской","Два высших","средний","до 10 человек"
"4503","Киев",2700,200,"Senior Software Engineer",6,3,"C#/.NET","",26,"мужской","Высшее","выше среднего","до 50 человек"
"4504","Харьков",800,200,"Системный администратор",3,2,"","",25,"мужской","Высшее","средний","до 10 человек"
"4505","Киев",1700,200,"Системный администратор",10,7,"","",32,"мужской","Высшее","продвинутый","до 10 человек"
"4506","Львов",350,350,"Junior Software Engineer",0,0,"Java","",22,"мужской","Высшее","ниже среднего","до 1000 человек"
"4507","Киев",2500,0,"Senior Software Engineer",4,2.5,"Flex/Flash/AIR","",28,"мужской","Два высших","средний","до 200 человек"
"4508","Харьков",2600,600,"Technical Lead",7.5,7.5,"C#/.NET","",28,"мужской","Высшее","выше среднего","до 10 человек"
"4509","Киев",3500,0,"Software Engineer",4,1,"Flex/Flash/AIR","",26,"мужской","Высшее","ниже среднего","свыше 1000 человек"
"4510","Харьков",2200,200,"Technical Lead",8,2.5,"C#/.NET","",30,"мужской","Кандидат","выше среднего","до 1000 человек"
"4511","Харьков",600,0,"Junior QA engineer",0.75,0.75,"","Manual QA",25,"женский","Высшее","средний","до 10 человек"
"4512","Киев",1500,300,"Senior Software Engineer",4,2,"JavaScript","",26,"мужской","Высшее","средний","до 200 человек"
"4513","Киев",3000,200,"Senior Software Engineer",10,1.25,"SQL","",37,"мужской","Высшее","средний","свыше 1000 человек"
"4514","Киев",1000,500,"QA engineer",2,1,"","Manual QA",26,"мужской","Два высших","продвинутый","до 50 человек"
"4515","Львов",3400,400,"System Architect / Системный архитектор",2,1,"C#/.NET","",24,"мужской","Высшее","продвинутый","до 200 человек"
"4516","Донецк",1750,0,"Software Engineer",5,2.5,"Java","",27,"мужской","Высшее","средний","до 1000 человек"
"4517","Киев",1000,200,"Системный администратор",4,1.5,"","",26,"мужской","Высшее","средний","до 200 человек"
"4518","Киев",1500,300,"Системный администратор",8,0.5,"","",29,"мужской","Среднее","ниже среднего","до 200 человек"
"4519","Черновцы",300,0,"Junior QA engineer",0.25,0.25,"","General QA",22,"мужской","Незаконченное высшее","средний","до 1000 человек"
"4520","Киев",2000,1000,"Software Engineer",2.5,2,"Java","",23,"мужской","Высшее","выше среднего","свыше 1000 человек"
"4521","Киев",3500,3100,"Technical Lead",10,2,"SQL","",35,"мужской","Высшее","средний","свыше 1000 человек"
"4522","Киев",2200,0,"Senior QA engineer",5,1,"","General QA",25,"мужской","Высшее","средний","до 200 человек"
"4523","Киев",1615,200,"Software Engineer",2.5,2.5,"C++","",25,"мужской","Высшее","выше среднего","до 50 человек"
"4524","Харьков",700,700,"Junior Software Engineer",0.75,0.75,"Java","",19,"мужской","Незаконченное высшее","средний","свыше 1000 человек"
"4525","Киев",3000,600,"Senior Software Engineer",3.5,1.25,"C#/.NET","",24,"мужской","Высшее","средний","до 10 человек"
"4526","Киев",3200,100,"Software Engineer",10,0.5,"Java","",34,"мужской","Высшее","выше среднего","до 200 человек"
"4527","Ивано-Франковск",700,300,"Junior Software Engineer",1.5,1.5,"Java","",25,"мужской","Два высших","средний","свыше 1000 человек"
"4528","Киев",2000,0,"Software Engineer",3,1,"Objective-C","",26,"мужской","Высшее","выше среднего","до 200 человек"
"4529","Киев",1000,400,"Software Engineer",1.25,0.25,"PHP","",26,"мужской","Высшее","ниже среднего","до 200 человек"
"4530","Киев",1000,350,"Системный администратор",3.5,0.5,"","",26,"мужской","Высшее","средний","до 50 человек"
"4531","Одесса",500,0,"Junior QA engineer",0,0,"","Manual QA",22,"мужской","Среднее","ниже среднего","до 50 человек"
"4532","Киев",2700,0,"Software Engineer",8,2.5,"C++","",30,"мужской","Высшее","выше среднего","свыше 1000 человек"
"4533","Днепр.",1180,440,"Software Engineer",1.5,1.5,"C#/.NET","",23,"мужской","Высшее","средний","до 10 человек"
"4534","Львов",855,570,"Junior Software Engineer",1.5,1.5,"Java (Android)","",23,"мужской","Высшее","средний","до 1000 человек"
"4535","Киев",1700,200,"Software Engineer",3,1.75,"C#/.NET","",25,"мужской","Высшее","выше среднего","свыше 1000 человек"
"4536","Киев",1330,380,"Junior Software Engineer",1,1,"Ruby/Rails","",24,"мужской","Высшее","ниже среднего","до 10 человек"
"4537","Киев",3200,0,"Team lead",10,7,"","",36,"мужской","Высшее","ниже среднего","до 10 человек"
"4538","Киев",4400,700,"Technical Lead",6,0.5,"Java","",25,"мужской","Два высших","выше среднего","до 1000 человек"
"4539","Донецк",850,1100,"Software Engineer",3,3,"PHP","",26,"мужской","Высшее","элементарный","до 50 человек"
"4540","Полтава",400,0,"Junior Software Engineer",0.75,0.75,"Objective-C","",16,"мужской","Высшее","ниже среднего","до 50 человек"
"4541","Харьков",437,62,"Верстальщик",1,0.5,"","",26,"женский","Высшее","ниже среднего","до 10 человек"
"4542","Киев",3000,200,"Senior Software Engineer",8.5,5,"C#/.NET","",29,"мужской","Высшее","продвинутый","свыше 1000 человек"
"4544","Киев",2400,150,"Support",5,3,"","",26,"мужской","Высшее","средний","свыше 1000 человек"
"4545","Киев",900,200,"QA engineer",2,1,"","Manual QA",22,"мужской","Высшее","ниже среднего","свыше 1000 человек"
"4546","Харьков",1500,100,"Senior QA engineer",0,0,"","Manual QA",25,"мужской","Высшее","средний","до 50 человек"
"4547","Харьков",2600,1100,"Senior Software Engineer",6,0,"PHP","",28,"мужской","Кандидат","выше среднего","до 10 человек"
"4548","Киев",800,200,"Junior Software Engineer",1.5,1,"C++","",25,"женский","Высшее","ниже среднего","до 50 человек"
"4549","Запорожье",2000,0,"Software Engineer",5,1.75,"Python","",24,"мужской","Высшее","средний","до 10 человек"
"4550","Харьков",750,1,"Junior Software Engineer",0.5,0.5,"Python","",22,"мужской","Незаконченное высшее","выше среднего","до 10 человек"
"4551","Киев",2800,300,"Senior Software Engineer",9,3,"C#/.NET","",30,"мужской","Высшее","средний","до 1000 человек"
"4552","Киев",3000,350,"QA Tech Lead",6.5,3.5,"","General QA",38,"мужской","Высшее","средний","свыше 1000 человек"
"4553","Харьков",1000,250,"QA engineer",2,2,"","General QA",24,"мужской","Высшее","средний","до 200 человек"
"4554","Киев",3150,500,"Senior Software Engineer",6,5,"C++","",30,"мужской","Высшее","выше среднего","до 200 человек"
"4555","Киев",3400,0,"Senior Software Engineer",5.5,4.5,"Java","",30,"женский","Высшее","выше среднего","свыше 1000 человек"
"4556","Киев",1150,0,"Бизнес-аналитик",0.75,0.5,"","",28,"женский","Высшее","продвинутый","до 1000 человек"
"4557","Киев",750,250,"Junior Software Engineer",1.5,0.5,"C++","",22,"мужской","Высшее","ниже среднего","до 1000 человек"
"4558","Киев",4000,500,"Technical Lead",4,0.25,"Java","",24,"мужской","Высшее","продвинутый","свыше 1000 человек"
"4559","Севастополь",1500,400,"Software Engineer",3,0.25,"C#/.NET","",26,"мужской","Высшее","средний","до 200 человек"
"4560","Киев",1000,400,"Junior Software Engineer",0.75,0.75,"C++","",19,"мужской","Незаконченное высшее","продвинутый","до 50 человек"
"4561","Харьков",600,250,"Junior QA engineer",0.75,0.75,"","Manual QA",22,"мужской","Высшее","выше среднего","до 1000 человек"
"4562","Киев",430,1,"Junior QA engineer",0.5,0.5,"","Manual QA",23,"женский","Высшее","ниже среднего","свыше 1000 человек"
"4563","Львов",700,350,"Junior Software Engineer",1.5,1.5,"SQL","",21,"мужской","Незаконченное высшее","выше среднего","до 200 человек"
"4564","Киев",3100,0,"Senior Software Engineer",7,1.5,"Java","",29,"мужской","Высшее","выше среднего","свыше 1000 человек"
"4565","Киев",3000,500,"Technical Lead",5,3,"PHP","",27,"мужской","Высшее","выше среднего","до 10 человек"
"4566","Киев",800,0,"Junior Software Engineer",0.75,0.75,"Java","",22,"мужской","Незаконченное высшее","средний","свыше 1000 человек"
"4567","Киев",3000,1000,"Team lead",5.5,1.5,"","",24,"мужской","Высшее","средний","свыше 1000 человек"
"4568","Киев",2750,250,"Senior QA engineer",8,1.5,"","Automation QA",29,"мужской","Высшее","продвинутый","свыше 1000 человек"
"4569","Киев",2900,200,"Senior Software Engineer",9,3.5,"C#/.NET","",27,"мужской","Высшее","выше среднего","до 50 человек"
"4570","Харьков",2000,500,"Software Engineer",2,1,"C++","",25,"мужской","Высшее","средний","до 50 человек"
"4571","Симферополь",1200,200,"Software Engineer",5,4,"Java","",27,"мужской","Высшее","продвинутый","до 50 человек"
"4572","Киев",1000,0,"Системный администратор",5,1,"","",33,"мужской","Высшее","элементарный","до 10 человек"
"4573","Киев",2500,700,"Software Engineer",4,0,"PHP","",26,"мужской","Высшее","средний","до 50 человек"
"4574","Киев",3500,500,"Team lead",10,1,"","",38,"мужской","Высшее","выше среднего","свыше 1000 человек"
"4575","Харьков",900,500,"QA engineer",1.25,1.25,"","Automation QA",22,"мужской","Незаконченное высшее","продвинутый","до 1000 человек"
"4576","Киев",3200,400,"Senior Software Engineer",10,1.5,"Java","",39,"мужской","Высшее","выше среднего","свыше 1000 человек"
"4577","Киев",2250,200,"Senior QA engineer",7,5,"","Automation QA",28,"мужской","Высшее","выше среднего","свыше 1000 человек"
"4578","Донецк",1000,600,"Junior Software Engineer",1.5,1.5,"Java (Android)","",23,"мужской","Высшее","ниже среднего","до 50 человек"
"4579","Харьков",1450,300,"Technical Lead",6,2.5,"PHP","",24,"мужской","Высшее","выше среднего","до 200 человек"
"4580","Киев",3200,700,"Senior Software Engineer",3,0,"Java (Android)","",24,"мужской","Высшее","продвинутый","до 200 человек"
"4581","Харьков",500,0,"Системный администратор",6,1.25,"","",27,"мужской","Высшее","ниже среднего","до 50 человек"
"4582","Харьков",2600,800,"Senior Software Engineer",7,0,"PHP","",24,"мужской","Высшее","ниже среднего","до 1000 человек"
"4583","Днепр.",1450,0,"QA engineer",4,2,"","Manual QA",25,"женский","Высшее","средний","свыше 1000 человек"
"4584","Харьков",500,0,"Junior Software Engineer",0.5,0.5,"Java (Android)","",25,"мужской","Высшее","ниже среднего","до 10 человек"
"4585","Киев",2800,500,"QA Tech Lead",7,0.5,"","Manual QA",29,"женский","Высшее","средний","свыше 1000 человек"
"4586","Киев",2000,800,"Software Engineer",3,3,"C#/.NET","",24,"мужской","Высшее","средний","до 200 человек"
"4587","Харьков",750,350,"Junior Software Engineer",4,1.25,"JavaScript","",20,"мужской","Незаконченное высшее","средний","до 1000 человек"
"4588","Одесса",1800,200,"Technical Lead",4,1,"C#/.NET","",26,"мужской","Высшее","продвинутый","до 200 человек"
"4589","Одесса",1150,150,"Technical Lead",5,1,"C#/.NET","",27,"мужской","Высшее","продвинутый","до 200 человек"
"4590","Киев",1700,700,"QA engineer",1.75,0.25,"","Manual QA",25,"женский","Высшее","выше среднего","до 1000 человек"
"4591","Харьков",2240,140,"Software Engineer",6,5,"Java","",29,"мужской","Высшее","средний","до 10 человек"
"4592","Киев",1400,400,"QA engineer",2,0,"","Automation QA",36,"мужской","Высшее","ниже среднего","до 50 человек"
"4593","Харьков",960,380,"Junior QA engineer",2,2,"","Manual QA",29,"мужской","Высшее","средний","свыше 1000 человек"
"4594","Львов",1600,850,"Software Engineer",2,1.5,"Ruby/Rails","",21,"мужской","Незаконченное высшее","ниже среднего","до 50 человек"
"4595","Харьков",1250,300,"QA engineer",3.5,1.5,"","General QA",26,"женский","Высшее","выше среднего","до 200 человек"
"4596","Житомир",600,200,"Junior Software Engineer",1.75,1.5,"Java (Android)","",22,"мужской","Высшее","элементарный","до 200 человек"
"4597","Харьков",1200,150,"Junior Software Engineer",1,1,"Java","",29,"мужской","Высшее","выше среднего","до 200 человек"
"4598","Харьков",2800,1,"Senior Software Engineer",7,0.5,"PHP","",24,"мужской","Высшее","средний","до 10 человек"
"4599","Харьков",3000,0,"Senior Software Engineer",6,2,"C#/.NET","",29,"мужской","Высшее","продвинутый","до 200 человек"
"4600","Киев",780,0,"Верстальщик",2,1,"","",23,"мужской","Среднее","средний","до 10 человек"
"4601","Киев",1000,100,"Software Engineer",2.5,2.5,"C++","",25,"мужской","Высшее","выше среднего","до 1000 человек"
"4602","Киев",3000,500,"QA Tech Lead",8.5,5.5,"","Automation QA",28,"мужской","Высшее","выше среднего","до 50 человек"
"4603","Винница",800,400,"Software Engineer",1,1,"Java","",22,"мужской","Незаконченное высшее","ниже среднего","до 200 человек"
"4604","Харьков",500,600,"Project manager",5,0,"","",27,"мужской","Высшее","ниже среднего","до 50 человек"
"4605","Харьков",2800,500,"Team lead",5,3,"","",25,"мужской","Высшее","выше среднего","до 50 человек"
"4606","Киев",3000,0,"Project manager",5,0,"","",37,"мужской","Высшее","средний","свыше 1000 человек"
"4607","Одесса",475,200,"Junior Software Engineer",1,0.75,"C#/.NET","",18,"мужской","Незаконченное высшее","средний","до 50 человек"
"4608","Киев",1750,0,"QA Tech Lead",5.5,5.5,"","General QA",27,"мужской","Высшее","средний","до 1000 человек"
"4609","Винница",900,900,"Software Engineer",1,1,"JavaScript","",30,"мужской","Высшее","ниже среднего","до 200 человек"
"4610","Киев",700,0,"Junior Software Engineer",0,0,"Objective-C","",24,"мужской","Высшее","выше среднего","до 10 человек"
"4611","Харьков",1150,150,"Software Engineer",3,2,"PHP","",24,"мужской","Высшее","элементарный","до 200 человек"
"4612","Харьков",2000,400,"Project manager",1.5,1.5,"","",31,"мужской","Высшее","продвинутый","до 200 человек"
"4613","Киев",3500,500,"Senior QA engineer",7.5,2.5,"","Automation QA",30,"женский","Высшее","средний","до 200 человек"
"4614","Киев",1200,0,"QA engineer",2.5,2.5,"","General QA",32,"мужской","Кандидат","выше среднего","до 1000 человек"
"4616","Ужгород",300,0,"Системный администратор",10,10,"","",37,"мужской","Высшее","выше среднего","до 10 человек"
"4617","Харьков",3000,0,"Senior Software Engineer",2,0,"Perl","",30,"мужской","Высшее","ниже среднего","до 10 человек"
"4618","Киев",3300,800,"Team lead",7,1,"","",28,"мужской","Высшее","выше среднего","свыше 1000 человек"
"4619","Киев",1810,1110,"QA engineer",1.75,1,"","Manual QA",22,"мужской","Высшее","средний","до 1000 человек"
"4620","Киев",800,0,"QA engineer",1,0.5,"","Manual QA",26,"мужской","Высшее","выше среднего","до 50 человек"
"4621","Киев",2000,50,"Senior QA engineer",5,4,"","Automation QA",28,"женский","Высшее","ниже среднего","свыше 1000 человек"
"4622","Киев",1500,0,"QA engineer",2,2,"","General QA",22,"мужской","Незаконченное высшее","элементарный","до 50 человек"
"4623","Днепр.",600,0,"Junior Software Engineer",0.75,0.5,"Java","",24,"женский","Незаконченное высшее","ниже среднего","до 1000 человек"
"4624","Днепр.",550,100,"Junior QA engineer",1,1,"","Manual QA",25,"женский","Высшее","средний","свыше 1000 человек"
"4625","Киев",1100,400,"Системный администратор",2,2,"","",24,"мужской","Высшее","средний","до 1000 человек"
"4626","Киев",1500,500,"Software Engineer",0,2,"Java","",28,"мужской","Высшее","продвинутый","до 200 человек"
"4627","Харьков",430,0,"HR",0.75,0.5,"","",24,"мужской","Высшее","ниже среднего","до 10 человек"
"4628","Харьков",760,0,"QA engineer",1.75,1,"","Manual QA",23,"мужской","Высшее","средний","до 200 человек"
"4629","Киев",3000,1500,"Technical Lead",4,1.5,"C#/.NET","",24,"мужской","Высшее","средний","до 10 человек"
"4630","Днепр.",1000,1500,"Junior QA engineer",1,1,"","Manual QA",25,"мужской","Высшее","ниже среднего","до 50 человек"
"4631","Харьков",1500,100,"Senior Software Engineer",6,0,"PHP","",27,"мужской","Высшее","выше среднего","до 50 человек"
"4632","Киев",2900,500,"Team lead",5.5,4,"","General QA",28,"женский","Высшее","средний","до 200 человек"
"4633","Харьков",2100,800,"Team lead",5,2,"","",27,"мужской","Высшее","элементарный","до 10 человек"
"4634","Киев",1000,400,"HR",5,1,"","",24,"женский","Высшее","ниже среднего","до 200 человек"
"4635","Киев",3000,300,"Senior Software Engineer",8.5,0,"C++","",30,"мужской","Среднее","выше среднего","свыше 1000 человек"
"4636","Львов",2300,850,"Software Engineer",7.5,2,"SQL","",30,"мужской","Высшее","средний","до 1000 человек"
"4637","Киев",875,250,"QA engineer",1.5,1.5,"","General QA",31,"мужской","Высшее","продвинутый","до 200 человек"
"4638","Киев",1000,0,"Junior Software Engineer",0.5,0.5,"C++","",22,"мужской","Высшее","элементарный","свыше 1000 человек"
"4639","Киев",3000,1000,"Senior Software Engineer",2.5,0.25,"JavaScript","",24,"мужской","Высшее","ниже среднего","свыше 1000 человек"
"4640","Киев",2800,800,"Senior Software Engineer",4,2,"C#/.NET","",24,"мужской","Два высших","выше среднего","свыше 1000 человек"
"4641","Киев",2000,200,"QA Tech Lead",6,6,"","Automation QA",28,"мужской","Высшее","выше среднего","свыше 1000 человек"
"4642","Киев",3000,250,"Project manager",2.5,4.5,"","",27,"мужской","Высшее","продвинутый","до 200 человек"
"4643","Черновцы",1000,0,"Software Engineer",1,2,"Delphi","",25,"мужской","Высшее","средний","до 10 человек"
"4644","Киев",2800,600,"Senior QA engineer",5,2,"","General QA",26,"женский","Высшее","продвинутый","свыше 1000 человек"
"4645","Киев",800,0,"QA engineer",1.5,0.25,"","Manual QA",25,"женский","Высшее","выше среднего","до 1000 человек"
"4646","Киев",2200,1100,"Senior QA engineer",3,0.5,"","Automation QA",26,"женский","Два высших","средний","до 200 человек"
"4647","Киев",1600,1,"Software Engineer",1.25,1.25,"PHP","",24,"мужской","Высшее","ниже среднего","до 50 человек"
"4648","Донецк",1500,0,"Software Engineer",5,4.5,"C++","",30,"мужской","Незаконченное высшее","элементарный","до 10 человек"
"4649","Харьков",1500,0,"Software Engineer",2,0,"C#/.NET","",25,"мужской","Незаконченное высшее","средний","до 200 человек"
