"X","Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"3930",NA,"QA engineer","","Manual QA","2","2",1120,70,"Харьков","до 1000 человек","Аутсорсинговая","мужской",30,"Высшее","False","средний","Desktop Applications","30/12/2013 14:02:43","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",2,2,"Харьков",1120,NA,"QA"
"3931",NA,"Бизнес-аналитик","","","меньше 3 месяцев","меньше 3 месяцев",1800,0,"Киев","до 1000 человек","Стартап","женский",28,"Высшее","False","средний","Финансы и банки","30/12/2013 14:06:03","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0)",0,0,"Киев",1800,NA,""
"3932",NA,"Senior QA engineer","","Manual QA","4","0.5",2700,900,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",28,"Высшее","False","выше среднего","Desktop Applications,Финансы и банки","30/12/2013 14:08:24","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",4,0.5,"Киев",2700,NA,"QA"
"3933",NA,"Senior Software Engineer","Java","","6","6",3000,200,"Киев","свыше 1000 человек","Продуктовая","мужской",30,"Высшее","False","выше среднего","Веб-разработка,Корпоративные системы","30/12/2013 14:21:34","Mozilla/5.0 (Linux; U; Android 4.3; ru-ru; GT-N7100 Build/JSS15J) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",6,6,"Киев",3000,NA,"DEV"
"3934",NA,"Software Engineer","C#/.NET","","4.5","4",2000,250,"Харьков","до 50 человек","Аутсорсинговая","мужской",25,"Высшее","False","средний","Веб-разработка","30/12/2013 14:29:11","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",4.5,4,"Харьков",2000,NA,"DEV"
"3935",NA,"Junior QA engineer","","Manual QA","0.75","0.75",750,250,"Харьков","до 200 человек","Аутсорсинговая","мужской",28,"Высшее","False","выше среднего","Веб-разработка,Другое","30/12/2013 14:57:23","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",0.75,0.75,"Харьков",750,NA,"QA"
"3936",NA,"Software Engineer","Java","","2.5","2.5",1200,500,"Днепр.","свыше 1000 человек","Аутсорсинговая","мужской",22,"Высшее","False","средний","Desktop Applications","30/12/2013 15:05:10","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0",2.5,2.5,"Днепр.",1200,NA,"DEV"
"3937",NA,"Software Engineer","Ruby/Rails","","0.5","0.5",560,250,"Черкассы","до 200 человек","Другая","мужской",25,"Высшее","False","средний","Веб-разработка","30/12/2013 15:16:33","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36",0.5,0.5,"other",560,NA,"DEV"
"3938",NA,"QA engineer","","General QA","меньше 3 месяцев","меньше 3 месяцев",1250,0,"Киев","до 10 человек","Аутсорсинговая","женский",24,"Высшее","False","продвинутый","Desktop Applications","30/12/2013 15:22:46","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",0,0,"Киев",1250,NA,"QA"
"3939",NA,"Software Engineer","Java","","2.5","2.5",970,242,"Запорожье","до 10 человек","Другая","мужской",26,"Высшее","False","средний","Android","30/12/2013 15:28:42","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",2.5,2.5,"other",970,NA,"DEV"
"3940",NA,"Senior Software Engineer","JavaScript","","5","1",5700,700,"Киев","до 10 человек","Продуктовая","мужской",25,"Высшее","False","продвинутый","Веб-разработка,eCommerce","30/12/2013 15:49:28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",5,1,"Киев",5700,"h","DEV"
"3941",NA,"Senior Software Engineer","Java","","10 и более лет","3.5",4000,500,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",29,"Незаконченное высшее","False","продвинутый","Корпоративные системы","30/12/2013 15:54:19","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0",10,3.5,"Киев",4000,NA,"DEV"
"3942",NA,"Senior Software Engineer","Java","","8","0.75",3500,0,"Одесса","до 1000 человек","Аутсорсинговая","мужской",31,"Высшее","False","выше среднего","Веб-разработка,Корпоративные системы","30/12/2013 16:05:38","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.114 Safari/537.36",8,0.75,"Одесса",3500,NA,"DEV"
"3943",NA,"DBA / Администратор баз данных","","","10 и более лет","7",750,30,"Днепр.","до 10 человек","Продуктовая","мужской",43,"Высшее","False","ниже среднего","Другое","30/12/2013 16:28:46","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",10,7,"Днепр.",750,NA,"ADM"
"3944",NA,"HR","","","0.5","0.5",500,0,"Днепр.","до 50 человек","Стартап","женский",28,"Высшее","False","элементарный","Веб-разработка","30/12/2013 16:59:56","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",0.5,0.5,"Днепр.",500,NA,""
"3945",NA,"Junior Software Engineer","C","","меньше 3 месяцев","0.5",500,0,"Львов","до 50 человек","Продуктовая","мужской",22,"Высшее","False","ниже среднего","Телекоммуникации","30/12/2013 17:13:54","Mozilla/5.0 (X11; Linux x86_64; rv:7.0.1) Gecko/20100101 Firefox/7.0.1",0,0.5,"Львов",500,NA,"DEV"
"3946",NA,"Software Engineer","C#/.NET","","5","3",1800,200,"Донецк","до 200 человек","Другая","мужской",24,"Высшее","False","элементарный","Веб-разработка,Финансы и банки","30/12/2013 17:17:58","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0",5,3,"other",1800,NA,"DEV"
"3947",NA,"Software Engineer","PHP","","2.5","0.75",3000,1800,"Харьков","до 10 человек","Другая","мужской",25,"Высшее","False","средний","Веб-разработка","30/12/2013 17:19:30","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",2.5,0.75,"Харьков",3000,NA,"DEV"
"3948",NA,"Software Engineer","SQL","","3","0.5",2250,750,"Киев","до 200 человек","Другая","мужской",26,"Высшее","False","элементарный","Финансы и банки","30/12/2013 17:21:44","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",3,0.5,"Киев",2250,NA,"DEV"
"3949",NA,"Software Engineer","PHP","","8","3",1700,0,"Днепр.","до 50 человек","Продуктовая","мужской",36,"Высшее","False","ниже среднего","Веб-разработка,Gamedev","30/12/2013 17:34:23","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",8,3,"Днепр.",1700,NA,"DEV"
"3950",NA,"QA engineer","","General QA","7","2.5",2600,0,"Львов","до 50 человек","Аутсорсинговая","мужской",30,"Высшее","False","ниже среднего","Веб-разработка","30/12/2013 17:35:13","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",7,2.5,"Львов",2600,NA,"QA"
"3951",NA,"Бизнес-аналитик","","","3.5","1",1750,300,"Киев","до 50 человек","Продуктовая","мужской",26,"Высшее","False","выше среднего","Веб-разработка,Корпоративные системы","30/12/2013 17:42:55","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",3.5,1,"Киев",1750,NA,""
"3952",NA,"Дизайнер","","","2","2",600,100,"Черкассы","до 200 человек","Аутсорсинговая","мужской",22,"Среднее","False","ниже среднего","Веб-разработка,Другое","30/12/2013 17:45:03","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",2,2,"other",600,NA,""
"3953",NA,"Project manager","","","10 и более лет","3",4250,500,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",40,"Среднее","False","продвинутый","Другое","30/12/2013 17:53:03","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",10,3,"Киев",4250,NA,"PM"
"3954",NA,"Senior Software Engineer","Ruby/Rails","","10 и более лет","0.5",3000,500,"Запорожье","до 50 человек","Аутсорсинговая","мужской",35,"Кандидат","False","средний","Веб-разработка","30/12/2013 17:58:10","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0",10,0.5,"other",3000,NA,"DEV"
"3955",NA,"Senior Software Engineer","Java","","3.5","1",3000,0,"Одесса","до 50 человек","Другая","мужской",26,"Высшее","False","элементарный","Веб-разработка","30/12/2013 18:11:33","Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",3.5,1,"Одесса",3000,NA,"DEV"
"3956",NA,"Project manager","","","2.5","0.5",2000,1200,"Львов","до 200 человек","Аутсорсинговая","мужской",30,"Высшее","False","выше среднего","Веб-разработка","30/12/2013 18:37:09","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0",2.5,0.5,"Львов",2000,NA,"PM"
"3957",NA,"Senior Software Engineer","Objective-C","","8","2",2600,1000,"Харьков","до 200 человек","Аутстаффинговая","мужской",24,"Высшее","False","продвинутый","iOS","30/12/2013 18:40:51","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36",8,2,"Харьков",2600,NA,"DEV"
"3958",NA,"Senior Software Engineer","Java","","3.5","1.25",4500,400,"Киев","до 200 человек","Продуктовая","мужской",26,"Высшее","False","средний","Корпоративные системы,Другое","30/12/2013 18:48:32","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:26.0) Gecko/20100101 Firefox/26.0",3.5,1.25,"Киев",4500,NA,"DEV"
"3959",NA,"Software Engineer","Objective-C","","3.5","2",1700,1000,"Одесса","до 50 человек","Аутстаффинговая","мужской",26,"Высшее","False","средний","iOS","30/12/2013 19:04:49","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",3.5,2,"Одесса",1700,NA,"DEV"
"3960",NA,"QA engineer","","Manual QA","0.5","0.5",500,200,"Харьков","до 1000 человек","Аутсорсинговая","мужской",26,"Кандидат","False","средний","Веб-разработка,Системное программирование","30/12/2013 19:31:13","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",0.5,0.5,"Харьков",500,NA,"QA"
"3961",NA,"Director of Engineering / Program Director","","","10 и более лет","10 и более лет",2300,0,"Харьков","до 200 человек","Продуктовая","мужской",32,"Высшее","False","выше среднего","Телекоммуникации,Корпоративные системы","30/12/2013 19:42:30","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",10,10,"Харьков",2300,NA,"SPM"
"3962",NA,"Бизнес-аналитик","","","1.25","1.25",1600,1000,"Харьков","до 200 человек","Продуктовая","мужской",23,"Высшее","False","средний","Другое","30/12/2013 19:43:32","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",1.25,1.25,"Харьков",1600,NA,""
"3963",NA,"QA engineer","","Manual QA","2","1.25",800,200,"Харьков","до 200 человек","Продуктовая","мужской",25,"Высшее","False","выше среднего","Веб-разработка,Корпоративные системы","30/12/2013 20:05:53","Mozilla/5.0 (X11; Linux x86_64; rv:15.0) Gecko/20100101 Firefox/15.0 Iceweasel/15.0",2,1.25,"Харьков",800,NA,"QA"
"3964",NA,"Junior Software Engineer","Java","","1.5","1.5",1000,300,"Днепр.","до 10 человек","Другая","мужской",24,"Два высших","False","ниже среднего","Веб-разработка,Финансы и банки","30/12/2013 20:18:09","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",1.5,1.5,"Днепр.",1000,NA,"DEV"
"3965",NA,"Software Engineer","Python","","7","0.5",2850,-1000,"Харьков","свыше 1000 человек","Аутсорсинговая","мужской",29,"Высшее","False","выше среднего","Веб-разработка","30/12/2013 20:28:36","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",7,0.5,"Харьков",2850,NA,"DEV"
"3966",NA,"Junior QA engineer","","General QA","меньше 3 месяцев","0.5",550,0,"Киев","свыше 1000 человек","Аутсорсинговая","женский",22,"Незаконченное высшее","True","средний","Desktop Applications,Веб-разработка","30/12/2013 21:33:24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",0,0.5,"Киев",550,NA,"QA"
"3967",NA,"Junior QA engineer","","Automation QA","2","2",1500,600,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",28,"Высшее","False","выше среднего","Веб-разработка,Мультимедиа","30/12/2013 22:08:27","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0",2,2,"Киев",1500,NA,"QA"
"3968",NA,"Junior QA engineer","","Manual QA","1.5","0.5",600,100,"Харьков","до 1000 человек","Аутсорсинговая","женский",23,"Незаконченное высшее","True","средний","Desktop Applications,Корпоративные системы","30/12/2013 22:38:10","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",1.5,0.5,"Харьков",600,NA,"QA"
"3969",NA,"Senior Software Engineer","Other","","5","5",5000,1000,"Львов","до 200 человек","Аутстаффинговая","мужской",29,"Высшее","False","выше среднего","Финансы и банки","30/12/2013 22:38:34","Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0",5,5,"Львов",5000,NA,"DEV"
"3970",NA,"Бизнес-аналитик","","","2.5","0.75",1500,0,"Киев","до 200 человек","Продуктовая","женский",26,"Высшее","False","продвинутый","eCommerce","30/12/2013 22:40:50","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0",2.5,0.75,"Киев",1500,NA,""
"3971",NA,"Верстальщик","","","меньше 3 месяцев","меньше 3 месяцев",600,600,"Харьков","до 50 человек","Продуктовая","мужской",26,"Высшее","False","ниже среднего","Веб-разработка","30/12/2013 23:00:14","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0",0,0,"Харьков",600,NA,""
"3972",NA,"Senior Software Engineer","PHP","","9.5","2",2000,0,"Другой","до 50 человек","Другая","мужской",28,"Высшее","False","выше среднего","Веб-разработка,eCommerce","30/12/2013 23:05:22","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",9.5,2,"other",2000,NA,"DEV"
"3973",NA,"Software Engineer","C#/.NET","","2.5","меньше 3 месяцев",2300,800,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",26,"Высшее","False","средний","Веб-разработка,Корпоративные системы","30/12/2013 23:11:02","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",2.5,0,"Киев",2300,NA,"DEV"
"3974",NA,"Project manager","","","10 и более лет","6",2500,200,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",27,"Высшее","False","выше среднего","Системное программирование,Телекоммуникации","30/12/2013 23:15:05","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",10,6,"Львов",2500,NA,"PM"
"3975",NA,"Software Engineer","C#/.NET","","1.25","1",780,350,"Львов","до 200 человек","Аутсорсинговая","мужской",25,"Высшее","False","средний","Веб-разработка,Корпоративные системы","31/12/2013 00:08:55","Mozilla/5.0 (iPad; CPU OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) CriOS/31.0.1650.18 Mobile/11B554a Safari/8536.25",1.25,1,"Львов",780,NA,"DEV"
"3976",NA,"QA engineer","","Manual QA","1.5","1",900,400,"Львов","до 200 человек","Аутсорсинговая","мужской",31,"Высшее","False","средний","Веб-разработка","31/12/2013 00:46:42","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",1.5,1,"Львов",900,NA,"QA"
"3977",NA,"Team lead","","","7","2.5",3200,700,"Киев","до 200 человек","Продуктовая","мужской",28,"Высшее","False","выше среднего","Системное программирование","31/12/2013 00:54:54","Opera/9.80 (X11; Linux i686) Presto/2.12.388 Version/12.16",7,2.5,"Киев",3200,NA,"PM"
"3978",NA,"Junior Software Engineer","Java","","1.25","1.25",1050,250,"Киев","до 1000 человек","Аутсорсинговая","мужской",22,"Незаконченное высшее","True","выше среднего","Телекоммуникации,Корпоративные системы","31/12/2013 01:05:16","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0",1.25,1.25,"Киев",1050,NA,"DEV"
"3979",NA,"Project manager","","","6","0.75",2500,0,"Киев","до 50 человек","Аутсорсинговая","мужской",27,"Высшее","False","продвинутый","iOS,Веб-разработка","31/12/2013 02:09:07","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",6,0.75,"Киев",2500,NA,"PM"
"3980",NA,"Системный администратор","","","7","0.25",2500,1300,"Днепр.","свыше 1000 человек","Аутстаффинговая","мужской",27,"Высшее","False","продвинутый","Веб-разработка,Корпоративные системы","31/12/2013 02:39:52","Mozilla/5.0 (X11; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0",7,0.25,"Днепр.",2500,NA,"ADM"
"3981",NA,"Senior Software Engineer","C++","","10 и более лет","1",3200,0,"Киев","до 1000 человек","Аутсорсинговая","мужской",42,"Незаконченное высшее","False","продвинутый","Desktop Applications,Embedded","31/12/2013 02:49:06","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/31.0.1650.63 Chrome/31.0.1650.63 Safari/537.36",10,1,"Киев",3200,NA,"DEV"
"3982",NA,"QA Tech Lead","","Manual QA","4","3.5",2800,1200,"Киев","свыше 1000 человек","Аутсорсинговая","женский",27,"Высшее","False","средний","Финансы и банки","31/12/2013 07:26:48","Mozilla/5.0 (Windows NT 6.1; rv:26.0) Gecko/20100101 Firefox/26.0",4,3.5,"Киев",2800,NA,"QA"
"3983",NA,"Senior Software Engineer","C","","10 и более лет","3",2565,250,"Киев","до 200 человек","Другая","мужской",38,"Высшее","False","ниже среднего","Embedded","31/12/2013 08:40:52","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",10,3,"Киев",2565,NA,"DEV"
"3984",NA,"QA engineer","","Manual QA","1","1",550,650,"Киев","до 50 человек","Аутсорсинговая","мужской",22,"Высшее","False","средний","","31/12/2013 09:02:41","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",1,1,"Киев",550,NA,"QA"
"3985",NA,"Software Engineer","Objective-C","","2.5","2.5",1200,300,"Харьков","до 50 человек","Аутсорсинговая","мужской",24,"Высшее","False","элементарный","iOS","31/12/2013 09:25:40","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",2.5,2.5,"Харьков",1200,NA,"DEV"
"3986",NA,"Software Engineer","Java","","1.5","1.5",2700,200,"Киев","до 200 человек","Аутсорсинговая","мужской",28,"Высшее","False","средний","Корпоративные системы","31/12/2013 10:33:29","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36",1.5,1.5,"Киев",2700,NA,"DEV"
"3987",NA,"Senior Software Engineer","Java","","4","1",3500,300,"Киев","до 1000 человек","Аутсорсинговая","мужской",28,"Высшее","False","средний","Финансы и банки","31/12/2013 10:35:18","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0",4,1,"Киев",3500,NA,"DEV"
"3988",NA,"Technical Lead","Java","","7","2",3100,200,"Киев","до 1000 человек","Продуктовая","мужской",29,"Высшее","False","продвинутый","eCommerce","31/12/2013 10:39:47","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0",7,2,"Киев",3100,NA,"SDEV"
"3989",NA,"Software Engineer","Java","","8","3.5",2255,200,"Киев","до 1000 человек","Продуктовая","мужской",26,"Высшее","False","средний","Телекоммуникации","31/12/2013 10:52:08","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0",8,3.5,"Киев",2255,NA,"DEV"
"3990",NA,"Software Engineer","JavaScript","","3","1.25",4500,1000,"Киев","до 200 человек","Аутсорсинговая","мужской",30,"Высшее","False","средний","Desktop Applications,Веб-разработка","31/12/2013 11:28:47","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",3,1.25,"Киев",4500,NA,"DEV"
"3991",NA,"Software Engineer","PHP","","3","1",2340,800,"Другой","до 10 человек","Продуктовая","мужской",25,"Незаконченное высшее","False","выше среднего","Веб-разработка","31/12/2013 11:46:32","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.66 Safari/537.36",3,1,"other",2340,NA,"DEV"
"3992",NA,"Software Engineer","C#/.NET","","2.5","2.5",1520,300,"Харьков","до 200 человек","Аутсорсинговая","мужской",23,"Высшее","False","средний","Веб-разработка,Корпоративные системы","31/12/2013 12:03:57","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",2.5,2.5,"Харьков",1520,NA,"DEV"
"3993",NA,"Senior Software Engineer","Java","","3.5","0.5",3325,825,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",24,"Высшее","False","выше среднего","Финансы и банки","31/12/2013 12:26:42","Mozilla/5.0 (Windows NT 6.2; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0",3.5,0.5,"Киев",3325,NA,"DEV"
"3994",NA,"Системный администратор","","","10 и более лет","1",2700,1000,"Днепр.","свыше 1000 человек","Аутсорсинговая","мужской",33,"Высшее","False","выше среднего","Корпоративные системы,Другое","31/12/2013 12:36:53","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",10,1,"Днепр.",2700,NA,"ADM"
"3995",NA,"Software Engineer","Python","","5.5","0.25",1000,0,"Житомир","до 50 человек","Продуктовая","мужской",27,"Высшее","False","ниже среднего","Веб-разработка,Телекоммуникации","31/12/2013 12:41:57","Mozilla/5.0 (X11; Linux x86_64; rv:17.0) Gecko/20131030 Firefox/17.0 Iceweasel/17.0.10",5.5,0.25,"other",1000,NA,"DEV"
"3996",NA,"Project manager","","","меньше 3 месяцев","меньше 3 месяцев",900,0,"Киев","до 50 человек","Другая","мужской",25,"Два высших","False","ниже среднего","Финансы и банки","31/12/2013 12:51:35","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36",0,0,"Киев",900,NA,"PM"
"3997",NA,"Системный администратор","","","4","0.5",1200,200,"Днепр.","до 200 человек","Аутсорсинговая","мужской",28,"Незаконченное высшее","False","средний","Веб-разработка","31/12/2013 12:59:01","Mozilla/5.0 (Windows NT 6.2; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0",4,0.5,"Днепр.",1200,NA,"ADM"
"3998",NA,"Software Engineer","Java","","3.5","2",2500,200,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",24,"Высшее","False","средний","Desktop Applications,Финансы и банки","31/12/2013 13:07:19","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",3.5,2,"Киев",2500,NA,"DEV"
"3999",NA,"Team lead","","","5.5","0.75",2600,700,"Симферополь","до 50 человек","Продуктовая","мужской",28,"Высшее","False","выше среднего","Корпоративные системы","31/12/2013 13:30:17","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",5.5,0.75,"other",2600,NA,"PM"
"4001",NA,"Junior QA engineer","","General QA","1.75","1.75",800,300,"Харьков","до 1000 человек","Аутсорсинговая","женский",24,"Высшее","False","средний","Веб-разработка","31/12/2013 14:23:38","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0",1.75,1.75,"Харьков",800,NA,"QA"
"4002",NA,"Software Engineer","JavaScript","","4","4",1200,300,"Днепр.","до 10 человек","Стартап","мужской",22,"Незаконченное высшее","False","средний","Веб-разработка","31/12/2013 14:44:44","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",4,4,"Днепр.",1200,NA,"DEV"
"4003",NA,"Software Engineer","Python","","3","0.5",1000,0,"Киев","свыше 1000 человек","Продуктовая","мужской",25,"Высшее","False","средний","Веб-разработка","31/12/2013 14:45:40","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",3,0.5,"Киев",1000,NA,"DEV"
"4004",NA,"Senior Software Engineer","PHP","","6","3",600,100,"Харьков","до 200 человек","Аутсорсинговая","мужской",29,"Незаконченное высшее","False","средний","Веб-разработка,Gamedev","31/12/2013 14:55:30","Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) CriOS/31.0.1650.18 Mobile/10B329 Safari/8536.25",6,3,"Харьков",600,NA,"DEV"
