"N","Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты.за.12.месяцев","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Университет","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"8298",NA,"Senior QA engineer","","Manual QA","4","меньше 3 месяцев",2600,600,"Киев","до 1000 человек","Аутстаффинговая","мужской",30,"Высшее","НТУУ «КПИ»","False","средний","eCommerce","13/01/2017 22:58:26","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",4,0,"Киев",2600,NA,"QA"
"8299",NA,"Senior Software Engineer","JavaScript","","6","0.5",3000,500,"Киев","до 200 человек","Продуктовая","мужской",27,"Высшее","Другой вуз","False","средний","Веб-разработка,eCommerce","13/01/2017 23:15:17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",6,0.5,"Киев",3000,NA,"DEV"
"8300",NA,"Junior Software Engineer","PHP","","1","меньше 3 месяцев",300,0,"Запорожье","до 10 человек","Аутсорсинговая","мужской",22,"Среднее","","False","элементарный","Веб-разработка","13/01/2017 23:18:25","Mozilla/5.0 (Linux; Android 6.0.1; Redmi 3S Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",1,0,"other",300,NA,"DEV"
"8301",NA,"Marketing","","","0.5","0.5",450,0,"Днепр","до 200 человек","Аутсорсинговая","женский",25,"Высшее","ДНУ им. Гончара","False","выше среднего","Веб-разработка","13/01/2017 23:30:47","Mozilla/5.0 (iPad; CPU OS 10_0_1 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Mobile/14A403 Safari/602.1",0.5,0.5,"other",450,NA,""
"8302",NA,"QA engineer","","Automation QA","3","0.25",1100,200,"Харьков","до 10 человек","Другая","женский",27,"Высшее","ХНУРЭ","False","продвинутый","Веб-разработка","13/01/2017 23:41:01","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",3,0.25,"Харьков",1100,NA,"QA"
"8303",NA,"Software Engineer","PHP","","2","0.5",2000,0,"Киев","до 50 человек","Продуктовая","женский",27,"Высшее","ХНУРЭ","False","выше среднего","Веб-разработка,Корпоративные системы","13/01/2017 23:41:52","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",2,0.5,"Киев",2000,NA,"DEV"
"8304",NA,"Junior QA engineer","","General QA","1.5","0.5",600,200,"Одесса","до 50 человек","Другая","мужской",26,"Высшее","Другой вуз","False","выше среднего","","13/01/2017 23:44:30","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:50.0) Gecko/20100101 Firefox/50.0",1.5,0.5,"Одесса",600,NA,"QA"
"8305",NA,"Junior Software Engineer","C++","","4","меньше 3 месяцев",1560,600,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",25,"Высшее","КНУ им. Шевченко","False","продвинутый","Мультимедиа","13/01/2017 23:48:42","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:50.0) Gecko/20100101 Firefox/50.0",4,0,"Киев",1560,NA,"DEV"
"8306",NA,"Software Engineer","Java","","3","1",1700,700,"Киев","до 50 человек","Стартап","женский",31,"Кандидат","ДонНУ","False","выше среднего","Android,Веб-разработка","14/01/2017 00:06:59","Mozilla/5.0 (Linux; Android 7.1.1; Nexus 6P Build/N4F26I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",3,1,"Киев",1700,NA,"DEV"
"8307",NA,"Team lead","","","7","1",3700,1200,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",30,"Высшее","ВНТУ","False","выше среднего","Финансы и банки","14/01/2017 00:23:35","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7",7,1,"Киев",3700,NA,"PM"
"8308",NA,"Software Engineer","C#/.NET","","2","2",500,150,"Другой","до 200 человек","Аутсорсинговая","мужской",21,"Высшее","Другой вуз","True","средний","Веб-разработка,Другое","14/01/2017 00:25:08","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",2,2,"other",500,NA,"DEV"
"8309",NA,"Software Engineer","Ruby/Rails","","3","0.5",600,-250,"Хмельницкий","до 10 человек","Аутсорсинговая","мужской",21,"Незаконченное высшее","ХНУ [г. Хмельницкий]","True","ниже среднего","Веб-разработка,Другое","14/01/2017 00:33:16","Mozilla/5.0 (Linux; Android 5.1; PRO 5 Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",3,0.5,"other",600,NA,"DEV"
"8310",NA,"Senior Software Engineer","Java","","8","4",3000,200,"Киев","до 200 человек","Аутстаффинговая","мужской",30,"Высшее","СумГУ","False","выше среднего","Финансы и банки","14/01/2017 00:36:56","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",8,4,"Киев",3000,NA,"DEV"
"8311",NA,"Software Engineer","C#/.NET","","3","2",1500,500,"Львов","до 10 человек","Продуктовая","мужской",24,"Высшее","ОНУ им. Мечникова","False","ниже среднего","Desktop Applications,Веб-разработка","14/01/2017 00:39:00","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",3,2,"Львов",1500,NA,"DEV"
"8312",NA,"Team lead","","","7","5",3000,200,"Одесса","до 200 человек","Продуктовая","мужской",35,"Среднее","","False","средний","eCommerce","14/01/2017 01:13:59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",7,5,"Одесса",3000,NA,"PM"
"8313",NA,"Project manager","","","6","4",1715,115,"Киев","до 1000 человек","Другая","мужской",30,"Высшее","ХАИ","False","средний","Системное программирование,Мультимедиа","14/01/2017 01:15:46","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",6,4,"Киев",1715,NA,"PM"
"8314",NA,"Project manager","","","0.25","0.25",300,-400,"Удаленно","до 200 человек","Продуктовая","женский",26,"Незаконченное высшее","Другой вуз","False","выше среднего","Телекоммуникации","14/01/2017 01:26:09","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",0.25,0.25,"other",300,NA,"PM"
"8315",NA,"Junior Software Engineer","JavaScript","","1.5","0.5",500,0,"Ивано-Франковск","до 200 человек","Аутсорсинговая","мужской",28,"Высшее","Другой вуз","False","ниже среднего","Веб-разработка","14/01/2017 01:45:57","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1.5,0.5,"other",500,NA,"DEV"
"8316",NA,"Software Engineer","C#/.NET","","1","1",500,100,"Киев","до 1000 человек","Продуктовая","мужской",27,"Высшее","НАУ","False","продвинутый","Веб-разработка","14/01/2017 02:01:16","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1,1,"Киев",500,NA,"DEV"
"8317",NA,"Software Engineer","Python","","4","2",780,200,"Ровно","свыше 1000 человек","Аутсорсинговая","мужской",24,"Высшее","Другой вуз","False","выше среднего","Веб-разработка","14/01/2017 03:53:03","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0",4,2,"other",780,NA,"DEV"
"8318",NA,"Software Engineer","PHP","","3","2",1700,400,"Харьков","до 50 человек","Аутсорсинговая","мужской",27,"Высшее","ХНУРЭ","False","ниже среднего","Веб-разработка,Корпоративные системы","14/01/2017 03:53:48","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",3,2,"Харьков",1700,NA,"DEV"
"8319",NA,"Software Engineer","Java","","3","1",1000,0,"Удаленно","до 10 человек","Стартап","мужской",24,"Техникум / Колледж","","False","средний","Android","14/01/2017 07:23:00","Mozilla/5.0 (Linux; Android 6.0.1; D6503 Build/23.5.A.1.291) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",3,1,"other",1000,NA,"DEV"
"8320",NA,"Project manager","","","8","2",200,0,"Запорожье","до 50 человек","Аутсорсинговая","мужской",28,"Высшее","ЗНТУ","False","средний","Android,iOS","14/01/2017 08:26:26","Mozilla/5.0 (Linux; U; Android 5.0.2; en-us; Redmi Note 3 Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/53.0.2785.146 Mobile Safari/537.36 XiaoMi/MiuiBrowser/8.5.10",8,2,"other",200,NA,"PM"
"8321",NA,"Technical writer","","","3","2",200,0,"Запорожье","до 200 человек","Аутсорсинговая","мужской",35,"Высшее","Другой вуз","False","средний","Веб-разработка","14/01/2017 08:35:14","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",3,2,"other",200,NA,""
"8322",NA,"DBA","","","1","1",500,200,"Киев","свыше 1000 человек","Продуктовая","мужской",23,"Высшее","Другой вуз","False","ниже среднего","Корпоративные системы","14/01/2017 09:08:16","Mozilla/5.0 (Linux; Android 5.1; M3s Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/40.0.2214.124 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/106.0.0.26.68;]",1,1,"Киев",500,NA,""
"8323",NA,"DBA","","","8","4",2800,0,"Винница","до 1000 человек","Продуктовая","мужской",31,"Незаконченное высшее","ВНТУ","False","средний","Gamedev","14/01/2017 09:20:37","Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0 Mobile/14C92 Safari/602.1",8,4,"other",2800,NA,""
"8324",NA,"Team lead","","","5","4",3500,500,"Харьков","до 200 человек","Другая","мужской",26,"Высшее","ХНУРЭ","False","продвинутый","Системное программирование,Другое","14/01/2017 09:21:20","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0.2 Safari/602.3.12",5,4,"Харьков",3500,NA,"PM"
"8325",NA,"Junior Software Engineer","C#/.NET","","1","0.5",700,200,"Киев","до 10 человек","Продуктовая","мужской",24,"Высшее","Другой вуз","False","средний","Gamedev","14/01/2017 09:36:24","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1,0.5,"Киев",700,NA,"DEV"
"8326",NA,"Junior QA engineer","","Automation QA","0.5","0.5",400,0,"Другой","до 200 человек","Аутсорсинговая","мужской",31,"Высшее","Другой вуз","False","выше среднего","Веб-разработка,eCommerce","14/01/2017 09:37:51","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",0.5,0.5,"other",400,NA,"QA"
"8327",NA,"Junior Software Engineer","PHP","","1","меньше 3 месяцев",270,100,"Харьков","до 50 человек","Аутсорсинговая","мужской",25,"Высшее","Другой вуз","False","элементарный","Веб-разработка","14/01/2017 10:14:21","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1,0,"Харьков",270,NA,"DEV"
"8328",NA,"QA engineer","","Manual QA","1.5","1.5",900,300,"Киев","свыше 1000 человек","Аутсорсинговая","женский",25,"Высшее","КНУ им. Шевченко","False","выше среднего","Android,Веб-разработка","14/01/2017 10:24:52","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1.5,1.5,"Киев",900,NA,"QA"
"8329",NA,"HTML coder","","","4","3",800,100,"Харьков","до 50 человек","Продуктовая","мужской",29,"Незаконченное высшее","ХНЭУ","False","ниже среднего","Desktop Applications,Веб-разработка","14/01/2017 10:29:21","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",4,3,"Харьков",800,NA,""
"8330",NA,"Software Engineer","C#/.NET","","5","1",2800,200,"Другой","до 1000 человек","Аутстаффинговая","мужской",37,"Высшее","ДонНТУ","False","выше среднего","Финансы и банки","14/01/2017 10:34:01","Mozilla/5.0 (Linux; Android 5.1.1; SM-J500H Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",5,1,"other",2800,NA,"DEV"
"8331",NA,"Software Engineer","Ruby/Rails","","5","4",2500,0,"Харьков","до 50 человек","Аутсорсинговая","мужской",31,"Высшее","ХНУ им. Каразина","False","ниже среднего","Веб-разработка","14/01/2017 10:34:17","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:49.0) Gecko/20100101 Firefox/49.0",5,4,"Харьков",2500,NA,"DEV"
"8332",NA,"Software Engineer","SQL","","2","1",600,-80,"Киев","до 10 человек","Продуктовая","мужской",22,"Высшее","НТУУ «КПИ»","True","средний","Системное программирование,Корпоративные системы","14/01/2017 10:35:51","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",2,1,"Киев",600,NA,"DEV"
"8333",NA,"Junior Software Engineer","Java","","1.5","1",1500,800,"Киев","до 200 человек","Продуктовая","мужской",25,"Высшее","НТУУ «КПИ»","False","выше среднего","Финансы и банки","14/01/2017 10:59:42","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1.5,1,"Киев",1500,NA,"DEV"
"8334",NA,"Designer","","","8","4",3500,700,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",29,"Высшее","Другой вуз","False","средний","Desktop Applications,Веб-разработка","14/01/2017 11:47:05","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",8,4,"Киев",3500,NA,""
"8335",NA,"QA engineer","","Manual QA","4","4",2000,0,"Киев","до 200 человек","Аутстаффинговая","мужской",27,"Высшее","НТУУ «КПИ»","False","продвинутый","Desktop Applications,Корпоративные системы","14/01/2017 11:47:42","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",4,4,"Киев",2000,NA,"QA"
"8336",NA,"Junior Software Engineer","JavaScript","","0.5","0.5",550,0,"Киев","до 50 человек","Продуктовая","мужской",21,"Незаконченное высшее","НТУУ «КПИ»","False","продвинутый","Веб-разработка","14/01/2017 11:48:01","Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_1 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Mobile/14A403",0.5,0.5,"Киев",550,NA,"DEV"
"8337",NA,"Sales manager","","","0.5","0.5",490,0,"Киев","до 10 человек","Аутсорсинговая","женский",27,"Высшее","НАУ","False","средний","Gamedev","14/01/2017 12:09:59","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",0.5,0.5,"Киев",490,NA,""
"8338",NA,"Senior Software Engineer","C++","","5","5",2200,200,"Винница","свыше 1000 человек","Аутсорсинговая","мужской",28,"Высшее","ВНТУ","False","выше среднего","Системное программирование","14/01/2017 12:28:37","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",5,5,"other",2200,NA,"DEV"
"8339",NA,"Junior Software Engineer","Python","","меньше 3 месяцев","меньше 3 месяцев",700,0,"Киев","до 1000 человек","Продуктовая","мужской",20,"Среднее","","True","выше среднего","Веб-разработка","14/01/2017 12:34:08","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.100 Safari/537.36",0,0,"Киев",700,NA,"DEV"
"8340",NA,"HTML coder","","","0.5","меньше 3 месяцев",30,50,"Хмельницкий","до 50 человек","Аутсорсинговая","женский",20,"Незаконченное высшее","Другой вуз","False","средний","Веб-разработка","14/01/2017 12:50:56","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",0.5,0,"other",30,NA,""
"8341",NA,"Software Engineer","1С","","2","меньше 3 месяцев",800,0,"Киев","до 200 человек","Аутстаффинговая","мужской",21,"Незаконченное высшее","Другой вуз","False","ниже среднего","Embedded","14/01/2017 12:54:18","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",2,0,"Киев",800,NA,"DEV"
"8342",NA,"Senior QA engineer","","Manual QA","5","0.5",2000,300,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",26,"Высшее","Львовская Политехника","False","выше среднего","Desktop Applications,Веб-разработка","14/01/2017 13:08:12","Mozilla/5.0 (Windows NT 6.2; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0",5,0.5,"Львов",2000,NA,"QA"
"8343",NA,"Junior Software Engineer","Java","","1","1",530,0,"Киев","до 1000 человек","Продуктовая","мужской",21,"Высшее","КНУ им. Шевченко","True","выше среднего","Веб-разработка,Gamedev","14/01/2017 13:11:30","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1,1,"Киев",530,NA,"DEV"
"8344",NA,"Senior Software Engineer","PHP","","10 и более лет","0.5",1200,0,"Одесса","до 10 человек","Аутсорсинговая","мужской",31,"Среднее","","False","средний","Веб-разработка","14/01/2017 13:17:31","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",10,0.5,"Одесса",1200,NA,"DEV"
"8345",NA,"Business analyst","","","0.5","0.5",100,50,"Харьков","до 50 человек","Аутсорсинговая","женский",21,"Незаконченное высшее","ХАИ","True","средний","","14/01/2017 13:43:49","Mozilla/5.0 (Linux; Android 4.2.2; HTC Desire 616 dual sim Build/JDQ39) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",0.5,0.5,"Харьков",100,NA,""
"8346",NA,"Junior Software Engineer","Java","","1","0.5",500,500,"Киев","до 50 человек","Аутсорсинговая","мужской",22,"Высшее","НТУУ «КПИ»","False","выше среднего","Веб-разработка","14/01/2017 14:10:32","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1,0.5,"Киев",500,NA,"DEV"
"8347",NA,"QA engineer","","Manual QA","3","3",300,200,"Киев","до 10 человек","Продуктовая","мужской",20,"Незаконченное высшее","КНУ им. Шевченко","True","выше среднего","Gamedev","14/01/2017 15:04:03","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36 OPR/42.0.2393.94",3,3,"Киев",300,NA,"QA"
"8348",NA,"QA engineer","","Manual QA","1.5","1.5",650,200,"Днепр","до 200 человек","Продуктовая","мужской",29,"Высшее","ДНУ им. Гончара","False","ниже среднего","Gamedev","14/01/2017 15:04:15","Mozilla/5.0 (iPad; CPU OS 9_3_3 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13G34",1.5,1.5,"other",650,NA,"QA"
"8349",NA,"Software Engineer","JavaScript","","1","0.25",600,300,"Одесса","до 10 человек","Другая","мужской",25,"Незаконченное высшее","ОНПУ","False","ниже среднего","Веб-разработка","14/01/2017 15:05:35","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1,0.25,"Одесса",600,NA,"DEV"
"8350",NA,"Designer","","","5","2",1900,700,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",26,"Высшее","Другой вуз","False","продвинутый","Другое","14/01/2017 15:09:14","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",5,2,"Львов",1900,NA,""
"8351",NA,"Software Engineer","C++","","2","2",1850,1000,"Киев","до 50 человек","Продуктовая","мужской",24,"Высшее","НаУКМА","False","выше среднего","Desktop Applications","14/01/2017 15:14:43","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",2,2,"Киев",1850,NA,"DEV"
"8352",NA,"Junior Software Engineer","JavaScript","","0.5","0.5",125,35,"Другой","до 50 человек","Продуктовая","мужской",24,"Высшее","Другой вуз","False","элементарный","Веб-разработка","14/01/2017 15:15:57","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",0.5,0.5,"other",125,NA,"DEV"
"8353",NA,"DevOps","","","10 и более лет","4",1400,-300,"Днепр","до 10 человек","Продуктовая","мужской",36,"Техникум / Колледж","","False","ниже среднего","Веб-разработка,Телекоммуникации","14/01/2017 15:21:16","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",10,4,"other",1400,NA,"ADM"
"8354",NA,"QA engineer","","Automation QA","2","1",1600,600,"Одесса","до 200 человек","Продуктовая","мужской",23,"Высшее","ОНПУ","False","средний","Android,Веб-разработка","14/01/2017 15:28:40","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",2,1,"Одесса",1600,NA,"QA"
"8355",NA,"QA engineer","","Manual QA","1.5","1",1300,700,"Киев","до 200 человек","Аутсорсинговая","мужской",28,"Высшее","КНУ им. Шевченко","False","элементарный","iOS,Gamedev","14/01/2017 15:33:30","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1.5,1,"Киев",1300,NA,"QA"
"8356",NA,"Software Engineer","JavaScript","","1","1",560,100,"Киев","до 10 человек","Аутсорсинговая","мужской",23,"Высшее","Другой вуз","False","продвинутый","Веб-разработка,Корпоративные системы","14/01/2017 15:35:31","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0.2 Safari/602.3.12",1,1,"Киев",560,NA,"DEV"
"8357",NA,"Software Engineer","JavaScript","","1.5","1.5",800,600,"Киев","до 10 человек","Стартап","женский",22,"Высшее","НТУУ «КПИ»","False","продвинутый","Веб-разработка","14/01/2017 15:47:52","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/53.0.2785.143 Chrome/53.0.2785.143 Safari/537.36",1.5,1.5,"Киев",800,NA,"DEV"
"8358",NA,"QA engineer","","General QA","4","1",2150,150,"Киев","до 1000 человек","Аутсорсинговая","женский",26,"Высшее","НТУУ «КПИ»","False","выше среднего","Android,Веб-разработка","14/01/2017 16:08:05","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",4,1,"Киев",2150,NA,"QA"
"8359",NA,"Team lead","","","9","5",3500,300,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",28,"Высшее","ЖГТУ","False","выше среднего","Веб-разработка","14/01/2017 16:15:02","Mozilla/5.0 (Linux; Android 5.1; MI PAD 2 Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Safari/537.36",9,5,"Киев",3500,NA,"PM"
"8360",NA,"Senior Project Manager / Program Manager","","","4","2",3800,400,"Киев","до 1000 человек","Продуктовая","мужской",29,"Два высших","ВНТУ","False","средний","Веб-разработка,Gamedev","14/01/2017 16:37:02","Mozilla/5.0 (iPad; CPU OS 10_0_1 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) CriOS/55.0.2883.79 Mobile/14A403 Safari/602.1",4,2,"Киев",3800,NA,"SPM"
"8361",NA,"Junior QA engineer","","Manual QA","0.5","0.5",247,27,"Сумы","свыше 1000 человек","Продуктовая","мужской",29,"Высшее","СумГУ","False","элементарный","Телекоммуникации","14/01/2017 16:52:00","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",0.5,0.5,"other",247,NA,"QA"
"8362",NA,"Business analyst","","","0.5","0.5",650,300,"Киев","до 200 человек","Продуктовая","мужской",21,"Высшее","КНУ им. Шевченко","True","средний","Финансы и банки","14/01/2017 16:55:42","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",0.5,0.5,"Киев",650,NA,""
"8363",NA,"Designer","","","0.5","0.25",300,0,"Киев","до 50 человек","Продуктовая","мужской",22,"Незаконченное высшее","КНУСА","True","выше среднего","Gamedev","14/01/2017 17:28:41","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",0.5,0.25,"Киев",300,NA,""
"8364",NA,"Senior Software Engineer","Java","","3","меньше 3 месяцев",3500,2000,"Харьков","свыше 1000 человек","Аутсорсинговая","мужской",23,"Высшее","ХНУРЭ","False","продвинутый","eCommerce,Корпоративные системы","14/01/2017 17:44:14","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",3,0,"Харьков",3500,NA,"DEV"
"8365",NA,"Scrum Master","","","1","3",100,0,"Запорожье","до 10 человек","Продуктовая","женский",30,"Высшее","ХНУ [г. Хмельницкий]","False","элементарный","","14/01/2017 17:53:38","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)",1,3,"other",100,NA,""
"8366",NA,"Software Engineer","Java","","1.5","1.5",1050,350,"Харьков","свыше 1000 человек","Аутсорсинговая","мужской",23,"Высшее","ХНУРЭ","False","средний","Веб-разработка","14/01/2017 18:06:15","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",1.5,1.5,"Харьков",1050,NA,"DEV"
