"Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"6532","Data Scientist / Data Analyst","","","3","2",2200,700,"Киев","до 200 человек","Аутстаффинговая","мужской",27,"Кандидат","False","выше среднего","Телекоммуникации","21/06/2015 13:07:36","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.125 Safari/537.36",3,2,"Киев",2200,NA,""
"6533","Junior Software Engineer","Java","","меньше 3 месяцев","меньше 3 месяцев",700,0,"Киев","до 1000 человек","Аутсорсинговая","мужской",21,"Высшее","True","средний","Веб-разработка,Корпоративные системы","21/06/2015 13:39:09","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",0,0,"Киев",700,NA,"DEV"
"6534","Senior Project Manager / Program Manager","","","3","2",4000,400,"Киев","до 200 человек","Продуктовая","мужской",30,"Высшее","False","выше среднего","Gamedev","21/06/2015 14:20:29","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",3,2,"Киев",4000,NA,"SPM"
"6535","Junior Software Engineer","PHP","","0.5","0.25",180,50,"Одесса","до 50 человек","Стартап","мужской",19,"Техникум / Колледж","True","средний","Веб-разработка,Телекоммуникации","21/06/2015 17:27:42","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.125 Safari/537.36",0.5,0.25,"Одесса",180,NA,"DEV"
"6536","Software Engineer","Ruby/Rails","","2","меньше 3 месяцев",1000,400,"Львов","до 50 человек","Аутсорсинговая","мужской",24,"Высшее","False","средний","Веб-разработка","21/06/2015 19:00:00","Mozilla/5.0 (Linux; Android 5.0; ASUS_T00G Build/LRX21V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.93 Mobile Safari/537.36",2,0,"Львов",1000,NA,"DEV"
"6537","Junior QA engineer","","Manual QA","0.25","0.25",300,0,"Днепр.","до 50 человек","Аутсорсинговая","женский",23,"Высшее","False","средний","Веб-разработка","21/06/2015 19:07:38","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",0.25,0.25,"Днепр.",300,NA,"QA"
"6538","Junior Software Engineer","PHP","","1.5","1.5",520,80,"Харьков","до 1000 человек","Аутсорсинговая","мужской",23,"Высшее","False","средний","Веб-разработка","21/06/2015 19:33:06","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",1.5,1.5,"Харьков",520,NA,"DEV"
"6539","Technical Lead","Other","","10 и более лет","0.5",4500,2000,"Другой","до 10 человек","Другая","мужской",51,"Высшее","False","средний","Embedded,Другое","21/06/2015 20:22:14","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:36.0) Gecko/20100101 Firefox/36.0 SeaMonkey/2.33.1",10,0.5,"other",4500,NA,"SDEV"
"6540","Senior Software Engineer","Python","","4","1.5",3200,500,"Ровно","до 50 человек","Аутсорсинговая","мужской",26,"Высшее","False","выше среднего","Веб-разработка,Корпоративные системы","21/06/2015 23:54:29","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36",4,1.5,"other",3200,NA,"DEV"
"6541","Junior QA engineer","","Manual QA","1.5","1.5",400,0,"Харьков","до 200 человек","Продуктовая","женский",23,"Высшее","False","средний","","22/06/2015 00:59:03","Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",1.5,1.5,"Харьков",400,NA,"QA"
"6542","Software Engineer","Java","","10 и более лет","10 и более лет",650,-350,"Львов","до 10 человек","Другая","мужской",37,"Высшее","False","выше среднего","Корпоративные системы","22/06/2015 09:28:50","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0",10,10,"Львов",650,NA,"DEV"
"6543","Software Engineer","Java","","4","2",2200,200,"Киев","до 200 человек","Аутсорсинговая","мужской",46,"Высшее","False","средний","Корпоративные системы","22/06/2015 09:36:24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",4,2,"Киев",2200,NA,"DEV"
"6544","Team lead","","","5","1.5",1500,-1500,"Киев","до 50 человек","Другая","мужской",26,"Высшее","False","средний","Веб-разработка,Телекоммуникации","22/06/2015 09:49:34","Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12F70 Safari/600.1.4",5,1.5,"Киев",1500,NA,"PM"
"6545","Senior Software Engineer","PHP","","6","1.5",3000,1250,"Харьков","до 10 человек","Аутсорсинговая","мужской",31,"Высшее","False","ниже среднего","Веб-разработка,eCommerce","22/06/2015 10:52:46","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.125 Safari/537.36",6,1.5,"Харьков",3000,NA,"DEV"
"6546","Software Engineer","PHP","","1.5","0.25",1300,300,"Львов","до 50 человек","Аутсорсинговая","мужской",23,"Высшее","False","средний","Веб-разработка,Другое","22/06/2015 10:52:50","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.6.3 (KHTML, like Gecko) Version/8.0.6 Safari/600.6.3",1.5,0.25,"Львов",1300,NA,"DEV"
"6547","Software Engineer","C#/.NET","","3","1",1900,1200,"Днепр.","свыше 1000 человек","Аутсорсинговая","мужской",25,"Высшее","False","средний","Desktop Applications","22/06/2015 10:53:01","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",3,1,"Днепр.",1900,NA,"DEV"
"6548","Software Engineer","C#/.NET","","1.5","1",1300,800,"Симферополь","до 200 человек","Аутсорсинговая","мужской",22,"Два высших","False","выше среднего","Desktop Applications,Веб-разработка","22/06/2015 10:53:14","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0",1.5,1,"other",1300,NA,"DEV"
"6549","Software Engineer","C#/.NET","","3","3",1000,0,"Хмельницкий","до 10 человек","Аутсорсинговая","мужской",25,"Высшее","False","ниже среднего","Веб-разработка","22/06/2015 10:54:08","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",3,3,"other",1000,NA,"DEV"
"6550","Software Engineer","Java","","5","2",3050,0,"Львов","до 1000 человек","Аутсорсинговая","мужской",26,"Высшее","False","средний","Другое","22/06/2015 10:54:17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",5,2,"Львов",3050,NA,"DEV"
"6551","Senior Software Engineer","Java","","4","4",1600,400,"Житомир","до 200 человек","Продуктовая","мужской",24,"Высшее","False","средний","Android","22/06/2015 10:54:23","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",4,4,"other",1600,NA,"DEV"
"6552","Junior QA engineer","","Manual QA","0.25","0.25",200,0,"Киев","до 10 человек","Аутсорсинговая","мужской",28,"Высшее","False","выше среднего","Android,iOS","22/06/2015 10:54:32","Mozilla/5.0 (Linux; Android 5.0.1; GT-I9500 Build/LRX22C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.93 Mobile Safari/537.36",0.25,0.25,"Киев",200,NA,"QA"
"6553","Senior Software Engineer","PHP","","7","4",4000,1200,"Другой","до 10 человек","Стартап","мужской",30,"Кандидат","False","выше среднего","iOS,Веб-разработка","22/06/2015 10:54:54","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",7,4,"other",4000,NA,"DEV"
"6554","Team lead","","","6","4",1000,200,"Ровно","до 10 человек","Другая","мужской",25,"Высшее","False","ниже среднего","Веб-разработка","22/06/2015 10:55:04","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0",6,4,"other",1000,NA,"PM"
"6555","QA engineer","","Manual QA","2","1.5",300,100,"Другой","до 200 человек","Аутсорсинговая","мужской",23,"Высшее","False","ниже среднего","Android,iOS","22/06/2015 10:55:23","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",2,1.5,"other",300,NA,"QA"
"6556","Junior QA engineer","","Manual QA","0.5","0.5",600,250,"Киев","до 1000 человек","Аутсорсинговая","женский",23,"Незаконченное высшее","False","средний","Другое","22/06/2015 10:55:35","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",0.5,0.5,"Киев",600,NA,"QA"
"6557","Верстальщик","","","3","3",1000,0,"Одесса","до 50 человек","Аутсорсинговая","мужской",31,"Высшее","False","средний","Веб-разработка","22/06/2015 10:55:47","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",3,3,"Одесса",1000,NA,""
"6558","Senior Software Engineer","C#/.NET","","6","2",2900,900,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",27,"Высшее","False","выше среднего","Веб-разработка","22/06/2015 10:56:06","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",6,2,"Киев",2900,NA,"DEV"
"6559","Системный администратор","","","5","5",312,31,"Днепр.","до 200 человек","Продуктовая","мужской",30,"Высшее","False","средний","Телекоммуникации,Корпоративные системы","22/06/2015 10:56:20","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.118 Safari/537.36",5,5,"Днепр.",312,NA,"ADM"
"6560","Software Engineer","Objective-C","","3","0.25",1290,290,"Львов","до 50 человек","Аутсорсинговая","мужской",24,"Два высших","False","продвинутый","iOS","22/06/2015 10:56:32","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/600.7.5 (KHTML, like Gecko) Version/8.0.7 Safari/600.7.5",3,0.25,"Львов",1290,NA,"DEV"
"6561","Software Engineer","JavaScript","","2","1",1950,450,"Киев","до 50 человек","Продуктовая","мужской",20,"Незаконченное высшее","True","выше среднего","Gamedev","22/06/2015 10:56:34","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",2,1,"Киев",1950,NA,"DEV"
"6562","QA engineer","","Manual QA","2","меньше 3 месяцев",1700,200,"Киев","свыше 1000 человек","Аутсорсинговая","женский",26,"Высшее","False","выше среднего","Android,iOS","22/06/2015 10:56:45","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",2,0,"Киев",1700,NA,"QA"
"6563","Software Engineer","C#/.NET","","5","3",1792,2060,"Львов","до 200 человек","Аутсорсинговая","мужской",27,"Высшее","False","ниже среднего","Веб-разработка,Другое","22/06/2015 10:57:16","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",5,3,"Львов",1792,NA,"DEV"
"6564","Director of Engineering / Program Director","","","10 и более лет","8",4500,0,"Киев","до 50 человек","Продуктовая","мужской",32,"Высшее","False","продвинутый","Системное программирование,Gamedev","22/06/2015 10:57:29","Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",10,8,"Киев",4500,NA,"SPM"
"6565","Senior Software Engineer","Java","","7","3",3800,300,"Киев","до 50 человек","Продуктовая","мужской",29,"Высшее","False","продвинутый","Финансы и банки,Мультимедиа","22/06/2015 10:57:34","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",7,3,"Киев",3800,NA,"DEV"
"6566","Junior Software Engineer","Python","","0.25","0.25",250,0,"Львов","свыше 1000 человек","Продуктовая","мужской",28,"Высшее","False","выше среднего","Веб-разработка","22/06/2015 10:57:42","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",0.25,0.25,"Львов",250,NA,"DEV"
"6567","QA engineer","","Manual QA","3","2",1200,300,"Днепр.","свыше 1000 человек","Аутсорсинговая","женский",25,"Высшее","False","средний","Финансы и банки,Корпоративные системы","22/06/2015 10:58:07","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0",3,2,"Днепр.",1200,NA,"QA"
"6568","Team lead","","","9","5",2600,200,"Одесса","свыше 1000 человек","Аутсорсинговая","мужской",32,"Высшее","False","продвинутый","Мультимедиа","22/06/2015 10:58:19","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",9,5,"Одесса",2600,NA,"PM"
"6569","Project manager","","","0.5","0.5",500,0,"Киев","свыше 1000 человек","Продуктовая","мужской",23,"Высшее","False","продвинутый","Корпоративные системы","22/06/2015 10:58:39","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",0.5,0.5,"Киев",500,NA,"PM"
"6570","Дизайнер","","","7","1.5",3500,500,"Киев","до 1000 человек","Продуктовая","мужской",24,"Высшее","False","ниже среднего","Веб-разработка,Gamedev","22/06/2015 10:58:39","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",7,1.5,"Киев",3500,NA,""
"6571","Director of Engineering / Program Director","","","10 и более лет","7",3500,0,"Киев","до 200 человек","Другая","мужской",36,"Незаконченное высшее","False","продвинутый","Корпоративные системы","22/06/2015 10:58:49","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440 [FBAN/FBIOS;FBAV/31.0.0.44.261;FBBV/10598108;FBDV/iPad4,2;FBMD/iPad;FBSN/iPhone OS;FBSV/8.1.2;FBSS/2; FBCR/Carrier;FBID/tablet;FBLC/en_US;FBOP/1]",10,7,"Киев",3500,NA,"SPM"
"6572","Technical Lead","C#/.NET","","9","0.5",4000,0,"Киев","до 50 человек","Аутстаффинговая","мужской",30,"Высшее","False","выше среднего","Веб-разработка,Другое","22/06/2015 10:59:20","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",9,0.5,"Киев",4000,NA,"SDEV"
"6573","Senior Software Engineer","PHP","","3","1",2300,300,"Киев","до 200 человек","Продуктовая","мужской",30,"Высшее","False","ниже среднего","Веб-разработка","22/06/2015 10:59:33","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/43.0.2357.81 Chrome/43.0.2357.81 Safari/537.36",3,1,"Киев",2300,NA,"DEV"
"6574","Junior Software Engineer","PHP","","0.5","0.5",500,500,"Киев","до 50 человек","Аутсорсинговая","мужской",23,"Высшее","True","средний","Веб-разработка,eCommerce","22/06/2015 11:00:33","Mozilla/5.0 (Linux; Android 5.0.2; LG-D724 Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.93 Mobile Safari/537.36",0.5,0.5,"Киев",500,NA,"DEV"
"6575","Director of Engineering / Program Director","","","10 и более лет","10 и более лет",1000,0,"Киев","до 10 человек","Другая","мужской",37,"Два высших","False","средний","Embedded,Другое","22/06/2015 11:00:52","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",10,10,"Киев",1000,NA,"SPM"
"6576","Senior Software Engineer","PHP","","6","1.5",3900,300,"Киев","до 50 человек","Аутсорсинговая","мужской",27,"Высшее","False","средний","Веб-разработка","22/06/2015 11:00:54","Mozilla/5.0 (Linux; Android 4.4.2; Lenovo P780 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36 TwitterAndroid",6,1.5,"Киев",3900,NA,"DEV"
"6577","Системный администратор","","","10 и более лет","3",450,0,"Донецк","до 50 человек","Другая","мужской",37,"Высшее","False","ниже среднего","Телекоммуникации,Корпоративные системы","22/06/2015 11:02:03","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0",10,3,"other",450,NA,"ADM"
"6578","Software Engineer","C#/.NET","","7","4",1500,150,"Киев","до 50 человек","Продуктовая","мужской",32,"Высшее","False","средний","Корпоративные системы,Другое","22/06/2015 11:02:08","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0",7,4,"Киев",1500,NA,"DEV"
"6579","Junior Software Engineer","Java","","3","3",1800,0,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",24,"Высшее","False","средний","Телекоммуникации,Финансы и банки","22/06/2015 11:02:15","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2431.0 Safari/537.36",3,3,"Киев",1800,NA,"DEV"
"6580","QA engineer","","General QA","4","0.5",860,70,"Запорожье","до 1000 человек","Продуктовая","мужской",28,"Высшее","False","выше среднего","Веб-разработка,Мультимедиа","22/06/2015 11:02:49","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",4,0.5,"other",860,NA,"QA"
"6581","QA engineer","","Manual QA","2","0.5",1005,0,"Киев","до 1000 человек","Продуктовая","женский",23,"Высшее","False","средний","Gamedev","22/06/2015 11:02:52","Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12F70 [FBAN/FBIOS;FBAV/31.0.0.44.261;FBBV/10598108;FBDV/iPhone6,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/8.3;FBSS/2; FBCR/Carrier;FBID/phone;FBLC/en_US;FBOP/5]",2,0.5,"Киев",1005,NA,"QA"
"6582","QA engineer","","Automation QA","4","меньше 3 месяцев",2300,400,"Харьков","до 200 человек","Аутстаффинговая","мужской",26,"Высшее","False","средний","Телекоммуникации,eCommerce","22/06/2015 11:03:11","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0",4,0,"Харьков",2300,NA,"QA"
"6583","Junior QA engineer","","Manual QA","0.5","0.5",300,200,"Луцк","до 200 человек","Аутсорсинговая","мужской",26,"Высшее","False","ниже среднего","Веб-разработка","22/06/2015 11:03:13","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0",0.5,0.5,"other",300,NA,"QA"
"6584","Software Engineer","Objective-C","","4","3",1100,100,"Другой","до 1000 человек","Аутсорсинговая","мужской",30,"Высшее","False","средний","iOS","22/06/2015 11:03:46","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11) AppleWebKit/601.1.32 (KHTML, like Gecko) Version/8.1 Safari/601.1.32",4,3,"other",1100,NA,"DEV"
"6585","Senior Software Engineer","Java","","4","4",1750,200,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",23,"Высшее","False","выше среднего","Другое","22/06/2015 11:05:06","Mozilla/5.0 (Linux; Android 5.1.1; Nexus 5 Build/LMY48B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.2357.121 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/35.0.0.48.273;]",4,4,"Киев",1750,NA,"DEV"
"6586","Software Engineer","C#/.NET","","2","2",1600,500,"Одесса","до 50 человек","Другая","мужской",26,"Высшее","False","продвинутый","Desktop Applications","22/06/2015 11:05:58","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",2,2,"Одесса",1600,NA,"DEV"
"6587","Software Engineer","PHP","","1.5","1",476,-190,"Киев","до 10 человек","Продуктовая","мужской",24,"Высшее","False","ниже среднего","Веб-разработка,eCommerce","22/06/2015 11:06:00","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",1.5,1,"Киев",476,NA,"DEV"
"6588","Senior Software Engineer","JavaScript","","4","1",2500,0,"Днепр.","до 1000 человек","Аутсорсинговая","мужской",30,"Высшее","False","выше среднего","Веб-разработка","22/06/2015 11:09:14","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",4,1,"Днепр.",2500,NA,"DEV"
"6589","Senior Software Engineer","JavaScript","","5","меньше 3 месяцев",3500,1000,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",25,"Высшее","False","выше среднего","Веб-разработка","22/06/2015 11:09:33","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",5,0,"Киев",3500,NA,"DEV"
"6590","Project manager","","","10 и более лет","5",780,100,"Киев","до 1000 человек","Другая","мужской",36,"Высшее","False","продвинутый","Финансы и банки,Корпоративные системы","22/06/2015 11:10:22","Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12F70 [FBAN/FBIOS;FBAV/31.0.0.44.261;FBBV/10598108;FBDV/iPhone5,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/8.3;FBSS/2; FBCR/Kyivstar;FBID/phone;FBLC/ru_RU;FBOP/5]",10,5,"Киев",780,NA,"PM"
"6591","Software Engineer","JavaScript","","1.5","0.5",1000,0,"Киев","до 50 человек","Другая","мужской",24,"Незаконченное высшее","False","средний","Веб-разработка","22/06/2015 11:11:21","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",1.5,0.5,"Киев",1000,NA,"DEV"
"6592","Junior Software Engineer","JavaScript","","2","1.5",900,300,"Ужгород","до 1000 человек","Аутсорсинговая","мужской",22,"Высшее","False","ниже среднего","Веб-разработка","22/06/2015 11:13:15","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",2,1.5,"other",900,NA,"DEV"
"6593","Senior Software Engineer","Delphi","","10 и более лет","4",1600,-400,"Днепр.","до 10 человек","Продуктовая","мужской",35,"Высшее","False","средний","Веб-разработка,Корпоративные системы","22/06/2015 11:13:30","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",10,4,"Днепр.",1600,NA,"DEV"
"6594","Senior Software Engineer","Other","","7","2",4000,1500,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",40,"Высшее","False","средний","Desktop Applications,Корпоративные системы","22/06/2015 11:14:10","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",7,2,"Киев",4000,NA,"DEV"
"6595","Senior Software Engineer","JavaScript","","3","1",3500,1000,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",25,"Высшее","False","средний","Веб-разработка","22/06/2015 11:14:13","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",3,1,"Киев",3500,NA,"DEV"
"6596","Senior Software Engineer","C#/.NET","","9","5",3600,200,"Киев","до 50 человек","Продуктовая","женский",35,"Два высших","False","выше среднего","Веб-разработка","22/06/2015 11:15:21","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 OPR/30.0.1835.59",9,5,"Киев",3600,NA,"DEV"
"6597","DevOps","","","7","2",5000,700,"Киев","до 200 человек","Стартап","мужской",28,"Незаконченное высшее","False","средний","Веб-разработка","22/06/2015 11:15:44","Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12F70",7,2,"Киев",5000,NA,"ADM"
"6598","Software Engineer","PHP","","3","1",850,100,"Чернигов","до 10 человек","Продуктовая","мужской",24,"Высшее","False","средний","Веб-разработка","22/06/2015 11:18:22","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0",3,1,"other",850,NA,"DEV"
"6599","Project manager","","","9","3",2100,0,"Ивано-Франковск","до 200 человек","Аутсорсинговая","мужской",41,"Высшее","False","продвинутый","Android,Финансы и банки","22/06/2015 11:18:32","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",9,3,"other",2100,NA,"PM"
"6600","Technical Lead","JavaScript","","6","меньше 3 месяцев",3360,520,"Харьков","свыше 1000 человек","Аутсорсинговая","мужской",26,"Высшее","False","продвинутый","Веб-разработка","22/06/2015 11:19:25","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",6,0,"Харьков",3360,NA,"SDEV"
"6601","Software Engineer","Java","","4","4",2800,600,"Киев","до 1000 человек","Аутстаффинговая","мужской",31,"Высшее","False","выше среднего","Веб-разработка,Другое","22/06/2015 11:20:28","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0",4,4,"Киев",2800,NA,"DEV"
"6602","Junior Software Engineer","Java","","1","1",400,50,"Ивано-Франковск","свыше 1000 человек","Аутсорсинговая","мужской",30,"Высшее","False","средний","Финансы и банки,Корпоративные системы","22/06/2015 11:21:21","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0",1,1,"other",400,NA,"DEV"
"6603","Software Engineer","JavaScript","","5","4",2530,530,"Киев","до 200 человек","Продуктовая","мужской",25,"Незаконченное высшее","False","выше среднего","Веб-разработка,Корпоративные системы","22/06/2015 11:22:11","Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12F70 Safari/600.1.4",5,4,"Киев",2530,NA,"DEV"
