,Возраст,Пол,Должность,Образование,Язык программирования,Индустрия,Предметная область,Доп. специализация,Общий опыт работы,Опыт работы на текущем месте,Средняя зарплата в месяц,Валюта,Годовые премии и бонусы,Валюта,Размер компании,Город,Уровень английского,Дата заполнения,User-Agent
,22,m,Software Engineer,Высшее,PHP,Разработка ПО,Веб-разработка,,3,меньше 3 месяцев,1400,d,0,d,до 100 человек,Киев,выше среднего,15/05/2011 16:31:48,Mozilla/5.0 (Windows NT 6.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,23,m,QA engineer,Высшее,,Аутсорсинг,Веб-разработка,Manual QA,2.5,2.5,600,d,100,d,до 50 человек,Луганск,продвинутый,15/05/2011 16:40:27,Opera/9.80 (Windows NT 6.1; U; en) Presto/2.8.131 Version/11.10
,29,m,Senior Software Engineer,Высшее,Java,Аутсорсинг,Корпоративные системы,,5,4,3000,d,0,d,до 10 человек,Одесса,средний,15/05/2011 17:00:39,Opera/9.80 (Windows NT 5.1; U; en) Presto/2.8.131 Version/11.10
,29,m,Senior Software Engineer,Высшее,C++,Разработка ПО,Корпоративные системы,,8,6,1200,d,0,d,до 200 человек,Харьков,продвинутый,15/05/2011 17:22:24,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24"
,29,m,Team lead,Высшее,,Аутсорсинг,Веб-разработка,,7,7,2000,d,0,d,до 100 человек,Харьков,выше среднего,15/05/2011 17:27:07,Mozilla/5.0 (Windows; U; Windows NT 6.1; ru; rv:1.9.2.16) Gecko/20110319 Firefox/3.6.16
,31,m,Senior Software Engineer,Высшее,Java,Аутсорсинг,Встраиваемые системы / Embedded,,8,3.5,3000,d,3000,d,до 100 человек,Киев,выше среднего,15/05/2011 18:24:28,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,24,m,Software Engineer,Высшее,Python,Разработка ПО,Веб-разработка,,1.25,1,1000,d,0,d,до 10 человек,Харьков,средний,15/05/2011 19:49:20,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,25,f,QA Tech Lead,Высшее,,Разработка ПО,Веб-разработка,General QA,5,2,1500,d,0,d,до 100 человек,Одесса,выше среднего,15/05/2011 19:55:34,Mozilla/5.0 (Windows NT 6.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,25,m,Software Engineer,Незаконченное высшее,Java,Аутсорсинг,Корпоративные системы,,4,0.75,2450,d,4410,d,до 100 человек,Киев,ниже среднего,15/05/2011 20:17:04,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,27,m,Junior Software Engineer,Высшее,JavaScript,Аутсорсинг,Веб-разработка,,0.25,0.25,500,d,0,d,до 200 человек,Львов,ниже среднего,15/05/2011 20:39:02,Mozilla/5.0 (Windows; U; Windows NT 6.1; ru; rv:1.9.2.17) Gecko/20110420 Firefox/3.6.17
,28,m,Senior Software Engineer,Высшее,C#/.NET,Аутсорсинг,Финансы и банки,,5.5,1.25,2500,d,400,d,до 1000 человек,Киев,выше среднего,15/05/2011 21:03:13,Mozilla/5.0 (Windows; U; Windows NT 6.1; ru; rv:1.9.2.17) Gecko/20110420 Firefox/3.6.17
,35,m,Software Engineer,Высшее,C++,Аутсорсинг,Телекоммуникации,,9,0.5,2250,d,2250,d,до 50 человек,Киев,средний,15/05/2011 21:21:08,Opera/9.80 (Windows NT 5.1; U; ru) Presto/2.2.15 Version/10.10
,26,m,Technical Lead,Высшее,Objective-C,Аутсорсинг,Desktop Applications,,4.5,1,2800,d,0,d,до 50 человек,Киев,средний,15/05/2011 21:49:51,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24"
,26,m,Software Engineer,Высшее,C#/.NET,Разработка ПО,Корпоративные системы,,5,0.75,3000,d,0,d,до 50 человек,Днепропетровск,средний,15/05/2011 21:59:28,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24"
,26,m,Software Engineer,Высшее,Java,Аутсорсинг,Финансы и банки,,5,1.25,2000,d,0,d,до 1000 человек,Киев,средний,15/05/2011 22:48:15,Mozilla/5.0 (Windows NT 5.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,20,m,Junior Software Engineer,Среднее,Perl,Аутсорсинг,Корпоративные системы,,меньше 3 месяцев,меньше 3 месяцев,100,d,0,d,до 10 человек,Чернигов,средний,15/05/2011 23:07:26,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24"
,29,m,Senior Software Engineer,Высшее,Python,Аутсорсинг,Телекоммуникации,,8,5,2300,d,0,d,до 200 человек,Львов,продвинутый,15/05/2011 23:20:34,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,23,m,QA engineer,Высшее,,Разработка ПО,Веб-разработка,General QA,2.5,меньше 3 месяцев,1100,d,4000,d,до 50 человек,Днепропетровск,выше среднего,15/05/2011 23:26:12,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24"
,27,m,Project manager,Два высших,,Аутсорсинг,Разработка игр / Gamedev,,7,5,2900,d,1200,d,до 50 человек,Киев,продвинутый,16/05/2011 01:20:15,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/532.5 (KHTML, like Gecko) Chrome/4.0.249.89 Safari/532.5"
,24,m,Software Engineer,Высшее,C#/.NET,Аутсорсинг,Desktop Applications,,3,0.5,1500,d,0,d,до 1000 человек,Харьков,выше среднего,16/05/2011 03:22:59,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.35 (KHTML, like Gecko) Chrome/13.0.761.0 Safari/534.35"
,22,m,Junior Software Engineer,Среднее,PHP,Аутсорсинг,Веб-разработка,,1,1,500,d,0,d,до 10 человек,Симферополь,элементарный,16/05/2011 04:08:22,Opera/9.80 (Windows NT 5.1; U; ru) Presto/2.8.131 Version/11.10
,27,m,QA engineer,Высшее,,Аутсорсинг,Корпоративные системы,General QA,3.5,0.5,1550,d,400,d,до 200 человек,Киев,ниже среднего,16/05/2011 07:57:30,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,24,m,QA engineer,Высшее,,Аутсорсинг,Веб-разработка,Manual QA,2,1,1200,d,0,d,до 1000 человек,Севастополь,ниже среднего,16/05/2011 09:01:52,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24"
,24,m,Software Engineer,Высшее,C#/.NET,Разработка ПО,Веб-разработка,,2,1,1000,d,0,d,до 50 человек,Киев,выше среднего,16/05/2011 09:49:35,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24"
,22,f,QA engineer,Незаконченное высшее,,Разработка ПО,Desktop Applications,Automation QA,2.5,0.5,1550,d,0,d,до 100 человек,Киев,выше среднего,16/05/2011 10:13:34,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,25,m,Senior Software Engineer,Высшее,C++,Аутсорсинг,Desktop Applications,,5,1,1800,d,0,d,до 10 человек,Днепропетровск,средний,16/05/2011 10:37:01,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24"
,29,f,Senior Software Engineer,Высшее,Java,Разработка ПО,Разработка игр / Gamedev,,7,0.5,2900,d,0,d,до 50 человек,Киев,продвинутый,16/05/2011 11:03:55,Mozilla/5.0 (Windows; U; Windows NT 6.1; uk; rv:1.9.2.13) Gecko/20101203 Firefox/3.6.13
,26,m,Technical Lead,Высшее,C#/.NET,Аутсорсинг,Веб-разработка,,2.5,2.5,1500,d,3000,d,до 10 человек,Донецк,выше среднего,16/05/2011 11:15:26,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,26,m,Software Engineer,Высшее,C++,Аутсорсинг,Встраиваемые системы / Embedded,,3.5,2.5,1900,d,0,d,до 200 человек,Одесса,продвинутый,16/05/2011 11:19:25,Opera/9.80 (Windows NT 5.2; U; en) Presto/2.8.131 Version/11.10
,22,m,Software Engineer,Среднее,PHP,Аутсорсинг,Корпоративные системы,,2.5,меньше 3 месяцев,650,d,0,d,до 10 человек,Севастополь,ниже среднего,16/05/2011 11:26:27,Mozilla/5.0 (X11; Linux i686; rv:2.0b13pre) Gecko/20110322 Firefox/4.0b13pre FirePHP/0.5
,25,m,Software Engineer,Незаконченное высшее,C#/.NET,Аутсорсинг,Веб-разработка,,3,меньше 3 месяцев,1300,d,0,d,до 50 человек,Киев,средний,16/05/2011 11:27:19,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24"
,25,m,Software Engineer,Незаконченное высшее,C++,Разработка ПО,Desktop Applications,,3,3,1400,d,0,d,до 200 человек,Одесса,ниже среднего,16/05/2011 11:36:30,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24"
,28,f,Системный администратор,Высшее,,ИТ-подразделение,Финансы и банки,,5,2,340,d,670,d,до 100 человек,Винница,элементарный,16/05/2011 11:51:23,Opera/9.80 (Windows NT 5.1; U; ru) Presto/2.8.131 Version/11.10
,28,m,Senior Software Engineer,Высшее,SQL,Аутсорсинг,Desktop Applications,,4,0.5,1700,d,0,d,до 200 человек,Киев,выше среднего,16/05/2011 11:51:52,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)
,29,m,Team lead,Высшее,,Разработка ПО,Веб-разработка,,8,0.75,3000,d,0,d,до 50 человек,Киев,выше среднего,16/05/2011 11:55:40,"Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.125 Safari/533.4"
,26,m,Senior QA engineer,Высшее,,Аутсорсинг,Финансы и банки,General QA,4,0.5,1600,d,0,d,до 1000 человек,Днепропетровск,средний,16/05/2011 12:54:31,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,22,m,Software Engineer,Незаконченное высшее,Java,Аутсорсинг,Корпоративные системы,,2.5,2.5,1000,d,0,d,до 200 человек,Харьков,продвинутый,16/05/2011 13:20:30,Opera/9.80 (Windows NT 5.1; U; en) Presto/2.8.131 Version/11.10
,31,m,Senior Software Engineer,Высшее,Java,Разработка ПО,Веб-разработка,,10 и более лет,меньше 3 месяцев,2500,d,0,d,до 100 человек,Одесса,выше среднего,16/05/2011 13:31:33,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.57 Safari/534.24"
,31,m,Senior Software Engineer,Высшее,PHP,ИТ-подразделение,Финансы и банки,,7,4,5000,h,3000,h,до 50 человек,Запорожье,ниже среднего,16/05/2011 13:46:30,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.204 Safari/534.16"
,28,m,Technical Lead,Высшее,C#/.NET,Аутсорсинг,Корпоративные системы,,6,0.5,2500,d,0,d,до 50 человек,Одесса,выше среднего,16/05/2011 13:55:54,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,25,m,Junior QA engineer,Высшее,,Аутсорсинг,Веб-разработка,Manual QA,1.25,1,500,d,0,d,до 200 человек,Львов,выше среднего,16/05/2011 14:40:28,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24"
,23,m,QA engineer,Высшее,,Разработка ПО,Веб-разработка,General QA,2.5,0.5,1600,d,0,d,до 200 человек,Киев,выше среднего,16/05/2011 14:54:54,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,24,m,Junior Software Engineer,Высшее,Java,ИТ-подразделение,Финансы и банки,,0.75,0.75,4000,h,2000,h,до 10 человек,Львов,ниже среднего,16/05/2011 15:08:05,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,24,f,Senior QA engineer,Незаконченное высшее,,Аутсорсинг,Финансы и банки,General QA,5.5,0.5,2200,d,0,d,до 1000 человек,Киев,выше среднего,16/05/2011 15:11:21,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.13) Gecko/20100115 Firefox/3.6;W-XP (.NET CLR 3.5.30729)
,25,m,System Architect,Высшее,PHP,Аутсорсинг,Веб-разработка,,4,1.5,1500,d,0,d,до 50 человек,Киев,выше среднего,16/05/2011 15:33:46,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24"
,36,m,Системный администратор,Высшее,,ИТ-подразделение,Корпоративные системы,,10 и более лет,10 и более лет,1200,d,800,d,до 10 человек,Киев,ниже среднего,16/05/2011 15:46:25,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.1; .NET4.0C; .NET4.0E)
,27,m,Senior Software Engineer,Высшее,Delphi,ИТ-подразделение,Корпоративные системы,,10 и более лет,4.5,1700,d,0,d,до 10 человек,Харьков,ниже среднего,16/05/2011 15:49:04,"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/534.10 (KHTML, like Gecko) Chrome/8.0.552.224 Safari/534.10"
,25,m,DBA / Администратор баз данных,Высшее,,Разработка ПО,Веб-разработка,,6.5,меньше 3 месяцев,1900,d,200,d,до 100 человек,Киев,средний,16/05/2011 16:18:42,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,0,m,Software Engineer,Высшее,Java,Аутсорсинг,Веб-разработка,,3,1,1200,d,200,d,до 1000 человек,Днепропетровск,средний,16/05/2011 16:29:44,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,27,m,Верстальщик,Среднее,,ИТ-подразделение,Веб-разработка,,2,1,900,d,200,d,до 50 человек,Днепропетровск,ниже среднего,16/05/2011 16:49:39,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24"
,24,m,Software Engineer,Высшее,Objective-C,Аутсорсинг,iOS,,4,2,2000,d,0,d,до 10 человек,Одесса,ниже среднего,16/05/2011 16:55:28,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24"
,30,m,Director of Engineering / Program Director,Высшее,,Аутсорсинг,Встраиваемые системы / Embedded,,10 и более лет,5,4000,d,9000,d,до 1000 человек,Киев,продвинутый,16/05/2011 16:55:30,Opera/9.80 (Windows NT 6.1; U; en) Presto/2.8.131 Version/11.10
,26,m,Senior Software Engineer,Высшее,Java,Аутсорсинг,Корпоративные системы,,3.5,0.5,1800,d,0,d,до 100 человек,Харьков,продвинутый,16/05/2011 17:05:57,Opera/9.80 (Windows NT 5.1; U; en) Presto/2.8.131 Version/11.10
,23,m,Senior Software Engineer,Высшее,C#/.NET,Аутсорсинг,Веб-разработка,,5,5,1300,d,0,d,до 50 человек,Харьков,средний,16/05/2011 17:15:05,Mozilla/5.0 (Windows NT 5.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,25,f,Junior Software Engineer,Высшее,C#/.NET,Аутсорсинг,Веб-разработка,,0.5,0.5,800,d,200,d,до 50 человек,Харьков,выше среднего,16/05/2011 17:45:46,Mozilla/5.0 (Windows NT 5.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,19,m,Junior Software Engineer,Среднее,C#/.NET,Аутсорсинг,Веб-разработка,,меньше 3 месяцев,меньше 3 месяцев,350,d,0,d,до 50 человек,Ужгород,элементарный,16/05/2011 17:50:31,Mozilla/5.0 (Windows NT 6.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,31,m,Junior Software Engineer,Высшее,Java,Аутсорсинг,Android,,0.5,0.25,300,d,100,d,до 50 человек,Винница,ниже среднего,16/05/2011 18:12:57,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24"
,25,m,Project manager,Высшее,,Разработка ПО,Корпоративные системы,,3.5,0.25,20000,h,0,d,до 200 человек,Днепропетровск,продвинутый,16/05/2011 18:16:04,Opera/9.80 (Windows NT 6.1; U; en) Presto/2.8.131 Version/11.10
,24,m,Senior Software Engineer,Высшее,PHP,Аутсорсинг,Веб-разработка,,4,3,1100,d,0,d,до 50 человек,Николаев,ниже среднего,16/05/2011 18:24:37,Mozilla/5.0 (X11; U; Linux i686; ru; rv:1.9.2.16) Gecko/20110323 Ubuntu/10.10 (maverick) Firefox/3.6.16 WebMoney Advisor
,27,m,Senior Project Manager / Program Manager,Высшее,,Аутсорсинг,Корпоративные системы,,9,7,2100,d,18000,d,до 200 человек,Харьков,средний,16/05/2011 18:35:56,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24"
,27,m,Senior Software Engineer,Высшее,Java,Аутсорсинг,Корпоративные системы,,6,1.25,2250,d,300,d,до 100 человек,Киев,выше среднего,16/05/2011 18:46:12,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,25,m,Software Engineer,Высшее,C++,Аутсорсинг,Desktop Applications,,3.5,3.5,1000,d,0,d,до 50 человек,Николаев,средний,16/05/2011 20:01:31,Opera/9.80 (Windows NT 6.1; U; en) Presto/2.8.131 Version/11.10
,29,m,Senior Software Engineer,Высшее,Java,Аутсорсинг,Веб-разработка,,5,3,2000,d,200,d,до 50 человек,Харьков,средний,16/05/2011 20:05:57,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,23,m,Junior QA engineer,Высшее,,Аутсорсинг,Веб-разработка,Automation QA,0.25,0.25,375,d,0,d,до 200 человек,Харьков,средний,16/05/2011 20:29:54,Mozilla/5.0 (Windows NT 6.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,26,m,Senior Project Manager / Program Manager,Высшее,,Разработка ПО,Desktop Applications,,5.5,5.5,2700,d,10000,d,до 50 человек,Чернигов,средний,16/05/2011 20:32:00,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24"
,28,m,Senior Software Engineer,Высшее,Java,Аутсорсинг,Корпоративные системы,,6,меньше 3 месяцев,3000,d,0,d,до 100 человек,Киев,выше среднего,16/05/2011 22:20:54,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24"
,32,m,Project manager,Высшее,,Разработка ПО,Корпоративные системы,,6,3,1650,d,100,d,до 100 человек,Харьков,выше среднего,16/05/2011 22:34:56,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,25,m,Software Engineer,Высшее,Delphi,Разработка ПО,Desktop Applications,,2.5,1.25,1150,d,0,d,до 50 человек,Киев,средний,16/05/2011 22:36:28,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,22,m,Junior QA engineer,Незаконченное высшее,,Аутсорсинг,Веб-разработка,Automation QA,0.5,0.5,450,d,0,d,до 1000 человек,Львов,ниже среднего,16/05/2011 23:03:26,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24"
,23,m,QA engineer,Высшее,,Разработка ПО,Desktop Applications,Manual QA,2,0.75,700,d,0,d,до 100 человек,Киев,средний,16/05/2011 23:41:08,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24"
,24,m,Software Engineer,Высшее,Java,Аутсорсинг,Телекоммуникации,,3,1,2500,d,0,d,до 1000 человек,Киев,средний,16/05/2011 23:48:38,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24"
,24,m,Software Engineer,Высшее,C,Разработка ПО,Встраиваемые системы / Embedded,,4.5,3.5,1450,d,0,d,до 50 человек,Чернигов,выше среднего,17/05/2011 00:02:35,Opera/9.80 (Windows NT 5.1; U; ru) Presto/2.8.131 Version/11.10
,26,m,Software Engineer,Высшее,Java,Аутсорсинг,Android,,5,0.5,2600,d,0,d,до 100 человек,Киев,продвинутый,17/05/2011 00:22:40,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24"
,24,m,Software Engineer,Высшее,Java,Аутсорсинг,Веб-разработка,,2.5,меньше 3 месяцев,800,d,0,d,до 50 человек,Харьков,выше среднего,17/05/2011 00:22:48,Mozilla/5.0 (X11; Linux x86_64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,20,m,Junior Software Engineer,Незаконченное высшее,Java,Заказная разработка,Веб-разработка,,0.75,0.75,3000,h,0,d,до 10 человек,Киев,ниже среднего,17/05/2011 00:25:32,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,22,m,Junior Software Engineer,Незаконченное высшее,Java,Аутсорсинг,Финансы и банки,,1.25,1.25,700,d,800,d,до 200 человек,Киев,выше среднего,17/05/2011 00:39:05,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24"
,23,m,Senior Software Engineer,Высшее,C#/.NET,Аутсорсинг,Корпоративные системы,,3.5,3.5,1650,d,0,d,до 1000 человек,Львов,выше среднего,17/05/2011 00:42:02,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,26,m,Software Engineer,Высшее,Delphi,Заказная разработка,Desktop Applications,,5,5,800,d,0,d,до 10 человек,Чернигов,выше среднего,17/05/2011 00:44:47,Mozilla/5.0 (Windows; U; Windows NT 6.1; ru; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 WebMoney Advisor
,30,m,Team lead,Высшее,,Аутсорсинг,Веб-разработка,,9,2,2800,d,0,d,до 50 человек,Львов,выше среднего,17/05/2011 01:49:01,Mozilla/5.0 (Windows NT 6.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,20,m,Junior QA engineer,Незаконченное высшее,,Разработка ПО,Встраиваемые системы / Embedded,General QA,меньше 3 месяцев,меньше 3 месяцев,700,d,0,d,до 200 человек,Харьков,средний,17/05/2011 02:31:34,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24"
,27,m,Software Engineer,Высшее,PHP,Разработка ПО,Корпоративные системы,,3,5,1300,d,100,d,до 100 человек,Харьков,ниже среднего,17/05/2011 06:18:51,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_7; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
,27,m,Project manager,Высшее,,Аутсорсинг,Веб-разработка,,2.5,2.5,1550,d,0,d,до 100 человек,Львов,продвинутый,17/05/2011 07:55:51,Mozilla/5.0 (Windows NT 6.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,21,m,Software Engineer,Высшее,C#/.NET,Разработка ПО,Корпоративные системы,,3,1,1575,d,0,d,до 50 человек,Киев,продвинутый,17/05/2011 10:23:48,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,24,m,Junior Software Engineer,Высшее,C++,Заказная разработка,Разработка игр / Gamedev,,1.75,1.75,500,d,0,d,до 10 человек,Львов,ниже среднего,17/05/2011 10:45:14,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24"
,24,m,Junior Software Engineer,Высшее,C#/.NET,Разработка ПО,Корпоративные системы,,0.75,меньше 3 месяцев,800,d,0,d,до 50 человек,Киев,средний,17/05/2011 10:50:12,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.204 Safari/534.16"
,30,m,Software Engineer,Незаконченное высшее,C++,Разработка ПО,Разработка игр / Gamedev,,5,3,9500,h,800,h,до 50 человек,Киев,средний,17/05/2011 11:03:05,Mozilla/5.0 (Windows; U; Windows NT 6.1; ru; rv:1.9.2.17) Gecko/20110420 Firefox/3.6.17 GTB7.1
,25,m,Senior Software Engineer,Высшее,C,Аутсорсинг,Встраиваемые системы / Embedded,,4,0.25,2000,d,0,d,до 50 человек,Львов,выше среднего,17/05/2011 11:06:35,Mozilla/5.0 (Windows; U; Windows NT 6.1; en-GB; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3
,25,m,Junior Software Engineer,Высшее,Java,Аутсорсинг,Финансы и банки,,10 и более лет,меньше 3 месяцев,100,d,100,d,до 10 человек,Киев,ниже среднего,17/05/2011 11:25:34,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.53 Safari/534.30"
,26,m,Software Engineer,Высшее,C#/.NET,Разработка ПО,Финансы и банки,,3.5,1.5,1500,d,300,d,до 50 человек,Киев,средний,17/05/2011 11:48:42,Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.8.131 Version/11.10
,31,m,Senior Software Engineer,Высшее,C,Разработка ПО,Встраиваемые системы / Embedded,,7,4,1900,d,0,d,до 100 человек,Львов,средний,17/05/2011 12:31:44,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24"
,25,m,Software Engineer,Высшее,PHP,Аутсорсинг,Веб-разработка,,6,3,1300,d,0,d,до 100 человек,Николаев,средний,17/05/2011 13:07:58,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
